DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
036 - CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,56150.96,11414.27
037 - EXTRACRANIAL PROCEDURES W MCC,277317.75,19600.94
038 - EXTRACRANIAL PROCEDURES W CC,136247.01,10235.1
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,95299.08,7443.65
040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,286865.45,27880.93
041 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,154637.03,14586.6
042 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,129216.98,12301.66
054 - NERVOUS SYSTEM NEOPLASMS W MCC,134392.57,8265.09
055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,77711.09,6569.1
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,103407.41,10148.15
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,71745.29,7200.39
059 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,56505.67,6320.16
060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,79906.28,5102.23
061 - ISCHEMIC STROKE; PRECEREBRAL OCCL OR TRANS ISCHEMIA W THROMBOLYTIC AGENT W MCC,238703.6,17275.65
062 - ISCHEMIC STROKE; PRECEREBRAL OCCL OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W C,156388.23,12992.06
063 - ISCHEMIC STROKE; PRECEREBRAL OCCL OR TRANSIENT ISCHEMIA W THROMB AGENT W/O CC/MC,204767.78,No Medicare Payment Available
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,130554.28,11018.76
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,97866.95,6837.62
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,74008.24,5117.37
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,141403.94,No Medicare Payment Available
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,89064.33,6088.17
069 - TRANSIENT ISCHEMIA W/O THROMBOLYTIC,52030.1,5053.42
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,91537.55,10223.4
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,62842.09,6436.06
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,49129.04,5240.92
073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,59522.5,9711.07
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,62392.12,5696.72
075 - VIRAL MENINGITIS W CC/MCC,85959.89,No Medicare Payment Available
076 - VIRAL MENINGITIS W/O CC/MCC,75871.04,6510.13
077 - HYPERTENSIVE ENCEPHALOPATHY W MCC,49460.04,8916.14
078 - HYPERTENSIVE ENCEPHALOPATHY W CC,53808.88,6043.06
079 - HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,45022.11,5020.13
080 - NONTRAUMATIC STUPOR & COMA W MCC,246494.73,11202.63
081 - NONTRAUMATIC STUPOR & COMA W/O MCC,189478.66,No Medicare Payment Available
082 - TRAUMATIC STUPOR & COMA; COMA >1 HR W MCC,315032.35,18625.21
083 - TRAUMATIC STUPOR & COMA; COMA >1 HR W CC,114429.54,8280.93
085 - TRAUMATIC STUPOR & COMA; COMA <1 HR W MCC,101067.43,12440.45
086 - TRAUMATIC STUPOR & COMA; COMA <1 HR W CC,84405.56,7117.79
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,55276.35,No Medicare Payment Available
088 - CONCUSSION W MCC,46157,No Medicare Payment Available
089 - CONCUSSION W CC,94646.25,6477.86
090 - CONCUSSION W/O CC/MCC,72159.25,No Medicare Payment Available
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,101058.33,10074.67
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,63745.16,6074.69
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,52351.77,4764.06
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,200239.88,No Medicare Payment Available
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,231368.54,No Medicare Payment Available
096 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,388852.45,No Medicare Payment Available
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,184652.62,21426.45
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,147456.96,No Medicare Payment Available
100 - SEIZURES W MCC,95320.52,10241.43
101 - SEIZURES W/O MCC,45962.94,5280.7
102 - HEADACHES W MCC,56019.56,5781.99
103 - HEADACHES W/O MCC,47029.27,5078.21
121 - ACUTE MAJOR EYE INFECTIONS W CC/MCC,44749.03,No Medicare Payment Available
122 - ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,33743.56,No Medicare Payment Available
123 - NEUROLOGICAL EYE DISORDERS,51544.89,5309.09
124 - OTHER DISORDERS OF THE EYE W MCC,124116.13,6944.21
125 - OTHER DISORDERS OF THE EYE W/O MCC,49043.89,4451.06
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,167491.26,No Medicare Payment Available
133 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W CC/MCC,230029.56,32505.17
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,85950.33,No Medicare Payment Available
146 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W MCC,159142.27,12357.6
147 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W CC,53979.36,No Medicare Payment Available
148 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W/O CC/MCC,57937.35,5604.1
149 - DYSEQUILIBRIUM,42657.09,4491.72
150 - EPISTAXIS W MCC,55931.79,8685.33
151 - EPISTAXIS W/O MCC,22598.61,5201.14
152 - OTITIS MEDIA & URI W MCC,37820.74,6666.37
153 - OTITIS MEDIA & URI W/O MCC,36269.1,4521.47
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,63986.46,9488.49
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,49889.49,5589.24
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,42697.65,4693.37
157 - DENTAL & ORAL DISEASES W MCC,103516.39,9779.25
158 - DENTAL & ORAL DISEASES W CC,48015.33,6097.07
159 - DENTAL & ORAL DISEASES W/O CC/MCC,36460.67,4739.77
163 - MAJOR CHEST PROCEDURES W MCC,307676.75,29908.51
164 - MAJOR CHEST PROCEDURES W CC,198501.85,15524.49
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,142373.65,11936.51
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,216841.69,20223.79
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,136306.11,11923.71
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,105360.46,7578.44
175 - PULMONARY EMBOLISM W MCC,121003.41,9099.05
176 - PULMONARY EMBOLISM W/O MCC,55939.19,5925.55
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,114419.59,11714.42
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,70367.89,7930.97
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,52463.21,6301.42
180 - RESPIRATORY NEOPLASMS W MCC,97905.87,10931.77
181 - RESPIRATORY NEOPLASMS W CC,88140.13,7344.34
182 - RESPIRATORY NEOPLASMS W/O CC/MCC,63795.66,No Medicare Payment Available
183 - MAJOR CHEST TRAUMA W MCC,106837.2,9468.74
184 - MAJOR CHEST TRAUMA W CC,72477.53,6498.71
185 - MAJOR CHEST TRAUMA W/O CC/MCC,63162.79,No Medicare Payment Available
186 - PLEURAL EFFUSION W MCC,96231.95,9789.92
187 - PLEURAL EFFUSION W CC,79986.69,7183.53
188 - PLEURAL EFFUSION W/O CC/MCC,70490.69,5508.7
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,65123.19,7469.36
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,59390.6,7227.16
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,48368.3,5494.61
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,33300.56,4096.19
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,75024.44,8497.43
194 - SIMPLE PNEUMONIA & PLEURISY W CC,52661.93,6084.01
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,34645.54,4615.09
196 - INTERSTITIAL LUNG DISEASE W MCC,62390.99,10055.62
197 - INTERSTITIAL LUNG DISEASE W CC,63791.28,6548.72
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,44019.19,5440.32
199 - PNEUMOTHORAX W MCC,87236.39,11658.38
200 - PNEUMOTHORAX W CC,62768.85,6679.66
201 - PNEUMOTHORAX W/O CC/MCC,64182.26,No Medicare Payment Available
202 - BRONCHITIS & ASTHMA W CC/MCC,48182.19,6009.81
203 - BRONCHITIS & ASTHMA W/O CC/MCC,34379.66,4123.76
204 - RESPIRATORY SIGNS & SYMPTOMS,49222.3,4756.64
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,74789.33,9434.71
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,62072.09,5675.27
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,278121.24,30281.65
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,149294.94,14662.02
215 - OTHER HEART ASSIST SYSTEM IMPLANT,635330.03,81431.58
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,550131.56,57188.33
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,404765.24,No Medicare Payment Available
218 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,400268.78,No Medicare Payment Available
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,385762.22,44957.18
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,306515.42,31486.03
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,241270.16,28631.73
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,472113.68,52356.84
223 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,268623.92,38786.21
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,367619.86,45328.21
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,252739.3,35210.18
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,285281.05,42062.66
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,169561.9,31833.57
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,369937.69,41075.83
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,183712.28,27742.06
231 - CORONARY BYPASS W PTCA W MCC,421821.35,50187.59
232 - CORONARY BYPASS W PTCA W/O MCC,235516.27,34994.33
233 - CORONARY BYPASS W CARDIAC CATH W MCC,415129.83,37218.83
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,346803.41,28286.45
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,310800.77,33202.97
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,244561.33,23783.7
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,374140.06,33554.28
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,312066.69,17842.42
241 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,91216,8340.08
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,213192.8,21945.11
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140402.45,15935.64
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,120474.37,13567.97
245 - AICD GENERATOR PROCEDURES,215787.66,33282.84
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,251828.64,20004.08
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,191606.26,13450.68
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,209201.63,19244.31
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,191840.28,12594.92
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,140792,15929.93
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,179351.07,10338.08
252 - OTHER VASCULAR PROCEDURES W MCC,262823.05,20530.28
253 - OTHER VASCULAR PROCEDURES W CC,200207.51,15978.93
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,153144.06,11686.19
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,240883.26,15996.89
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,128603.81,10868.65
258 - CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,106088.31,19471.48
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,86602.69,13372.04
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,221919.45,22533.56
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,117931.05,11962.99
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,70904.27,10711.34
263 - VEIN LIGATION & STRIPPING,118287.11,No Medicare Payment Available
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,208086.71,17405.8
266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,354210.52,47051.58
267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,220774.01,37776.82
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,336834.08,40537.14
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,208778.53,25986.01
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,370330.73,34316.96
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,247939.66,22058.15
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,159124.63,15349.79
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,235250.35,22828.81
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,159059.92,17332.78
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,118265.58,10541.83
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,84637.66,6375.95
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,69565.06,5023.75
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,133406.28,11097.07
284 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W CC,53956.85,5081.21
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,161440.51,13886.48
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,109329.69,7255.54
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,95409.58,No Medicare Payment Available
289 - ACUTE & SUBACUTE ENDOCARDITIS W CC,117338.44,4438.98
290 - ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,15593,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,75336.74,9203.73
292 - HEART FAILURE & SHOCK W CC,46598.54,6004.15
293 - HEART FAILURE & SHOCK W/O CC/MCC,35050.21,4499.39
296 - CARDIAC ARREST; UNEXPLAINED W MCC,173653.29,9293.97
299 - PERIPHERAL VASCULAR DISORDERS W MCC,63991.25,8738.44
300 - PERIPHERAL VASCULAR DISORDERS W CC,50573.43,6272.87
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,36031.16,4629.85
302 - ATHEROSCLEROSIS W MCC,29839.63,4341.79
303 - ATHEROSCLEROSIS W/O MCC,38125.84,3943.45
304 - HYPERTENSION W MCC,58813.89,5484.86
305 - HYPERTENSION W/O MCC,36367.15,4227.79
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,71919.25,8778.77
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,39940.85,4970.05
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,62644.77,7520.84
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,40171.55,4879.34
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,29950.31,3532.1
311 - ANGINA PECTORIS,43239.02,4489.32
312 - SYNCOPE & COLLAPSE,46427.4,5471.24
313 - CHEST PAIN,35045.45,4260.77
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,118595.27,11923.2
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,65679.05,5534.07
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,38061.36,4810.76
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,300921.58,29148.56
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,198992.91,13118.11
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,137584.77,9816.7
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,295938.38,29968.22
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,203848.72,15514.06
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,124590.45,10202.77
335 - PERITONEAL ADHESIOLYSIS W MCC,252503.67,25016
336 - PERITONEAL ADHESIOLYSIS W CC,184792.52,14987.93
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,121965.49,10506.86
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,163903.42,17498.79
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,121306.07,10946.94
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,98244.96,2578.37
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,117276.04,15843.36
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,97297.65,9849.7
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,99981.49,7078.55
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,181514.36,10177.39
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,33919.36,6303.22
347 - ANAL & STOMAL PROCEDURES W MCC,122324.08,16024.16
348 - ANAL & STOMAL PROCEDURES W CC,73125.5,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,126808.67,No Medicare Payment Available
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,204203.7,No Medicare Payment Available
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,120370.71,9436.27
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,100437.47,6775.56
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,207736.55,16573.4
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,129623.98,11386.13
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,100989.54,7955.9
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,359460.55,20398.82
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,183340.78,13450.8
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,112549.45,9216.34
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,185872.71,11853.83
369 - MAJOR ESOPHAGEAL DISORDERS W CC,81209.44,7276.09
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,85399.26,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,112183.86,10987.14
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,66663.03,6916.57
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,58327.02,5223.29
374 - DIGESTIVE MALIGNANCY W MCC,127429.02,12851.28
375 - DIGESTIVE MALIGNANCY W CC,118898.43,7935.24
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,45208.46,6379.29
377 - G.I. HEMORRHAGE W MCC,100621.72,10650.77
378 - G.I. HEMORRHAGE W CC,72469.54,6274.68
379 - G.I. HEMORRHAGE W/O CC/MCC,50795.3,4188.87
380 - COMPLICATED PEPTIC ULCER W MCC,102257.21,10072.88
381 - COMPLICATED PEPTIC ULCER W CC,71587.3,6462.73
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,71269.72,5050.88
383 - UNCOMPLICATED PEPTIC ULCER W MCC,126580.81,8826.87
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,72507.58,4762.76
385 - INFLAMMATORY BOWEL DISEASE W MCC,56601.23,10739.88
386 - INFLAMMATORY BOWEL DISEASE W CC,72787.58,5380.93
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,49948.24,No Medicare Payment Available
388 - G.I. OBSTRUCTION W MCC,85890.24,9089.23
389 - G.I. OBSTRUCTION W CC,62795.36,5602.67
390 - G.I. OBSTRUCTION W/O CC/MCC,52313.65,4043.47
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,84143.02,7966.92
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,55149.3,4862.61
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,100861.44,10386.6
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,67168.2,6004.71
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,52240.04,4427.57
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,606907.9,No Medicare Payment Available
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,227520.17,17900.4
407 - PANCREAS; LIVER & SHUNT PROCEDURES W/O CC/MCC,187447.39,12972.78
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,442630.06,No Medicare Payment Available
412 - CHOLECYSTECTOMY W C.D.E. W CC,540684.48,No Medicare Payment Available
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,151261.06,No Medicare Payment Available
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,174804.91,12270.14
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,94246.03,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,161560.88,15004.71
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,129230.97,10567.25
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,113594.32,8497.41
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,297332.97,No Medicare Payment Available
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,205357.37,No Medicare Payment Available
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,164923.22,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,125988.28,11238.82
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,74170.78,6589.97
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,41333.96,3798.97
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,141484.98,10600.37
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,98328.39,7555.45
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,52292.15,6188.31
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,121107.31,14045.47
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,64024.01,5713.44
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,52114.01,4176.76
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,118207.27,11442.67
