Procedure ID,Description,Amount
3374,PACU FIRST 60 MIN       ,7190.00
3375,PACU ADDL 30 MIN        ,435.00
3384,FETAL NONSTRESS TEST    ,800.00
3391,IV HYDRAT INIT UP TO 1HR,739.00
3392,IV HYDRAT EA ADD HR     ,159.00
3393,IV INITIAL UP TO 1 HOUR ,984.00
3394,IV EACH ADD HOUR        ,329.00
3395,IV ADDL SEQ INF UP TO 1H,159.00
3396,IV CONCURRENT INFUSION  ,324.00
3401,INJECTION IM OR SQ      ,500.00
3407,IVP SINGLE/INITIAL DRUG ,362.00
3408,IVP SINGLE/INITIAL DRUG ,291.00
3411,IVP EA ADD SEQ NEW DRUG ,360.00
3412,IVP EA ADD SEQ NEW DRUG ,272.00
3414,IVP EA ADD SEQ SAME DRUG,338.00
3444,OB EMER DEPT LEVEL 1    ,774.00
3449,OB EMER DEPT LEVEL 2    ,1056.00
3453,OB EMER DEPT LEVEL 3    ,1337.00
3454,OB EMER DEPT LEVEL 4    ,1617.00
3460,OB EMER DEPT LEVEL 5    ,1970.00
3465,C-SECTION FIRST 60 MIN  ,10547.00
3467,C-SECTION ADDL 30 MIN   ,2144.00
3468,SURGERY FIRST 60 MIN    ,2207.00
3471,SURGERY ADDL 30 MIN     ,1102.00
3476,EXTERNAL VERSION        ,4973.00
3485,OB ER PROC LEVEL 1      ,848.00
3492,RECOVERY FIRST 60 MIN   ,3110.00
3493,RECOVERY ADDL 30 MIN    ,2294.00
3494,DELIVERY                ,4036.00
3495,AMNIOCENTESIS           ,1304.00
3497,FETAL STRESS TEST       ,1160.00
3517,VARICELLA-ZOSTER IG IM  ,3662.00
3521,HEPA VAC ADULT IM       ,651.00
3527,FLUVAC IIV3 PF 0.5ML IM ,110.00
3537,RABIES VAC IM           ,2463.00
3548,PPSV23 VAC IMSQ         ,454.00
3588,ABATACEPT 250 MG INJ    ,6525.00
3592,ABCIXIMAB 10 MG INJ     ,10071.00
3595,ACETYLCYSTEIN 6000MG INJ,1663.00
3598,ACYCLOVIR 500 MG INJ    ,920.00
3604,ADALIMUMAB 40 MG INJ    ,9560.00
3629,AMIFOSTINE 500 MG INJ   ,4234.00
3632,METHYLDOPATE 250 MG INJ ,69.00
3642,ALP 1 PRO INHIB HUM 10MG,30.00
3654,AMIKACIN SULFATE 500 MG ,116.00
3656,AMINOPHYLLIN 500 MG INJ ,77.00
3659,AMINOPHYLLIN UP TO 250MG,59.00
3673,AMIODARONE 450 MG INJ   ,3602.00
3679,AMIODARONE 150 MG INJ   ,1146.00
3707,AMPHOTERICN B 50 MG INJ ,269.00
3729,AMPHOT B LIPOSOME 50 MG ,1754.00
3741,AMPICILLIN 2 G INJ      ,126.00
3743,AMPICILLIN 1 G INJ      ,122.00
3755,AMPICILN/SULBACTM 3 G   ,179.00
3769,SUCCINYLCHOL 200 MG INJ ,50.00
3770,ANIDULAFUNGIN 50 MG INJ ,567.00
3772,HYDRALAZINE UP TO 20 MG ,85.00
3782,AZITHROMYCIN 500 MG INJ ,252.00
3783,ATROPINE 0.4 MG INJ     ,42.00
3784,ATROPINE 1 MG INJ       ,44.00
3820,BENZTROPINE 2 MG INJ    ,231.00
3852,BIVALIRUDIN 250 MG INJ  ,5725.00
3855,ONABOTULINUMTOXA 100 U  ,6558.00
3865,BUTORPHANOL 2 MG INJ    ,116.00
3869,BUTORPHANOL 1 MG INJ    ,22.18
3877,CALCITONIN SALMN TO 400U,13108.00
3883,CALCITRIOL 1 MCG INJ    ,205.00
3891,CASPOFUNGIN 50 MG INJ   ,3673.00
3892,CASPOFUNGIN 70 MG INJ   ,5143.00
3897,LEUCOVORIN CA 50 MG INJ ,283.00
3921,MEPIVACAIN 1% 30 ML INJ ,30.00
3924,MEPIVACAIN 2% 20 ML INJ ,31.00
3930,CEFAZOLIN 1 G VL        ,42.00
3938,CEFEPIME HCL 1 G VL     ,281.00
3940,CEFEPIME HCL 2 G VL     ,542.00
3942,CEFOXITIN 1 G INJ       ,131.00
3947,CEFOXITIN 2 G INJ       ,82.00
3949,CEFTRIAXONE 250 MG VL   ,63.00
3950,CEFTRIAXONE 1 G VL      ,186.00
3953,CEFTRIAXONE 2 G VL      ,359.00
3958,CEFUROXIME 1.5 G VL     ,184.00
3960,CEFOTAXIME 1 G VL       ,85.00
3965,BETAMETHSN 6 MG INJ     ,73.00
3972,CAFFEINE CITRAT 60MG INJ,370.00
3991,CEFTAZIDIME 1 G BAG     ,259.00
3992,CEFTAZIDIME 2 G BAG     ,477.00
3993,CEFTAZIDIME 1 G VL      ,191.00
3994,CEFTAZIDIME 2 G VL      ,85.00
3996,CLONIDINE HCL 1 MG INJ  ,1023.00
4019,CILASTATN/IMIPINM 250 MG,276.00
4031,CILASTATN/IMIPINM 500 MG,525.00
4040,CIPROFLOXACIN 200 MG    ,202.00
4049,CIPROFLOXACIN 400 MG BAG,478.00
4050,CIPROFLOXACIN 200 MG BAG,98.00
4057,COLISTIMETHATE 150MG INJ,647.00
4067,CORTROSYN 0.25 MG INJ   ,1124.00
4071,DAPTOMYCIN 500 MG INJ   ,2494.00
4166,EPOTN ALFA 10000 U NESRD,1727.00
4175,EPOTN ALFA 40000 U NESRD,7322.00
4176,EPOTN ALFA 1000 U NESRD ,174.00
4195,DECITABINE 50 MG INJ    ,11855.00
4199,DEFEROX MESY 500 MG INJ ,301.00
4270,DEXAMETH NA PHOS 4 MG   ,42.00
4275,DEXAMETH NA PHOS 10 MG  ,27.00
4277,DIHYDROERGOT 1 MG INJ   ,744.00
4279,ACETAZOLAMIDE TO 500 MG ,535.00
4283,DIG IMMUNE FAB PER VIAL ,16780.00
4289,PHENYTOIN 250 MG VL     ,42.00
4290,PHENYTOIN 100 MG VL     ,42.00
4323,DEXRAZOXANE 500 MG INJ  ,1978.00
4330,CHLOROTHIAZIDE 500MG INJ,2379.00
4331,DMSO 50% 50 ML INJ      ,1103.00
4339,DOBUTAMINE 250 MG VL    ,63.00
4359,DOPAMINE 400 MG BAG     ,440.00
4362,DOPAMINE 400 MG VL      ,300.00
4376,DOPAMINE 200 MG VL      ,150.00
4382,DORIPENEM 500 MG INJ    ,375.00
4391,EPOPROSTENOL 0.5 MG INJ ,473.00
4397,EPTIFIBATIDE 75 MG VL   ,3369.00
4399,EPTIFIBATIDE 20 MG VL   ,908.00
4403,ERGONOVIN MAL TO 0.2 MG ,84.00
4407,ERTAPENEM SOD 1 G VL    ,752.00
4410,ERYTHRO LACTO 500 MG INJ,334.00
4412,ESTROGEN CONJ 25 MG INJ ,1449.00
4414,ETHANOLAMINE OLEAT 100MG,2566.00
4430,FLUCONAZOLE 400 MG BAG  ,2714.00
4433,FLUCONAZOLE 200 MG BAG  ,1948.00
4437,FOMEPIZOLE 1500 MG INJ  ,11709.00
4896,IVIG OCTAGAM 5 G        ,5112.00
4944,GANCICLOVIR 500 MG INJ  ,688.00
4976,GLUCAGON 1 MG INJ       ,1123.00
4978,GRANISETRON 1000 MCG INJ,2038.00
4986,HEPARIN 100 U LOCK      ,42.00
4990,HEPARIN 1000 U INJ      ,45.00
4994,HEPARIN 5000 U INJ      ,45.00
4996,HEPARIN 10000 U INJ     ,39.00
5075,ENOXAPARIN 40 MG INJ    ,408.00
5077,ENOXAPARIN 60 MG INJ    ,595.00
5078,ENOXAPARIN 80 MG INJ    ,788.00
5079,ENOXAPARIN 100 MG INJ   ,981.00
5108,ENOXAPARIN 30 MG INJ    ,303.00
5146,ENOXAPARIN 120 MG INJ   ,1176.00
5147,ENOXAPARIN 150 MG INJ   ,1467.00
5190,FONDAPARINUX 2.5 MG INJ ,588.00
5256,FONDAPARINUX 7.5 MG INJ ,1763.00
5279,TETANUS IG HUMAN 250 U  ,2339.00
5321,HYDROCORT SUCC 100MG INJ,57.00
5323,HYDROCORT SUCC 250MG INJ,96.00
5324,HYDROCORT SUCC 500MG INJ,189.00
5327,DIAZOXIDE UP TO 300 MG  ,1633.00
5349,IBUTILIDE FUM 1 MG INJ  ,4037.00
5357,INFLIXIMAB 100 MG INJ   ,6420.00
5446,IRON DEXTRAN 100 MG INJ ,422.00
5465,IRON SUCROSE 100 MG INJ ,788.00
5544,KANAMYCIN 1 G INJ       ,94.00
5574,KETOROLAC 30 MG INJ     ,105.00
5609,KETOROLAC 60 MG INJ     ,208.00
5611,FUROSEMIDE 40 MG INJ    ,42.00
5612,FUROSEMIDE 100 MG INJ   ,43.00
5623,LEPIRUDIN 50 MG         ,2372.00
5626,LEUPRO DEPOT 3.75 MG INJ,7694.00
5627,LEUPRO DEPOT 11.25MG INJ,22514.00
5630,LEVETIRACETAM 500 MG INJ,447.00
5634,LEVOCARNITINE 1 G INJ   ,307.00
5647,LEVOFLOXACIN 750 MG BAG ,946.00
5650,LEVOFLOXACIN 500 MG BAG ,713.00
5796,LINEZOLID 600 MG INJ    ,1218.00
5949,LORAZEPAM 2 MG INJ      ,79.00
6179,MEROPENEM 1 G INJ       ,631.00
6183,MEROPENEM 500 MG INJ    ,62.00
6246,MICAFUNGIN 100 MG INJ   ,2174.00
6352,MIDAZOLAM 2 MG INJ      ,46.00
6357,MIDAZOLAM 5 MG INJ      ,84.00
6359,MIDAZOLAM 50 MG INJ     ,109.00
6381,MILRINONE LAC 20 MG BAG ,1163.00
6382,MILRINONE LAC 20 MG INJ ,1163.00
6533,NALOXONE 2 MG INJ       ,171.00
6570,NESIRITIDE 1.5 MG INJ   ,6981.00
6759,OCTREOTID ND SQIV 100MCG,251.00
6762,OCTREOTID ND SQIV 500MCG,1249.00
6785,OPRELVEKIN 5 MG         ,3840.00
6844,ONDANSETRON 4 MG VL     ,340.00
6858,PAMIDRONATE 30 MG INJ   ,3513.00
6872,PARICALCITOL 5 MCG INJ  ,56.00
6897,PARICALCITOL 2 MCG INJ  ,127.00
6953,PIP SOD/TAZ 2.25 G VL   ,39.00
6954,PIP SOD/TAZ 3.375 G VL  ,52.00
6955,PIP SOD/TAZ 4.5 G VL    ,67.00
6958,PHENOBARBITAL TO 120 MG ,92.00
7074,DESMOPRESSIN 4 MCG INJ  ,436.00
7147,OXACILLIN 1 G VIAL      ,112.00
7148,OXACILLIN 2 G VIAL      ,224.00
7199,PROTAMINE 50 MG INJ     ,97.00
7201,PROTAMINE 250 MG INJ    ,265.00
7206,PRALIDOXIME UP TO 1 G   ,1369.00
7207,PHENTO MESY UP TO 5 MG  ,403.00
7212,METOCLOPRAMIDE TO 10 MG ,42.00
7220,QUINUPRN/DALFOPRN 500 MG,1710.00
7270,REGADENOSON 0.4 MG INJ  ,2351.00
7273,RHIG HUMN MINIDOSE 50MCG,364.00
7275,RHIG HMN FULLDOSE 300MCG,1389.00
7290,RHO IMM GLOB IV 5000 IU ,12646.00
7291,RHO IMM GLOB IV 100 IU  ,585.00
7420,RISPERIDONE LA 25 MG    ,2657.00
7427,RISPERIDONE LA 50 MG    ,5314.00
7438,RISPERIDONE LA 12.5 MG  ,1333.00
7444,ROPIVACAINE 200 MG INJ  ,865.00
7445,ROPIVACAINE 100 MG INJ  ,267.00
7449,SINCALIDE 5 MCG INJ     ,821.00
7450,SARGRAMOSTIM 250 MCG INJ,868.00
7460,NA FERRIC GLUCON 62.5 MG,499.00
7478,METHYLPRED SUCC 500 MG  ,150.00
7479,METHYLPRED SUCC 1 G INJ ,267.00
7564,ALTEPLASE RECOMB 2 MG   ,798.00
7566,ALTEPLASE RECOMB 50 MG  ,9226.00
7569,ALTEPLASE RECOMB 100 MG ,18433.00
7586,FENTANYL CIT 0.25 MG INJ,102.00
7587,FENTANYL CIT 1 MG INJ   ,106.00
7591,FENTANYL CIT 0.1 MG INJ ,46.00
7608,SUMATRIPTAN SUCC 6MG INJ,902.00
7611,TENECTEPLASE 50 MG INJ  ,13839.00
7619,THYROTROPIN ALPHA 0.9 MG,11546.00
7627,TIGECYCLINE 50 MG INJ   ,778.00
7647,TIROFIBAN 12.5 MG INJ   ,2619.00
7674,TOBRAMYCIN 1.2 G VIAL   ,3380.00
7691,TRIAMCINOLN ACE 40MG INJ,286.00
7718,DIAZEPAM 10 MG INJ      ,99.00
7728,UROKINASE 250000 U INJ  ,6764.00
7746,VANCOMYCIN 500 MG VL    ,69.00
7749,VANCOMYCIN 1 G VL       ,27.00
7773,THIAMINE 100 MG INJ     ,43.00
7781,PYRIDOXINE 100 MG INJ   ,83.00
7790,VORICONAZOLE 200 MG INJ ,1015.00
7792,HYALURONIDASE UP TO 150U,267.00
7802,MAG SULFATE 2G INJ      ,189.00
7804,MAG SULFATE 1G INJ      ,52.00
7808,POTASS CL 20 MEQ VL     ,42.00
7814,POTASS CL 40 MEQ VL     ,42.00
7851,ZIPRASIDONE 20 MG VL    ,200.00
7887,FACTOR VIIA 1 MG INJ    ,11381.00
7888,FACTOR VIIA 2 MG INJ    ,22762.00
7892,FACTOR VIIA 5 MG INJ    ,56904.00
7946,FAC VIII RECOMB 1U NOS  ,6.00
7956,FAC IX RECOMB NOS PER IU,5.00
7958,ANTITHROMBIN III PER IU ,21.00
7964,AZATHIOPRINE 50 MG PO   ,38.00
7965,AZATHIOPRINE 100 MG INJ ,961.00
7966,CYCLOSPORINE 100 MG PO  ,84.00
7969,CYCLOSPORINE 100 MG PO  ,151.00
7970,CYCLOSP MOD 100 MG PO   ,119.00
7972,CYCLOSP MOD 100 MG PO   ,117.00
7977,LYM IG EQUINE 250 MG    ,4787.00
8031,TACROLIMUS IMM 1 MG PO  ,84.00
8055,CYCLOSP MOD 25 MG PO    ,36.00
8056,CYCLOSPORIN 250 MG INJ  ,173.00
8070,MYCOPHENOLATE 250 MG PO ,65.00
8072,MYCOPHENOLATE 500 MG PO ,123.00
8082,SIROLIMUS 1 MG PO       ,29.00
8087,SIROLIMUS 1 MG PO       ,151.00
8092,INH METHACHOLINE 1 MG   ,12.00
8131,BUSULFAN 2 MG PO        ,56.00
8154,CAPECITABINE 500 MG PO  ,245.00
8155,CYCLOPHOSPHAMIDE 25MG PO,70.00
8156,CYCLOPHOSPHAMIDE 50MG PO,97.00
8157,DEXAMETHASONE 4 MG PO   ,23.00
8158,DEXAMETHASONE 0.5 MG PO ,16.00
8168,MELPHALAN 2 MG PO       ,105.00
8169,METHOTREXATE 2.5 MG PO  ,107.00
8179,DOXORUBICIN 10 MG INJ   ,99.00
8194,DOXORUBICIN 50 MG INJ   ,168.00
8227,ALDESLEUKIN SINGLE VIAL ,16599.00
8244,AZACITIDINE 100 MG INJ  ,3086.00
8253,BEVACIZUMAB 100 MG INJ  ,5320.00
8265,BLEOMYCIN SULF 15 U INJ ,2226.00
8270,BORTEZOMIB 3.5 MG INJ   ,8061.00
8278,CARBOPLATIN 50 MG INJ   ,172.00
8285,CARBOPLATIN 150 MG VL   ,513.00
8301,CARMUSTINE 100 MG INJ   ,1302.00
8310,CETUXIMAB 100 MG INJ    ,5213.00
8417,CLADRIBINE 10 MG INJ    ,4608.00
8534,CYTARABINE 100 MG INJ   ,56.00
8551,DACTINOMYCIN 0.5 MG INJ ,3294.00
8555,DAUNORUBICIN 20 MG INJ  ,610.00
8561,DOCETAXEL 20 MG INJ     ,2786.00
8597,ETOPOSIDE 100 MG INJ    ,172.00
8625,FLUDARABINE PHOS 50MG   ,2906.00
8626,FLUOROURACIL 500 MG INJ ,42.00
8627,FLOXURIDINE 500 MG INJ  ,1186.00
8631,GEMCITABINE 200 MG INJ  ,1121.00
8705,IFOSFAMIDE 1 G INJ      ,1298.00
8709,MESNA 200 MG INJ        ,127.00
8746,MESNA 1000 MG INJ       ,302.00
8754,IDARUBICIN HCL 5 MG INJ ,2868.00
8768,INTERF ALFA2A 3MIL U INJ,594.00
8769,INTER ALFA2B 1MIL U INJ ,207.00
8822,LEUPRO DEPOT 7.5 MG INJ ,8854.00
8832,LEUPRO DEPOT 22.5 MG INJ,20708.00
8866,METHOTREXATE 50MG VL    ,56.00
8876,OXALIPLATIN 50 MG INJ   ,7834.00
8892,ABRAXANE 100 MG INJ     ,4796.00
8904,PEGASPARGASE SINGL VIAL ,39270.00
8906,PENTOSTATIN 10 MG INJ   ,17875.00
8910,MITOMYCIN 5 MG INJ      ,458.00
8933,MITOXANTRONE 5 MG INJ   ,489.00
8969,PEMETREXED 500 MG INJ   ,18823.00
8974,RITUXIMAB 100 MG INJ    ,5019.00
8995,STREPTOZOCIN 1 G INJ    ,1187.00
8999,TEMSIROLIMUS 25 MG INJ  ,9183.00
9008,THIOTEPA 15 MG INJ      ,946.00
9013,TRASTUZUMAB 10 MG INJ   ,585.00
9023,VINBLASTINE 10 MG INJ   ,321.00
9039,VINORELBINE TARTRAT 50MG,4267.00
9076,ALBUMIN INF 5% 250ML    ,1444.00
9077,ALBUMIN INF 5% 500 ML   ,2755.00
9087,ALBUMIN INF 25% 50 ML   ,1404.00
9114,ALBUMIN INF 25% 100 ML  ,2601.00
9248,TENIPOSIDE 50 MG INJ    ,2415.00
9258,EPOETIN ALFA 2000 U ESRD,348.00
9358,EPOETIN ALFA 4000 U ESRD,696.00
9444,EPOETN ALFA 10000 U ESRD,1738.00
9482,EPOETN ALFA 40000 U ESRD,6954.00
9501,PERFLUTRN LPDMCS 1ML INJ,1197.00
9624,SALMETEROL INH DOSE     ,52.00
9634,PAPAVERINE 300MG/10ML VL,101.00
9635,CYANIDE ANTIDOTE KIT    ,1877.00
9653,DROTRECOGIN ALFA 5MG VL ,6520.00
9669,OLANZAPINE 10MG VL      ,575.00
9677,ESTRADIOL V 100MG/5ML VL,2274.00
9690,PEN G POT 1MMU VL       ,71.00
9699,ISONIAZID 100MG/ML VL   ,5143.00
9720,AZTREONAM 1 G BAG       ,799.00
9722,AZTREONAM 2 G BAG       ,1482.00
9730,PEGINTERALFA2A 180MCG VL,8377.00
9755,BUMETANIDE 1 MG INJ     ,99.00
9757,FLUMAZENIL.1MG/ML 5ML VL,2153.00
9785,ETHACRYNATE 50MG INJ    ,28763.00
9804,TIMOLOL 0.25% OPH 2.5ML ,308.00
9805,TIMOLOL 0.5% OPH        ,363.00
9836,ENALAPRI 1.25 MG/1ML VL ,365.00
9837,ENALAPRI 2.5MG/2ML VL   ,713.00
9844,FAMOTIDINE 20 MG INJ    ,120.00
9862,ANTIVENIN LACT MAC BL WD,689.00
9914,PG BEN/PRO 1.2 MIL U    ,272.00
9921,PROMETHAZINE 25 MG SUPP ,126.00
9953,TETANUS/DIPTH TOX PED   ,135.00
9954,ANTIVENIN MICRUR FULVIUS,35179.00
9961,PROMETHAZINE 12.5MG SUPP,109.00
9965,NICARDIPIN 25MG/10ML AMP,2954.00
9969,BACITRACIN 50MU VL      ,282.00
9979,GELFOAM 100 COMPRESSED  ,1378.00
10008,CLINDAMYCIN 600 MG VL   ,106.00
10016,CARBOPROST 250MCG INJ   ,1375.00
10017,CLINDAMYCIN 300 MG VL   ,91.00
10019,CLINDAMY 900MG/6ML VL   ,36.00
10020,ALPROSTADIL 500 MCG INJ ,616.00
10035,AMPICILLIN 250 MG INJ   ,26.00
10062,HYALURON 5.5MG/.55ML SYR,2466.00
10085,LANOLIN/MO/PETR OP 3.5G ,238.00
10113,KETOROLAC 0.5% OPH 5ML  ,2750.00
10135,POLYMYXIN B/TMP OP 10ML ,290.00
10138,CYCLOSPORINE .05% OP.4ML,75.00
10186,ISOPROTERENOL 1MG INJ   ,9417.00
10194,ISOPROTERENOL 0.2MG INJ ,1828.00
10218,BUMETANIDE 2.5 MG INJ   ,232.00
10228,BUPIV/EPI 0.25% 50ML VL ,17.00
10231,PHENYLEPHRIN 10% OP 5ML ,513.00
10237,HEXACHLOROPHENE 3% 148ML,485.00
10242,TETRACAINE 1% AMP       ,259.00
10246,TETRACAINE 0.5% OPH     ,101.00
10267,DOXAPRAM 400MG/20ML VL  ,2028.00
10270,GLYCOPYRROLATE 0.2MG INJ,71.00
10277,MESALAMINE 4GM/60ML EN  ,437.00
10316,POV IODINE 10% OI 30GM  ,59.00
10324,CHLORHEX GLUCO 4% SCRB  ,121.00
10374,LEVOFLOXACIN 500MG VL   ,950.00
10393,ECHOT/IODIDE .125% OP5ML,1725.00
10401,LEVOTHYROXINE 500MCG INJ,1433.00
10484,ROCURONIUM 10MG/ML VL   ,365.00
10508,DRONABINOL 2.5 MG PO    ,196.00
10523,HALOPERID 2MG/ML LIQ    ,681.00
10556,DIGOXIN 0.05MG/ML LIQ UD,40.00
10574,IPECAC LIQ              ,56.00
10579,LIDOCAINE VISC 2% 20ML  ,47.00
10582,PHENOBARB 20MG/5ML 120ML,229.00
10596,SOD POLYSTYRENE 15GM SUS,209.00
10597,HETASTARCH 6% 500ML NS  ,1754.00
10609,PAPAIN/UREA OINT 30GM   ,1284.00
10617,FLUORESCEIN 10% AMP     ,549.00
10629,BETAXOLOL .25% OPH 5ML  ,2136.00
10642,TROPICAMIDE 1% OPH SOL  ,449.00
10645,CYCLOPENTOLATE 1% OP 2ML,376.00
10650,CYCLOPENTOLATE 2% OP 2ML,485.00
10669,SULFACETAMI 10% OPH OINT,206.00
10697,MAXITROL 3.5 GM OP      ,333.00
10698,TOBRAMYCIN 0.3% OPH SOL ,471.00
10713,TOBRAMYCIN 0.3% OPH OINT,1860.00
10718,NATAMYCIN 5% 15ML OP    ,3461.00
10728,TOBRAMYCIN/DEXAM OPH SOL,1087.00
10729,TOBRA/DEX OP 3.5 GM     ,2364.00
10736,CIPROFLOXACN .3% OP 5ML ,169.00
10737,CIPROFLOXCN .3% OP 2.5ML,772.00
10738,APRACLONIDINE 1% OP .2ML,334.00
10811,BSS OPH IRR PLAIN 500ML ,748.00
