DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
082 - TRAUMATIC STUPOR & COMA; COMA >1 HR W MCC,167913.95,No Medicare Payment Available
083 - TRAUMATIC STUPOR & COMA; COMA >1 HR W CC,95797.08,8017.12
084 - TRAUMATIC STUPOR & COMA; COMA >1 HR W/O CC/MCC,229635.48,No Medicare Payment Available
085 - TRAUMATIC STUPOR & COMA; COMA <1 HR W MCC,192318.7,11555.96
086 - TRAUMATIC STUPOR & COMA; COMA <1 HR W CC,117461.27,7325.04
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,65068.06,5668.68
088 - CONCUSSION W MCC,116008.37,No Medicare Payment Available
089 - CONCUSSION W CC,94585.55,6645.34
090 - CONCUSSION W/O CC/MCC,80461.8,5467.78
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,153338.79,20168.87
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,87567.88,13708.47
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,85097.33,5094.24
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,202116.8,19864.59
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,211111.3,26165.11
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,163607.1,No Medicare Payment Available
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,216539.03,No Medicare Payment Available
100 - SEIZURES W MCC,144669.96,9594.75
101 - SEIZURES W/O MCC,65299.48,5438.82
102 - HEADACHES W MCC,60061.98,3502.47
103 - HEADACHES W/O MCC,48602.66,4548.94
113 - ORBITAL PROCEDURES W CC/MCC,107597.83,No Medicare Payment Available
114 - ORBITAL PROCEDURES W/O CC/MCC,95238.12,8165.59
123 - NEUROLOGICAL EYE DISORDERS,55134.64,No Medicare Payment Available
125 - OTHER DISORDERS OF THE EYE W/O MCC,64459.52,4191.42
129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,215909.24,13672.29
130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,131055.93,11168.47
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,191582.4,No Medicare Payment Available
132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,142307.4,No Medicare Payment Available
133 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W CC/MCC,115681.5,No Medicare Payment Available
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,65060.48,7490.66
137 - MOUTH PROCEDURES W CC/MCC,70588.04,8518.67
138 - MOUTH PROCEDURES W/O CC/MCC,65121.03,No Medicare Payment Available
139 - SALIVARY GLAND PROCEDURES,105405.81,7378.35
146 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W MCC,171060.61,No Medicare Payment Available
147 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W CC,78954.12,No Medicare Payment Available
148 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W/O CC/MCC,61321,No Medicare Payment Available
149 - DYSEQUILIBRIUM,59463.54,5415.77
150 - EPISTAXIS W MCC,64782.48,8182.51
151 - EPISTAXIS W/O MCC,55553.6,4229.6
152 - OTITIS MEDIA & URI W MCC,91624.84,7780.64
153 - OTITIS MEDIA & URI W/O MCC,32878.82,3708.64
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,57705.63,7754
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,45132.34,5698.19
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,33882.2,3481.38
157 - DENTAL & ORAL DISEASES W MCC,242863.97,8316.41
158 - DENTAL & ORAL DISEASES W CC,59358.38,5329.75
159 - DENTAL & ORAL DISEASES W/O CC/MCC,69716.42,4822.1
163 - MAJOR CHEST PROCEDURES W MCC,350230.09,20221.36
164 - MAJOR CHEST PROCEDURES W CC,309810.63,15317.27
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,58585.33,No Medicare Payment Available
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,278882.97,15031.81
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,73818.85,No Medicare Payment Available
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,80302.29,No Medicare Payment Available
175 - PULMONARY EMBOLISM W MCC,108719.37,9163.36
176 - PULMONARY EMBOLISM W/O MCC,72784.58,6037.97
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,135488.92,11410.42
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,75553.06,6956.47
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,91271.94,No Medicare Payment Available
180 - RESPIRATORY NEOPLASMS W MCC,105205.47,9086.27
181 - RESPIRATORY NEOPLASMS W CC,118887.14,6213.65
182 - RESPIRATORY NEOPLASMS W/O CC/MCC,41568,3011.33
183 - MAJOR CHEST TRAUMA W MCC,86167.74,9236.13
184 - MAJOR CHEST TRAUMA W CC,125700.09,6026.19
185 - MAJOR CHEST TRAUMA W/O CC/MCC,31927.41,No Medicare Payment Available
186 - PLEURAL EFFUSION W MCC,117506.06,9345.08
187 - PLEURAL EFFUSION W CC,62234.05,No Medicare Payment Available
188 - PLEURAL EFFUSION W/O CC/MCC,68953.28,No Medicare Payment Available
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,64866.97,7696.4
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,71877.16,9891.51
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,66158.52,5569.81
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,47425.34,5099.73
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,85672.83,8107.4
194 - SIMPLE PNEUMONIA & PLEURISY W CC,63845.07,7219.32
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,49181.68,3498.61
196 - INTERSTITIAL LUNG DISEASE W MCC,69431.8,6592.68
197 - INTERSTITIAL LUNG DISEASE W CC,55303.27,6320.95
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,69296.36,5422.69
199 - PNEUMOTHORAX W MCC,125640.26,11035.46
200 - PNEUMOTHORAX W CC,84454.6,6202.17
201 - PNEUMOTHORAX W/O CC/MCC,78498.46,4637.1
202 - BRONCHITIS & ASTHMA W CC/MCC,56016.56,5468.4
203 - BRONCHITIS & ASTHMA W/O CC/MCC,37677.83,4972.94
204 - RESPIRATORY SIGNS & SYMPTOMS,61636.15,2008.56
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,83755.49,6678.95
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,56268.52,5376.38
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,325001.83,30427.64
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,151059.51,13993.43
215 - OTHER HEART ASSIST SYSTEM IMPLANT,452482.18,No Medicare Payment Available
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,561817.39,35769.13
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,410375.58,No Medicare Payment Available
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,676230.87,42850.45
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,407227.31,25832.51
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,355513.19,No Medicare Payment Available
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,296298.39,47787.17
223 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,363640.64,No Medicare Payment Available
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,460340.52,41483.11
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,314996.42,No Medicare Payment Available
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,251576.16,38228.61
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,227233.34,30806.99
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,650813.71,No Medicare Payment Available
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,359733.77,No Medicare Payment Available
231 - CORONARY BYPASS W PTCA W MCC,532822.33,45648.11
232 - CORONARY BYPASS W PTCA W/O MCC,438917.89,No Medicare Payment Available
233 - CORONARY BYPASS W CARDIAC CATH W MCC,523800.92,41314.94
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,454816.59,27966.1
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,629009.89,57921.29
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,307971.45,22466.58
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,266157.56,24658.39
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,168465.62,15303.14
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,219705.39,20096.94
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,159769.33,15051.28
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,142647.12,9499.55
245 - AICD GENERATOR PROCEDURES,185160.15,31006.82
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,250735.51,17740.57
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,198188.69,11818.66
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,238695.96,16507.87
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,202654.53,15235.73
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,159500.01,10241.82
252 - OTHER VASCULAR PROCEDURES W MCC,186942.25,17589.71
253 - OTHER VASCULAR PROCEDURES W CC,251236.46,20499.04
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,104237.76,10858.73
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,257867.51,23453.35
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,106688.55,No Medicare Payment Available
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,67556.44,No Medicare Payment Available
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,180569,15975.15
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,94965.84,11757.81
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,86873,No Medicare Payment Available
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,132475.67,18337.67
265 - AICD LEAD PROCEDURES,127313.39,No Medicare Payment Available
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,322575.51,No Medicare Payment Available
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,229568.03,23984.36
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,365046.7,29035.12
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,299169.77,17581.41
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,163691.54,7143.14
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,271605.16,No Medicare Payment Available
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,248415.02,8244.82
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,143740.15,10387.56
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,90499.63,6448.69
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,79200.27,4888.71
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,141467.09,10510
284 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W CC,110624.2,4108.55
285 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W/O CC/MCC,192926,No Medicare Payment Available
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,175158.13,13005.27
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,123126.7,8151.38
290 - ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,68633.12,7079.06
291 - HEART FAILURE & SHOCK W MCC,97823.51,9813.9
292 - HEART FAILURE & SHOCK W CC,57813.83,5937.33
293 - HEART FAILURE & SHOCK W/O CC/MCC,45277.86,3925.09
294 - DEEP VEIN THROMBOPHLEBITIS W CC/MCC,47058.16,No Medicare Payment Available
295 - DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,64628.28,No Medicare Payment Available
296 - CARDIAC ARREST; UNEXPLAINED W MCC,100838.04,9287.38
297 - CARDIAC ARREST; UNEXPLAINED W CC,87788.15,4725.27
299 - PERIPHERAL VASCULAR DISORDERS W MCC,91394.58,8432.69
300 - PERIPHERAL VASCULAR DISORDERS W CC,77257.93,7694.65
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,49544.94,3395.93
302 - ATHEROSCLEROSIS W MCC,49229.13,7007.62
303 - ATHEROSCLEROSIS W/O MCC,48134.16,4767.24
304 - HYPERTENSION W MCC,64043.88,5845.86
305 - HYPERTENSION W/O MCC,56077.61,4831.94
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,172885.32,No Medicare Payment Available
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,83840.27,7589.35
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,59961.15,5061
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,47379.47,4975.13
311 - ANGINA PECTORIS,61739.06,5723.76
312 - SYNCOPE & COLLAPSE,74471.49,5182.96
313 - CHEST PAIN,60123.77,4235.97
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,108876.27,10450.29
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,68490.56,6339.41
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,36680.81,No Medicare Payment Available
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,439311.26,38823.44
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,143253.4,12715.96
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,112263.77,7672.52
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,292900.45,26868.72
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,212793.12,18695.08
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,140985.12,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,247427.32,22937.45
336 - PERITONEAL ADHESIOLYSIS W CC,172941.41,No Medicare Payment Available
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,102934,No Medicare Payment Available
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,308362.52,16294.03
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,105797.63,10497.48
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,92738.73,7614.71
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,114687.31,13380.96
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,80027.05,9304.07
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,75839.39,No Medicare Payment Available
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,131343.28,14943.29
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,76586.8,8366.59
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,90129.08,No Medicare Payment Available
347 - ANAL & STOMAL PROCEDURES W MCC,252739.85,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,55929.73,No Medicare Payment Available
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,167368.92,14652.77
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,139675.92,9271.56
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,77043.83,6149.52
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,150466.78,17601.92
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,130583.61,10744.94
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,107775.37,No Medicare Payment Available
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,234779.69,22037.3
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,154874.08,12644.56
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,131755.84,11224.03
369 - MAJOR ESOPHAGEAL DISORDERS W CC,60487.59,6582.33
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,42973.16,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,118395.83,9939.87
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,79731.81,5905.99
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,60559.12,5301.97
374 - DIGESTIVE MALIGNANCY W MCC,184455.39,12048.8
375 - DIGESTIVE MALIGNANCY W CC,88934.37,No Medicare Payment Available
377 - G.I. HEMORRHAGE W MCC,102468.79,10117.9
378 - G.I. HEMORRHAGE W CC,71735.47,6321.54
379 - G.I. HEMORRHAGE W/O CC/MCC,43554.86,4598.78
380 - COMPLICATED PEPTIC ULCER W MCC,105429.95,11528.08
381 - COMPLICATED PEPTIC ULCER W CC,57856.34,7023.32
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,60467.97,No Medicare Payment Available
383 - UNCOMPLICATED PEPTIC ULCER W MCC,67994.48,7175.86
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,55564.4,5913.43
386 - INFLAMMATORY BOWEL DISEASE W CC,42845.21,No Medicare Payment Available
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,32995.72,No Medicare Payment Available
388 - G.I. OBSTRUCTION W MCC,80030.59,7417.34
389 - G.I. OBSTRUCTION W CC,57750.29,4838.51
390 - G.I. OBSTRUCTION W/O CC/MCC,47228.84,3729.91
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,77060.07,7181.46
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,55849.48,4929.76
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,123157.44,10089.32
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,58658.97,6159.52
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,40764.81,4814.26
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,348804.45,No Medicare Payment Available
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,165133.36,No Medicare Payment Available
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,461775.73,24598.35
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,184176.08,13722.78
410 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,198872.01,No Medicare Payment Available
411 - CHOLECYSTECTOMY W C.D.E. W MCC,364082.75,No Medicare Payment Available
412 - CHOLECYSTECTOMY W C.D.E. W CC,366525.08,No Medicare Payment Available
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,141423.32,No Medicare Payment Available
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,141461.24,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,171625.64,14258.86
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,132568.41,9865.75
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,111231.49,7969.51
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,122696.88,No Medicare Payment Available
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,391051.75,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,104394.37,10181.66
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,68564.12,6495.24
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,33583.08,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,127759.31,10279.35
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,117727.35,7363.69
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,58126.55,6093.84
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,110175.62,9943.08
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,62848.03,5612.73
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,46597.85,4306.77
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,118889.9,12188.18
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,65135.78,5823.15
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,40829.62,4825.54
444 - DISORDERS OF THE BILIARY TRACT W MCC,123210.61,8385.82
445 - DISORDERS OF THE BILIARY TRACT W CC,65990.53,6942.28
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,54842.3,5094.05
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,375213.82,No Medicare Payment Available
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,308574.39,36526.71
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,257667.22,No Medicare Payment Available
