Procedure ID,Description,Amount
101880,OR LEVEL 1 FIRST 15 MIN ,1003.00
101881,OR LEVEL 1 FIRST 30 MIN ,9174.00
101882,OR LEVEL 2 ADD 30 MIN   ,9530.00
101883,OR LEVEL 2 FIRST 60 MIN ,16999.00
101884,OR LEVEL 3 ADD 30 MIN   ,11351.00
101885,OR LEVEL 3 FIRST 60 MIN ,19391.00
101886,OR LEVEL 4 FIRST 60 MIN ,19440.00
101887,OR LEVEL 4 ADD 30 MIN   ,12843.00
101888,OR LEVEL 5 FIRST 60 MIN ,22516.00
101889,OR LEVEL 5 ADD 30 MIN   ,12738.00
101906,SURGERY 0-30 MINS       ,9086.00
101948,OR LEVEL 5 ADD 30 MIN   ,14803.00
101949,OR LEVEL 5 FIRST 60 MIN ,31064.00
101953,ARTH JNTBRS MJR WO US   ,1206.00
101954,PACU ADD 30 MIN         ,1163.00
101956,PACU FIRST 30 MIN       ,2016.00
101969,RECOVERY MAX            ,6720.00
101975,ANES ADD 30 MIN         ,2620.00
101978,ANES FIRST 30 MIN       ,3439.00
101979,ANESTHESIA 0-30 MINS    ,3731.00
101995,COMPLEX UROFLOWMETRY    ,795.00
102007,ESWL BIL                ,27510.00
102010,ESWL UNI                ,15131.00
102015,ANORECTAL MANOMETRY     ,3695.00
102016,ANOSCOPY MUL W/HBF/BC/ST,4890.00
102017,ANOSCOPY OTHER          ,4295.00
102020,ANOSCOPY SGL W/HBF OR BC,4295.00
102021,ANOSCOPY SGL W/SN TECH  ,4295.00
102022,ANOSCOPY W/BIOP         ,4295.00
102023,ANOSCOPY W/CNTL BLD     ,4890.00
102024,ANOSCOPY W/DIL          ,4295.00
102025,ANOSCOPY W/REM FB       ,4295.00
102026,BIL ENDO DX             ,5656.00
102027,BIL ENDO INTRAOP        ,5656.00
102031,BIL ENDO W/DILATE       ,5656.00
102032,BIL ENDO W/DILATE W/ST  ,5656.00
102033,BIOPSY LIVER            ,4380.00
102034,BONE MARROW BIOPSY      ,425.00
102035,BRON W/CATH PL RADEL AP ,5958.00
102037,BRON W/DES TUMR/REL/STNT,5958.00
102038,BRONC DX W/WO CELL WASH ,5897.00
102039,BRONC TRACH DIL STENT PL,6309.00
102040,BRONC TRACH DIL/CR      ,6016.00
102041,BRONC W/BRONC ALV LAV   ,5897.00
102042,BRONC W/BRUSH           ,5897.00
102043,BRONC W/BX              ,5897.00
102044,BRONC W/EXT TUMOR       ,5970.00
102045,BRONC W/REM FB          ,6047.00
102046,BRONC W/THER ASP TB INI ,5970.00
102047,BRONC W/THER ASP TB SUB ,5970.00
102048,BRONC W/TSB LUNG BX     ,5897.00
102049,BRONC/TSB ND ASP BX     ,5900.00
102051,CHANGE GI TUBE          ,1058.00
102052,THORACOSTOMY TUBE       ,2272.00
102053,COL W/BIOPSY            ,7912.00
102054,COL W/CNTRL BLD         ,7579.00
102057,COLON W/HBF OR BC       ,8361.00
102059,COLON W/SNARE TECH      ,8361.00
102061,COLONOSCOPY DX          ,7644.00
102062,COLONOSCOPY OTHER       ,7459.00
102063,COLONOSCOPY STOMA DX    ,3651.00
102064,COLONOSCOPY STOMA OTHER ,4698.00
102065,COLONOSCOPY STOMA W/BIOP,3976.00
102066,COLONOSCOPY STOMA W/CNBL,4698.00
102067,COLONOSCOPY STOMA W/RMFB,4055.00
102071,COLONOSCOPY W/REM FB    ,7060.00
102073,DIL ESOP GD WIRE        ,4448.00
102074,DIL ESOP RETRO          ,4854.00
102075,DIL ESOP UNG SND/BOUG   ,4312.00
102076,DIL ESOP W/BALLOON      ,4843.00
102077,EGD W/STENT PLACEMENT   ,4451.00
102078,EGD W/US NDLASP         ,2860.00
102079,ENDO EVAL SI BIOP       ,2775.00
102080,ENDO EVAL SI DX         ,2811.00
102081,ERCP DX                 ,6871.00
102082,ERCP W/ABABLATION       ,7021.00
102083,ERCP W/BIOPSY           ,7242.00
102084,ERCP W/CHG STENT/TU/FB  ,7307.00
102085,ERCP W/DILATE BALLOON   ,7882.00
102086,ERCP W/INS DRAIN TUBE   ,7311.00
102087,ERCP W/LITHOTRIPSY      ,7647.00
102089,ERCP W/REM STONE        ,7307.00
102091,ERCP W/SPHINC/PAPIL     ,8305.00
102092,ERCP W/SPHINCTER ODDI   ,8395.00
102094,ESOPH TAMPONADE         ,1638.00
102095,ESOPHAGOSCOPY DX        ,3168.00
102097,ESOPHAGOSCOPY OTHER     ,3926.00
102098,ESOPHAGOSCOPY W/BAL DILA,3520.00
102103,ESOPHAGOSCOPY W/BAND LIG,3703.00
102105,ESOPHAGOSCOPY W/BIOPSY  ,3410.00
102106,ESOPHAGOSCOPY W/CNTR BLD,3853.00
102107,ESOPHAGOSCOPY W/GD WIRE ,3589.00
102108,ESOPHAGOSCOPY W/HBF/BC  ,3589.00
102109,ESOPHAGOSCOPY W/IN TB ST,3411.00
102110,ESOPHAGOSCOPY W/INJ SCL ,3853.00
102111,ESOPHAGOSCOPY W/RM FB   ,3515.00
102113,ESOPHAGOSCOPY W/SNARE TE,3410.00
102115,ESOPHAGUS MOTILITY STDY ,4579.00
102116,PLACE GI TUBE           ,1178.00
102119,ILEOSCOPY DX            ,2704.00
102120,ILEOSCOPY W/BIOP        ,2881.00
102122,IRRIGATION FECAL IMPACT ,2179.00
102123,LARYNGOSCOPY            ,419.00
102125,LIGATION HEMORRHOID     ,4719.00
102127,NON ENDO PROCEDURE      ,2833.00
102129,PROC DX                 ,1906.00
102130,PROC MUL W/HBF/BC/ST    ,2309.00
102131,PROC OTHER              ,2463.00
102132,PROC SGL W/HBF OR BC    ,2356.00
102133,PROC SGL W/SNARE TECH   ,2242.00
102134,PROC W/BIOPSY           ,2151.00
102135,PROC W/CNTL BLD         ,2541.00
102136,PROC W/DECOMP VOLVULUS  ,2151.00
102137,PROC W/DILATION         ,2356.00
102138,PROC W/REM FB           ,2356.00
102139,RECTAL BX               ,4233.00
102145,SI ENDO CNTL BLEED      ,3094.00
102146,SI ENDO DX W/O ILEUM    ,2545.00
102147,SI ENDO INC ILEUM       ,2467.00
102148,SI ENDO OTHER           ,3193.00
102149,SI ENDO W/BIOPSY        ,2865.00
102150,SI ENDO W/CONV PG TO JT ,3094.00
102151,SI ENDO W/HBF OR BC     ,2976.00
102152,SI ENDO W/ILEUM BIOP    ,2870.00
102153,SI ENDO W/PL JEJ TUBE   ,2930.00
102154,SI ENDO W/RM FB         ,2976.00
102155,SI ENDO W/SNARE TECH    ,2976.00
102156,SIG W/BIOPSY            ,5007.00
102157,SIG W/CNTL BLD          ,5187.00
102158,SIG W/DECOMP VOLVULUS   ,5091.00
102159,SIG W/HBF OR BC         ,5007.00
102160,SIG W/REMOVAL FB        ,5028.00
102162,SIG W/SNARE TECH        ,5007.00
102163,SIGMOID DX              ,4847.00
102164,SIGMOIDOSCOPY OTHER     ,5187.00
102168,UPPER GI ENDO DX        ,5209.00
102169,UPPER GI ENDO OTHER     ,5698.00
102171,UPPER GI ENDO W/BAL DILA,5421.00
102173,UPPER GI ENDO W/BAND LIG,5612.00
102174,UPPER GI ENDO W/BIOPSY  ,6171.00
102175,UPPER GI ENDO W/CNTR BLD,5845.00
102176,UPPER GI ENDO W/DIL GAS ,5421.00
102177,UPPER GI ENDO W/GD WIRE ,5404.00
102178,UPPER GI ENDO W/HBF/BC  ,5421.00
102179,UPPER GI ENDO W/INJ SCL ,5845.00
102180,UPPER GI ENDO W/PLACE GT,6021.00
102181,UPPER GI ENDO W/REM FB  ,5421.00
102182,UPPER GI ENDO W/SNARE TE,5421.00
102183,UPPER GI ENDO W/TB OR CP,5507.00
102184,UPPER GI ENDO W/US EX   ,2528.00
102216,CB INTERST APP COMP     ,10612.00
102217,CB INTERST APP INTERMED ,6997.00
102219,INTERST APP SIMP        ,3277.00
102220,INTRACAV APP SIMP       ,8421.00
102221,CB INTRACAV APP COMP    ,8421.00
102222,CB INTRACAV APP INTR    ,6093.00
102231,RAD HAND/LOAD           ,1879.00
102233,SP TREATMENT            ,7373.00
102235,SURFACE APP RADIOE      ,2516.00
102248,TR DOSIMETRY            ,1068.00
102249,TR DOSIMETRY BASIC      ,1786.00
102254,TR MED PHYSICS CONT     ,2223.00
102255,TR MED PHYSICS SPECIAL  ,1953.00
102256,TR PORT FILM            ,634.00
102258,3D RADIOTHER PLAN W DVH ,5907.00
102259,TR SIMULATION COMPLEX   ,4874.00
102260,TR SIMULATION INTERMED  ,3801.00
102261,TR SIMULATION SIMPLE    ,3520.00
102262,TR SPECIAL PORT PLAN    ,2478.00
102263,TR TREAT DEVICE CPLEX   ,5176.00
102264,TR TREAT DEVICE INTRMED ,2490.00
102265,TR TREAT DEVICE SIMPLE  ,1250.00
102364,BONE MARROW BIOPSY      ,2831.00
102377,A & D OINTMENT 60GM     ,5.38
102378,A/T/S 2% TOPCL SOLN 60ML,213.00
102379,ZIAGEN 300MG TAB        ,3.99
102385,ACCOLATE 20MG TAB       ,12.00
102386,ACCUPRIL 10MG TAB       ,4.65
102389,ACCUPRIL 5MG TAB        ,5.86
102390,ACCUZYME OINT 30GM      ,383.00
102392,ACEON 4MG TAB           ,15.00
102393,ACETIC ACID 0.25% IR 1L ,23.00
102394,ACETC ACID .25% IR 250ML,46.00
102395,ACHROMYCIN 1% OPH SUSP  ,91.00
102396,ACID MANTLE CREAM 30GM  ,24.00
102398,ACIPHEX 20MG TAB        ,39.00
102409,ACTHIB VACCINE DOSE     ,243.00
102411,ACTICHAR W/SORB 50GM    ,31.00
102413,ACTIDOSE-AQUA 25GM      ,216.00
102417,ACTIFED SYRUP 5ML       ,12.00
102418,ACTIFED TAB             ,0.55
102419,ACTIGALL 300MG CAP      ,14.00
102421,ACTIQ 200 MCG LOZ       ,302.00
102432,ACTONEL 30MG TAB        ,157.00
102433,ACTONEL 5MG TAB         ,22.00
102435,ACTOS 15 MG TAB         ,31.00
102436,ACTOS 30 MG TAB         ,50.00
102439,ACULAR OPH 5ML          ,203.00
102441,ADALAT CC 30MG TAB      ,9.00
102442,ADALAT CC 60MG TAB      ,27.00
102443,ADALAT CC 90MG TAB      ,28.00
102446,ADEKS DRP 60ML          ,69.00
102447,ADEKS TAB               ,5.52
102452,ADIPEX 37.5MG CAP       ,156.00
102457,ADRENALIN TOP SOLN 30ML ,228.00
102462,ADSORBONAC 5% 15ML      ,148.00
102465,FLUTIC/SAL100/50MCGINH14,658.00
102466,FLUTIC/SAL250/50MCGINH14,814.00
102467,FLUTIC/SAL500/50MCGINH14,1147.00
102469,ADVIL 200MG TAB         ,5.52
102473,ADVIL SUS 5ML           ,12.00
102475,AEROBID INHALER         ,578.00
102476,AEROBID-M INHALER       ,578.00
102477,AEROCHAMBER             ,210.00
102479,AFRIN NS DRP 0.05% 20ML ,21.00
102480,AFRIN PED NS DRP 0.025% ,13.00
102481,AFRIN SPRAY 0.05% 15ML  ,11.00
102484,AGENERASE 150MG CAP     ,10.00
102491,AGGRENOX CAP            ,17.00
102493,AGRYLIN 0.5MG CAP       ,38.00
102495,AKINETON 2MG TAB        ,5.52
102496,ALBENDAZOLE 200 MG PO   ,13.00
102497,ALBUMIN INF 25% 50 ML   ,1128.00
102506,ALBUMIN INF 5% 250ML    ,567.00
102509,ALBUTEROL 2.5MG 0.5ML   ,10.00
102510,ALBUTEROL 2MG TAB       ,5.52
102511,ALBUTEROL 4MG TAB       ,6.15
102512,ALBUTEROL INH 0.083% 3ML,10.00
102515,ALBUTEROL INH SOLN 20ML ,10.00
102517,ALCAINE OP DRP 0.5% 15ML,287.00
102520,ALCOHOL ABSOLUTE 95% 1ML,166.00
102521,ALCOHOL DEHYDR 5ML INJ  ,232.00
102522,ALDACTAZIDE 25/25 TAB   ,12.00
102523,ALDACTAZIDE 50/50 TAB   ,4.65
102525,ALDACTONE 100MG TAB     ,5.52
102526,ALDACTONE 25MG TAB      ,5.52
102527,ALDACTONE 50MG TAB      ,5.52
102530,ALDOMET 125MG TAB       ,5.52
102531,METHYLDOPATE HCL 250 MG ,85.00
102532,ALDOMET 250MG TAB       ,5.52
102533,ALDOMET 500MG TAB       ,5.52
102534,ALDOMET SUS 5ML         ,12.00
102540,ALFENTA 2ML INJ         ,93.00
102541,ALFENTA 5ML INJ         ,166.00
102546,ALKA-SELTZER TAB        ,0.55
102550,ALLEGRA 180MG TAB       ,7.07
102552,ALLEGRA 60MG TAB        ,10.00
102559,ALMORA 500MG TAB        ,5.52
102562,LODOXAMIDE 0.1% 10 ML OP,880.00
102563,ALOPRIM 500 MG INJ      ,7052.00
102566,BRIMONIDINE 0.15% 5ML OP,320.00
102570,ALTACE 1.25MG CAP       ,4.65
102571,ALTACE 2.5MG CAP        ,5.52
102572,ALTACE 5MG CAP          ,8.00
102575,ALTERNAGEL 30ML         ,2.40
102578,ALUPENT 10MG TAB        ,5.52
102579,ALUPENT 20MG TAB        ,5.52
102580,ALUPENT 5% 10ML INH     ,157.00
102582,ALUPENT INH PER USE     ,14.00
102583,ALUPENT INHALER         ,47.00
102584,ALUPENT SYR 5ML         ,12.00
102585,AMARYL 1MG TAB          ,5.52
102586,AMARYL 2MG TAB          ,5.62
102587,AMARYL 4MG TAB          ,8.00
102588,AMBIEN 10MG TAB         ,29.00
102589,AMBIEN 5MG TAB          ,47.00
102593,AMERICAINE OINT 30GM    ,11.00
102599,AMICAR 250MG/ML 20ML    ,28.00
102605,AMICAR 500MG TAB        ,7.10
102606,AMICAR LIQ 5ML          ,20.00
102607,AMIDATE 20MG 10ML INJ   ,59.00
102608,AMIDATE 40MG 20ML INJ   ,52.00
102609,AMIKACIN SULFATE 100 MG ,36.00
102610,AMIKACIN SULFATE 1 GM   ,782.00
102611,AMIKACIN SULFATE 500 MG ,295.00
102613,AMINO ACIDS 10% 500ML   ,125.00
102614,AMINO ACIDS 15% 500ML   ,230.00
102621,AMINO ACIDS 5.5% W/LYTES,564.00
102622,AMINO ACIDS 6.5% 500ML  ,316.00
102624,AMINO ACIDS 8% 500ML    ,238.00
102625,AMINO ACIDS 8.5% 500ML  ,564.00
102629,AMINOPHYLLIN UP TO 250MG,27.00
102630,AMINOPH 500MG INJ       ,36.00
102631,AMINOPHYLLIN UP TO 250MG,28.00
102632,AMINOPH LIQ 105/5 5ML   ,12.00
102636,AMINOPHYLLINE 100MG TAB ,5.52
102637,AMINOPHYLLINE 200MG TAB ,5.52
102638,AMINOPHYLLINE 500MG SUP ,7.50
102640,AMMONIA INHALANT        ,10.00
102647,AMOX SUSP 250/5 100ML   ,8.00
102650,AMOX SUSP 250/5 80ML    ,52.00
102652,AMOXIL 125MG 5ML UD     ,36.00
102653,AMOXIL 250MG 5ML UD     ,7.27
102654,AMOXIL 250MG CAP        ,5.52
102656,AMOXIL 500MG CAP        ,5.52
102658,AMOXIL DROPS 15ML       ,50.00
102659,AMOXIL DROPS 30ML       ,50.00
102662,AMPICIL SUSP 125/5 100ML,37.00
102663,AMPICIL SUSP 125/5 UD   ,12.00
102664,AMPICIL SUSP 250/5 100ML,23.00
102665,AMPICIL SUSP 250/5 200ML,48.00
102668,AMPICILLIN 125MG INJ    ,28.00
102669,AMPICILLIN 1GM INJ      ,146.00
102670,AMPICILLIN 1GM IVPB     ,347.00
102671,AMPICILLIN 250MG CAP    ,4.31
102673,AMPICILLIN 250MG INJ    ,28.00
102674,AMPICILLIN 2GM INJ      ,116.00
102675,AMPICILLIN 2GM IVPB     ,146.00
102676,AMPICILLIN 500MG CAP7   ,4.31
102677,AMPICILLIN SOD 500MG    ,29.00
102679,AMYL NITRITE 0.3ML ASP  ,10.00
102680,AMYTAL 500MG INJ        ,23.00
102682,ANADROL-50 TAB          ,5.52
102683,ANAFRANIL 25MG CAP      ,6.15
102684,ANAFRANIL 50MG CAP      ,9.00
102685,ANAFRANIL 75MG CAP      ,53.00
102689,ANAPROX 275MG TAB       ,5.52
102690,ANAPROX DS 550MG TAB    ,8.00
102692,ANBESOL 9.3ML           ,22.00
102694,ANCOBON 250MG CAP       ,330.00
102695,FLUCYTOSINE 500 MG PO   ,806.00
102696,ANDRODERM PATCH 2.5MG   ,44.00
102698,ANDROGEL 1% 2.5GM       ,27.00
102707,ANECTINE 10ML INJ       ,28.00
102709,ANECTINE 500MG FLOPAK   ,102.00
102710,ANESTACON 15ML          ,56.00
102712,BIVALIRUDIN 250 MG INJ  ,3092.00
102713,ANSAID 100MG TAB        ,12.00
102714,ANSAID 50MG TAB         ,6.92
102715,ANTABUSE 250MG TAB      ,5.58
102717,ANTILIRIUM 2ML INJ      ,60.00
102720,ANTIVENIN LACTRO 2.5ML  ,210.00
102721,ANTIVERT 12.5MG TAB     ,5.52
102722,ANTIVERT 25MG CHEW TAB  ,5.52
102723,ANTIVERT 25MG TAB       ,5.52
102725,ANTURANE 100MG TAB      ,5.52
102726,ANTURANE 200MG TAB      ,5.52
102727,ANUSOL HC CRM 2.5% 30GM ,39.00
102728,ANUSOL HC SUPP          ,15.00
102730,ANUSOL OINT 1% 30GM     ,7.50
102731,ANUSOL SUPP             ,5.48
102734,DOLASETRON 100 MG TAB   ,598.00
102737,APHTHASOL 5% 5GM        ,162.00
102738,APLISOL (PPD) 1ML INJ   ,28.00
102739,APRESAZIDE 25/25 CAP    ,5.52
102740,APRESAZIDE 50/50 CAP    ,5.52
102742,APRESOLINE 10MG TAB     ,5.52
102743,HYDRAL UP TO 20 MG      ,454.00
102744,APRESOLINE 25MG TAB     ,65.00
102745,APRESOLINE 50MG TAB     ,5.52
102746,AQUA MEPHYTON 10MG INJ  ,33.00
102747,VIT K PHYTONADIONE 1 MG ,35.00
102756,AQUASOL A 25000U CAP    ,5.52
102762,AQUASOL A 50000IU/ML    ,90.00
102763,AQUASOL A 50000U CAP    ,5.52
102765,AQUASOL E DROPS 30ML    ,87.00
102768,ARALEN 250MG TAB        ,10.00
102771,ARALEN 500MG TAB        ,48.00
102784,METAR BITART/ 10 MG     ,68.00
102844,ARAVA 10MG TAB          ,129.00
102845,ARAVA 20MG TAB          ,129.00
102846,ARDUAN 10MG INJ         ,348.00
102848,ARFONAD 500MG INJ       ,99.00
102851,ARICEPT 10MG TAB        ,44.00
102852,ARICEPT 5MG TAB         ,44.00
102853,ARIMIDEX 1MG TAB        ,11.00
102860,ARISTOCORT 4MG TAB      ,8.00
102866,ARISTOCORT-HP CR0.5% 15G,257.00
102869,ARISTOSPAN 5MG/ML 5ML   ,84.00
102870,FONDAPARINUX SODIUM2.5MG,282.00
102871,AROMASIN 25MG TAB       ,50.00
102872,ARTANE 2MG TAB          ,5.52
102873,ARTANE 5MG SEQUEL       ,5.52
102874,ARTANE 5MG TAB          ,5.52
102875,ARTANE LIQ 5ML          ,12.00
102880,ASACOL 400MG TAB        ,4.99
102881,ASCORB ACID 250MG TAB   ,5.52
102882,ASCORB ACID 500MG TAB   ,5.52
102885,ASCORB ACID INJ 500/2ML ,21.00
102886,ASCRIPTIN AD TAB        ,0.13
102888,ASCRIPTIN MX STR 500MG T,0.17
102889,ASENDIN 100MG TAB       ,14.00
102890,ASENDIN 25MG            ,5.52
102891,ASENDIN 50MG TAB        ,9.00
102896,ASPIRIN 10GR SUPP       ,0.17
102897,ASPIRIN 2 GR SUPP       ,0.79
102899,ASPIRIN 325MG TAB       ,0.14
102903,ASPIRIN 5 GR SUPP       ,0.17
102905,ASPIRIN 81MG CHEW TAB   ,0.14
102906,ASPIRIN 81MG EC TAB     ,0.17
102912,ASPIRIN EC 325MG TAB    ,0.17
102915,ASPIRIN W/COD NO.3 TAB  ,14.00
102916,ASPIRIN W/COD NO.4 TAB  ,14.00
102919,ASTELIN NS SPRAY        ,280.00
102923,ATACAND 16MG TAB        ,14.00
102926,ATACAND 4MG TAB         ,14.00
102927,ATACAND 8MG TAB         ,14.00
102929,ATARAX 10MG TAB         ,4.31
102930,ATARAX 25MG TAB         ,5.58
102931,ATARAX 50MG TAB         ,6.80
102933,ATARAX SYR 5ML          ,12.00
102935,ATGAM 50MG 1ML INJ      ,5827.00
102936,ATIVAN 0.5MG TAB        ,14.00
102937,ATIVAN 1 MG TAB         ,14.00
102938,ATIVAN 2MG TAB          ,14.00
102939,LORAZEPAM 2 MG INJ      ,104.00
102942,ATIVAN 4MG SYR          ,126.00
102948,ANTITHROMBIN III 1U NEX ,23.00
102951,ATROMID-S CAP           ,6.55
102952,ATROPINE 0 .4MG/ML 20ML ,28.00
102953,ATROPINE 0.05MG/ML 5ML  ,52.00
102954,ATROPINE 0.4MG 1ML INJ  ,28.00
102957,ATROPINE 1MG/ML 1ML INJ ,28.00
102960,ATROPINE OS 0.5% 5ML    ,75.00
102963,ATROPINE OS 1% 5ML      ,176.00
102964,ATROVENT 0.03% NSL SPRAY,544.00
102965,ATROVENT 0.06% NSL SPRAY,467.00
102966,ATROVENT 0.5MG 2.5ML UD ,13.00
102967,IPRATROP HFA 17MCG INH  ,632.00
102969,ATROVENT INH REFILL     ,544.00
102971,AUGMENTIN 125/5 75ML    ,247.00
102973,AUGMENTIN 250/5 150ML   ,30.00
102974,AUGMENTIN 250/5 75ML    ,3410.00
102976,AUGMENTIN 250MG TAB     ,27.00
102978,AUGMENTIN 500MG TAB     ,38.00
102979,AUGMENTIN 875MG TAB     ,51.00
102980,AUGMENTIN SUS 125/5 5ML ,16.00
102981,AUGMENTIN SUS 200/5 5ML ,31.00
102982,AUGMENTIN SUS 250/5 5ML ,472.00
102983,AUGMENTIN SUS 400/5 5ML ,613.00
102986,AUGMENTIN SUSP 400/5 50 ,209.00
102987,AUGMENTIN SUS 400/5 75ML,554.00
102989,AURALGAN OTIC DROPS     ,95.00
102993,AVANDIA 2MG TAB         ,16.00
102994,AVANDIA 4MG TAB         ,29.00
102995,AVANDIA 8MG TAB         ,46.00
102996,AVAPRO 150MG TAB        ,14.00
102999,SULFANLAMDE 15%TOP 120GM,621.00
103000,AVC VAG SUPP 16'S       ,16.00
103001,AVEENO BATH PACKET      ,16.00
103002,MOXIFLOXACIN 400MG TAB  ,95.00
103004,AVITENE 1GM             ,705.00
103010,AYGESTIN 5MG TAB        ,5.78
103012,AYR NS DRP 50ML         ,0.40
103013,AZACTAM 1GM INJ         ,100.00
103014,AZACTAM 1GM IVPB        ,123.00
103015,AZACTAM 2GM INJ         ,243.00
103018,AZMACORT INHALER        ,966.00
103021,BRINZOLAMIDE 1% 10ML OP ,839.00
103023,AZOPT 1% OS 5ML         ,289.00
103024,AZULFIDINE 500MG TAB    ,5.52
103025,AZULFIDINE EN-TAB       ,4.31
103026,B & O SUPP 15-A         ,29.00
103027,B & O SUPP 16-A         ,31.00
103028,BACID CAP               ,5.52
103029,BACITRACIN 50000U INJ   ,65.00
103030,BACITRACIN OINT 15GM    ,46.00
103031,BACITRACIN OINT 30GM    ,18.00
103032,BACITRACIN OINT PKT     ,18.00
103033,BACITRACIN OPT OINT     ,35.00
103035,BACTRIM 5ML INJ         ,28.00
103039,BACTRIM DS TAB          ,5.09
103042,BACTRIM SUS 20ML        ,9.00
103046,BACTRIM TAB             ,4.31
103047,BACTROBAN 15GM CREAM    ,448.00
103048,BACTROBAN 1GM NASAL     ,66.00
103049,BACTROBAN 22GM OINT     ,309.00
103053,BALNEOL LOTION          ,61.00
103054,BALNETAR LIQ 8OZ        ,15.00
103060,BAYCOL 0.4MG TAB        ,8.00
103066,BECONASE 7GM INH        ,294.00
103067,BECLOMET 42MCG SPR 25GM ,1169.00
103068,BELLERGAL-S TAB         ,7.02
103069,BENADRYL 15GM CREAM     ,28.00
103070,BENADRYL 25MG CAP       ,6.00
103073,DIPHENHY HCL UP TO 50 MG,19.00
103074,DIPHENH HCL 50 MG       ,5.52
103075,BENADRYL LIQ 10ML       ,12.00
103077,BENADRYL LIQ 30ML       ,5.00
103079,BENADRYL LIQ 5ML        ,12.00
103080,BENEMID 500MG TAB       ,5.52
103081,BENTYL 10MG CAP         ,5.52
103082,BENTYL 10MG/ML 2ML INJ  ,156.00
103083,BENTYL 20MG TAB         ,5.52
103085,BENTYL LIQ 5ML          ,12.00
103087,BENYLIN SYR 5ML         ,12.00
103088,BENZAGEL 5% 45GM        ,728.00
103096,BETA-CAROTENE 25000U CP ,5.52
103102,BETADINE DOUCHE KIT     ,12.00
103104,BETADINE OINT 1OZ       ,30.00
103115,BETADINE VAG SUPP 7'S   ,10.00
103116,BETAGAN OS 0.25% 5ML    ,111.00
103118,BETAGAN OS 0.5% 10ML    ,392.00
103123,BETAPACE 80MG TAB       ,20.00
103125,BETOPTIC-S 0.25% 2.5ML  ,95.00
103127,BETOPTIC-S 0.5% 5ML     ,358.00
103129,BEXTRA 20MG TAB         ,17.00
103130,BIAXIN 250MG TAB        ,37.00
103131,BIAXIN 500MG TAB        ,38.00
103132,BIAXIN SUS 125/5 5ML    ,344.00
103133,BIAXIN SUS 250/5 100ML  ,668.00
103134,BIAXIN SUS 250/5 5ML    ,655.00
103141,BICILLIN CR 900/300 INJ ,39.00
103146,BICITRA 15ML            ,15.00
103148,BICNU 100 MG INJ        ,1979.00
103149,BILTRICIDE 600MG TAB    ,88.00
103154,BLENOXANE 15 UNIT INJ   ,1979.00
