Charge,Unit Price
ACETIC ACID IRRIG 0.25% 250 ML,$38.33 
ACETYLCYSTEINE 10% 4CC,$38.33 
ACETYLCYSTEINE 10% SOL. 10ML,$38.33 
ACETYLCYSTEINE 20% 30CC,$38.33 
ACETYLCYSTEINE 20% 4ML,$38.33 
ACIPHEX 20MG TABLET,$28.20 
ACIST A2000 SYRINGE 0146,$177.00 
ACIST AT-P54 HAND CONTROL 14644,$173.00 
ACLOVATE 0.05% OINTMENT 15MG TUBE,$124.33 
ACRAYLAN FLUFFS,$15.00 
ACTIQ 200MCG LOGENGE,$260.56 
ACTIVELLA 1/0.5MG TABLET 28-DAY PACK,$187.81 
ACTOS 15MG TABLET,$22.02 
ACTOS 30MG TABLET,$35.25 
ACTOS 45MG TABLET,$38.23 
"ACULAR 0.5% OPHTH DROPS, 5ML",$669.33 
ACULAR LS 0.4% 5ML OPTH SOL,$653.92 
ACUMED GUIDEWIRE 2.0X9 WS-2009ST,$147.00 
ACUMED HEAD RAD ANG TR-H2XXL/R-S,"$17,325.00 "
ACUMED K-WRE ALL SZ WS-XXXXST,$94.50 
ACUMED PEG 2.3X CO-S23XX,$673.50 
ACUMED PLTE CAP PL-WF60,$769.50 
ACUMED PLTE CLAV/DOR SUP 6-10H PL-CLX/70,"$6,599.50 "
ACUMED PLTE HUBCAP FUSION PL-WFXX,"$6,761.50 "
ACUMED PLTE LG/STAND 70-004X,"$7,004.50 "
ACUMED PLTE LK 6-12H PL-LEXXX,"$7,328.50 "
ACUMED PLTE MCP L/R PL-MCPX,"$4,008.50 "
ACUMED PLTE POST/TACK PL-XXXX,$309.00 
ACUMED SCREW ACUTRACK STD ATS-SXX-S,"$3,320.00 "
ACUMED SCREW CRUC 2.XX1X,$341.50 
ACUMED SCREW LK 2.3 CO-TSXXX,$673.50 
ACUMED SCREW MICRO/MINI 8-30 ATS-XXX-S,"$3,320.00 "
ACUMED SCREW NONTOGGLE 2.3 CO-N2XXX,$673.50 
"ACU-PUNCH,PUNCH BIOPSY SET DISP-MIXED SZ",$15.00 
ACYCLOVIR 200MG CAPSULE,$4.62 
ACYCLOVIR 400MG TABLET,$4.62 
ACYCLOVIR 5% 5 G OINTMENT,$730.95 
ACYCLOVIR 800 MG CAP,$4.62 
"ADAPTER, STAY SAFE LUER LOCK LN102960",$80.50 
"ADAPTER, URINARY POUCH",$16.50 
"ADAPTER,ASPIRA LUER PLEURAL 4992305",$157.50 
"ADAPTER,ROTATING 'Y'",$176.50 
ADCIRCA 20MG TABLET,$111.04 
ADDERALL 10MG TABLET,$5.03 
ADDERALL 20MG TABLET,$5.03 
ADDERALL 30MG TABLET,$10.62 
ADDERALL 5MG TABLET,$5.03 
ADDERALL 7.5MG TABLET,$10.62 
ADDERALL XL 20MG CAPSULE,$21.78 
ADDERALL XR 30MG CAPSULE,$21.78 
ADDERALL XR 5MG CAPSULE,$20.16 
ADENOSINE 1 MG INJECTION,$5.21 
ADHESIVE BIOGLUE 10ML BG3010-5-US,"$5,454.00 "
ADHESIVE BIOGLUE 5ML BG3005-5-US,"$4,637.50 "
ADHESIVE INDERMIL INDO12,$140.50 
ADHESIVE SKIN LIQUIBAND,$121.00 
"ADHESIVE,MASTISOL .67ML AMPULE FE0523-48",$12.00 
"ADHESIVE,MASTISOL 15ML BTL FE 0523-15",$70.00 
ADPT CLAVE MALE,$14.00 
ADPT NEPTUNE CYSTO,$16.00 
ADRENALIN 0.1MG INJECTION,$0.87 
ADVAIR DISKUS100/50MCG INHALER,$217.49 
ADVAIR DISKUS250/50MCG INHALER,$217.49 
ADVAIR DISKUS500/50MCG INHALER,$354.51 
AFFIRM -CEMENT 20G 458.691S,$629.00 
AGALSIDASE BETA 1 MG INJECTION,"$1,049.74 "
AGGRENOX 200/25MG ER CAPSULE,$14.09 
AGRYLIN 500MG,$38.07 
AICU-RECOVERY 60 MINUTES,$800.73 
AIR DIFFUSERS MIDAS REX,$184.00 
"AIRWAY, DISP INFANT 12115",$130.50 
"AIRWAYS, NASOPHARYNGEA DISP NASAL20",$18.50 
"AIRWAYS, NASOPHARYNGEA DISP NASAL28",$28.50 
"AIRWAYS, NASOPHARYNGEA DISP NASO28",$79.00 
ALBENZA 200MG TABLET,$9.65 
ALBUTEROL 17G INHALER (SURGERY),$54.80 
ALBUTEROL 2MG,$4.62 
ALBUTEROL INHALER,$54.80 
ALBUTEROL INHALER 17G (RESP THERAPY),$49.67 
ALBUTEROL NEBULIZER UNIT DOSE TREATMENT,$4.62 
ALBUTEROL SOL. 3ML UD.,$38.33 
ALCOHOL 70% ISOPROPYL,$8.28 
ALCOHOL 98% 5 ML VIAL,$756.82 
ALCOHOL ABSOLUTE 1 ML,$34.73 
ALDARA 5% CREAM 0.25GM PACKET,$97.70 
ALEXIS LAP SYSTEM,$377.50 
ALGLUCOSIDASE ALFA 10 MG INJ,"$1,245.12 "
ALINIA 500MG TABLET,$106.01 
ALLEGRA 180MG TABLET,$15.45 
ALLOPURINOL 100 MG.,$4.62 
ALLOPURINOL 300 MG.,$4.62 
ALOCRIL 2% OPHTH SOLUTION 5ML,$874.10 
ALOGLIPTIN 12.5 MG TAB,$56.36 
ALOGLIPTIN 25 MG TAB,$56.36 
ALPHA 1-PROTEINASE INHIBITOR 10MG INJ,$268.64 
ALPHAGAN P DROPS 5ML BOTTLE,$283.56 
ALPHAGAN P DROPS 5ML BOTTLE,$283.56 
ALPRAZOLAM 0.25MG U/D,$4.62 
ALPRAZOLAM 0.5MG U/D TAB,$4.62 
ALPRAZOLAM 0.5MG U/D TAB,$4.62 
ALPRAZOLAM 1.0MG U/D,$4.62 
ALTOPREV 20MG TAB,$35.28 
ALTOPREV 40MG TAB,$37.31 
ALUMI HAND 761,$188.50 
ALUMINUM HAND IMMOBILIZER (760),$141.50 
ALUMINUM HYDROXIDE GEL 30 ML,$4.62 
AMANTADINE HCL 100MG,$4.62 
AMANTADINE SYRUP 50MG / 5ML,$4.62 
AMBIEN CR 12.5MG TABLET,$36.94 
AMBRISENTAN (LETAIRIS) 5MG TAB,"$1,882.96 "
AMERGE 2.5MG TABLET,$114.60 
AMERICAINE AEROSOL 4 OZ,$38.33 
AMERICAINE OINTMENT,$38.33 
AMIDATE 2MG/ML 10ML VIAL (SURG),$75.00 
AMILOCIDE 5 MG,$4.62 
AMINO ACID 6% 500ML (DIRECT),$411.89 
AMINOCAPROIC ACID 500 MG,$8.03 
AMINOPHYLLINE INJ 250MG 10ML,$8.07 
AMIODARONE 100MG (1/2 200MG TABLET),$4.62 
AMIODARONE 150MG/100ML PREMIX BAG,$244.11 
AMIODARONE 200MG/5ML ORAL SUSP,$25.19 
AMIODARONE HCL 200MG,$4.62 
AMITIZA 24MCG CAPSULE,$17.76 
AMITIZA 8MCG CAPSULE,$20.99 
AMITRIPTYLINE 10 MG,$4.62 
AMITRIPTYLINE 25 MG,$4.62 
AMITRIPTYLINE 50 MG,$4.62 
AMLODIPINE 1 MG/1 ML ORAL SUSP,$4.62 
AMLODIPINE 10MG TAB,$13.24 
AMLODIPINE 5MG TAB,$9.66 
AMOXAPINE 50MG,$4.62 
AMOXICILLIN 125MG/5ML ___MG,$4.62 
AMOXICILLIN 200MG/5ML SUSP 5ML,$4.62 
AMOXICILLIN 250 MG,$4.62 
AMOXICILLIN 250MG/5ML,$10.74 
AMOXICILLIN 400MG/5ML SUSP 5ML,$4.62 
AMOXICILLIN 500 MG,$4.62 
AMOXICILLIN 875MG CAPSULE,$4.62 
AMOXICILLIN-K CLAV 125-31.25MG SUSPENSIO,$16.05 
AMPHADASE 150U/ML 1ML VIAL INJ,$152.42 
AMPHOTERICIN B 50MG,$75.45 
AMPHOTERICIN B LIPOSOME (AMBISOME) 10MG,$87.50 
AMPICILLIN 250 MG,$14.55 
AMPICILLIN 500 MG.,$4.62 
AMPICILLIN SUSP 250MG/5ML,$6.70 
AMPLATZ RENAL FASCIAL DILATORS 260-250,"$1,770.50 "
ANALPRAM-HC CREAM 1 OZ TUBE,$246.38 
ANASTRPZOLE 1MG,$53.18 
ANCHOR BIO PUSH LK 4.5MM AR-1922B,"$2,888.50 "
ANCHOR BIO TAK PUSH LOCK AR-1936B,"$2,888.50 "
ANCHOR BIOSTEON 4.5-6.5 3910-200-0XX,"$2,554.50 "
ANCHOR BIOSURE HA SA 722017XX,"$1,768.50 "
ANCHOR CORKSCREW BIO W/FW 3.5,"$1,234.50 "
ANCHOR ICONIX 3910-500-5XX,"$1,572.00 "
ANCHOR SN FP ULTRA 4.5/5.5/PK,"$2,629.50 "
ANCHOR SN OSTEORAPTOR 2.3/2.9,"$2,184.50 "
ANCHOR SN ULTRA 2 272038XX,"$2,456.50 "
ANCHOR TWINFIX ULTRA BRAID 4.5-6.5,"$1,941.50 "
ANCHOR ULTRABRAID #2 7210915,$122.00 
"ANCHOR, HEALICOIL REGENESORB 7220370X-SN","$2,554.50 "
"ANCHOR, REEL KNOTLESS 3910-600-XXX","$1,981.80 "
"ANCHOR, TITANIUM WEDGE 3910-100-XXX","$1,407.78 "
"ANCHOR, TWIN LOOP/INTRALINE 3910-400-XXX","$1,593.54 "
"ANCHOR,BIORAPTOR KNOTLESS 72202403 (SN)","$2,554.50 "
"ANCHOR,G-LOK (ALL) 234-10X-0XX  STRYKER","$1,729.00 "
"ANCHOR,HEALIX ADVANCED BR 222XXX","$1,965.00 "
"ANCHOR,HEALIX/PEEK ADV KNOTTLESS 222XXX","$2,161.50 "
"ANCHOR,JUGGERKNOT 912XXX","$2,067.00 "
"ANCHOR,MULTI FIX S S&N OM-2300","$2,594.00 "
"ANCHOR,TWINFIX 3.5 TIT 72200752 (SN)","$1,533.00 "
ANES-ANES PER MINUTE,$14.79 
ANES-LARYNGEAL MASK AIRWAY,$135.50 
ANES-NASAL O2 CANNUALA W/ETCO2 SMPL LINE,$34.00 
ANES-NDL TUOHY 20X3.5 18312,"$1,339.87 "
ANES-SET IV MICRODRIP 1196278,$31.50 
ANES-SET IV PRIMARY PIGGYBACK 119656868,$36.00 
ANESTHESIA BLOCK KIT-HH CUSTOM,$234.00 
ANES-TRANSPORT RESUSCITATOR,$50.00 
ANGIO DYNAMICS DIAGNOSTIC CATHS 107XX00X,$143.00 
ANGIO-ABD PARACENTESIS W/IMAG GUIDANCE,"$1,654.00 "
"ANGIO-CATH SELECT 1ST ORDER,ABD & BELOW","$2,406.50 "
"ANGIO-CATH SELECT 2ND ORDER,ABD & BELOW","$2,695.50 "
"ANGIO-CATH SELECT 3RD ORDER,ABD & BELOW","$2,359.00 "
"ANGIO-EA ADD'L 2ND,3RD,& BEYOND,ABD & BE","$2,090.50 "
ANGIO-IVC FILTER PLACEMENT,"$9,741.50 "
ANGIO-IVC FILTER REMOVAL,"$10,630.50 "
ANGIOJET SOLENT OMNI THROMBECTOMY SYSTEM,"$10,609.00 "
"ANGIO-RENAL ART 2ND ORDER & +,BILATERAL","$10,401.00 "
"ANGIO-RENAL ART,2ND ORDER & +,UNILATERAL","$7,892.50 "
"ANGIO-RENAL ARTERY,1ST ORDER,BILATERAL","$8,614.50 "
"ANGIO-RENAL ARTERY,1ST ORDER,UNILATERAL","$5,486.00 "
ANTENNA PAT RESTORE 37092IU,"$1,186.00 "
ANTIBIOTIC IRRIGATION MIXTURE BAG,$50.56 
"ANTITHROMBIN III, THROMBATE III 1UNIT",$17.96 
"ANTI-THYMOCYTE GLOBULIN,EQUINE 250MG INJ","$4,822.17 "
ANUSOL HC CREAM,$169.54 
ANUSOL HC SUPP,$11.70 
AORTIC PUNCH 4.0 RAP-40-S,$158.00 
APIXABAN (ELIQUIS) 2.5 MG TAB,$24.60 
APIXABAN (ELIQUIS) 5 MG TAB,$24.60 
AQUACEL 4X4 177902,$31.50 
AQUADEKS ORAL DROPS 1ML,$2.12 
AQUADEKS SOFTGEL,$3.57 
AQUAPHOR 1.75 OZ OINT.,$38.33 
AQUAPHOR OINT 1LB,$84.01 
ARANESP 1 MCG INJ (200 MCG SYR),$43.61 
ARANESP 1 MCG INJ (300 MCG SYR),$43.61 
ARANESP 1 MCG INJ (500 MCG SYR),$13.23 
ARAVA 20MG TABLET,$97.84 
ARCH BAR,$73.00 
ARGATROBAN 1 MG INJECTION (NON-ESRD),$8.30 
ARGININE 500MG TABLET,$4.62 
"ARM BOARD, TECNOL",$43.00 
ARM ELEVATOR (ORANGE RICHARDS),$122.00 
"ARM ELEVATOR, VERTICAL UNIV 8788-50",$69.00 
"ARM SLING, ADJUSTABLE ER802000",$24.00 
"ARM SLING, CHILDRENS 80041X",$39.00 
"ARM SLING, SM OPEN 800502",$39.00 
AROMASIN 25MG TABLET,$51.69 
ARROW 2 LUMEN CATHETER,$212.00 
"ARSENIC TRIOXIDE, 1 MG (TRISENOX)",$129.92 
ARTHREX GUIDEWIRE 1.35X130 AR-8943-01,$157.00 
ARTHREX PLTE ANKLE LK FIB XH AR-8943BX-0,"$6,248.50 "
ARTHREX SCREW ANKLE 3.0/3.5/4 AR-88XX-XX,$275.00 
ARTHREX SCREW ANKLE LG/SHT THD 2/4X3-6 A,"$1,179.00 "
ARTHREX SCREW ANKLE LOCK 2.7X AR-8827L-X,$825.50 
ARTHREX SCREW ANKLE LOCK 3.5X AR-8835L-X,$864.50 
ARTHREX TAK BB/WASHER 7MM AR-XXXXW,$236.00 
ARZERRA 10MG INJ,$362.45 
ASCORBIC ACID 500MG/ML 2ML,$20.79 
ASCORBIC ACID TABLETS 250 MG,$4.62 
ASCORBIC ACID TABLETS 500 MG,$4.62 
ASCORBIC ACID(VIT C)50MG/0.5ML ORAL SYR,$10.51 
ASCRIPTIN,$0.60 
ASENAPINE 10MG TABLET,$60.26 
ASENAPINE 5MG TABLET,$60.26 
"ASH SPLIT CATH,  32F","$2,216.50 "
"ASH SPLIT CATH,  36F","$2,351.50 "
"ASH SPLIT CATH, 14FX50CM TRAY 635-3","$2,240.50 "
"ASH SPLIT CATH, 14X28CM","$2,216.50 "
"ASMANEX 220MCG INHALER, 30INH",$208.90 
"ASPARAGINASE ERWINIA 1,000 UNIT INJ","$3,460.99 "
ASPEN CERVICAL COLLAR,$378.50 
ASPEN CLAMP COVER 72002,$24.50 
ASPERCREAM 1 1/4 OZ.,$38.33 
ASPIRIN 325 MG,$0.60 
ASPIRIN 650MG SUPP,$11.70 
ASPIRIN 81MG EC TABLET,$4.62 
ASPIRIN ENTERIC COATED 325MG TAB,$0.60 
ASPIRIN IN FIXED OIL 20MG/1ML,$37.96 
ASPIRIN SUPP 325 MG,$11.70 
ASPIRIN SUPP 325MG,$11.70 
"ASPIRIN, BABY 81MG",$0.60 
ATAZANAVIR(REYATAZ)200MG CAP,$127.17 
ATENOLOL 100MG U/D,$4.62 
ATENOLOL 12.5 MG (1/2 OF 25 MG TAB),$4.62 
ATENOLOL 50MG U/D,$4.62 
ATEZOLIZUMAB 10 MG INJECTION,$567.46 
ATHLETIC SUPPORT LG 38-44 202636,$42.50 
ATHLETIC SUPPORT MED 33-38 206931,$41.50 
ATHLETIC SUPPORT SM 26-32 206832,$51.00 
ATHLETIC SUPPORT X-LG,$24.00 
"ATIVANSUSPENSION, 1MG/ML (ORAL)",$20.45 
ATORNVASTATIN CALCIUM 10MG,$15.87 
ATORVASTATIN 40 MG TABLET,$4.62 
ATORVASTATIN CALCIUM 20 MG,$23.00 
ATOVAQUONE 750MG/5ML,$56.31 
ATOVAQUONE AND PROGUANIL 250-100 MG TAB,$50.15 
ATROPINE SULFATE 0.01MG/ML 10ML (THC),$45.00 
ATROPINE SULFATE 1% OPTH 3.5GM,$38.33 
ATROPINE SULFATE 1% OPTH. 15 ML,$38.33 
ATROVENT SOL 0.02% 2.5ML,$8.85 
ATS WOUND VACUUM,$574.50 
AUGMENTIN 500MG,$10.49 
AUGMENTIN 875MG (BID),$15.45 
AUGMENTIN ES 600MG 10ML UD,$29.22 
AUGMENTIN ES 600MG 5ML UD,$14.61 
AUGMENTIN SUSP 400MG/5ML,$16.13 
AUGMENTIN XR 1000MG TABLET,$17.04 
AUTO SUTURE 15,$35.50 
AUTO SUTURE 5,$28.50 
AUTO SUTURE THORACOPORT 11.5MM,$127.00 
AUTO SUTURE THORACOPORT 15MM 179307,$113.50 
AUTOSUTURE SURGINEEDLE,$133.50 
AVALIDE 150MG/12.5MG TABLET,$12.71 
AVALIDE 300/12.5MG TABLET,$14.11 
AVALIDE 300-25MG TABLET,$21.32 
AVAPRO 300MG TABLET,$12.87 
AVELOX 400MG TABLET,$65.03 
AVITENE 70X70X1 EA,$684.57 
AVODART 0.5MG CAPSULE,$17.28 
AZASITE 1% OPHTH DROPS,$479.26 
AZATHIOPRINE 50MG/5ML SUSP(HSV COMP RX),$45.63 
AZATHIOPRINE 75MG TABLET,$28.84 
AZELASTINE HCL 137MCG NASAL SPRAY,$214.85 
AZILECT 1MG TABLET,$52.30 
AZILSARTAN (EDARBI) 80MG TABLET,$17.00 
AZITHROMYCIN 100MG/5ML,$51.93 
AZITHROMYCIN 1GM PACKET (ORAL),$149.50 
AZITHROMYCIN 250MG CAP,$48.13 
AZITHROMYCIN 500MG INJ,$113.09 
AZITHROMYCIN 600MG,$115.52 
AZITHROMYCIN ORAL SUSP 200MG/5ML,$53.08 
AZOTHIOPRINE 50 MG,$4.62 
B COMPLEX WITH C,$4.62 
B&O SUPPRETTES #15A CII,$19.90 
B&O SUPPRETTES #16A  CII,$21.37 
BACITRACIN 15GM OINTMENT,$38.33 
"BACITRACIN 50,000 U",$88.16 
BACITRACIN OINT. OPTH. 3.5 GM,$38.33 
BACKFLUSH 25G FLUTE 1281AD0.5,$668.00 
BACLOFEN,$4.62 
BACLOFEN 5 MG (HALF OF 10MG) TAB,$4.62 
BACLOFEN 50MCG/ML 1ML,$564.17 
BACLOFEN DS 20MG TAB,$4.62 
BACTRIM IV INFUSION 10 ML,$39.99 
BACTROBAN 2% CREAM 15GM TUBE,$200.80 
"BAG REPLACEMENT, STOOL COLLECTION",$27.50 
"BAG REPLACEMENT, STOOL COLLECTION SYSTEM",$116.00 
BAG URINARY DRAINAGE LATEX FREE 154102,$35.50 
"BAG, BECKER EXTERNAL DRAINAGE",$300.50 
"BAG, BILE",$43.50 
"BAG, COLOSTOMY 1-PC 022771",$23.50 
"BAG, COLOSTOMY SUREFIT 020932",$55.00 
"BAG, CYSTO LEG, DISP.",$19.50 
"BAG, EDMS DRAINAGE",$204.50 
"BAG, FEEDING",$37.00 
"BAG, INFANT AMBU",$86.00 
"BAG, INFUSER PRESSURE DISP.",$95.00 
"BAG, RESUS./MANUAL (AMBU)",$88.50 
"BAG, RESUS/MANUAL (AMBU) PEDS 87-AFX140M",$153.00 
"BAG, URINARY LEG STAND",$55.00 
"BAG,BLOOD ATS SELF FILLING 2450",$209.00 
BAHA ATTRACT BIM 400 MAGNET SYS 93550,"$15,962.00 "
BAIR HUGGER BLANKET-CHG ONLY PED FULL AC,$103.50 
BALANCED SALT SOLUTION 15 ML,$38.33 
BALLOON INSPIRA XX24 BC0X24A,"$6,365.00 "
BALLOON INSPIRA XX40,"$5,463.00 "
"BALLOON, BOX POSTNASAL",$140.50 
"BALLOON,BLUE MAX XXL/14 4/5.8/75","$1,729.00 "
"BALLOON,BLUE MAX XXL/16 4/5.8/75","$1,729.00 "
"BALLOON,G21 KYPHOPLASTY 90000XX","$1,808.00 "
"BALLOON,SURGICAL DISSECTOR 900CL","$1,848.00 "
"BALLOON,XXL DILATION M001145XXX","$1,572.00 "
BALSAM PERU-CASTOR OIL OINTMENT 60 G,$149.58 
BANZEL 200MG TABLET,$18.27 
BAR PECTUS SUPPORT 12 IN 01-3712,"$8,426.00 "
BAR PECTUS SUPPORT 14 IN 01-3714,"$8,426.00 "
BAR PECTUS SUPPORT 15 IN 01-3715,"$8,426.00 "
"BAR, CARBON CONCT 8X200","$1,307.50 "
"BAR, CARBON CONCT 8X220","$1,307.50 "
"BAR, CARBON CONCT 8X240","$1,307.50 "
"BAR, CARBON CONCT LG 11X125","$1,943.50 "
"BAR, CARBON CONCT LG 11X150","$1,943.50 "
"BAR, CARBON CONCT LG 11X200","$1,943.50 "
"BAR, CARBON CONCT LG 11X250","$2,082.00 "
"BAR, CARBON CONCT LG 11X300","$2,082.00 "
"BAR, CARBON CONCT LG 11X350","$2,082.00 "
"BAR, CARBON CONCT LG 11X400","$2,289.50 "
"BAR, CARBON CONCT SM 4X140",$453.00 
BARI AIR BED (RENTAL),"$1,037.50 "
"BASKET, BARD URETEROSC 4-WIRE 40415 3F","$1,415.00 "
"BASKET, GEMINI 4 WIRE HELICAL 5CM TIP","$1,485.50 "
"BASKET, SEGURA MINI STONE","$1,523.50 "
"BASKET, STONE 3FX150CM B9002",$943.00 
"BASKET,RETRIEVAL NITINOL ZERO TIP","$1,568.50 "
BASKETSTONE DAKOTA 1.9FRX120CM,"$1,651.00 "
BASKETSTONE GEMINI 2WR3FRX0TIP,"$1,411.50 "
BAVENCIO 10MG INJECTION,$569.42 
BAZA CREAM AF 2% 2 OZ,$40.66 
BC-99M TC TILMANOCEPT UP TO 0.5 MCI,"$4,103.00 "
BC-ATEC BIOPSY INTRODUCER XX12-20,$157.50 
BC-ATEC CANNISTER,$36.00 
BC-ATEC SECURMARK BIOPSY SITE MARKER,$782.50 
BC-ATEC TISSUE FILTER,$29.00 
BC-BONE DENSITOMETRY,$556.50 
BC-BONE DENSITY(PIXIAL)APPENDICULAR,$280.50 
"BC-BREAST BX,PERCUT PLACMNT METALLIC LOC","$1,091.00 "
BC-BREAST CORE BIOPSY W/VACUUM ASSISTANC,"$1,011.50 "
BC-BREAST CYST ASPIRATION,$735.00 
BC-BREAST NDL LOCALIZATION,"$1,851.00 "
"BC-BREAST NEEDLE LOCAL, EA ADD'L LESION","$1,851.00 "
"BC-BREAST TOMOSYNTHESIS, UNILAT, W/SCRN",$60.00 
"BC-BREAST TOMOSYNTHESIS,BILAT, W/SCREEN",$60.00 
"BC-BREAST TOMOSYNTHESIS,BILAT,DIAGNOSTIC",$60.00 
"BC-BREAST TOMOSYNTHESIS,UNI,DIAGNOSTIC",$60.00 
BC-CELERO BIOPSY INTRODUCER 12G,$148.50 
BC-CELERO BIOPSY MAMMO MARKER,$634.00 
BC-CELERO BIOPSY VACUUM,"$1,847.00 "
BC-CLIP IMAGE GUID TISSUE MARKER 871017,$330.50 
"BC-CLIPS,GEL MARK SYS BIOPSY 11G MK0016",$644.50 
"BC-DIGITAL MAMMOGRAM, BILAT, DIAGNOSTIC",$317.50 
"BC-DIGITAL MAMMOGRAM, BILAT, SCREENING",$293.50 
"BC-DIGITAL MAMMOGRAM, UNILAT, DIAGNOSTIC",$269.50 
"BC-DIGITAL MAMMOGRAM,UNILAT,SCREENING",$147.00 
BC-EVIVA 9G NEEDLE GUIDE NG09L,$73.00 
BC-EVIVA BIOPSY SITE MARKER EXCEPT TRIM,$782.50 
BC-EVIVA BREAST BX 9G X 13CM X 12 & 20MM,"$1,804.00 "
BC-EVIVA TRIMARK 2S-13,$485.50 
"BC-INJ PROC ONLY, MAMMARY DUCT/GAL",$359.00 
BC-INJ PROC SENTINEL NODE,"$1,203.00 "
"BC-INTRODUCER ATEC 12CM,20CM","$1,449.00 "
BC-INTRODUCER ATEC 9&12G X 12CM X 20MM,"$1,820.50 "
BC-INTRODUCER ATEC 9G X 14CM X 12&20MM,"$2,548.50 "
BC-LYMPH NODE(S) BIOPSY,"$1,268.00 "
"BC-MARKER,MAMMO HYDROMARK 4010-0X-XX-TX",$700.00 
BC-NDL BIOPSY 14G W/INTRO ACHIEVE CA141X,$493.50 
BC-NDL BIOPSY 14GX1XCM ACHIEVE A141X,$407.50 
BC-NEEDLE HAWKINS II FLEX BLN 20X10,$171.00 
BC-NEEDLE INFUSION GALACTOGRAPHY,$133.00 
"BC-NEEDLE,ACCURA 20G BLN2XXX",$193.50 
"BC-NEEDLE,BIOPSY HYDROMARK 4010-0X-1X-TX",$700.00 
"BC-NEEDLE,HOLOGIC LOCAL GUIDE3-425-4005",$196.50 
"BC-STEREO NEEDLE LOC, 1ST LESION",$976.00 
BC-SULFUR COLLOID FILTERED UP TO 20 MCI,$281.00 
"BC-US-BREAST,COMPLETE,UNILATERAL LEFT",$367.00 
"BC-US-BREAST,COMPLETE,UNILATERAL RIGHT",$367.00 
"BC-US-BREAST,LIMITED,UNILATERAL,LEFT",$367.00 
"BC-US-BREAST,LIMITED,UNILATERAL,RIGHT",$367.00 
BC-US-GUIDED BIOPSY 1ST LESION,"$1,662.50 "
BC-US-GUIDED BIOPSY ADD'L LESION,"$1,662.50 "
BC-US-NEEDLE PLACEMENT 1ST SITE,"$1,127.50 "
BC-US-NEEDLE PLACEMENT ADD'L SITE,"$1,127.50 "
BC-XR-MAMMARY DUCTOGRAM/GALACTOGRAM-SGL-,$700.50 
"BEER, BUDWEISER 12 OZ.",$8.28 
BELIMUMAB (BENLYSTA) 10MG INJECTION,$269.49 
BENAZEPRIL 10MG TAB,$4.62 
BENAZEPRIL HCL 20MG,$4.62 
BEN-GAY GREASELESS OINT 1.25OZ,$38.33 
BENICAR 40MG TABLET,$11.04 
BENZOCAINE AEROSOL 3 OZ CAN,$38.33 
BENZOCAINE SPRAY 20% 2 OZ,$158.74 
BENZONATATE 100 MG,$4.62 
