Procedure ID,Description,Amount
38736,K-WIRE 9" .035 TROCAR   ,4.73
39354,TUBE GOOD MOD 1.3X4.75MM,35.50
39581,PIN STNMN 3/32X9" TROCAR,19.31
39585,PIN STNMN 3/32X9" TROCAR,36.92
39956,SHUNT PUDENZ VENTRICULAR,326.18
40533,STENT BILIARY FLEXIMA 7F,305.61
40909,EAR PROST 4.25MM PLAT PS,528.35
41351,MESH MARLEX PLUG LARGE  ,422.10
41363,PORT DUAL LUMEN         ,1002.49
41433,PLATE HIP COMP OMEGA 2HX,818.21
41488,SCREW HIP OMEGA 90MM    ,546.37
41802,STENT URINARY DIVERSION ,268.54
42702,K-WIRE 9" .062 TROCAR PT,25.14
43053,BAR CARBON 60MM         ,98.85
43056,ROD CARBON EXT FIXATOR 4,134.00
43079,K-WIRE 9" .035 TROCAR PT,25.14
43080,K-WIRE 9" .045 TROCAR PT,25.14
43081,K-WIRE 9" .062 TROCAR PT,45.23
43082,K-WIRE 9" .035 TROCAR PT,45.23
43083,K-WIRE 9" .045 TROCAR PT,45.23
43232,EAR PROSTH 4.75MM PLAT P,528.35
43326,T-TUBE SILICONE MODIFIED,89.52
43505,WASHER FOR LG SCREW     ,68.83
43904,PLATE TI 8 HOLE TUB 1/3 ,196.28
43919,K-WIRE TIT TROCAR PT1.25,212.37
43941,TUBE EAR REUT-BOBB 1.14M,128.91
44487,PLATE 1/3 TUBULAR 3 HOLE,144.27
44836,STENT MULTI-LENGTH 6FR  ,444.53
45119,STENT MULTI-LENGTH 4.8FR,444.53
45210,SCREW SCHANZ TROCAR PT 5,235.81
45399,GRAFT HEMASHIELF WOVEN 2,1519.56
47384,UHR BIPOLAR 26X43MM     ,2925.06
47435,TUBE PAPARELLA TYPE 2 AC,26.23
47453,SHUNT LEVEEN            ,1244.25
48529,VALVE MITRAL ROTATABLE 2,12363.75
48539,VALVE AORTIC ROTATE STD ,12363.75
48700,RING MITRAL ANNULOPLASTY,9107.28
48760,DURAGUARD 8X14CM PATCH  ,1247.40
48867,EAR PROSTH BRACKMAN PART,635.04
49468,GRAFTON PUTTY 5CC       ,1960.88
49931,SEPRAFILM               ,661.50
50035,PLATE RECON SM          ,916.93
50066,PLATE LC-DCP 9 HOLE     ,389.62
50235,NAIL ELASTIC 2.0MM TI   ,612.27
50236,NAIL ELASTIC 2.5MM TI   ,656.21
50238,NAIL ELASTIC 3.5MM TI   ,738.23
50298,EPIFILM                 ,46.92
50485,LEAD KIT DBS 3389-40    ,7912.80
54093,SHUNT PUDENZ PERITONEAL ,491.72
60094,SCREW 2.4MM TI CORTEX SC,172.84
60116,PLATE TI VOLAR DISTAL RA,1622.94
100041,ROUT SVC - SEMI 5EAST   ,3881.32
100151,ROUT SVC -SEMI 7TH      ,4300.37
100169,OBS EA HR NON COVERED 7T,315.73
100215,OBS EA HR NONCOVER ORTHO,315.73
100233,ROUT SVC-ORTHO 6SOUTH   ,3950.29
100449,OBSERVATION CHF/ASTHMA/C,315.73
100469,ROUT SVC -PCU           ,5140.50
100485,OBS EA HR NON COVERED PC,315.73
100499,OBSERVATION PEDS HOURLY ,315.73
100511,OBS EA HR NON COVERED PE,315.73
100533,ROUT SVC -SEMI PEDS     ,4068.95
100670,ROUT SVC OVERFLOW PCU   ,3848.93
100680,ROUT SVC OVERFLOW CCU   ,13364.08
100692,ROUT SVC-CCU            ,15512.00
100815,OBS EA HR NON COVERED MT,315.73
100849,ROUT SVC-SEMI MTU       ,9420.35
100865,OBS EA HR NON COVERED ED,237.21
100950,OBS EA HR NON COVERED 8T,315.73
100968,ROUT SVC -SEMI 8FL GYN  ,4272.38
101007,NEWBORN (WELL-BABY)     ,2074.60
101008,ROUT SVC-HOSP REQ 5TH   ,3533.57
101015,NEWBORN (WELL-BABY)     ,2074.60
101018,ROUT SVC HIGH RISK      ,6135.03
101050,ROUT SVC-NEURO 7SOUTH   ,4304.05
101061,OBS EA HR NONCOVER NEURO,315.73
101192,NEWBORN (WELL-BABY)     ,1884.85
101277,REPLOGLE DRAIN          ,51.91
101283,NICU LEVEL 1            ,16004.45
101284,NICU LEVEL 2            ,14152.42
101619,ROUT CHARGE LVL2 PICU   ,10908.65
101989,ROUT SGR SEMI PRIVATE   ,3528.46
102251,NEWBORN (WELL-BABY)     ,5200.25
102300,OVERFLOW SURGERY        ,8827.39
102303,OBS EA HR NON COVERED CC,320.11
102487,OBS EA HR NON-COVERED 5E,315.73
120060,IV TEAM CHARGE CRAIG    ,777.15
120129,PERC PLACE CV LINE AGE ,1192.06
120130,DECIOL VASCULAR DEVICE  ,1002.65
130005,ROUT SVC-ACU HOLDING    ,3665.64
171222,WALLSTENT               ,4990.65
200009,LAPAROSCOPIC            ,367.89
200011,GENERAL OPEN            ,237.14
200013,SPINAL                  ,227.08
200015,TOTAL JOINT             ,238.01
200017,FRACTURE MANAGEMENT     ,218.73
200019,CYSTO UROLOGY           ,369.52
200021,CRANIOTOMY              ,327.68
200023,OTOLOGY                 ,277.36
200025,THORACIC                ,268.17
200027,PERIPHERAL VASCULAR     ,192.75
200029,MAJOR VASCULAR          ,278.22
200031,ORTHOSCOPY              ,152.48
200043,ANESTHESIA MINUTES      ,26.95
200513,CARDIAC MINIMAL         ,237.14
200514,CABG                    ,375.42
200515,VALVE                   ,407.26
200516,CARDIAC SUPPORT         ,309.21
220108,RECOVERY CLASS 0 PER MIN,25.44
220109,RECOVERY CLASS I PER MIN,47.70
220111,RECOVERY CLASS III PER M,80.56
231005,BLOCK FACET L-SP SGL    ,1614.23
231006,BLOCK FACET L-SP ADL    ,1614.23
231007,BLOCK FAC C/T SP SGL    ,1614.23
231008,INJ EPI C/T SPINE SGL   ,1919.18
231011,XR FLUORO FOR SPINE INJ ,1630.39
231015,INJ SI ANES/STD/TH AG   ,1324.48
231019,ANESTH STELLATE GANGLION,1336.63
231020,INJ EPI L-SPINE SGL     ,1789.90
231051,BLOCK FAC C/T SP ADL    ,1919.18
231055,ANESTH LUMBAR/THORC     ,1808.97
231061,BLOCK C/T SPI SGL       ,2010.66
231071,BLOCK L-SPINE SGL       ,1869.28
231134,BLOCK C/T SPI ADL       ,2010.66
231135,BLOCK L-SPINE ADDL      ,1869.28
231136,ASP JOINT MAJOR         ,2335.09
231137,INJ SPINE AROUND HARDWAR,1371.63
231138,CRANIAL PERIPH NRV BILL ,2130.51
231139,SC ANESTH CELIAC PLEXUS ,2042.39
231140,NERV BLOCK BRACHIAL PLEX,1629.04
231141,INJ TON SHTH/LG/GANG/1-2,1405.19
231142,INJ TON SHTH/LG/GANG/3 G,1499.84
231143,ILIOINGUINAL NERVE BLOCK,1729.74
231144,OTH PERIPHERAL/NRV/BRANC,1714.02
231145,INTERCOSTAL NERVE BLOCK-,1729.74
231146,INTERCOSTAL NERVE BLOCK-,2042.39
231147,RF NERVE DEST L/S SINGLE,5267.54
231148,RF L/S ADDL LEVEL       ,2808.97
231149,RF NERVE DEST C/T SINGLE,5219.65
231150,RF C/T ADDL LEVEL       ,2783.45
231151,BLOOD PATCH             ,2064.15
231152,PUDONDAL NERVE BLOCK    ,2053.57
240100,ANESTHESIA MINUTES      ,24.20
240103,ARTHROSCOPY MINUTES     ,213.41
240104,ORTHO OTHER             ,249.15
240105,PODIATRY                ,213.41
240106,LAPAROSCOPY MINUTES     ,386.99
240107,GENERAL MINUTES         ,213.41
240108,ENT MAJOR MINUTES       ,304.74
240109,ENT OTHER               ,177.70
240269,EKG TRACING ONLY        ,775.38
240338,PACU MINUTES            ,37.63
240457,MINOR PROCEDURE MINUTE  ,107.13
254056,STENT WALL COVERED      ,8238.56
255019,COIL COOK DETACH        ,2039.63
255808,RECOVERY FILTER         ,4742.06
257464,BALLOON CRYOPLASTY      ,2079.00
262280,PRBC TRANSFUSION FILTER ,133.44
280002,ANORECTAL MANOMETRY     ,1694.00
280006,ANOSCOPY W/CNTL BLD     ,3254.35
280031,BRONCHOSCOPY DIAG       ,4499.90
280080,BONE MARROW BIOPSY      ,4499.90
280123,ESOP MOTILITY STUDY W/ST,1751.75
280128,ESOPHAGUS MOTILITY STDY ,1751.75
280166,GASTRIC INTUBAT & ASPIR ,417.45
280217,PARACENTESIS INI        ,2610.35
280263,SI ENDO DX W/O ILEUM    ,8612.45
280275,CHANGE GI TUBE          ,1504.25
280279,DEST. OF HEMORRHOIDS    ,3760.01
280289,UGI ENDO W/DIL BAL      ,5942.75
280297,UGI ENDO W/DIL GWIRE    ,5019.85
280302,UPPER GI ENDO W/INJ SCL ,4804.25
280366,BRONCHOSCOPY W/BRUSHING ,4373.66
280526,LASER TREATMENT .5 INCH ,504.88
280527,LASER TREATMENT 1 INCH  ,739.89
280528,LASER TREATMENT ADD PULS,7.48
280602,EGD W/ABLATION          ,6088.50
280604,ESOP MOTILITY STDY W/APS,1751.75
280606,ESOP ACID PERFUSION TEST,1751.75
280614,PLACE GI TUBE           ,10997.70
280615,PHOTODYNAMIC THERAPY    ,7937.74
280617,CHEM ADM OTH THAN INF PV,551.07
280619,ANOSCOPY DX             ,579.70
280621,ANOSCOPY MUL W/HBF/BC/ST,2493.15
280623,ANOSCOPY SGL W/HBF OR BC,2493.15
280625,ANOSCOPY W/BIOPSY       ,1299.10
280627,ANOSCOPY W/DIL          ,1543.30
280631,COLONOSCOPY W/BIOPSY    ,5530.80
280633,COLON W/CNTRL BLD       ,7072.45
280635,COLON STOMA W/HBF OR BC ,6531.80
280636,COLON W/HBF OR BC       ,6096.75
280638,COLON W/SNARE TECH      ,6003.25
280640,COLONOSCOPY DX FLEX     ,4502.85
280642,COLONOSCOPY DX DIALA    ,6678.10
280644,COLONOSCOPY STOMA DX    ,4079.90
280646,COLONOSCOPY STOMA OTHER ,4353.80
280648,COLONOSCOPY STOMA W/BX  ,5095.75
280658,COLONOSCOPY W/REM FB    ,5360.85
280662,ESOP DIL UNG SND/BOUG   ,1249.60
280664,DILATION OF ANAL SPHINCT,2454.65
280666,DILATION OF RECTAL STRIC,2454.65
280672,ERCP DX                 ,9602.45
280674,ERCP W/DILATE BALLOON   ,12031.25
280676,ERCP W/ABLATION         ,10466.50
280678,ERCP W/BIOPSY           ,9270.80
280680,ERCP W/CHG STENT/TU/FB  ,9020.55
280682,ERCP W/INS DRAIN TUBE   ,11123.20
280684,ERCP W/LITHOTRIPSY      ,12515.25
280686,ERCP W/PLACE STENT      ,9782.85
280688,ERCP W/REM STONE        ,16751.90
280690,ERCP W/SPHINC/PAPIL     ,11991.10
280692,ERCP W/SPHINCTER ODDI   ,12324.40
280694,ESOPHAGOSCOPY DX        ,2695.55
280696,ESOPHAGOSCOPY W/BIOPSY  ,3796.10
280698,ESOPHAGOSCOPY W/CNTR BLD,5376.80
280700,ESOPHAGOSCOPY W/GD WIRE ,3665.75
280702,ESOPHAGOSCOPY W/IN TB ST,3665.75
280704,ESOPHAGOSCOPY W/INJ SCL ,8307.75
280706,ESOPHAGOSCOPY W/RMFB    ,4512.75
280708,ESOPHAGOSCOPY W/SNARE TE,4213.55
280710,SIGMOIDOSCOPY W/ABLA    ,4293.85
280720,SI ENDO W/BIOPSY        ,7448.10
280726,SI ENDO W/SNARE TECH    ,7448.10
280728,SIG W/BIOPSY            ,2787.40
280730,SIG W/CNTL BLD          ,4616.15
280732,SIG W/DECOMP VOLVULUS   ,6593.40
280734,SIG W/DECOMP VOLVULUS   ,3257.10
280736,SIG W/HBF OR BC         ,3641.00
280738,SIG W/REMOVAL FB        ,2528.90
280740,SIG W/SNARE TECH        ,3187.25
280742,SIGMOID DX              ,1918.40
280744,UPPER GI ENDO DX        ,3590.40
280746,UPPER GI ENDO OTHER     ,6088.50
280748,UPPER GI ENDO W/BAND LIG,6760.05
280750,UPPER GI ENDO W/BIOPSY  ,4564.45
280752,UPPER GI ENDO W/CNTL BLD,6088.50
280754,UPPER GI ENDO W/DIL GAS ,5942.75
280756,UPPER GI ENDO W/HBF OR B,5426.85
280758,UPPER GI ENDO W/PLACE GT,5973.55
280760,UPPER GI ENDO W/FEM FB  ,5019.85
280762,UPPER GI ENDO W/SNARE TE,5806.35
280764,UPPER GI ENDO W/TB OR CP,5459.85
280766,LASER TREATMENT 2 INCH  ,1245.63
280770,PUDENAL TERMINAL MOTOR  ,1167.65
280777,GASTROESOPH RFLX ELECTRD,2941.95
280785,COLON W/INJ/TATTOO      ,7072.45
280800,MINOR PROCEDURE CATEGORY,3256.82
280801,MINOR PROCEDURE CATEGORY,6512.76
280802,MINOR PROCEDURE CATEGORY,9769.57
280805,GASTROESOPHAG REFLX TEST,2043.80
280806,ESOPH IMPED FUNCTION >1H,2484.90
280807,BIER BLOCK              ,4297.15
281041,UPPER GI ENDO W/US EK   ,5465.90
281042,LOWER GI ENDO W/US EK   ,5465.90
281048,BRONCHOSCOPY W/BX       ,5808.56
281083,BRONCHOSCOPY W/LAVAGE   ,5807.79
281090,CHEMODE INTER ANAL SPHIN,763.96
281091,EMG GUID WITH CHEMODENER,1651.66
281095,SIG FLEX W/INT TATOO    ,4293.85
285995,PRPH CATH INF CNTRL TRPL,391.65
286480,NEUROSTIM GEN RECHG     ,69300.00
286490,PERITONEAL PORT         ,2421.56
286547,STARCLOSE CLSR DVC      ,693.00
286554,TULIP FILTR RETVL SET   ,1076.12
286559,POWER PORT              ,2042.43
300103,TRACHEOSTOMY TUBE       ,211.97
310003,ANESTHESIA MINUTES      ,22.00
310025,THERMCHEM HT1000 PROCEDU,14811.04
310044,VAGINAL                 ,259.91
310045,LAPAROSCOPIC            ,284.83
310046,ABDOMINAL               ,235.88
320080,EKG TRACING ONLY        ,775.38
330098,CHEST TUBE INSERT       ,353.51
330113,RECOVERY CLASS I PER MIN,48.23
330115,RECOVERY CLASS III PER M,79.50
330116,RECOVERY CLASS O PER MIN,42.93
330231,ELECTRODE GRID 4X5      ,2926.87
330318,ELECTRODE STRIP 1X8     ,2081.02
350001,TRAY W/FOLEY            ,194.70
350007,IMMOBILIZER ARM/SHOULDER,176.03
350010,TUBING EPIDURAL         ,449.88
350022,IV TUBING PCA           ,27.62
350023,TUBING REGULAR IV       ,174.03
350778,ARM AND SHOULDER IMMOBIL,212.30
350779,ARM AND SHOULDER IMMOBIL,212.63
351168,BINDER ABD UNIVERSAL    ,123.78
351786,BRACE ANKLE STANDARD LT ,229.27
353551,CERVICAL COLLAR LRG     ,148.96
353552,CERVICAL COLLAR MED     ,148.96
353732,COLLAR CERVICAL ASPEN   ,201.70
355569,FALLOPE RINGS           ,160.44
359918,POST OP SHOE MENS LARGE ,149.07
360915,SET PUMP OMNIFLOW PRIMAR,80.53
361411,SPLINT CLAVICLE EXLG    ,162.72
361412,SPLINT CLAVICLE LG      ,157.06
361495,SPLINT KNEE UNIVERSAL   ,299.15
364072,TUBE TRACH CUFFED       ,355.72
364073,TUBE TRACH JACKSON (0 SI,591.64
366582,SLING ARM SPECIALITY MED,37.94
390090,PFO IMPLANT             ,20677.39
390782,EVENT MONITOR IMPLANT   ,6712.17
391262,PFO SIZING BALLOON      ,1706.34
391393,EP CABLE FOR 8MM CATHETE,2624.73
391404,EP FIXED CURVE DECA     ,1.67
391487,EP ABLATION CATHETER    ,6280.99
391746,LEADPMKROTR THN TRANS ,2425.50
395236,ADAPTER TBG ASPRA UNV TN,75.44
411421,ROUT SVC OVERFLOW ED    ,2991.15
537950,AUGMENT FEM 8MM EVOL 3 P,4106.00
627553,RETRACTOR TOBY FNL SHOHN,254.00
711188,PLATE 30-34MM TI 5.5MM R,13036.00
762207,SCREW CORT 2.4 201.768  ,142.01
788845,ANG VENIPUNCTURE ADULT  ,1192.06
788856,EVOLUTION CCK INSERT SIZ,8891.00
788861,LINER ACTB DRLC 50MM 28M,10542.00
788875,STEM XTN EVOL 5 KN RT RE,22701.00
788896,INJ KNEE ARTHRO BI      ,2392.20
788903,ALLOGRAFT CRYO SPLIT MES,13.00
788904,BAG XTRN DRN LIMITORR CS,303.00
788928,SCREW BN 7.5MM 40MM SPNE,11874.00
788929,SCREW BN 7.5MM 45MM SPNE,11874.00
788934,PICC W/O SQ PW IMAG< 5YR,5406.30
788936,PICC W/O SQ POW IMAG>5YR,5406.30
788975,CANNULA OPTH 22MM 23GA A,23.00
789013,CATHETER THRMB 140CM .04,13342.00
789038,CLIP ANRSM 10MM 5MM T2 S,2631.00
789039,CLIP ANRSM 12MM T2 SGTA ,2631.00
789040,CLIP ANRSM 5MM 5MM T2 SG,2631.00
789041,CLIP ANRSM 7.5MM 5MM T2 ,2631.00
789053,GUIDEWIRE VASC 200CM .46,3336.00
789063,MESH DYNMC AU 99X66X.6MM,22211.00
789084,SUTURE MNCRL 5-0 RB1 27I,12.00
789092,EVOLUTION CCK INSERT SIZ,8891.00
789093,EVOLUTION FEM OFFSET ADA,5946.00
789094,EVOLUTION REV TIB HALF A,4702.00
789106,KIT GRAFT LUMB LEVEL 4-5,17326.00
789107,KIT LMBR GRFT LVL 2 SPN ,15973.00
789108,KIT LMBR GRFT LVL 1 SPN ,14061.00
789111,PIN FX 30MM 2.5MM IJS AX,2105.00
789112,PIN FX 35MM 2.5MM IJS AX,2105.00
789113,PIN FX 55MM 2.5MM IJS AX,2105.00
789114,PIN FX 60MM 2.5MM IJS AX,2105.00
789116,PIN IJS-E AXIS 2.5X65MM ,2105.00
789128,SCREW BN 4MM 34MM YUKON ,4815.00
789151,HEMOSTAT ENDO HEMOSPRAY ,10859.00
789154,PLATE 2 ANG MED 2MM MNDB,15370.00
789155,PLIERS PLT BEND MTRX-MDF,7002.00
789161,SPACER SPNL 42X30X22MM S,44048.00
789168,REM PERM PCMKR LDLESS   ,7924.56
789220,BIT DRILL ADJUSTABLE SS ,186.00
789241,ROD SPNL 70MM 3.5MM RENO,1266.00
789243,SCREW BN 3.5MM 14MM RENO,4815.00
789244,SCREW BN 3.5MM 20MM RENO,4815.00
789245,SCREW BN 4MM 18MM CMPR F,3653.00
789246,SCREW BN 4.6MM 20MM TI S,3653.00
789248,SCREW BN 4MM 20MM RENOIR,4815.00
789249,SCREW BN 4MM 22MM RENOIR,4815.00
789250,SCREW STD F-T 4.6X24MM  ,3653.00
789255,SCREW ST 3.7MM 7MM STAR ,352.00
789262,FINE NDL ASP WUS 1ST LSN,5931.21
789268,FINE NDL ASP W US E ADD ,5931.21
789272,FINE NDL ASP W FLURO 1ST,5481.29
789278,FINE NDL ASP W FLURO EAD,5481.29
789321,INJ KNEE ARTHRO LT      ,1594.80
789322,INJ KNEE ARTHRO RT      ,1594.80
789329,INS SUBQ CARD RHYTHM MON,10095.09
789331,RMVL SUBQ CARD RHYTH MON,5552.42
789334,DIL XST TRCT ENDOURO TB ,17223.62
789335,DIL XST TRCT NEW ACS RCS,17223.62
789345,INSRT PERM PCMKR LDLESS ,55266.70
789402,RSV AG OIA              ,557.96
789405,BAND ANLPLS 31MM ATS SML,13724.00
789406,BAND ANLPLS 85MM 43MM 37,13724.00
789415,COMPONENT ARTCSURF 30MM ,28112.00
789420,PIN FX 50MM 2.5MM IJS AX,2105.00
789423,SCREW NLCK 3.5MM28MM IJS,1111.00
789424,SCREW BN 3.5MM 36MM IJS ,1111.00
789425,SCREW BN 4.5MM 14MM VAN ,703.00
789455,PLATE T 7 HL ORTHOLOC BN,6021.00
789477,PRB MAZE ABL PRB EMR2   ,21162.00
789478,DEVICE CLSR 45MM ATRICLI,27398.00
789479,DEVICE CLSR 50MM ATRICLI,27398.00
789480,DSCTR ARTC TIP 27X8     ,13468.00
789482,ELECTRODE ESURG 6.1CM 6M,21162.00
789483,ELECTRODE ESURG LNG 15CM,13787.00
789484,GLENOID ALGRF BN29X10X33,21552.00
789485,DRILL GD PIN PSHP 2MM   ,1505.00
789490,IMPLANT FINGER INNATE 4.,3471.00
789499,PROBE CRRG CRYABL 10CM  ,17345.00
789500,REAMER SURG 20MM GLND GL,2395.00
789557,PRESSURE SENSING ACCESS ,27795.00
789558,PRESSURE SENSING ACCESS ,29648.00
789665,IMPLANT ULTRA HIFOCUS MI,196627.00
789748,EVOLUTION CANAL FILL STE,4666.00
789749,NEURAGEN NRV PER CM LGTH,16468.00
789770,STENT URET INLAY OP 8X30,1852.00
789776,COIL EMBL 10CM 4MM HYDRO,12165.00
789777,COIL EMBL 10CM 5MM HYDRO,12165.00
789778,COIL EMBL 15CM 5MM HYDRO,12165.00
789779,COIL EMBL 15CM 6MM HYDRO,12165.00
789780,COIL EMBL 20CM 8MM HYDRO,12165.00
789781,COIL EMBL 39CM 11MM HYDR,16812.00
789782,COIL EMBL 47CM 13MM HYDR,16812.00
789783,COIL EMBL 48CM 20MM HYDR,16812.00
789784,COIL EMBL 5MM 20MM HYDRO,14247.00
789785,COIL EMBL 6CM 2MM HYDROF,10324.00
789786,COIL EMBL 6CM 3MM HYDROF,10324.00
789787,COIL EMBL 8CM 4MM HYDROF,10324.00
789788,FIBER LSR MOSES 80HZ 60W,3378.00
789794,SCREW 5.5MM X 45MM SPINE,4815.00
789804,CAGE SPNL 24X30X82-106MM,25284.00
789809,DEVICE GLYC DIOXANONE TM,150.00
789810,DEVICE V-LOC 90 3-0 GU-4,149.00
789814,PLATE 109MM CAYMAN BN SP,28253.00
789821,ALBUTEROL 2.5MG/.5ML INH,8.00
789822,RMVL IMPL CONTRACPTV CAP,1718.43
789823,PAROXETINE 10MG/5ML PO  ,71.68
789824,CYCLOPENTOLATE 1%2ML OPH,45.87
789835,HEAD RADL INST HD GA RAD,1409.00
789849,TRIAL ELB 10MM RADL STD ,1972.00
789918,SCREW BN 3MM 36MM HDLS  ,2192.00
789936,PASSER QKPSS SUTLSO 25D ,1802.00
789937,PLATE L 12MMX.7MM MXL 3X,1995.00
789938,PLATE STR 5.5X1.3MM 4 HL,4815.00
789940,SCREW BN 5.5MM 60MM MNST,2211.00
789949,CATH BLNDIL PTA 5X220MM ,17233.00
789951,CATHETER BLNDIL 5MM 130C,5004.00
789963,LUTONIX .035 5F 7 MMX120,11860.00
789964,LUTONIX .035 5F 7 MMX80 ,10748.00
789965,LUTONIX 035 5F DRUG COAT,17233.00
789967,LUTONIX 035 5F DRUG COAT,10748.00
789968,LUTONIX 035 5F DRUG COAT,13527.00
789969,LUTONIX 035 5FDRUG COATE,17233.00
789970,SCREW MSTR CANN 5.5X40MM,2211.00
789971,MONSTER CANNULATED SHORT,2211.00
789972,PIN HLF 90MM 4MM APX SS ,669.00
789978,REAMER SURG 8MM STD STM ,5130.00
789979,REAMER SURG 9MM STD STM ,5130.00
789984,SCREW 5.5 X 42MM SHORT T,2211.00
789986,SCREW BN 2.7MM 22MM MINI,665.00
789998,SET BLD ADM 20 GTT/ML 20,32.00
790032,HEAD RADIAL L10MM OD8MM ,15293.00
790073,1 STRATAFIX SYMMETRIC PD,177.00
790093,SOLUTION WND CLNSG PURAC,369.00
790239,PANTOPRAZOLE 40 MG INJ  ,102.30
790241,CAGE SPNL 12-17MM 12MM S,42168.00
790293,PLATE BN 14MM CERV 1 LVL,6677.00
790294,ROD SPNL 120MM 4MM YUKON,1266.00
790295,ROD SPNL 500MM 4-5.5MM Y,1266.00
790296,SCREW SPN SLF TP 4.5X14 ,563.00
790297,SCREW BN 4.5MM 14MM TI S,703.00
790298,SCREW BN 4.5MM 20MM YUKO,4815.00
790299,SCREW BN 4.5MM 26MM YUKO,4815.00
790300,SCREW BN 4.5MM 30MM YUKO,4815.00
790301,SCREW BN 4.5MM 32MM YUKO,4815.00
790302,SCREW BN 4.5MM 34MM YUKO,4815.00
790303,SCREW BN 4MM 14MM TI SPN,703.00
790304,SCREW BN 5MM 26MM       ,4815.00
790329,CATHETER INFS 120CM .061,15195.00
790332,DEVICE EMBL 10MM 2.5MM P,100093.00
790333,DEVICE EMBL 14MM 2.5MM P,100093.00
790335,DEVICE EMBL 18MM 2.5MM P,100093.00
790385,COAG/FIBRIN WB VCA ROTEM,765.05
790411,CONNECTOR ROD 10MM 3.5MM,3163.00
790412,IMPLANT CRNL PEEK-OPTMA ,52937.00
790415,SCREW BN 4MM 20MM YUKON ,4815.00
790421,ARTEMIS NEURO EVACUATION,48883.00
790425,HANDPIECE ESURG 25CM 15G,19766.00
790437,LNR ACTB DURLC 54X32    ,10542.00
790445,SCREW SPN UCSS 4X36MM   ,3530.00
790448,SLEEVE 12CM ELITE IRRIGA,523.00
790449,SNARE COLD CATPTIVATOR I,126.00
790462,CATHETER ANGIO CBR 2 CRV,295.00
790493,COIL EMBL 19CM 6MM HYDRO,15526.00
790497,INSERT ARTC T2/2+ 14MM K,3866.00
790546,GRAFT BN VG PRESERVON CA,3077.00
790577,COIL EMBL 10CM 4MM AXIUM,14130.00
790578,COIL EMBL 10CM 5MM AXIUM,14130.00
790579,COIL EMBL 15CM 5MM AXIUM,14130.00
790581,COIL EMBL 15CM 6MM AXIUM,14130.00
790582,COIL EMBL 15CM 7MM AXIUM,14130.00
790583,COIL EMBL 15CM 8MM AXIUM,14130.00
