Facility,CC,CC Description,1/1/19 Fee
OSHKOSH,10000276,XR FACIAL BONES < 3 VIEW,410.00
OSHKOSH,10000277,XR FACIAL BONES COMPLETE,612.00
OSHKOSH,10000278,XR NASAL BONES,575.00
OSHKOSH,10000280,XR ORBITS MINIMUM 4 VIEWS,494.00
OSHKOSH,10000281,XR SINUSES < 3 VIEW,440.00
OSHKOSH,10000282,XR SINUSES COMPLETE,657.00
OSHKOSH,10000283,XR SKULL < 4 VIEW,425.00
OSHKOSH,10000284,XR SKULL COMPLETE,635.00
OSHKOSH,10000286,XR DENTAL COMPLETE,340.00
OSHKOSH,10000289,XR ORTHOPANTOGRAM,486.00
OSHKOSH,10000290,XR NECK SOFT TISSUES,409.00
OSHKOSH,10000293,CT HEAD W/O DYE,"2,180.00"
OSHKOSH,10000294,CT HEAD W/DYE,"2,380.00"
OSHKOSH,10000295,CT HEAD W/WO DYE,"3,470.00"
OSHKOSH,10000296,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE,"2,180.00"
OSHKOSH,10000297,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE,"2,380.00"
OSHKOSH,10000298,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO  DYE,"3,470.00"
OSHKOSH,10000299,CT MAXILLIOFACIAL W/O DYE,"2,180.00"
OSHKOSH,10000303,CT MAXILLIOFACIAL W/DYE,"2,380.00"
OSHKOSH,10000304,CT MAXILLIOFACL W/WO DYE,"3,470.00"
OSHKOSH,10000305,CT NECK W/O DYE,"2,180.00"
OSHKOSH,10000306,CT NECK W/DYE,"2,380.00"
OSHKOSH,10000307,CT NECK W/WO DYE,"3,470.00"
OSHKOSH,10000308,CT ANGIO HEAD,"2,900.00"
OSHKOSH,10000309,CT ANGIO NECK,"2,900.00"
OSHKOSH,10000310,MR ORBIT/FACE/NECK W/O DYE,"4,080.00"
OSHKOSH,10000311,MR ORBIT/FACE/NECK W/DYE,"4,280.00"
OSHKOSH,10000312,MR ORBIT/FACE/NECK W/WO DYE,"6,320.00"
OSHKOSH,10000313,MRA HEAD W/O DYE,"4,080.00"
OSHKOSH,10000314,MRA HEAD W/DYE,"4,280.00"
OSHKOSH,10000315,MRA HEAD W/WO DYE,"6,320.00"
OSHKOSH,10000316,MRA NECK W/O DYE,"4,080.00"
OSHKOSH,10000317,MRA NECK W/DYE,"4,280.00"
OSHKOSH,10000318,MRA NECK W/WO DYE,"6,320.00"
OSHKOSH,10000319,MR BRAIN W/O DYE,"4,080.00"
OSHKOSH,10000320,MR BRAIN W/DYE,"4,280.00"
OSHKOSH,10000321,MR BRAIN W/WO DYE,"6,320.00"
OSHKOSH,10000324,XR CHEST 1 VIEW,330.00
OSHKOSH,10000325,XR CHEST 2 VIEWS,396.00
OSHKOSH,10000326,XR CHEST 3 VIEWS,495.00
OSHKOSH,10000327,XR CHEST 2 VIEW W/OBLIQUES,495.00
OSHKOSH,10000328,XR CHEST 4 + VIEWS,561.00
OSHKOSH,10000329,XR CHEST SPECIAL VIEWS,357.00
OSHKOSH,10000331,XR RIBS BILATERAL 3 VIEW,659.00
OSHKOSH,10000332,XR RIBS W/CHEST BILATERAL 4 VIEW,768.00
OSHKOSH,10000333,XR STERNUM 2 VIEW,447.00
OSHKOSH,10000334,XR STERNOCLAVICULAR JOINT 3 VIEW,402.00
OSHKOSH,10000335,CT CHEST W/O DYE,"2,180.00"
OSHKOSH,10000336,CT CHEST W/DYE,"2,380.00"
OSHKOSH,10000337,CT CHEST W/WO DYE,"3,470.00"
OSHKOSH,10000338,CT ANGIO CHEST,"2,900.00"
OSHKOSH,10000339,MR CHEST W/O DYE,"4,080.00"
OSHKOSH,10000340,MR CHEST W/DYE,"4,280.00"
OSHKOSH,10000341,MR CHEST W/WO DYE,"6,320.00"
OSHKOSH,10000343,XR SPINE ANY LEVEL 1 VIEW,331.00
OSHKOSH,10000344,XR CERVICAL SPINE 2-3 VIEWS,397.00
OSHKOSH,10000345,XR CERVICAL SPINE 4-5 VIEWS,579.00
OSHKOSH,10000346,XR CERVICAL SPINE 6 VIEWS >,662.00
OSHKOSH,10000348,XR THORACIC SPINE 2 VIEW,397.00
OSHKOSH,10000349,XR THORACIC SPINE 3 VIEW,457.00
OSHKOSH,10000350,XR THORACIC SPINE 4 VIEW,516.00
OSHKOSH,10000351,XR THORACOLUMBAR SPINE 2 VIEW,431.00
OSHKOSH,10000353,XR LUMBAR SPINE 2 OR 3 VIEW,434.00
OSHKOSH,10000354,XR LUMBAR SPINE 4 VIEW MIN,608.00
OSHKOSH,10000355,XR L SPINE BENDING 6 VIEW OR >,840.00
OSHKOSH,10000356,XR L SPINE BENDING VIEW 2 TO 3,600.00
OSHKOSH,10000357,CT C SPINE W/O DYE,"2,180.00"
OSHKOSH,10000358,CT C SPINE W/DYE,"2,380.00"
OSHKOSH,10000359,CT C SPINE W/WO DYE,"3,470.00"
OSHKOSH,10000360,CT T SPINE W/O DYE,"2,180.00"
OSHKOSH,10000361,CT T SPINE W/DYE,"2,380.00"
OSHKOSH,10000362,CT T SPINE W/WO DYE,"3,470.00"
OSHKOSH,10000363,CT L SPINE W/O DYE,"2,180.00"
OSHKOSH,10000364,CT L SPINE W/DYE,"2,380.00"
OSHKOSH,10000365,CT L SPINE W/WO DYE,"3,470.00"
OSHKOSH,10000366,MR C SPINE W/O DYE,"4,080.00"
OSHKOSH,10000367,MR C SPINE W/DYE,"4,280.00"
OSHKOSH,10000368,MR T SPINE WO DYE,"4,080.00"
OSHKOSH,10000369,MR T SPINE W/DYE,"4,280.00"
OSHKOSH,10000370,MR L SPINE WO DYE,"4,080.00"
OSHKOSH,10000371,MR L SPINE W DYE,"4,280.00"
OSHKOSH,10000372,MR C SPINE W/WO DYE,"6,320.00"
OSHKOSH,10000373,MR T SPINE W/WO DYE,"6,320.00"
OSHKOSH,10000374,MR L SPINE W/WO DYE,"6,320.00"
OSHKOSH,10000376,XR PELVIS 1 OR 2 VIEW,425.00
OSHKOSH,10000377,XR PELVIS COMPLETE 3 VIEW MIN,574.00
OSHKOSH,10000378,CT ANGIO PELVIS,"2,900.00"
OSHKOSH,10000379,CT PELVIS W/O DYE,"2,180.00"
OSHKOSH,10000380,CT PELVIS W/DYE,"2,380.00"
OSHKOSH,10000381,CT PELVIS W/WO DYE,"3,470.00"
OSHKOSH,10000382,MR PELVIS W/O DYE,"4,080.00"
OSHKOSH,10000383,MR PELVIS W/DYE,"4,280.00"
OSHKOSH,10000384,MR PELVIS W/WO DYE,"6,320.00"
OSHKOSH,10000386,XR SACROILIAC JOINTS 3 VIEW MIN,485.00
OSHKOSH,10000387,XR SACRUM & COCCYX 2 VIEW MIN,420.00
OSHKOSH,10000388,MYELOGRAM CERVICAL S&I,"1,910.00"
OSHKOSH,10000389,MYELOGRAM THORACIC S&I,"1,910.00"
OSHKOSH,10000390,MYELOGRAM LUMBAR S&I,"1,910.00"
OSHKOSH,10000392,EPIDUROGRAPHY S&I,861.00
OSHKOSH,10000395,DISKOGRAM L/S EA LEVEL S&I,"2,950.00"
OSHKOSH,10000397,XR SCAPULA COMPLETE,439.00
OSHKOSH,10000400,XR SHOULDER ARTHROGRAM S&I,"1,470.00"
OSHKOSH,10000401,XR AC JOINTS BILATERAL,450.00
OSHKOSH,10000410,XR WRIST ARTHROGRAM S&I,982.00
OSHKOSH,10000413,XR FINGER(S) 2 VIEW MINIMUM,420.00
OSHKOSH,10000425,XR HIP ARTHROGRAM S&I,"1,470.00"
OSHKOSH,10000432,XR KNEES STANDING AP BILATERAL,384.00
OSHKOSH,10000433,XR KNEE ARTHROGRAM S&I,"1,470.00"
OSHKOSH,10000436,XR ANKLE 2 VIEW,355.00
OSHKOSH,10000437,XR ANKLE COMPLETE,426.00
OSHKOSH,10000442,XR TOE(S) 2 VIEW MIN,355.00
OSHKOSH,10000453,XR ABDOMEN 1 VIEW,356.00
OSHKOSH,10000454,XR ABDOMEN 2 VIEWS,445.00
OSHKOSH,10000455,XR ABDOMEN 3 OR MORE VIEWS,534.00
OSHKOSH,10000456,"XR ABDOMEN, ACUTE SERIES",623.00
OSHKOSH,10000457,CT ABDOMEN W/O DYE,"2,180.00"
OSHKOSH,10000458,CT ABDOMEN W/DYE,"2,380.00"
OSHKOSH,10000459,CT ABDOMEN W/WO DYE,"3,470.00"
OSHKOSH,10000460,CT ANGIO ABDOMEN,"2,900.00"
OSHKOSH,10000461,MR ABDOMEN W/O DYE,"4,080.00"
OSHKOSH,10000462,MR ABDOMEN W/DYE,"4,280.00"
OSHKOSH,10000463,MR ABDOMEN W/WO DYE,"6,320.00"
OSHKOSH,10000464,XR ESOPHAGRAM,485.00
OSHKOSH,10000465,XR SWALLOWING FUNCTION W/VIDEO,514.00
OSHKOSH,10000466,XR UPPER GI W/O KUB,852.00
OSHKOSH,10000467,XR UPPER GI W/KUB,"1,070.00"
OSHKOSH,10000468,XR UPPER GI W SMALL BOWEL,"1,290.00"
OSHKOSH,10000469,XR UPPER GI W/CONTRAST W/O KUB,940.00
OSHKOSH,10000470,XR UPPER GI W/CONTRAST W/KUB,"1,170.00"
OSHKOSH,10000471,XR UPPER GI W/CONTRAST & SM BOWEL,"1,410.00"
OSHKOSH,10000472,XR SMALL BOWEL SERIES,800.00
OSHKOSH,10000473,CT COLON DX W/O DYE,"2,180.00"
OSHKOSH,10000476,XR COLON BARIUM ENEMA,716.00
OSHKOSH,10000477,XR COLON DOUBLE CONTRAST,930.00
OSHKOSH,10000478,ENEMA THERAPEUTIC AIR/CONTRAST,486.00
OSHKOSH,10000479,XR CHOLANGIOGRAM INTRAOP S&I,983.00
OSHKOSH,10000484,ERCP BILE DUCT S&I,742.00
OSHKOSH,10000485,ERCP PANCREATIC DUCT S&I,742.00
OSHKOSH,10000486,ERCP BILE & PANCREAS DUCT S&I,925.00
OSHKOSH,10000487,INSERT LONG FEEDING TUBE S&I,481.00
OSHKOSH,10000488,DILATION BILIARY DUCT W/WO STENT S&I,"1,690.00"
OSHKOSH,10000489,XR IVP WITH OR W/O TOMOGRAM,"1,010.00"
OSHKOSH,10000492,XR UROGRAPHY RETROGRADE,"1,010.00"
OSHKOSH,10000493,XR UROGRAPHY ANTEGRADE S&I,857.00
OSHKOSH,10000494,XR CYSTOGRAM 3 VIEW MIN S&I,775.00
OSHKOSH,10000495,XR URETHROGRAM RETROGRADE S&I,785.00
OSHKOSH,10000496,XR CYSTOGRAM VOIDING S&I,"1,050.00"
OSHKOSH,10000500,XR HYSTEROSALPINGOGRAM S&I,900.00
OSHKOSH,10000505,CT HEART W/O DYE CA+EVAL,14.00
OSHKOSH,10000507,CT HEART W/DYE CONGENITAL,"2,600.00"
OSHKOSH,10000508,CT HEART VESSEL W/CONTRAST,"2,600.00"
OSHKOSH,10000509,ANGIO THORACIC S&I,"4,330.00"
OSHKOSH,10000510,ANGIO ABDOMEN S&I,"4,970.00"
OSHKOSH,10000511,ANGIO ABD/BILAT ILIOFEM S&I,"5,110.00"
OSHKOSH,10000512,HB CHB TA ABD AORTA/ILIOFEMORAL,"2,900.00"
OSHKOSH,10000514,ANGIO-BRACHIAL-RETROGRADE S&I,"3,890.00"
OSHKOSH,10000523,ANGIO EXTREMITY UNILATERAL S&I,"3,740.00"
OSHKOSH,10000524,ANGIO EXTREMITY BILATERAL S&I,"4,680.00"
OSHKOSH,10000527,ANGIO VISCERAL SELECTIVE S&I,"4,260.00"
OSHKOSH,10000529,ANGIO PELVIC SELECTIVE S&I,"3,820.00"
OSHKOSH,10000530,ANGIO PULMONARY SELECTIVE UNILAT S&I,"2,490.00"
OSHKOSH,10000533,ANGIO SELECT EA ADD VESSEL S&I,"2,290.00"
OSHKOSH,10000535,SHUNTOGRAM NONVASCULAR S&I,457.00
OSHKOSH,10000536,VENOGRAM EXTREMITY UNILAT S&I,"1,590.00"
OSHKOSH,10000537,VENOGRAM EXTREMITY BILAT S&I,"2,380.00"
OSHKOSH,10000538,VENOGRAM IVC S&I,"3,180.00"
OSHKOSH,10000539,VENOGRAM SVC S&I,"3,180.00"
OSHKOSH,10000540,VENOGRAM RENAL SELECTIVE BILAT S&I,"4,770.00"
OSHKOSH,10000541,VENOGRAM ADRENAL SELECTIVE BILAT S&I,"5,980.00"
OSHKOSH,10000542,VENOGRAM SINUS/JUGULAR S&I,"2,010.00"
OSHKOSH,10000545,VENOGRAM HEPATIC W HEMO S&I,"3,820.00"
OSHKOSH,10000547,VENOUS BLOOD SAMPLING S&I,"4,690.00"
OSHKOSH,10000548,TRANSCATHETER EMBOLIZATION S&I,"3,870.00"
OSHKOSH,10000550,TRANSCATHETER ANGIOGRAPHY F/U,610.00
OSHKOSH,10000552,REMOVE CVL DEVICE OBSTRUCTION S&I,915.00
OSHKOSH,10000570,TRANSCATHETER BIOPSY S&I,"2,720.00"
OSHKOSH,10000574,DRAIN CATH CHANGE W/CONTRAST S&I,"1,100.00"
OSHKOSH,10000575,GUIDED DRAINAGE S&I,"1,900.00"
OSHKOSH,10000581,FLUOROSCOPY UP TO 1 HR,524.00
OSHKOSH,10000582,FLUOROSCOPY OVER 1 HOUR,827.00
OSHKOSH,10000583,XR FOREIGN BODY CHILD SINGLE VIEW,185.00
OSHKOSH,10000584,SINOGRAM S&I,638.00
OSHKOSH,10000585,RAD EXAM SURGICAL SPEC,441.00
OSHKOSH,10000589,3D RENDERING WO POSTPROCESSING,"1,070.00"
OSHKOSH,10000590,3D RENDERING W/ POSTPROCESSING,"1,280.00"
OSHKOSH,10000591,CT LIMITED OR LOCALIZED EXAM,"1,460.00"
OSHKOSH,10000593,CT PROCEDURE MISCELLANEOUS,"2,440.00"
OSHKOSH,10000594,MR PROCEDURE MISCELLANEOUS,"2,170.00"
OSHKOSH,10000595,XR PROCEDURE MISCELLANEOUS,906.00
OSHKOSH,10000602,"US, SOFT TISSUE HEAD/NECK",655.00
OSHKOSH,10000603,US CHEST,514.00
OSHKOSH,10000605,US ABDOMEN COMPLETE,"1,300.00"
OSHKOSH,10000606,US ABDOMEN LTD,972.00
OSHKOSH,10000607,US RETROPERITONEUM COMPLETE,792.00
OSHKOSH,10000608,US RETROPERITONEUM LTD,594.00
OSHKOSH,10000609,US RENAL TRANSPLANT,"1,010.00"
OSHKOSH,10000610,US SPINAL CORD,618.00
OSHKOSH,10000611,US OB < 14 WK SINGLE FETUS,854.00
OSHKOSH,10000612,US OB <14 WK ADDL FETUS,427.00
OSHKOSH,10000613,US OB >/=14 WK SINGLE FETUS,982.00
OSHKOSH,10000614,US OB >/=14 WK ADDL FETUS,491.00
OSHKOSH,10000616,US OB DETAILED ADDL FETUS,600.00
OSHKOSH,10000619,US OB LIMITED,651.00
OSHKOSH,10000620,US OB FOLLOW UP EA FETUS,651.00
OSHKOSH,10000621,US OB TRANSVAGINAL,477.00
OSHKOSH,10000622,BPP W/NST,"1,100.00"
OSHKOSH,10000623,BPP W/O NST,900.00
OSHKOSH,10000630,US TRANSVAGINAL,477.00
OSHKOSH,10000631,US PELVIS COMPLETE,632.00
OSHKOSH,10000632,US PELVIS LIMITED,411.00
OSHKOSH,10000633,US TESTICLES,765.00
OSHKOSH,10000636,ULTRASOUND FOR VASCULAR ACCESS,907.00
OSHKOSH,10000637,US GUIDED ABLATION MONITORING,640.00
OSHKOSH,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
OSHKOSH,10000640,US GUIDANCE DX AMNIO S&I,567.00
OSHKOSH,10000641,US GUIDANCE RADIOTHERAPY,786.00
OSHKOSH,10000642,US GUIDANCE INTRAOPERATIVE,448.00
OSHKOSH,10000643,US MISCELLANEOUS,125.00
OSHKOSH,10000644,FLUORO GUIDANCE CVL,545.00
OSHKOSH,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,545.00
OSHKOSH,10000647,FLUORO GUIDANCE SPINE INJECTION,545.00
OSHKOSH,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
OSHKOSH,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
OSHKOSH,10000650,CT GUIDED TISSUE ABLATION,"1,750.00"
OSHKOSH,10000651,CT GUIDED FIELD PLACEMENT,"2,420.00"
OSHKOSH,10000657,GALACTOGRAM 1 DUCT S&I,480.00
OSHKOSH,10000662,BONE AGE STUDY,568.00
OSHKOSH,10000663,BONE LENGTH STUDY,673.00
OSHKOSH,10000665,BONE SURVEY COMPLETE,"1,360.00"
OSHKOSH,10000666,BONE SURVEY INFANT,799.00
OSHKOSH,10000667,JOINT SURVEY 1 VIEW 2 OR >JOINTS,526.00
OSHKOSH,10000668,DXA AXIAL SKELETON,539.00
OSHKOSH,10000669,DXA APPENDICULAR SKELETON,404.00
OSHKOSH,10000671,MR BONE MARROW/BLOOD SUPPLY,"3,250.00"
OSHKOSH,10000672,DOSIMETRY BASIC CALCULATION,791.00
OSHKOSH,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
OSHKOSH,10000679,NM THYROID METS UPTAKE,646.00
OSHKOSH,10000680,NM PARATHYROID IMAGING,"1,370.00"
OSHKOSH,10000681,NM BONE MARROW IMAGING/LTD,"1,170.00"
OSHKOSH,10000682,NM BONE MARROW IMAGING/MULTI,"1,410.00"
OSHKOSH,10000683,NM BONE MARROW IMAGING/WB,"1,750.00"
OSHKOSH,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
