Facility,CC,CC Description,1/1/19 Fee
MANITOWOC,10000612,US OB <14 WK ADDL FETUS,338.00
MANITOWOC,10000613,US OB >/=14 WK SINGLE FETUS,778.00
MANITOWOC,10000619,US OB LIMITED,507.00
MANITOWOC,10000621,US OB TRANSVAGINAL,430.00
MANITOWOC,10000622,BPP W/NST,910.00
MANITOWOC,10000623,BPP W/O NST,710.00
MANITOWOC,10000624,ECHO UMBILICAL ARTERY,437.00
MANITOWOC,10000625,ECHO MIDDLE CEREBRAL ARTERY,437.00
MANITOWOC,10000630,US TRANSVAGINAL,430.00
MANITOWOC,10000631,US PELVIS COMPLETE,823.00
MANITOWOC,10000632,US PELVIS LIMITED,535.00
MANITOWOC,10000633,US TESTICLES,819.00
MANITOWOC,10000636,ULTRASOUND FOR VASCULAR ACCESS,385.00
MANITOWOC,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
MANITOWOC,10000642,US GUIDANCE INTRAOPERATIVE,448.00
MANITOWOC,10000643,US MISCELLANEOUS,125.00
MANITOWOC,10000644,FLUORO GUIDANCE CVL,351.00
MANITOWOC,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,351.00
MANITOWOC,10000647,FLUORO GUIDANCE SPINE INJECTION,351.00
MANITOWOC,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
MANITOWOC,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
MANITOWOC,10000651,CT GUIDED FIELD PLACEMENT,"2,420.00"
MANITOWOC,10000662,BONE AGE STUDY,568.00
MANITOWOC,10000663,BONE LENGTH STUDY,673.00
MANITOWOC,10000665,BONE SURVEY COMPLETE,"1,360.00"
MANITOWOC,10000672,DOSIMETRY BASIC CALCULATION,414.00
MANITOWOC,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
MANITOWOC,10000680,NM PARATHYROID IMAGING,"1,370.00"
MANITOWOC,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
MANITOWOC,10000689,NM LIVER IMAGING/SPECT,"2,290.00"
MANITOWOC,10000690,NM LIVER IMAGING W FLOW,"2,290.00"
MANITOWOC,10000695,NM GASTRIC EMPTYING STUDY,"1,810.00"
MANITOWOC,10000696,NM GI BLEED STUDY,"1,560.00"
MANITOWOC,10000697,NM BOWEL IMAGING,"1,340.00"
MANITOWOC,10000699,NM BONE IMAGING/LTD,"1,300.00"
MANITOWOC,10000701,NM BONE IMAGING/WHOLE BODY,"1,950.00"
MANITOWOC,10000702,NM BONE IMAGING W FLOW,"2,090.00"
MANITOWOC,10000703,NM BONE IMAGING SPECT,"2,090.00"
MANITOWOC,10000706,NM MYO PERF SPECT SINGLE,"2,920.00"
MANITOWOC,10000707,NM MYO PERF SPECT MULTIPLE,"4,380.00"
MANITOWOC,10000712,NM GATED BLOOD POOL IMAGING REST,"1,810.00"
MANITOWOC,10000716,NM PULMONARY PERFUSION,"1,490.00"
MANITOWOC,10000724,NM BRAIN METABOLIC EVAL,"6,260.00"
MANITOWOC,10000731,NM RENAL FUNCTION WO DRUG,"2,260.00"
MANITOWOC,10000732,NM RENAL FUNCTION W DRUG,"2,460.00"
MANITOWOC,10000736,NM TUMOR LOCALIZATION/SPECT,"1,790.00"
MANITOWOC,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,"2,390.00"
MANITOWOC,10000738,NM INFLAMMATION IMAGING/LTD,"1,560.00"
MANITOWOC,10000739,NM INFLAMMATION IMAGING/WB,"2,330.00"
MANITOWOC,10000740,NM INFLAMMATION IMAGING/SPECT,"1,990.00"
MANITOWOC,10000743,NM THERAPY ORAL ADMINISTRATION,805.00
MANITOWOC,10000744,NM RADIOPHARMACEUTICAL THERAPY IV,"1,020.00"
MANITOWOC,10000748,URINALYSIS SCREEN MANUAL,26.00
MANITOWOC,10000750,URINALYSIS AUTO W/O MICRO,69.00
MANITOWOC,10000751,URINE MICROSCOPIC,37.00
MANITOWOC,10000753,POC-URINE DIPSTICK PREGNANCY,88.00
MANITOWOC,10000754,URINE DIPSTICK PREGNANCY,126.00
MANITOWOC,10000756,"URINE TIMED VOLUME, EACH",21.00
MANITOWOC,10000757,ACETAMINOPHIN,279.00
MANITOWOC,10000759,ACETONE SERUM QUANTITATIVE,74.00
MANITOWOC,10000761,ACYLCARNITINE QUANTITATIVE,378.00
MANITOWOC,10000762,NEWBORN FATTY ACID OXIDATION,20.00
MANITOWOC,10000763,ACTH,370.00
MANITOWOC,10000764,"ALBUMIN, SERUM",74.00
MANITOWOC,10000765,ALBUMIN OTHER SOURCE EACH SPECIMEN,74.00
MANITOWOC,10000766,MICROALBUMIN URINE,121.00
MANITOWOC,10000767,MICROALBUMIN URINE 24 HR,121.00
MANITOWOC,10000769,ALCOHOL SCREEN (ETHANOL),193.00
MANITOWOC,10000770,ALDOLASE,111.00
MANITOWOC,10000771,ALDOSTERONE,232.00
MANITOWOC,10000774,ALPHA-1 ANTITRYPSIN,174.00
MANITOWOC,10000775,ALPHA-1 ANTITRYPSIN PHENOTYPE,174.00
MANITOWOC,10000777,"AFP, TUMOR MARKER",184.00
MANITOWOC,10000783,AMINO ACIDS QUANTITATIVE 6/>,372.00
MANITOWOC,10000784,AMMONIA,141.00
MANITOWOC,10000785,SRDP AMMONIA URINE,118.00
MANITOWOC,10000787,AMYLASE,112.00
MANITOWOC,10000791,ANDROSTENEDIONE,180.00
MANITOWOC,10000792,"ACE, CSF",176.00
MANITOWOC,10000793,ANGIOTENSIN CONVERTING ENZYME,149.00
MANITOWOC,10000796,ARSENIC,112.00
MANITOWOC,10000798,VITAMIN C,111.00
MANITOWOC,10000801,BETA-2 MICROGLOBULIN,125.00
MANITOWOC,10000803,"BILE ACIDS, TOTAL",88.00
MANITOWOC,10000804,BILIRUBIN TOTAL,97.00
MANITOWOC,10000805,BILIRUBIN DIRECT,87.00
MANITOWOC,10000807,NEWBORN BIOTINIDASE,20.00
MANITOWOC,10000809,"OCCULT BLOOD, OTHER",32.00
MANITOWOC,10000811,"OCCULT BLOOD, FECES",32.00
MANITOWOC,10000813,OCCULT BLOOD FECAL IMMUNOASSAY,76.00
MANITOWOC,10000814,CADMIUM,148.00
MANITOWOC,10000816,"VITAMIN D, 25-OH",246.00
MANITOWOC,10000817,CALCITONIN,235.00
MANITOWOC,10000818,CALCIUM SERUM,80.00
MANITOWOC,10000819,CALCIUM IONIZED,98.00
MANITOWOC,10000820,POC CALCIUM IONIZED,65.00
MANITOWOC,10000822,CALCIUM URINE,98.00
MANITOWOC,10000823,SRD CALCIUM URINE,48.00
MANITOWOC,10000824,CALCULI INFRARED SPECTROSCOPY,127.00
MANITOWOC,10000825,BICARBONATE URINE,70.00
MANITOWOC,10000826,CARBON DIOXIDE,79.00
MANITOWOC,10000827,CARBON MONOXIDE,121.00
MANITOWOC,10000828,POC CARBON MONOXIDE,61.00
MANITOWOC,10000829,CEA,245.00
MANITOWOC,10000830,CARNITINE FREE & TOTAL,263.00
MANITOWOC,10000832,CATECHOLAMINES FRACT BLOOD,281.00
MANITOWOC,10000833,CATECHOLAMINES FRACT URINE,281.00
MANITOWOC,10000834,CERULOPLASMIN,147.00
MANITOWOC,10000835,"IGF BINDING PROTEIN, CHEMILUM",206.00
MANITOWOC,10000837,CHLORIDE BLOOD,90.00
MANITOWOC,10000838,POC CHLORIDE,90.00
MANITOWOC,10000839,CHLORIDE URINE,90.00
MANITOWOC,10000840,"CHLORIDE, OTHER SOURCE",90.00
MANITOWOC,10000842,CHOLESTEROL,95.00
MANITOWOC,10000844,"CHOLINESTERASE, RBC",91.00
MANITOWOC,10000846,HPLC QUANTITATIVE,252.00
MANITOWOC,10000849,CHROMIUM,74.00
MANITOWOC,10000851,SRD CITRATE,216.00
MANITOWOC,10000852,COLLAGEN CROSS LINKS,186.00
MANITOWOC,10000853,COPPER,151.00
MANITOWOC,10000855,COPPER URINE,151.00
MANITOWOC,10000856,"CORTISOL, FREE",185.00
MANITOWOC,10000857,"CORTISOL, SALIVARY",201.00
MANITOWOC,10000858,"CORTISOL, TOTAL",201.00
MANITOWOC,10000860,CK TOTAL,98.00
MANITOWOC,10000863,CK MB FRACTION,225.00
MANITOWOC,10000865,CREATININE BLOOD,79.00
MANITOWOC,10000868,CREATININE URINE,79.00
MANITOWOC,10000869,SRDP CREATININE URINE,79.00
MANITOWOC,10000870,CREATININE CLEARANCE,133.00
MANITOWOC,10000871,CRYOFIBRINOGEN,85.00
MANITOWOC,10000872,CRYOGLOBULIN QUALITATIVE,64.00
MANITOWOC,10000874,VITAMIN B-12,181.00
MANITOWOC,10000876,DHEA,244.00
MANITOWOC,10000877,DHEA SULFATE,229.00
MANITOWOC,10000880,"VITAMIN D, 1, 25-DIHYDROXY",254.00
MANITOWOC,10000883,LIPO ELECTROPHORETIC TEST,245.00
MANITOWOC,10000884,ERYTHROPOIETIN,143.00
MANITOWOC,10000885,ESTRADIOL,207.00
MANITOWOC,10000886,"ESTROGENS, FRACTIONATED",151.00
MANITOWOC,10000888,ESTRONE,166.00
MANITOWOC,10000889,ETHYLENE GLYCOL,185.00
MANITOWOC,10000890,"FAT, FECAL QUANTITATIVE",222.00
MANITOWOC,10000891,VERY LONG CHAIN FATTY ACIDS,389.00
MANITOWOC,10000892,FERRITIN,151.00
MANITOWOC,10000893,FETAL FIBRONECTIN,522.00
MANITOWOC,10000894,"FOLIC ACID, SERUM",249.00
MANITOWOC,10000895,"FOLIC ACID, RBC",208.00
MANITOWOC,10000896,NEWBORN GALACTOSE TRANSERASE,20.00
MANITOWOC,10000897,"GAMMAGLOBULIN, IGA",62.00
MANITOWOC,10000899,"GAMMAGLOBULIN, IGG",62.00
MANITOWOC,10000900,"GAMMAGLOBULIN, IGM",62.00
MANITOWOC,10000901,IMMUNOGLOBULIN IGE,183.00
MANITOWOC,10000902,IMMUNOGLOBULIN SUBCLASSES EA,44.00
MANITOWOC,10000903,PH BLOOD,84.00
MANITOWOC,10000904,BLOOD GASES,143.00
MANITOWOC,10000906,POC BLOOD GASES,143.00
MANITOWOC,10000908,BLOOD GAS PROFILE,180.00
MANITOWOC,10000910,POC OXYGEN SATURATION,128.00
MANITOWOC,10000911,"GASES, O2 SATURATION",128.00
MANITOWOC,10000913,GASTRIN,138.00
MANITOWOC,10000915,"GLUCOSE, BODY FLUID",76.00
MANITOWOC,10000916,"GLUCOSE, BLOOD",76.00
MANITOWOC,10000917,POC GLUCOSE SERUM,76.00
MANITOWOC,10000918,"GLUCOSE, POST GLUCOSE DOSE",82.00
MANITOWOC,10000919,"GTT, 3 SPECIMENS",207.00
MANITOWOC,10000920,"GTT, EACH ADDL SPECIMEN",69.00
MANITOWOC,10000921,"G6PD, QUANTITATIVE",105.00
MANITOWOC,10000923,POC GLUCOSE - METER METHOD,25.00
MANITOWOC,10000924,GGT,127.00
MANITOWOC,10000925,GLYCATED PROTEIN,106.00
MANITOWOC,10000926,FSH,232.00
MANITOWOC,10000927,LUTEINIZING HORMONE,234.00
MANITOWOC,10000928,HUMAN GROWTH HORMONE,125.00
MANITOWOC,10000929,HAPTOGLOBIN,112.00
MANITOWOC,10000932,THALLIUM,139.00
MANITOWOC,10000933,"HEMOGLOBIN ELECTRO, ALKALINE",200.00
MANITOWOC,10000934,HEMOGLOBIN ELECTROPH QUANT,200.00
MANITOWOC,10000936,NEWBORN HEMOGLOBINOPATHY,20.00
MANITOWOC,10000937,"HEMOGLOBIN F, QUALITATIVE",34.00
MANITOWOC,10000938,HEMOGLOBIN A1C,143.00
MANITOWOC,10000939,METHEMOGLOBIN QUANTITATIVE,55.00
MANITOWOC,10000940,POC METHEMOGLOBIN,70.00
MANITOWOC,10000941,HEMOGLOBIN PLASMA,94.00
MANITOWOC,10000942,HEMOSIDERIN QUALITATIVE,71.00
MANITOWOC,10000944,HISTAMINE,190.00
MANITOWOC,10000945,"HISTAMINE, URINE",190.00
MANITOWOC,10000946,HOMOCYSTEINE,276.00
MANITOWOC,10000948,"HYDROXYINDOLACETIC ACID, 5",138.00
MANITOWOC,10000949,"HYDROXYPROGESTERONE, 17D",187.00
MANITOWOC,10000950,"NEWBORN OH-PROGESTRONE, 17D",20.00
MANITOWOC,10000953,ANTI-GLIADIN IGA,153.00
MANITOWOC,10000954,ANTI-GLIADIN IGG,176.00
MANITOWOC,10000958,"GLUTAMIC ACID DECARB, ELISA",224.00
MANITOWOC,10000960,"GM1, IGG ANTIBODY",87.00
MANITOWOC,10000964,MYELOPEROXIDASE AB,87.00
MANITOWOC,10000965,NEWBORN CYSTIC FIBROSIS,20.00
MANITOWOC,10000967,SERINE PROTEASE 3,87.00
MANITOWOC,10000968,TISSUE TRANGLUTINASE AB,132.00
MANITOWOC,10000969,ANTI-SMOOTH MUSCLE ANTIBODY,176.00
MANITOWOC,10000970,BASEMENT MEMBRANE EPIDERMAL AB,75.00
MANITOWOC,10000971,POC PLACENTAL MICROGLOBULIN-1,308.00
MANITOWOC,10000972,ALPHA SUBUNIT,244.00
MANITOWOC,10000974,ACETYLCHOLINE RECEPTOR,213.00
MANITOWOC,10000976,PTH RELATED PEPTIDE,213.00
MANITOWOC,10000978,TSH RECEPTOR ANTIBODY,138.00
MANITOWOC,10000979,VOLTAGE-GATED CA CHANNEL,317.00
MANITOWOC,10000980,AUTOANTIBODIES TO DETECT IBD,138.00
MANITOWOC,10000983,PANCREATIC ELASTASE FECAL,244.00
