Facility,CC,CC Description,1/1/19 Fee
LAKELAND,10000233,VAGINAL DELIVERY ONLY,"3,590.00"
LAKELAND,10000234,"VERSION, W/WO TOCOLYSIS","1,170.00"
LAKELAND,10000236,AMNIOINFUSION,375.00
LAKELAND,10000237,INTRAUTERINE PRESSURE MONITORING,345.00
LAKELAND,10000238,BX THYROID NEEDLE,"1,140.00"
LAKELAND,10000251,LUMBAR PUNCTURE DIAGNOSTIC,692.00
LAKELAND,10000252,EPIDURAL BLOOD OR CLOT PATCH,"1,450.00"
LAKELAND,10000253,INJECT FOR MYELOGRAM or CT LUMBAR,"1,350.00"
LAKELAND,10000254,DISKECTOMY/PERCUTANEOUS LUMBAR,"5,300.00"
LAKELAND,10000258,EPIDURAL INJ 1ST LEVEL W/ IMAGING,"2,460.00"
LAKELAND,10000259,INJECT NERVE OCCIPITAL,718.00
LAKELAND,10000261,NERVE BLOCK CELIAC PLEXUS,"1,950.00"
LAKELAND,10000266,FB CORNEA NO SLIT,330.00
LAKELAND,10000267,FB CORNEA W/SLIT,330.00
LAKELAND,10000269,FB REMOVAL EAR,130.00
LAKELAND,10000270,REMOVE EAR WAX W/INSTRUMENT UNILAT,100.00
LAKELAND,10000273,XR EYE FOREIGN BODY,202.00
LAKELAND,10000274,XR MANDIBLE PARTIAL,454.00
LAKELAND,10000275,XR MANDIBLE COMPLETE,678.00
LAKELAND,10000276,XR FACIAL BONES < 3 VIEW,410.00
LAKELAND,10000277,XR FACIAL BONES COMPLETE,612.00
LAKELAND,10000278,XR NASAL BONES,575.00
LAKELAND,10000280,XR ORBITS MINIMUM 4 VIEWS,494.00
LAKELAND,10000281,XR SINUSES < 3 VIEW,440.00
LAKELAND,10000282,XR SINUSES COMPLETE,657.00
LAKELAND,10000283,XR SKULL < 4 VIEW,425.00
LAKELAND,10000284,XR SKULL COMPLETE,635.00
LAKELAND,10000290,XR NECK SOFT TISSUES,409.00
LAKELAND,10000293,CT HEAD W/O DYE,"2,420.00"
LAKELAND,10000294,CT HEAD W/DYE,"2,620.00"
LAKELAND,10000295,CT HEAD W/WO DYE,"3,830.00"
LAKELAND,10000296,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE,"2,420.00"
LAKELAND,10000297,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE,"2,620.00"
LAKELAND,10000298,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO  DYE,"3,830.00"
LAKELAND,10000299,CT MAXILLIOFACIAL W/O DYE,"2,420.00"
LAKELAND,10000303,CT MAXILLIOFACIAL W/DYE,"2,620.00"
LAKELAND,10000304,CT MAXILLIOFACL W/WO DYE,"3,830.00"
LAKELAND,10000305,CT NECK W/O DYE,"2,420.00"
LAKELAND,10000306,CT NECK W/DYE,"2,620.00"
LAKELAND,10000307,CT NECK W/WO DYE,"3,830.00"
LAKELAND,10000308,CT ANGIO HEAD,"2,940.00"
LAKELAND,10000309,CT ANGIO NECK,"2,940.00"
LAKELAND,10000310,MR ORBIT/FACE/NECK W/O DYE,"4,160.00"
LAKELAND,10000312,MR ORBIT/FACE/NECK W/WO DYE,"6,440.00"
LAKELAND,10000313,MRA HEAD W/O DYE,"4,160.00"
LAKELAND,10000314,MRA HEAD W/DYE,"4,360.00"
LAKELAND,10000315,MRA HEAD W/WO DYE,"6,440.00"
LAKELAND,10000316,MRA NECK W/O DYE,"4,160.00"
LAKELAND,10000318,MRA NECK W/WO DYE,"6,440.00"
LAKELAND,10000319,MR BRAIN W/O DYE,"4,160.00"
LAKELAND,10000320,MR BRAIN W/DYE,"4,360.00"
LAKELAND,10000321,MR BRAIN W/WO DYE,"6,440.00"
LAKELAND,10000324,XR CHEST 1 VIEW,254.00
LAKELAND,10000325,XR CHEST 2 VIEWS,305.00
LAKELAND,10000326,XR CHEST 3 VIEWS,381.00
LAKELAND,10000328,XR CHEST 4 + VIEWS,432.00
LAKELAND,10000329,XR CHEST SPECIAL VIEWS,278.00
LAKELAND,10000332,XR RIBS W/CHEST BILATERAL 4 VIEW,600.00
LAKELAND,10000333,XR STERNUM 2 VIEW,447.00
LAKELAND,10000334,XR STERNOCLAVICULAR JOINT 3 VIEW,402.00
LAKELAND,10000335,CT CHEST W/O DYE,"2,420.00"
LAKELAND,10000336,CT CHEST W/DYE,"2,620.00"
LAKELAND,10000337,CT CHEST W/WO DYE,"3,830.00"
LAKELAND,10000338,CT ANGIO CHEST,"2,940.00"
LAKELAND,10000339,MR CHEST W/O DYE,"4,160.00"
LAKELAND,10000341,MR CHEST W/WO DYE,"6,440.00"
LAKELAND,10000343,XR SPINE ANY LEVEL 1 VIEW,355.00
LAKELAND,10000344,XR CERVICAL SPINE 2-3 VIEWS,426.00
LAKELAND,10000345,XR CERVICAL SPINE 4-5 VIEWS,621.00
LAKELAND,10000346,XR CERVICAL SPINE 6 VIEWS >,710.00
LAKELAND,10000348,XR THORACIC SPINE 2 VIEW,426.00
LAKELAND,10000349,XR THORACIC SPINE 3 VIEW,490.00
LAKELAND,10000351,XR THORACOLUMBAR SPINE 2 VIEW,462.00
LAKELAND,10000353,XR LUMBAR SPINE 2 OR 3 VIEW,459.00
LAKELAND,10000354,XR LUMBAR SPINE 4 VIEW MIN,643.00
LAKELAND,10000355,XR L SPINE BENDING 6 VIEW OR >,840.00
LAKELAND,10000357,CT C SPINE W/O DYE,"2,420.00"
LAKELAND,10000358,CT C SPINE W/DYE,"2,620.00"
LAKELAND,10000360,CT T SPINE W/O DYE,"2,420.00"
LAKELAND,10000361,CT T SPINE W/DYE,"2,620.00"
LAKELAND,10000363,CT L SPINE W/O DYE,"2,420.00"
LAKELAND,10000364,CT L SPINE W/DYE,"2,620.00"
LAKELAND,10000365,CT L SPINE W/WO DYE,"3,830.00"
LAKELAND,10000366,MR C SPINE W/O DYE,"4,160.00"
LAKELAND,10000367,MR C SPINE W/DYE,"4,360.00"
LAKELAND,10000368,MR T SPINE WO DYE,"4,160.00"
LAKELAND,10000369,MR T SPINE W/DYE,"4,360.00"
LAKELAND,10000370,MR L SPINE WO DYE,"4,160.00"
LAKELAND,10000371,MR L SPINE W DYE,"4,360.00"
LAKELAND,10000372,MR C SPINE W/WO DYE,"6,440.00"
LAKELAND,10000373,MR T SPINE W/WO DYE,"6,440.00"
LAKELAND,10000374,MR L SPINE W/WO DYE,"6,440.00"
LAKELAND,10000376,XR PELVIS 1 OR 2 VIEW,309.00
LAKELAND,10000377,XR PELVIS COMPLETE 3 VIEW MIN,417.00
LAKELAND,10000378,CT ANGIO PELVIS,"2,940.00"
LAKELAND,10000379,CT PELVIS W/O DYE,"2,420.00"
LAKELAND,10000380,CT PELVIS W/DYE,"2,620.00"
LAKELAND,10000381,CT PELVIS W/WO DYE,"3,830.00"
LAKELAND,10000382,MR PELVIS W/O DYE,"4,160.00"
LAKELAND,10000384,MR PELVIS W/WO DYE,"6,440.00"
LAKELAND,10000385,XR SACROILIAC JOINTS < 3 VIEWS,388.00
LAKELAND,10000386,XR SACROILIAC JOINTS 3 VIEW MIN,485.00
LAKELAND,10000387,XR SACRUM & COCCYX 2 VIEW MIN,443.00
LAKELAND,10000390,MYELOGRAM LUMBAR S&I,"1,910.00"
LAKELAND,10000393,DISKOGRAM C/T EACH LEVEL S&I,"2,950.00"
LAKELAND,10000395,DISKOGRAM L/S EA LEVEL S&I,"2,950.00"
LAKELAND,10000397,XR SCAPULA COMPLETE,439.00
LAKELAND,10000400,XR SHOULDER ARTHROGRAM S&I,"1,470.00"
LAKELAND,10000401,XR AC JOINTS BILATERAL,450.00
LAKELAND,10000410,XR WRIST ARTHROGRAM S&I,982.00
LAKELAND,10000413,XR FINGER(S) 2 VIEW MINIMUM,312.00
LAKELAND,10000425,XR HIP ARTHROGRAM S&I,"1,470.00"
LAKELAND,10000432,XR KNEES STANDING AP BILATERAL,384.00
LAKELAND,10000433,XR KNEE ARTHROGRAM S&I,"1,470.00"
LAKELAND,10000436,XR ANKLE 2 VIEW,267.00
LAKELAND,10000437,XR ANKLE COMPLETE,320.00
LAKELAND,10000442,XR TOE(S) 2 VIEW MIN,267.00
LAKELAND,10000453,XR ABDOMEN 1 VIEW,283.00
LAKELAND,10000454,XR ABDOMEN 2 VIEWS,354.00
LAKELAND,10000455,XR ABDOMEN 3 OR MORE VIEWS,425.00
LAKELAND,10000456,"XR ABDOMEN, ACUTE SERIES",495.00
LAKELAND,10000457,CT ABDOMEN W/O DYE,"2,420.00"
LAKELAND,10000458,CT ABDOMEN W/DYE,"2,620.00"
LAKELAND,10000459,CT ABDOMEN W/WO DYE,"3,830.00"
LAKELAND,10000460,CT ANGIO ABDOMEN,"2,940.00"
LAKELAND,10000461,MR ABDOMEN W/O DYE,"4,160.00"
LAKELAND,10000463,MR ABDOMEN W/WO DYE,"6,440.00"
LAKELAND,10000464,XR ESOPHAGRAM,672.00
LAKELAND,10000465,XR SWALLOWING FUNCTION W/VIDEO,741.00
LAKELAND,10000466,XR UPPER GI W/O KUB,852.00
LAKELAND,10000467,XR UPPER GI W/KUB,"1,070.00"
LAKELAND,10000468,XR UPPER GI W SMALL BOWEL,"1,290.00"
LAKELAND,10000469,XR UPPER GI W/CONTRAST W/O KUB,940.00
LAKELAND,10000470,XR UPPER GI W/CONTRAST W/KUB,"1,170.00"
LAKELAND,10000471,XR UPPER GI W/CONTRAST & SM BOWEL,"1,410.00"
LAKELAND,10000472,XR SMALL BOWEL SERIES,800.00
LAKELAND,10000476,XR COLON BARIUM ENEMA,716.00
LAKELAND,10000479,XR CHOLANGIOGRAM INTRAOP S&I,983.00
LAKELAND,10000484,ERCP BILE DUCT S&I,742.00
LAKELAND,10000485,ERCP PANCREATIC DUCT S&I,742.00
LAKELAND,10000486,ERCP BILE & PANCREAS DUCT S&I,925.00
LAKELAND,10000487,INSERT LONG FEEDING TUBE S&I,481.00
LAKELAND,10000489,XR IVP WITH OR W/O TOMOGRAM,"1,010.00"
LAKELAND,10000492,XR UROGRAPHY RETROGRADE,"1,010.00"
LAKELAND,10000494,XR CYSTOGRAM 3 VIEW MIN S&I,775.00
LAKELAND,10000495,XR URETHROGRAM RETROGRADE S&I,785.00
LAKELAND,10000496,XR CYSTOGRAM VOIDING S&I,"1,050.00"
LAKELAND,10000500,XR HYSTEROSALPINGOGRAM S&I,900.00
LAKELAND,10000505,CT HEART W/O DYE CA+EVAL,14.00
LAKELAND,10000511,ANGIO ABD/BILAT ILIOFEM S&I,"2,570.00"
LAKELAND,10000512,HB CHB TA ABD AORTA/ILIOFEMORAL,"2,940.00"
LAKELAND,10000575,GUIDED DRAINAGE S&I,"1,900.00"
LAKELAND,10000581,FLUOROSCOPY UP TO 1 HR,"1,000.00"
LAKELAND,10000582,FLUOROSCOPY OVER 1 HOUR,"1,610.00"
LAKELAND,10000583,XR FOREIGN BODY CHILD SINGLE VIEW,185.00
LAKELAND,10000584,SINOGRAM S&I,638.00
LAKELAND,10000585,RAD EXAM SURGICAL SPEC,230.00
LAKELAND,10000589,3D RENDERING WO POSTPROCESSING,833.00
LAKELAND,10000590,3D RENDERING W/ POSTPROCESSING,"1,000.00"
LAKELAND,10000591,CT LIMITED OR LOCALIZED EXAM,"1,460.00"
LAKELAND,10000593,CT PROCEDURE MISCELLANEOUS,"2,440.00"
LAKELAND,10000595,XR PROCEDURE MISCELLANEOUS,906.00
LAKELAND,10000602,"US, SOFT TISSUE HEAD/NECK",669.00
LAKELAND,10000603,US CHEST,383.00
LAKELAND,10000605,US ABDOMEN COMPLETE,868.00
LAKELAND,10000606,US ABDOMEN LTD,651.00
LAKELAND,10000607,US RETROPERITONEUM COMPLETE,782.00
LAKELAND,10000608,US RETROPERITONEUM LTD,587.00
LAKELAND,10000611,US OB < 14 WK SINGLE FETUS,"1,020.00"
LAKELAND,10000612,US OB <14 WK ADDL FETUS,510.00
LAKELAND,10000613,US OB >/=14 WK SINGLE FETUS,"1,180.00"
LAKELAND,10000614,US OB >/=14 WK ADDL FETUS,590.00
LAKELAND,10000615,US OB DETAILED SINGLE FETUS,"1,430.00"
LAKELAND,10000619,US OB LIMITED,763.00
LAKELAND,10000620,US OB FOLLOW UP EA FETUS,763.00
LAKELAND,10000621,US OB TRANSVAGINAL,757.00
LAKELAND,10000622,BPP W/NST,"1,100.00"
LAKELAND,10000623,BPP W/O NST,900.00
LAKELAND,10000630,US TRANSVAGINAL,757.00
LAKELAND,10000631,US PELVIS COMPLETE,"1,040.00"
LAKELAND,10000632,US PELVIS LIMITED,676.00
LAKELAND,10000633,US TESTICLES,787.00
LAKELAND,10000636,ULTRASOUND FOR VASCULAR ACCESS,782.00
LAKELAND,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
LAKELAND,10000640,US GUIDANCE DX AMNIO S&I,567.00
LAKELAND,10000642,US GUIDANCE INTRAOPERATIVE,448.00
LAKELAND,10000643,US MISCELLANEOUS,125.00
LAKELAND,10000644,FLUORO GUIDANCE CVL,620.00
LAKELAND,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,620.00
LAKELAND,10000647,FLUORO GUIDANCE SPINE INJECTION,620.00
LAKELAND,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
LAKELAND,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
LAKELAND,10000663,BONE LENGTH STUDY,673.00
LAKELAND,10000665,BONE SURVEY COMPLETE,"1,360.00"
LAKELAND,10000666,BONE SURVEY INFANT,799.00
LAKELAND,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
LAKELAND,10000679,NM THYROID METS UPTAKE,646.00
LAKELAND,10000680,NM PARATHYROID IMAGING,"1,370.00"
LAKELAND,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
LAKELAND,10000689,NM LIVER IMAGING/SPECT,"2,290.00"
LAKELAND,10000690,NM LIVER IMAGING W FLOW,"2,290.00"
LAKELAND,10000695,NM GASTRIC EMPTYING STUDY,"1,510.00"
LAKELAND,10000696,NM GI BLEED STUDY,"1,560.00"
LAKELAND,10000699,NM BONE IMAGING/LTD,977.00
LAKELAND,10000701,NM BONE IMAGING/WHOLE BODY,"1,470.00"
LAKELAND,10000702,NM BONE IMAGING W FLOW,"1,560.00"
LAKELAND,10000703,NM BONE IMAGING SPECT,"1,560.00"
LAKELAND,10000706,NM MYO PERF SPECT SINGLE,"3,340.00"
LAKELAND,10000707,NM MYO PERF SPECT MULTIPLE,"5,010.00"
LAKELAND,10000712,NM GATED BLOOD POOL IMAGING REST,"1,810.00"
LAKELAND,10000716,NM PULMONARY PERFUSION,"1,490.00"
LAKELAND,10000723,NM BRAIN IMAGING/SPECT,"1,950.00"
LAKELAND,10000727,NM CISTERNOGRAPHY/PLANAR,"1,570.00"
LAKELAND,10000731,NM RENAL FUNCTION WO DRUG,"2,260.00"
LAKELAND,10000732,NM RENAL FUNCTION W DRUG,"2,460.00"
LAKELAND,10000735,NM TUMOR LOCALIZATION/WB 1 DAY,"1,790.00"
LAKELAND,10000736,NM TUMOR LOCALIZATION/SPECT,"1,790.00"
LAKELAND,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,"2,390.00"
LAKELAND,10000738,NM INFLAMMATION IMAGING/LTD,"1,560.00"
LAKELAND,10000739,NM INFLAMMATION IMAGING/WB,"2,330.00"
LAKELAND,10000740,NM INFLAMMATION IMAGING/SPECT,"1,990.00"
LAKELAND,10000743,NM THERAPY ORAL ADMINISTRATION,805.00
LAKELAND,10000744,NM RADIOPHARMACEUTICAL THERAPY IV,"1,020.00"
LAKELAND,10000747,POC URINE DIPSTICK W/O MICRO,36.00
LAKELAND,10000750,URINALYSIS AUTO W/O MICRO,69.00
LAKELAND,10000751,URINE MICROSCOPIC,37.00
LAKELAND,10000753,POC-URINE DIPSTICK PREGNANCY,88.00
LAKELAND,10000754,URINE DIPSTICK PREGNANCY,126.00
LAKELAND,10000756,"URINE TIMED VOLUME, EACH",21.00
LAKELAND,10000757,ACETAMINOPHIN,279.00
LAKELAND,10000759,ACETONE SERUM QUANTITATIVE,74.00
LAKELAND,10000761,ACYLCARNITINE QUANTITATIVE,378.00
LAKELAND,10000762,NEWBORN FATTY ACID OXIDATION,20.00
LAKELAND,10000763,ACTH,370.00
LAKELAND,10000764,"ALBUMIN, SERUM",74.00
LAKELAND,10000765,ALBUMIN OTHER SOURCE EACH SPECIMEN,74.00
LAKELAND,10000766,MICROALBUMIN URINE,121.00
LAKELAND,10000769,ALCOHOL SCREEN (ETHANOL),193.00
LAKELAND,10000770,ALDOLASE,111.00
LAKELAND,10000771,ALDOSTERONE,232.00
LAKELAND,10000772,ALDOSTERONE URINE,232.00
LAKELAND,10000774,ALPHA-1 ANTITRYPSIN,174.00
LAKELAND,10000775,ALPHA-1 ANTITRYPSIN PHENOTYPE,174.00
LAKELAND,10000776,"AFP, MATERNAL SCREEN",92.00
LAKELAND,10000777,"AFP, TUMOR MARKER",184.00
LAKELAND,10000779,ALUMINUM,164.00
LAKELAND,10000782,AMINOLEVULINIC ACID,106.00
LAKELAND,10000783,AMINO ACIDS QUANTITATIVE 6/>,372.00
LAKELAND,10000784,AMMONIA,141.00
LAKELAND,10000785,SRDP AMMONIA URINE,118.00
LAKELAND,10000787,AMYLASE,112.00
LAKELAND,10000789,"AMYLASE, URINE",112.00
LAKELAND,10000791,ANDROSTENEDIONE,180.00
LAKELAND,10000792,"ACE, CSF",176.00
LAKELAND,10000793,ANGIOTENSIN CONVERTING ENZYME,149.00
LAKELAND,10000796,ARSENIC,112.00
LAKELAND,10000797,"ARSENIC, URINE",112.00
LAKELAND,10000798,VITAMIN C,111.00
LAKELAND,10000799,"BARBITURATES, GC/MS",160.00
LAKELAND,10000801,BETA-2 MICROGLOBULIN,125.00
LAKELAND,10000803,"BILE ACIDS, TOTAL",88.00
LAKELAND,10000804,BILIRUBIN TOTAL,97.00
LAKELAND,10000805,BILIRUBIN DIRECT,87.00
LAKELAND,10000807,NEWBORN BIOTINIDASE,20.00
LAKELAND,10000809,"OCCULT BLOOD, OTHER",32.00
LAKELAND,10000811,"OCCULT BLOOD, FECES",32.00
LAKELAND,10000813,OCCULT BLOOD FECAL IMMUNOASSAY,76.00
LAKELAND,10000814,CADMIUM,148.00
LAKELAND,10000815,CADMIUM URINE,148.00
LAKELAND,10000816,"VITAMIN D, 25-OH",246.00
LAKELAND,10000817,CALCITONIN,235.00
LAKELAND,10000818,CALCIUM SERUM,80.00
LAKELAND,10000819,CALCIUM IONIZED,98.00
LAKELAND,10000820,POC CALCIUM IONIZED,65.00
LAKELAND,10000822,CALCIUM URINE,98.00
LAKELAND,10000823,SRD CALCIUM URINE,48.00
LAKELAND,10000824,CALCULI INFRARED SPECTROSCOPY,127.00
LAKELAND,10000826,CARBON DIOXIDE,79.00
LAKELAND,10000827,CARBON MONOXIDE,121.00
LAKELAND,10000829,CEA,245.00
LAKELAND,10000830,CARNITINE FREE & TOTAL,263.00
LAKELAND,10000832,CATECHOLAMINES FRACT BLOOD,281.00
LAKELAND,10000833,CATECHOLAMINES FRACT URINE,281.00
LAKELAND,10000834,CERULOPLASMIN,147.00
LAKELAND,10000835,"IGF BINDING PROTEIN, CHEMILUM",206.00
LAKELAND,10000837,CHLORIDE BLOOD,90.00
LAKELAND,10000839,CHLORIDE URINE,90.00
LAKELAND,10000840,"CHLORIDE, OTHER SOURCE",90.00
LAKELAND,10000842,CHOLESTEROL,95.00
LAKELAND,10000846,HPLC QUANTITATIVE,252.00
LAKELAND,10000849,CHROMIUM,74.00
LAKELAND,10000850,CITRATE,216.00
LAKELAND,10000851,SRD CITRATE,216.00
LAKELAND,10000852,COLLAGEN CROSS LINKS,186.00
LAKELAND,10000853,COPPER,151.00
LAKELAND,10000855,COPPER URINE,151.00
LAKELAND,10000856,"CORTISOL, FREE",185.00
LAKELAND,10000857,"CORTISOL, SALIVARY",201.00
LAKELAND,10000858,"CORTISOL, TOTAL",201.00
LAKELAND,10000860,CK TOTAL,98.00
LAKELAND,10000863,CK MB FRACTION,225.00
LAKELAND,10000865,CREATININE BLOOD,79.00
LAKELAND,10000866,POC CREATININE,79.00
LAKELAND,10000867,CREATININE OTHER SOURCE,79.00
LAKELAND,10000868,CREATININE URINE,79.00
LAKELAND,10000869,SRDP CREATININE URINE,79.00
LAKELAND,10000870,CREATININE CLEARANCE,133.00
LAKELAND,10000871,CRYOFIBRINOGEN,85.00
LAKELAND,10000872,CRYOGLOBULIN QUALITATIVE,64.00
LAKELAND,10000873,CYANIDE,126.00
LAKELAND,10000874,VITAMIN B-12,181.00
LAKELAND,10000875,VITAMIN B-12 BINDING CAPACITY,109.00
LAKELAND,10000876,DHEA,244.00
LAKELAND,10000877,DHEA SULFATE,229.00
LAKELAND,10000879,"ANABOLIC STEROIDS, 1-2",101.00
LAKELAND,10000880,"VITAMIN D, 1, 25-DIHYDROXY",254.00
LAKELAND,10000881,DISACCHARIDASES ACT TISSUE,352.00
LAKELAND,10000883,LIPO ELECTROPHORETIC TEST,245.00
LAKELAND,10000884,ERYTHROPOIETIN,143.00
LAKELAND,10000885,ESTRADIOL,207.00
LAKELAND,10000886,"ESTROGENS, FRACTIONATED",151.00
LAKELAND,10000887,ESTRIOL,125.00
LAKELAND,10000889,ETHYLENE GLYCOL,185.00
LAKELAND,10000891,VERY LONG CHAIN FATTY ACIDS,389.00
LAKELAND,10000892,FERRITIN,151.00
LAKELAND,10000893,FETAL FIBRONECTIN,522.00
LAKELAND,10000894,"FOLIC ACID, SERUM",249.00
LAKELAND,10000895,"FOLIC ACID, RBC",208.00
LAKELAND,10000896,NEWBORN GALACTOSE TRANSERASE,20.00
LAKELAND,10000897,"GAMMAGLOBULIN, IGA",62.00
LAKELAND,10000898,"GAMMAGLOBULIN, IGD",62.00
LAKELAND,10000899,"GAMMAGLOBULIN, IGG",62.00
LAKELAND,10000900,"GAMMAGLOBULIN, IGM",62.00
LAKELAND,10000901,IMMUNOGLOBULIN IGE,183.00
LAKELAND,10000902,IMMUNOGLOBULIN SUBCLASSES EA,44.00
LAKELAND,10000903,PH BLOOD,84.00
LAKELAND,10000904,BLOOD GASES,143.00
LAKELAND,10000906,POC BLOOD GASES,143.00
LAKELAND,10000908,BLOOD GAS PROFILE,180.00
LAKELAND,10000911,"GASES, O2 SATURATION",128.00
LAKELAND,10000913,GASTRIN,138.00
LAKELAND,10000915,"GLUCOSE, BODY FLUID",76.00
LAKELAND,10000916,"GLUCOSE, BLOOD",76.00
LAKELAND,10000917,POC GLUCOSE SERUM,76.00
LAKELAND,10000918,"GLUCOSE, POST GLUCOSE DOSE",82.00
LAKELAND,10000919,"GTT, 3 SPECIMENS",207.00
LAKELAND,10000920,"GTT, EACH ADDL SPECIMEN",69.00
LAKELAND,10000921,"G6PD, QUANTITATIVE",105.00
LAKELAND,10000923,POC GLUCOSE - METER METHOD,25.00
LAKELAND,10000924,GGT,127.00
LAKELAND,10000925,GLYCATED PROTEIN,106.00
LAKELAND,10000926,FSH,232.00
LAKELAND,10000927,LUTEINIZING HORMONE,234.00
LAKELAND,10000928,HUMAN GROWTH HORMONE,125.00
LAKELAND,10000929,HAPTOGLOBIN,112.00
LAKELAND,10000934,HEMOGLOBIN ELECTROPH QUANT,200.00
LAKELAND,10000936,NEWBORN HEMOGLOBINOPATHY,20.00
LAKELAND,10000937,"HEMOGLOBIN F, QUALITATIVE",34.00
LAKELAND,10000938,HEMOGLOBIN A1C,143.00
LAKELAND,10000939,METHEMOGLOBIN QUANTITATIVE,55.00
LAKELAND,10000940,POC METHEMOGLOBIN,70.00
LAKELAND,10000941,HEMOGLOBIN PLASMA,94.00
LAKELAND,10000942,HEMOSIDERIN QUALITATIVE,71.00
LAKELAND,10000944,HISTAMINE,190.00
LAKELAND,10000945,"HISTAMINE, URINE",190.00
LAKELAND,10000946,HOMOCYSTEINE,276.00
LAKELAND,10000948,"HYDROXYINDOLACETIC ACID, 5",138.00
LAKELAND,10000949,"HYDROXYPROGESTERONE, 17D",187.00
LAKELAND,10000950,"NEWBORN OH-PROGESTRONE, 17D",20.00
LAKELAND,10000953,ANTI-GLIADIN IGA,153.00
LAKELAND,10000954,ANTI-GLIADIN IGG,176.00
LAKELAND,10000958,"GLUTAMIC ACID DECARB, ELISA",224.00
LAKELAND,10000964,MYELOPEROXIDASE AB,87.00
LAKELAND,10000965,NEWBORN CYSTIC FIBROSIS,20.00
LAKELAND,10000967,SERINE PROTEASE 3,87.00
