"Data:  10/17-9/18, excludes Rehab, excludes claims having LOS 3X CMS ALOS, excludes DRG's with less than 11 admissions",,,
Facility,DRG,DRG Description,Average Covered Charges
SHEBOYGAN,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"36,077"
SHEBOYGAN,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"19,787"
SHEBOYGAN,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"17,680"
SHEBOYGAN,454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,"85,308"
SHEBOYGAN,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,"69,919"
SHEBOYGAN,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,"61,822"
SHEBOYGAN,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,"70,157"
SHEBOYGAN,468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"59,750"
SHEBOYGAN,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"50,109"
SHEBOYGAN,480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,"76,943"
SHEBOYGAN,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"52,677"
SHEBOYGAN,482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,"46,744"
SHEBOYGAN,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,"55,460"
SHEBOYGAN,603,CELLULITIS W/O MCC,"16,338"
SHEBOYGAN,637,DIABETES W MCC,"39,712"
SHEBOYGAN,638,DIABETES W CC,"16,385"
SHEBOYGAN,640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","20,994"
SHEBOYGAN,641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","14,637"
SHEBOYGAN,682,RENAL FAILURE W MCC,"27,009"
SHEBOYGAN,683,RENAL FAILURE W CC,"20,652"
SHEBOYGAN,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"25,325"
SHEBOYGAN,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"18,191"
SHEBOYGAN,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"28,854"
SHEBOYGAN,765,CESAREAN SECTION W CC/MCC,"22,949"
SHEBOYGAN,766,CESAREAN SECTION W/O CC/MCC,"21,040"
SHEBOYGAN,767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"16,545"
SHEBOYGAN,774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"10,751"
SHEBOYGAN,775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"9,296"
SHEBOYGAN,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","56,110"
SHEBOYGAN,791,PREMATURITY W MAJOR PROBLEMS,"21,017"
SHEBOYGAN,792,PREMATURITY W/O MAJOR PROBLEMS,"15,063"
SHEBOYGAN,793,FULL TERM NEONATE W MAJOR PROBLEMS,"10,697"
SHEBOYGAN,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"5,603"
SHEBOYGAN,795,NORMAL NEWBORN,"3,569"
SHEBOYGAN,847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,"17,207"
SHEBOYGAN,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"72,686"
SHEBOYGAN,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"33,404"
SHEBOYGAN,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"23,849"
SHEBOYGAN,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"10,923"
SHEBOYGAN,881,DEPRESSIVE NEUROSES,"11,407"
SHEBOYGAN,885,PSYCHOSES,"15,749"
SHEBOYGAN,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","10,759"
SHEBOYGAN,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"24,817"
SHEBOYGAN,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"14,326"
SHEBOYGAN,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"28,874"
SHEBOYGAN,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"17,194"
SHEBOYGAN,951,OTHER FACTORS INFLUENCING HEALTH STATUS,"3,387"
