"Data:  10/17-9/18, excludes Rehab, excludes claims having LOS 3X CMS ALOS, excludes DRG's with less than 11 admissions",,,
Facility,DRG,DRG Description,Average Covered Charges
WEST ALLIS,536,FRACTURES OF HIP & PELVIS W/O MCC,"18,523"
WEST ALLIS,552,MEDICAL BACK PROBLEMS W/O MCC,"28,036"
WEST ALLIS,554,BONE DISEASES & ARTHROPATHIES W/O MCC,"22,824"
WEST ALLIS,556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,"26,925"
WEST ALLIS,558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC","16,126"
WEST ALLIS,563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC","26,121"
WEST ALLIS,580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC","60,088"
WEST ALLIS,602,CELLULITIS W MCC,"36,196"
WEST ALLIS,603,CELLULITIS W/O MCC,"21,276"
WEST ALLIS,605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC","21,694"
WEST ALLIS,607,MINOR SKIN DISORDERS W/O MCC,"21,974"
WEST ALLIS,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","51,899"
WEST ALLIS,637,DIABETES W MCC,"43,907"
WEST ALLIS,638,DIABETES W CC,"20,869"
WEST ALLIS,639,DIABETES W/O CC/MCC,"15,942"
WEST ALLIS,640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","31,248"
WEST ALLIS,641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","21,007"
WEST ALLIS,669,TRANSURETHRAL PROCEDURES W CC,"36,476"
WEST ALLIS,682,RENAL FAILURE W MCC,"44,657"
WEST ALLIS,683,RENAL FAILURE W CC,"28,652"
WEST ALLIS,684,RENAL FAILURE W/O CC/MCC,"17,767"
WEST ALLIS,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"30,589"
WEST ALLIS,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"24,252"
WEST ALLIS,694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"30,054"
WEST ALLIS,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"47,206"
WEST ALLIS,699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"30,365"
WEST ALLIS,742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"47,075"
WEST ALLIS,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"38,954"
WEST ALLIS,765,CESAREAN SECTION W CC/MCC,"26,901"
WEST ALLIS,766,CESAREAN SECTION W/O CC/MCC,"21,175"
WEST ALLIS,767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"20,971"
WEST ALLIS,769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,"59,641"
WEST ALLIS,774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"18,545"
WEST ALLIS,775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"15,275"
WEST ALLIS,776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"13,786"
WEST ALLIS,778,THREATENED ABORTION,"14,150"
WEST ALLIS,779,ABORTION W/O D&C,"16,718"
WEST ALLIS,780,FALSE LABOR,"15,149"
WEST ALLIS,781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"18,252"
WEST ALLIS,782,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,"13,736"
WEST ALLIS,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","11,547"
WEST ALLIS,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","85,713"
WEST ALLIS,791,PREMATURITY W MAJOR PROBLEMS,"46,211"
WEST ALLIS,792,PREMATURITY W/O MAJOR PROBLEMS,"20,645"
WEST ALLIS,793,FULL TERM NEONATE W MAJOR PROBLEMS,"16,029"
WEST ALLIS,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"6,745"
WEST ALLIS,795,NORMAL NEWBORN,"4,068"
WEST ALLIS,811,RED BLOOD CELL DISORDERS W MCC,"38,351"
WEST ALLIS,812,RED BLOOD CELL DISORDERS W/O MCC,"27,009"
WEST ALLIS,813,COAGULATION DISORDERS,"55,356"
WEST ALLIS,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"124,574"
WEST ALLIS,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"69,080"
WEST ALLIS,862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,"47,723"
WEST ALLIS,863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"28,573"
WEST ALLIS,864,FEVER,"28,874"
WEST ALLIS,866,VIRAL ILLNESS W/O MCC,"20,373"
WEST ALLIS,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"152,052"
WEST ALLIS,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"45,020"
WEST ALLIS,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"31,187"
WEST ALLIS,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"25,905"
WEST ALLIS,884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,"36,035"
WEST ALLIS,885,PSYCHOSES,"22,695"
WEST ALLIS,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","14,087"
WEST ALLIS,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"34,901"
WEST ALLIS,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"21,802"
WEST ALLIS,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"34,081"
WEST ALLIS,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"17,122"
WEST ALLIS,919,COMPLICATIONS OF TREATMENT W MCC,"36,595"
WEST ALLIS,920,COMPLICATIONS OF TREATMENT W CC,"33,140"
WEST ALLIS,948,SIGNS & SYMPTOMS W/O MCC,"22,990"
WEST ALLIS,951,OTHER FACTORS INFLUENCING HEALTH STATUS,"7,880"
WEST ALLIS,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"64,002"
