Facility,CC,CC Description,1/1/19 Fee
KENOSHA,10000118,REMOVE PERICATH OBSTRUCTIVE MATERIAL,"3,300.00"
KENOSHA,10000120,INJECT W FLUORO EVAL CENTRAL LINE,515.00
KENOSHA,10000121,THROMBECTOMY VEIN(S),"8,610.00"
KENOSHA,10000122,THROMBECTOMY VEIN(S) REPEAT,"8,610.00"
KENOSHA,10000129,PHLEBECTOMY 10-20 INCISIONS,"5,160.00"
KENOSHA,10000130,PHLEBECTOMY >20 INCISIONS,"5,970.00"
KENOSHA,10000131,PHLEBECTOMY <10 INCISIONS,"3,920.00"
KENOSHA,10000134,BONE MARROW BIOPSY,840.00
KENOSHA,10000137,INJECT RADIOACTIVE TRACER SENTINEL NODE,355.00
KENOSHA,10000139,BX SALIVARY GLAND NEEDLE,"1,080.00"
KENOSHA,10000142,FB REMOVAL PHARYNGEAL,215.00
KENOSHA,10000143,PEG TUBE PLACEMENT,"2,730.00"
KENOSHA,10000145,INTRO FEEDING TUBE,658.00
KENOSHA,10000149,ANOSCOPY,240.00
KENOSHA,10000150,LIVER BIOPSY,"1,550.00"
KENOSHA,10000151,PERCUTANEOUS CHOLECYSTOSTOMY,"1,240.00"
KENOSHA,10000158,BILIARY ENDOSCOPY WO STENT,"3,480.00"
KENOSHA,10000159,BILIARY ENDOSCOPY W STENT,"3,990.00"
KENOSHA,10000172,INSERT INTRAPERITONEAL CATH TUNNEL,"5,180.00"
KENOSHA,10000173,INSERT DIALYSIS CATH PERMANENT,"4,750.00"
KENOSHA,10000177,INSERT GASTROSTOMY TUBE W S&I,"1,500.00"
KENOSHA,10000178,INSERT DUODENUM/J-TUBE W/S&I,"1,700.00"
KENOSHA,10000180,CONVERT TO G-J TUBE W/S&I,"1,310.00"
KENOSHA,10000181,CHANGE TUBE GASTRO/CECUM W/S&I,974.00
KENOSHA,10000182,CHANGE TUBE SM BOWEL W/S&I,944.00
KENOSHA,10000183,CHANGE G-J TUBE W/S&I,675.00
KENOSHA,10000184,CLEAR OBSTRUCTED GI TUBE W/S&I,953.00
KENOSHA,10000185,INJECTIONS GI TUBE EVAL W/S&I,935.00
KENOSHA,10000187,BX OMENTUM NEEDLE,"5,020.00"
KENOSHA,10000190,REMOVE URETERAL STENT-PERC S&I,"3,440.00"
KENOSHA,10000191,CHANGE URETERAL STENT S&I,"3,380.00"
KENOSHA,10000194,REMOVE NEPHROSTOMY TUBE/FLUORO,887.00
KENOSHA,10000195,ASPIRATE RENAL CYST/PELVIS,"1,610.00"
KENOSHA,10000198,CRYOABLATION RENAL TUMOR(S),"15,650.00"
KENOSHA,10000199,CHANGE URETEROSTOMY TUBE,"2,460.00"
KENOSHA,10000202,INSERT SUPRAPUBIC CATH,"2,860.00"
KENOSHA,10000203,INJECT CYSTOGRAM,575.00
KENOSHA,10000204,INJECT URETHROGRAM RETROGRADE,643.00
KENOSHA,10000205,BLADDER IRRIGATE OR INSTALLATION,376.00
KENOSHA,10000206,STRAIGHT CATH,178.00
KENOSHA,10000207,FOLEY CATH INSERTION,308.00
KENOSHA,10000208,BLADDER CATH COMPLEX,470.00
KENOSHA,10000209,CYSTOSTOMY TUBE CHANGE,305.00
KENOSHA,10000210,BLADDER SCAN-RESIDUAL URINE,176.00
KENOSHA,10000211,URINARY PROCEDURE MISC,242.00
KENOSHA,10000212,CIRCUMCISION,200.00
KENOSHA,10000214,"PROSTATE, NEEDLE BIOPSIES","1,770.00"
KENOSHA,10000216,HYSTEROSALPINGOGRAM INJECT,967.00
KENOSHA,10000220,TUBAL LIGATION POST PARTUM,"1,390.00"
KENOSHA,10000221,TUBAL LIGATION WITH C-SECTION,515.00
KENOSHA,10000223,"AMNIOCENTESIS, DIAGNOSTIC",391.00
KENOSHA,10000226,FETAL CONTRACTION STRESS TEST,722.00
KENOSHA,10000227,FETAL NON STRESS TEST,410.00
KENOSHA,10000230,D&C,"2,080.00"
KENOSHA,10000231,CERVICAL DILATOR INSERTION,570.00
KENOSHA,10000233,VAGINAL DELIVERY ONLY,"3,590.00"
KENOSHA,10000234,"VERSION, W/WO TOCOLYSIS","1,170.00"
KENOSHA,10000235,DELIVERY PLACENTA,950.00
KENOSHA,10000236,AMNIOINFUSION,375.00
KENOSHA,10000237,INTRAUTERINE PRESSURE MONITORING,345.00
KENOSHA,10000238,BX THYROID NEEDLE,"1,320.00"
KENOSHA,10000239,BX ADRENAL GLAND NEEDLE,"5,580.00"
KENOSHA,10000251,LUMBAR PUNCTURE DIAGNOSTIC,796.00
KENOSHA,10000252,EPIDURAL BLOOD OR CLOT PATCH,"1,450.00"
KENOSHA,10000253,INJECT FOR MYELOGRAM or CT LUMBAR,"1,800.00"
KENOSHA,10000258,EPIDURAL INJ 1ST LEVEL W/ IMAGING,"2,540.00"
KENOSHA,10000259,INJECT NERVE OCCIPITAL,718.00
KENOSHA,10000261,NERVE BLOCK CELIAC PLEXUS,"1,950.00"
KENOSHA,10000266,FB CORNEA NO SLIT,330.00
KENOSHA,10000267,FB CORNEA W/SLIT,330.00
KENOSHA,10000269,FB REMOVAL EAR,130.00
KENOSHA,10000270,REMOVE EAR WAX W/INSTRUMENT UNILAT,100.00
KENOSHA,10000272,CISTERNOGRAM S&I,"1,390.00"
KENOSHA,10000273,XR EYE FOREIGN BODY,202.00
KENOSHA,10000274,XR MANDIBLE PARTIAL,454.00
KENOSHA,10000275,XR MANDIBLE COMPLETE,678.00
KENOSHA,10000276,XR FACIAL BONES < 3 VIEW,410.00
KENOSHA,10000277,XR FACIAL BONES COMPLETE,612.00
KENOSHA,10000278,XR NASAL BONES,575.00
KENOSHA,10000280,XR ORBITS MINIMUM 4 VIEWS,494.00
KENOSHA,10000281,XR SINUSES < 3 VIEW,440.00
KENOSHA,10000282,XR SINUSES COMPLETE,657.00
KENOSHA,10000283,XR SKULL < 4 VIEW,425.00
KENOSHA,10000284,XR SKULL COMPLETE,635.00
KENOSHA,10000290,XR NECK SOFT TISSUES,409.00
KENOSHA,10000293,CT HEAD W/O DYE,"2,660.00"
KENOSHA,10000294,CT HEAD W/DYE,"2,860.00"
KENOSHA,10000295,CT HEAD W/WO DYE,"4,190.00"
KENOSHA,10000296,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE,"2,660.00"
KENOSHA,10000297,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE,"2,860.00"
KENOSHA,10000298,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO  DYE,"4,190.00"
KENOSHA,10000299,CT MAXILLIOFACIAL W/O DYE,"2,660.00"
KENOSHA,10000303,CT MAXILLIOFACIAL W/DYE,"2,860.00"
KENOSHA,10000304,CT MAXILLIOFACL W/WO DYE,"4,190.00"
KENOSHA,10000305,CT NECK W/O DYE,"2,660.00"
KENOSHA,10000306,CT NECK W/DYE,"2,860.00"
KENOSHA,10000307,CT NECK W/WO DYE,"4,190.00"
KENOSHA,10000308,CT ANGIO HEAD,"3,800.00"
KENOSHA,10000309,CT ANGIO NECK,"3,800.00"
KENOSHA,10000310,MR ORBIT/FACE/NECK W/O DYE,"4,460.00"
KENOSHA,10000311,MR ORBIT/FACE/NECK W/DYE,"4,660.00"
KENOSHA,10000312,MR ORBIT/FACE/NECK W/WO DYE,"6,890.00"
KENOSHA,10000313,MRA HEAD W/O DYE,"4,460.00"
KENOSHA,10000314,MRA HEAD W/DYE,"4,660.00"
KENOSHA,10000315,MRA HEAD W/WO DYE,"6,890.00"
KENOSHA,10000316,MRA NECK W/O DYE,"4,460.00"
KENOSHA,10000317,MRA NECK W/DYE,"4,660.00"
KENOSHA,10000318,MRA NECK W/WO DYE,"6,890.00"
KENOSHA,10000319,MR BRAIN W/O DYE,"4,460.00"
KENOSHA,10000320,MR BRAIN W/DYE,"4,660.00"
KENOSHA,10000321,MR BRAIN W/WO DYE,"6,890.00"
KENOSHA,10000324,XR CHEST 1 VIEW,386.00
KENOSHA,10000325,XR CHEST 2 VIEWS,463.00
KENOSHA,10000326,XR CHEST 3 VIEWS,579.00
KENOSHA,10000331,XR RIBS BILATERAL 3 VIEW,696.00
KENOSHA,10000332,XR RIBS W/CHEST BILATERAL 4 VIEW,812.00
KENOSHA,10000333,XR STERNUM 2 VIEW,447.00
KENOSHA,10000334,XR STERNOCLAVICULAR JOINT 3 VIEW,402.00
KENOSHA,10000335,CT CHEST W/O DYE,"2,660.00"
KENOSHA,10000336,CT CHEST W/DYE,"2,860.00"
KENOSHA,10000337,CT CHEST W/WO DYE,"4,190.00"
KENOSHA,10000338,CT ANGIO CHEST,"3,800.00"
KENOSHA,10000339,MR CHEST W/O DYE,"4,460.00"
KENOSHA,10000341,MR CHEST W/WO DYE,"6,890.00"
KENOSHA,10000343,XR SPINE ANY LEVEL 1 VIEW,435.00
KENOSHA,10000344,XR CERVICAL SPINE 2-3 VIEWS,522.00
KENOSHA,10000345,XR CERVICAL SPINE 4-5 VIEWS,761.00
KENOSHA,10000346,XR CERVICAL SPINE 6 VIEWS >,870.00
KENOSHA,10000348,XR THORACIC SPINE 2 VIEW,522.00
KENOSHA,10000349,XR THORACIC SPINE 3 VIEW,600.00
KENOSHA,10000350,XR THORACIC SPINE 4 VIEW,679.00
KENOSHA,10000351,XR THORACOLUMBAR SPINE 2 VIEW,564.00
KENOSHA,10000353,XR LUMBAR SPINE 2 OR 3 VIEW,564.00
KENOSHA,10000354,XR LUMBAR SPINE 4 VIEW MIN,790.00
KENOSHA,10000355,XR L SPINE BENDING 6 VIEW OR >,840.00
KENOSHA,10000356,XR L SPINE BENDING VIEW 2 TO 3,600.00
KENOSHA,10000357,CT C SPINE W/O DYE,"2,660.00"
KENOSHA,10000358,CT C SPINE W/DYE,"2,860.00"
KENOSHA,10000359,CT C SPINE W/WO DYE,"4,190.00"
KENOSHA,10000360,CT T SPINE W/O DYE,"2,660.00"
KENOSHA,10000361,CT T SPINE W/DYE,"2,860.00"
KENOSHA,10000362,CT T SPINE W/WO DYE,"4,190.00"
KENOSHA,10000363,CT L SPINE W/O DYE,"2,660.00"
KENOSHA,10000364,CT L SPINE W/DYE,"2,860.00"
KENOSHA,10000365,CT L SPINE W/WO DYE,"4,190.00"
KENOSHA,10000366,MR C SPINE W/O DYE,"4,460.00"
KENOSHA,10000367,MR C SPINE W/DYE,"4,660.00"
KENOSHA,10000368,MR T SPINE WO DYE,"4,460.00"
KENOSHA,10000369,MR T SPINE W/DYE,"4,660.00"
KENOSHA,10000370,MR L SPINE WO DYE,"4,460.00"
KENOSHA,10000371,MR L SPINE W DYE,"4,660.00"
KENOSHA,10000372,MR C SPINE W/WO DYE,"6,890.00"
KENOSHA,10000373,MR T SPINE W/WO DYE,"6,890.00"
KENOSHA,10000374,MR L SPINE W/WO DYE,"6,890.00"
KENOSHA,10000376,XR PELVIS 1 OR 2 VIEW,407.00
KENOSHA,10000377,XR PELVIS COMPLETE 3 VIEW MIN,549.00
KENOSHA,10000378,CT ANGIO PELVIS,"3,800.00"
KENOSHA,10000379,CT PELVIS W/O DYE,"2,660.00"
KENOSHA,10000380,CT PELVIS W/DYE,"2,860.00"
KENOSHA,10000381,CT PELVIS W/WO DYE,"4,190.00"
KENOSHA,10000382,MR PELVIS W/O DYE,"4,460.00"
KENOSHA,10000384,MR PELVIS W/WO DYE,"6,890.00"
KENOSHA,10000385,XR SACROILIAC JOINTS < 3 VIEWS,388.00
KENOSHA,10000386,XR SACROILIAC JOINTS 3 VIEW MIN,485.00
KENOSHA,10000387,XR SACRUM & COCCYX 2 VIEW MIN,581.00
KENOSHA,10000388,MYELOGRAM CERVICAL S&I,"1,910.00"
KENOSHA,10000389,MYELOGRAM THORACIC S&I,"1,910.00"
KENOSHA,10000390,MYELOGRAM LUMBAR S&I,"1,910.00"
KENOSHA,10000393,DISKOGRAM C/T EACH LEVEL S&I,"2,950.00"
KENOSHA,10000395,DISKOGRAM L/S EA LEVEL S&I,"2,950.00"
KENOSHA,10000397,XR SCAPULA COMPLETE,439.00
KENOSHA,10000400,XR SHOULDER ARTHROGRAM S&I,"1,470.00"
KENOSHA,10000401,XR AC JOINTS BILATERAL,450.00
KENOSHA,10000410,XR WRIST ARTHROGRAM S&I,982.00
KENOSHA,10000413,XR FINGER(S) 2 VIEW MINIMUM,409.00
KENOSHA,10000425,XR HIP ARTHROGRAM S&I,"1,470.00"
KENOSHA,10000432,XR KNEES STANDING AP BILATERAL,384.00
KENOSHA,10000433,XR KNEE ARTHROGRAM S&I,"1,470.00"
KENOSHA,10000436,XR ANKLE 2 VIEW,348.00
KENOSHA,10000437,XR ANKLE COMPLETE,418.00
KENOSHA,10000442,XR TOE(S) 2 VIEW MIN,348.00
KENOSHA,10000453,XR ABDOMEN 1 VIEW,385.00
KENOSHA,10000454,XR ABDOMEN 2 VIEWS,481.00
KENOSHA,10000455,XR ABDOMEN 3 OR MORE VIEWS,578.00
KENOSHA,10000456,"XR ABDOMEN, ACUTE SERIES",674.00
KENOSHA,10000457,CT ABDOMEN W/O DYE,"2,660.00"
KENOSHA,10000458,CT ABDOMEN W/DYE,"2,860.00"
KENOSHA,10000459,CT ABDOMEN W/WO DYE,"4,190.00"
KENOSHA,10000460,CT ANGIO ABDOMEN,"3,800.00"
KENOSHA,10000461,MR ABDOMEN W/O DYE,"4,460.00"
KENOSHA,10000463,MR ABDOMEN W/WO DYE,"6,890.00"
KENOSHA,10000464,XR ESOPHAGRAM,889.00
KENOSHA,10000465,XR SWALLOWING FUNCTION W/VIDEO,617.00
KENOSHA,10000466,XR UPPER GI W/O KUB,852.00
KENOSHA,10000467,XR UPPER GI W/KUB,"1,070.00"
KENOSHA,10000468,XR UPPER GI W SMALL BOWEL,"1,290.00"
KENOSHA,10000469,XR UPPER GI W/CONTRAST W/O KUB,940.00
KENOSHA,10000470,XR UPPER GI W/CONTRAST W/KUB,"1,170.00"
KENOSHA,10000471,XR UPPER GI W/CONTRAST & SM BOWEL,"1,410.00"
KENOSHA,10000472,XR SMALL BOWEL SERIES,800.00
KENOSHA,10000476,XR COLON BARIUM ENEMA,716.00
KENOSHA,10000477,XR COLON DOUBLE CONTRAST,930.00
KENOSHA,10000478,ENEMA THERAPEUTIC AIR/CONTRAST,486.00
KENOSHA,10000479,XR CHOLANGIOGRAM INTRAOP S&I,983.00
KENOSHA,10000484,ERCP BILE DUCT S&I,742.00
KENOSHA,10000485,ERCP PANCREATIC DUCT S&I,742.00
KENOSHA,10000486,ERCP BILE & PANCREAS DUCT S&I,925.00
KENOSHA,10000487,INSERT LONG FEEDING TUBE S&I,481.00
KENOSHA,10000488,DILATION BILIARY DUCT W/WO STENT S&I,"1,690.00"
KENOSHA,10000489,XR IVP WITH OR W/O TOMOGRAM,"1,010.00"
KENOSHA,10000492,XR UROGRAPHY RETROGRADE,"1,010.00"
KENOSHA,10000493,XR UROGRAPHY ANTEGRADE S&I,857.00
KENOSHA,10000494,XR CYSTOGRAM 3 VIEW MIN S&I,775.00
KENOSHA,10000495,XR URETHROGRAM RETROGRADE S&I,785.00
KENOSHA,10000496,XR CYSTOGRAM VOIDING S&I,"1,050.00"
KENOSHA,10000498,DILATION NEPHROSTOMY/URETERS S&I,"2,100.00"
KENOSHA,10000500,XR HYSTEROSALPINGOGRAM S&I,900.00
KENOSHA,10000502,MR CARDIAC W/O DYE,"3,260.00"
KENOSHA,10000503,MR CARDIAC W/WO DYE,"5,090.00"
KENOSHA,10000505,CT HEART W/O DYE CA+EVAL,14.00
KENOSHA,10000508,CT HEART VESSEL W/CONTRAST,"2,600.00"
KENOSHA,10000509,ANGIO THORACIC S&I,"2,140.00"
KENOSHA,10000510,ANGIO ABDOMEN S&I,"2,470.00"
KENOSHA,10000511,ANGIO ABD/BILAT ILIOFEM S&I,"2,570.00"
KENOSHA,10000512,HB CHB TA ABD AORTA/ILIOFEMORAL,"3,800.00"
KENOSHA,10000522,ANGIO SPINAL SELECTIVE S&I,"3,080.00"
KENOSHA,10000523,ANGIO EXTREMITY UNILATERAL S&I,"2,740.00"
KENOSHA,10000524,ANGIO EXTREMITY BILATERAL S&I,"3,430.00"
KENOSHA,10000527,ANGIO VISCERAL SELECTIVE S&I,"2,840.00"
KENOSHA,10000529,ANGIO PELVIC SELECTIVE S&I,"2,570.00"
KENOSHA,10000530,ANGIO PULMONARY SELECTIVE UNILAT S&I,"2,490.00"
KENOSHA,10000531,ANGIO PULMONARY SELECTIVE BILAT S&I,"3,740.00"
KENOSHA,10000532,ANGIO PULMONARY NON-SELECT S&I,"1,860.00"
KENOSHA,10000533,ANGIO SELECT EA ADD VESSEL S&I,"1,540.00"
KENOSHA,10000535,SHUNTOGRAM NONVASCULAR S&I,457.00
KENOSHA,10000536,VENOGRAM EXTREMITY UNILAT S&I,"1,590.00"
KENOSHA,10000537,VENOGRAM EXTREMITY BILAT S&I,"2,380.00"
KENOSHA,10000538,VENOGRAM IVC S&I,"3,180.00"
KENOSHA,10000539,VENOGRAM SVC S&I,"3,180.00"
KENOSHA,10000540,VENOGRAM RENAL SELECTIVE BILAT S&I,"4,770.00"
KENOSHA,10000541,VENOGRAM ADRENAL SELECTIVE BILAT S&I,"5,980.00"
KENOSHA,10000542,VENOGRAM SINUS/JUGULAR S&I,"2,010.00"
KENOSHA,10000543,VENOGRAM LIVER W/EVAL S&I,"3,590.00"
KENOSHA,10000544,VENOGRAM LIVER W/O EVAL S&I,"2,390.00"
KENOSHA,10000545,VENOGRAM HEPATIC W HEMO S&I,"3,820.00"
KENOSHA,10000546,VENOGRAM HEPATIC WO HEMO S&I,"3,190.00"
KENOSHA,10000547,VENOUS BLOOD SAMPLING S&I,"4,690.00"
KENOSHA,10000548,TRANSCATHETER EMBOLIZATION S&I,"4,070.00"
KENOSHA,10000550,TRANSCATHETER ANGIOGRAPHY F/U,610.00
KENOSHA,10000552,REMOVE CVL DEVICE OBSTRUCTION S&I,915.00
KENOSHA,10000553,REMOVE CVL LUMEN OBSTRUCTION S&I,730.00
KENOSHA,10000570,TRANSCATHETER BIOPSY S&I,"2,720.00"
KENOSHA,10000574,DRAIN CATH CHANGE W/CONTRAST S&I,"1,100.00"
KENOSHA,10000575,GUIDED DRAINAGE S&I,"1,900.00"
KENOSHA,10000581,FLUOROSCOPY UP TO 1 HR,"1,060.00"
KENOSHA,10000582,FLUOROSCOPY OVER 1 HOUR,"1,680.00"
KENOSHA,10000583,XR FOREIGN BODY CHILD SINGLE VIEW,185.00
KENOSHA,10000584,SINOGRAM S&I,638.00
KENOSHA,10000585,RAD EXAM SURGICAL SPEC,302.00
KENOSHA,10000589,3D RENDERING WO POSTPROCESSING,833.00
KENOSHA,10000590,3D RENDERING W/ POSTPROCESSING,"1,000.00"
KENOSHA,10000591,CT LIMITED OR LOCALIZED EXAM,"1,460.00"
KENOSHA,10000594,MR PROCEDURE MISCELLANEOUS,"2,170.00"
KENOSHA,10000595,XR PROCEDURE MISCELLANEOUS,906.00
KENOSHA,10000602,"US, SOFT TISSUE HEAD/NECK",758.00
KENOSHA,10000603,US CHEST,403.00
KENOSHA,10000605,US ABDOMEN COMPLETE,"1,100.00"
KENOSHA,10000606,US ABDOMEN LTD,827.00
KENOSHA,10000607,US RETROPERITONEUM COMPLETE,878.00
KENOSHA,10000608,US RETROPERITONEUM LTD,659.00
KENOSHA,10000609,US RENAL TRANSPLANT,"1,010.00"
KENOSHA,10000610,US SPINAL CORD,618.00
KENOSHA,10000611,US OB < 14 WK SINGLE FETUS,"1,070.00"
KENOSHA,10000612,US OB <14 WK ADDL FETUS,535.00
KENOSHA,10000613,US OB >/=14 WK SINGLE FETUS,"1,230.00"
KENOSHA,10000614,US OB >/=14 WK ADDL FETUS,615.00
KENOSHA,10000615,US OB DETAILED SINGLE FETUS,"1,430.00"
KENOSHA,10000616,US OB DETAILED ADDL FETUS,715.00
KENOSHA,10000619,US OB LIMITED,799.00
KENOSHA,10000620,US OB FOLLOW UP EA FETUS,799.00
KENOSHA,10000621,US OB TRANSVAGINAL,725.00
KENOSHA,10000622,BPP W/NST,"1,100.00"
KENOSHA,10000623,BPP W/O NST,900.00
KENOSHA,10000630,US TRANSVAGINAL,725.00
KENOSHA,10000631,US PELVIS COMPLETE,"1,150.00"
KENOSHA,10000632,US PELVIS LIMITED,748.00
KENOSHA,10000633,US TESTICLES,895.00
KENOSHA,10000634,US PROSTATE VOLUME STUDY,"1,010.00"
KENOSHA,10000636,ULTRASOUND FOR VASCULAR ACCESS,320.00
KENOSHA,10000637,US GUIDED ABLATION MONITORING,640.00
KENOSHA,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
KENOSHA,10000640,US GUIDANCE DX AMNIO S&I,567.00
KENOSHA,10000641,US GUIDANCE RADIOTHERAPY,786.00
KENOSHA,10000642,US GUIDANCE INTRAOPERATIVE,448.00
KENOSHA,10000643,US MISCELLANEOUS,125.00
KENOSHA,10000644,FLUORO GUIDANCE CVL,563.00
KENOSHA,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,563.00
KENOSHA,10000647,FLUORO GUIDANCE SPINE INJECTION,563.00
KENOSHA,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
KENOSHA,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
KENOSHA,10000650,CT GUIDED TISSUE ABLATION,"1,750.00"
KENOSHA,10000651,CT GUIDED FIELD PLACEMENT,"2,420.00"
KENOSHA,10000657,GALACTOGRAM 1 DUCT S&I,480.00
KENOSHA,10000658,GALACTOGRAM > 1 DUCT S&I,552.00
KENOSHA,10000662,BONE AGE STUDY,568.00
KENOSHA,10000663,BONE LENGTH STUDY,673.00
KENOSHA,10000665,BONE SURVEY COMPLETE,"1,360.00"
KENOSHA,10000666,BONE SURVEY INFANT,799.00
KENOSHA,10000667,JOINT SURVEY 1 VIEW 2 OR >JOINTS,526.00
KENOSHA,10000668,DXA AXIAL SKELETON,659.00
KENOSHA,10000669,DXA APPENDICULAR SKELETON,494.00
KENOSHA,10000672,DOSIMETRY BASIC CALCULATION,499.00
KENOSHA,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
KENOSHA,10000679,NM THYROID METS UPTAKE,646.00
KENOSHA,10000680,NM PARATHYROID IMAGING,"1,370.00"
KENOSHA,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
KENOSHA,10000689,NM LIVER IMAGING/SPECT,"2,290.00"
KENOSHA,10000690,NM LIVER IMAGING W FLOW,"2,290.00"
KENOSHA,10000695,NM GASTRIC EMPTYING STUDY,"1,630.00"
KENOSHA,10000696,NM GI BLEED STUDY,"1,560.00"
KENOSHA,10000697,NM BOWEL IMAGING,"1,340.00"
KENOSHA,10000699,NM BONE IMAGING/LTD,"1,330.00"
KENOSHA,10000701,NM BONE IMAGING/WHOLE BODY,"1,990.00"
KENOSHA,10000702,NM BONE IMAGING W FLOW,"2,120.00"
KENOSHA,10000703,NM BONE IMAGING SPECT,"2,120.00"
KENOSHA,10000706,NM MYO PERF SPECT SINGLE,"3,400.00"
KENOSHA,10000707,NM MYO PERF SPECT MULTIPLE,"5,100.00"
KENOSHA,10000712,NM GATED BLOOD POOL IMAGING REST,"1,810.00"
KENOSHA,10000715,NM GATED BLOOD POOL IMAGE SPECT,"2,160.00"
KENOSHA,10000716,NM PULMONARY PERFUSION,"1,490.00"
KENOSHA,10000723,NM BRAIN IMAGING/SPECT,"1,950.00"
KENOSHA,10000724,NM BRAIN METABOLIC EVAL,"6,260.00"
KENOSHA,10000727,NM CISTERNOGRAPHY/PLANAR,"1,570.00"
KENOSHA,10000729,NM CISTERNOGRAPHY/SPECT,"1,610.00"
KENOSHA,10000731,NM RENAL FUNCTION WO DRUG,"2,260.00"
KENOSHA,10000732,NM RENAL FUNCTION W DRUG,"2,460.00"
KENOSHA,10000735,NM TUMOR LOCALIZATION/WB 1 DAY,"1,790.00"
KENOSHA,10000736,NM TUMOR LOCALIZATION/SPECT,"1,790.00"
KENOSHA,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,"2,390.00"
KENOSHA,10000738,NM INFLAMMATION IMAGING/LTD,"1,560.00"
KENOSHA,10000739,NM INFLAMMATION IMAGING/WB,"2,330.00"
KENOSHA,10000740,NM INFLAMMATION IMAGING/SPECT,"1,990.00"
KENOSHA,10000743,NM THERAPY ORAL ADMINISTRATION,805.00
KENOSHA,10000744,NM RADIOPHARMACEUTICAL THERAPY IV,"1,020.00"
KENOSHA,10000745,NM TX MONOCLONAL ANTIBODY,"1,740.00"
