"Data:  10/17-9/18, excludes Rehab, excludes claims having LOS 3X CMS ALOS, excludes DRG's with less than 11 admissions",,,
Facility,DRG,DRG Description,Average Covered Charges
SINAI,377,G.I. HEMORRHAGE W MCC,"58,783"
SINAI,378,G.I. HEMORRHAGE W CC,"38,767"
SINAI,379,G.I. HEMORRHAGE W/O CC/MCC,"20,827"
SINAI,389,G.I. OBSTRUCTION W CC,"26,186"
SINAI,390,G.I. OBSTRUCTION W/O CC/MCC,"19,585"
SINAI,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC","39,237"
SINAI,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC","23,670"
SINAI,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,"28,132"
SINAI,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"53,405"
SINAI,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"47,532"
SINAI,432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"85,565"
SINAI,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"30,712"
SINAI,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"43,774"
SINAI,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"24,959"
SINAI,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"19,878"
SINAI,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,"82,533"
SINAI,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,"92,954"
SINAI,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,"74,205"
SINAI,468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"67,873"
SINAI,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"62,416"
SINAI,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"70,476"
SINAI,552,MEDICAL BACK PROBLEMS W/O MCC,"34,229"
SINAI,554,BONE DISEASES & ARTHROPATHIES W/O MCC,"31,125"
SINAI,580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC","41,401"
SINAI,602,CELLULITIS W MCC,"36,810"
SINAI,603,CELLULITIS W/O MCC,"21,315"
SINAI,620,O.R. PROCEDURES FOR OBESITY W CC,"53,316"
SINAI,621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,"48,697"
SINAI,637,DIABETES W MCC,"28,018"
SINAI,638,DIABETES W CC,"22,806"
SINAI,639,DIABETES W/O CC/MCC,"15,427"
SINAI,640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","25,201"
SINAI,641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","21,405"
SINAI,682,RENAL FAILURE W MCC,"47,305"
SINAI,683,RENAL FAILURE W CC,"27,443"
SINAI,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"39,326"
SINAI,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"27,636"
SINAI,694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"24,858"
SINAI,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"54,529"
SINAI,699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"33,206"
SINAI,742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"49,348"
SINAI,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"37,968"
SINAI,765,CESAREAN SECTION W CC/MCC,"35,256"
SINAI,766,CESAREAN SECTION W/O CC/MCC,"27,793"
SINAI,767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"23,863"
SINAI,770,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","20,899"
SINAI,774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"21,037"
SINAI,775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"16,065"
SINAI,776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"14,278"
SINAI,777,ECTOPIC PREGNANCY,"33,866"
SINAI,778,THREATENED ABORTION,"20,662"
SINAI,779,ABORTION W/O D&C,"17,260"
SINAI,780,FALSE LABOR,"11,677"
SINAI,781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"18,670"
SINAI,782,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,"13,045"
SINAI,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","11,145"
SINAI,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","109,174"
SINAI,791,PREMATURITY W MAJOR PROBLEMS,"46,173"
SINAI,792,PREMATURITY W/O MAJOR PROBLEMS,"20,713"
SINAI,793,FULL TERM NEONATE W MAJOR PROBLEMS,"17,803"
SINAI,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"6,616"
SINAI,795,NORMAL NEWBORN,"4,310"
SINAI,811,RED BLOOD CELL DISORDERS W MCC,"41,112"
SINAI,812,RED BLOOD CELL DISORDERS W/O MCC,"22,672"
SINAI,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"181,651"
SINAI,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"60,042"
SINAI,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"51,634"
SINAI,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"31,044"
SINAI,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"28,273"
SINAI,881,DEPRESSIVE NEUROSES,"21,154"
SINAI,885,PSYCHOSES,"22,354"
SINAI,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","15,981"
SINAI,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"29,050"
SINAI,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"19,845"
SINAI,916,ALLERGIC REACTIONS W/O MCC,"19,748"
SINAI,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"27,634"
SINAI,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"22,788"
SINAI,948,SIGNS & SYMPTOMS W/O MCC,"26,822"
SINAI,974,HIV W MAJOR RELATED CONDITION W MCC,"53,213"
SINAI,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"146,587"
SINAI,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"54,981"
