Facility,CC,CC Description,1/1/19 Fee
HARTFORD,10000177,INSERT GASTROSTOMY TUBE W S&I,"1,500.00"
HARTFORD,10000178,INSERT DUODENUM/J-TUBE W/S&I,"1,700.00"
HARTFORD,10000180,CONVERT TO G-J TUBE W/S&I,"1,310.00"
HARTFORD,10000181,CHANGE TUBE GASTRO/CECUM W/S&I,974.00
HARTFORD,10000182,CHANGE TUBE SM BOWEL W/S&I,944.00
HARTFORD,10000183,CHANGE G-J TUBE W/S&I,675.00
HARTFORD,10000184,CLEAR OBSTRUCTED GI TUBE W/S&I,953.00
HARTFORD,10000185,INJECTIONS GI TUBE EVAL W/S&I,935.00
HARTFORD,10000187,BX OMENTUM NEEDLE,"5,020.00"
HARTFORD,10000191,CHANGE URETERAL STENT S&I,"3,380.00"
HARTFORD,10000192,REMOVE URETERAL STENT S&I,990.00
HARTFORD,10000194,REMOVE NEPHROSTOMY TUBE/FLUORO,887.00
HARTFORD,10000195,ASPIRATE RENAL CYST/PELVIS,"1,610.00"
HARTFORD,10000199,CHANGE URETEROSTOMY TUBE,"1,800.00"
HARTFORD,10000201,BLADDER ASPIRATION,206.00
HARTFORD,10000203,INJECT CYSTOGRAM,575.00
HARTFORD,10000204,INJECT URETHROGRAM RETROGRADE,643.00
HARTFORD,10000205,BLADDER IRRIGATE OR INSTALLATION,376.00
HARTFORD,10000206,STRAIGHT CATH,178.00
HARTFORD,10000207,FOLEY CATH INSERTION,308.00
HARTFORD,10000208,BLADDER CATH COMPLEX,470.00
HARTFORD,10000209,CYSTOSTOMY TUBE CHANGE,305.00
HARTFORD,10000210,BLADDER SCAN-RESIDUAL URINE,176.00
HARTFORD,10000211,URINARY PROCEDURE MISC,"2,260.00"
HARTFORD,10000212,CIRCUMCISION,200.00
HARTFORD,10000216,HYSTEROSALPINGOGRAM INJECT,967.00
HARTFORD,10000220,TUBAL LIGATION POST PARTUM,"1,390.00"
HARTFORD,10000221,TUBAL LIGATION WITH C-SECTION,515.00
HARTFORD,10000223,"AMNIOCENTESIS, DIAGNOSTIC",391.00
HARTFORD,10000226,FETAL CONTRACTION STRESS TEST,722.00
HARTFORD,10000233,VAGINAL DELIVERY ONLY,"1,830.00"
HARTFORD,10000235,DELIVERY PLACENTA,950.00
HARTFORD,10000238,BX THYROID NEEDLE,717.00
HARTFORD,10000241,CERVICAL PUNCTURE W/INJECTION,"1,260.00"
HARTFORD,10000251,LUMBAR PUNCTURE DIAGNOSTIC,956.00
HARTFORD,10000252,EPIDURAL BLOOD OR CLOT PATCH,"1,450.00"
HARTFORD,10000253,INJECT FOR MYELOGRAM or CT LUMBAR,431.00
HARTFORD,10000258,EPIDURAL INJ 1ST LEVEL W/ IMAGING,"2,480.00"
HARTFORD,10000259,INJECT NERVE OCCIPITAL,718.00
HARTFORD,10000261,NERVE BLOCK CELIAC PLEXUS,"1,950.00"
HARTFORD,10000262,NEUROLYSIS TRIGEMNAL NERVE 2&3 BRANCH,"2,810.00"
HARTFORD,10000266,FB CORNEA NO SLIT,330.00
HARTFORD,10000267,FB CORNEA W/SLIT,330.00
HARTFORD,10000269,FB REMOVAL EAR,130.00
HARTFORD,10000270,REMOVE EAR WAX W/INSTRUMENT UNILAT,100.00
HARTFORD,10000272,CISTERNOGRAM S&I,"1,390.00"
HARTFORD,10000273,XR EYE FOREIGN BODY,202.00
HARTFORD,10000274,XR MANDIBLE PARTIAL,454.00
HARTFORD,10000275,XR MANDIBLE COMPLETE,678.00
HARTFORD,10000276,XR FACIAL BONES < 3 VIEW,410.00
HARTFORD,10000277,XR FACIAL BONES COMPLETE,612.00
HARTFORD,10000278,XR NASAL BONES,575.00
HARTFORD,10000279,XR EYE DACROCYSTOGRAM S&I,673.00
HARTFORD,10000280,XR ORBITS MINIMUM 4 VIEWS,494.00
HARTFORD,10000281,XR SINUSES < 3 VIEW,440.00
HARTFORD,10000282,XR SINUSES COMPLETE,657.00
HARTFORD,10000283,XR SKULL < 4 VIEW,425.00
HARTFORD,10000284,XR SKULL COMPLETE,635.00
HARTFORD,10000290,XR NECK SOFT TISSUES,409.00
HARTFORD,10000292,XR SIALOGRAM S&I,960.00
HARTFORD,10000293,CT HEAD W/O DYE,"2,900.00"
HARTFORD,10000294,CT HEAD W/DYE,"3,100.00"
HARTFORD,10000295,CT HEAD W/WO DYE,"4,550.00"
HARTFORD,10000296,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE,"2,900.00"
HARTFORD,10000297,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE,"3,100.00"
HARTFORD,10000298,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO  DYE,"4,550.00"
HARTFORD,10000299,CT MAXILLIOFACIAL W/O DYE,"2,900.00"
HARTFORD,10000303,CT MAXILLIOFACIAL W/DYE,"3,100.00"
HARTFORD,10000304,CT MAXILLIOFACL W/WO DYE,"4,550.00"
HARTFORD,10000305,CT NECK W/O DYE,"2,900.00"
HARTFORD,10000306,CT NECK W/DYE,"3,100.00"
HARTFORD,10000307,CT NECK W/WO DYE,"4,550.00"
HARTFORD,10000308,CT ANGIO HEAD,"3,520.00"
HARTFORD,10000309,CT ANGIO NECK,"3,520.00"
HARTFORD,10000310,MR ORBIT/FACE/NECK W/O DYE,"3,660.00"
HARTFORD,10000311,MR ORBIT/FACE/NECK W/DYE,"3,860.00"
HARTFORD,10000312,MR ORBIT/FACE/NECK W/WO DYE,"5,690.00"
HARTFORD,10000313,MRA HEAD W/O DYE,"3,660.00"
HARTFORD,10000314,MRA HEAD W/DYE,"3,860.00"
HARTFORD,10000315,MRA HEAD W/WO DYE,"5,690.00"
HARTFORD,10000316,MRA NECK W/O DYE,"3,660.00"
HARTFORD,10000317,MRA NECK W/DYE,"3,860.00"
HARTFORD,10000318,MRA NECK W/WO DYE,"5,690.00"
HARTFORD,10000319,MR BRAIN W/O DYE,"3,660.00"
HARTFORD,10000320,MR BRAIN W/DYE,"3,860.00"
HARTFORD,10000321,MR BRAIN W/WO DYE,"5,690.00"
HARTFORD,10000324,XR CHEST 1 VIEW,333.00
HARTFORD,10000325,XR CHEST 2 VIEWS,400.00
HARTFORD,10000326,XR CHEST 3 VIEWS,500.00
HARTFORD,10000328,XR CHEST 4 + VIEWS,566.00
HARTFORD,10000331,XR RIBS BILATERAL 3 VIEW,311.00
HARTFORD,10000332,XR RIBS W/CHEST BILATERAL 4 VIEW,362.00
HARTFORD,10000333,XR STERNUM 2 VIEW,447.00
HARTFORD,10000334,XR STERNOCLAVICULAR JOINT 3 VIEW,402.00
HARTFORD,10000335,CT CHEST W/O DYE,"2,900.00"
HARTFORD,10000336,CT CHEST W/DYE,"3,100.00"
HARTFORD,10000337,CT CHEST W/WO DYE,"4,550.00"
HARTFORD,10000338,CT ANGIO CHEST,"3,520.00"
HARTFORD,10000339,MR CHEST W/O DYE,"3,660.00"
HARTFORD,10000341,MR CHEST W/WO DYE,"5,690.00"
HARTFORD,10000343,XR SPINE ANY LEVEL 1 VIEW,494.00
HARTFORD,10000344,XR CERVICAL SPINE 2-3 VIEWS,593.00
HARTFORD,10000345,XR CERVICAL SPINE 4-5 VIEWS,865.00
HARTFORD,10000346,XR CERVICAL SPINE 6 VIEWS >,988.00
HARTFORD,10000348,XR THORACIC SPINE 2 VIEW,593.00
HARTFORD,10000349,XR THORACIC SPINE 3 VIEW,682.00
HARTFORD,10000350,XR THORACIC SPINE 4 VIEW,771.00
HARTFORD,10000351,XR THORACOLUMBAR SPINE 2 VIEW,644.00
HARTFORD,10000353,XR LUMBAR SPINE 2 OR 3 VIEW,641.00
HARTFORD,10000354,XR LUMBAR SPINE 4 VIEW MIN,897.00
HARTFORD,10000355,XR L SPINE BENDING 6 VIEW OR >,840.00
HARTFORD,10000356,XR L SPINE BENDING VIEW 2 TO 3,600.00
HARTFORD,10000357,CT C SPINE W/O DYE,"2,900.00"
HARTFORD,10000358,CT C SPINE W/DYE,"3,100.00"
HARTFORD,10000360,CT T SPINE W/O DYE,"2,900.00"
HARTFORD,10000361,CT T SPINE W/DYE,"3,100.00"
HARTFORD,10000362,CT T SPINE W/WO DYE,"4,550.00"
HARTFORD,10000363,CT L SPINE W/O DYE,"2,900.00"
HARTFORD,10000364,CT L SPINE W/DYE,"3,100.00"
HARTFORD,10000365,CT L SPINE W/WO DYE,"4,550.00"
HARTFORD,10000366,MR C SPINE W/O DYE,"3,660.00"
HARTFORD,10000367,MR C SPINE W/DYE,"3,860.00"
HARTFORD,10000368,MR T SPINE WO DYE,"3,660.00"
HARTFORD,10000369,MR T SPINE W/DYE,"3,860.00"
HARTFORD,10000370,MR L SPINE WO DYE,"3,660.00"
HARTFORD,10000371,MR L SPINE W DYE,"3,860.00"
HARTFORD,10000372,MR C SPINE W/WO DYE,"5,690.00"
HARTFORD,10000373,MR T SPINE W/WO DYE,"5,690.00"
HARTFORD,10000374,MR L SPINE W/WO DYE,"5,690.00"
HARTFORD,10000376,XR PELVIS 1 OR 2 VIEW,493.00
HARTFORD,10000377,XR PELVIS COMPLETE 3 VIEW MIN,666.00
HARTFORD,10000378,CT ANGIO PELVIS,"3,520.00"
HARTFORD,10000379,CT PELVIS W/O DYE,"2,900.00"
HARTFORD,10000380,CT PELVIS W/DYE,"3,100.00"
HARTFORD,10000381,CT PELVIS W/WO DYE,"4,550.00"
HARTFORD,10000382,MR PELVIS W/O DYE,"3,660.00"
HARTFORD,10000383,MR PELVIS W/DYE,"3,860.00"
HARTFORD,10000384,MR PELVIS W/WO DYE,"5,690.00"
HARTFORD,10000386,XR SACROILIAC JOINTS 3 VIEW MIN,485.00
HARTFORD,10000387,XR SACRUM & COCCYX 2 VIEW MIN,305.00
HARTFORD,10000388,MYELOGRAM CERVICAL S&I,"1,910.00"
HARTFORD,10000389,MYELOGRAM THORACIC S&I,"1,910.00"
HARTFORD,10000390,MYELOGRAM LUMBAR S&I,"1,910.00"
HARTFORD,10000392,EPIDUROGRAPHY S&I,861.00
HARTFORD,10000393,DISKOGRAM C/T EACH LEVEL S&I,"2,950.00"
HARTFORD,10000395,DISKOGRAM L/S EA LEVEL S&I,"2,950.00"
HARTFORD,10000397,XR SCAPULA COMPLETE,439.00
HARTFORD,10000400,XR SHOULDER ARTHROGRAM S&I,"1,470.00"
HARTFORD,10000401,XR AC JOINTS BILATERAL,450.00
HARTFORD,10000413,XR FINGER(S) 2 VIEW MINIMUM,414.00
HARTFORD,10000425,XR HIP ARTHROGRAM S&I,"1,470.00"
HARTFORD,10000432,XR KNEES STANDING AP BILATERAL,384.00
HARTFORD,10000433,XR KNEE ARTHROGRAM S&I,"1,470.00"
HARTFORD,10000436,XR ANKLE 2 VIEW,461.00
HARTFORD,10000437,XR ANKLE COMPLETE,553.00
HARTFORD,10000442,XR TOE(S) 2 VIEW MIN,461.00
HARTFORD,10000453,XR ABDOMEN 1 VIEW,444.00
HARTFORD,10000454,XR ABDOMEN 2 VIEWS,555.00
HARTFORD,10000455,XR ABDOMEN 3 OR MORE VIEWS,666.00
HARTFORD,10000456,"XR ABDOMEN, ACUTE SERIES",777.00
HARTFORD,10000457,CT ABDOMEN W/O DYE,"2,900.00"
HARTFORD,10000458,CT ABDOMEN W/DYE,"3,100.00"
HARTFORD,10000459,CT ABDOMEN W/WO DYE,"4,550.00"
HARTFORD,10000460,CT ANGIO ABDOMEN,"3,520.00"
HARTFORD,10000461,MR ABDOMEN W/O DYE,"3,660.00"
HARTFORD,10000462,MR ABDOMEN W/DYE,"3,860.00"
HARTFORD,10000463,MR ABDOMEN W/WO DYE,"5,690.00"
HARTFORD,10000464,XR ESOPHAGRAM,980.00
HARTFORD,10000465,XR SWALLOWING FUNCTION W/VIDEO,536.00
HARTFORD,10000466,XR UPPER GI W/O KUB,852.00
HARTFORD,10000467,XR UPPER GI W/KUB,"1,070.00"
HARTFORD,10000468,XR UPPER GI W SMALL BOWEL,"1,290.00"
HARTFORD,10000469,XR UPPER GI W/CONTRAST W/O KUB,940.00
HARTFORD,10000470,XR UPPER GI W/CONTRAST W/KUB,"1,170.00"
HARTFORD,10000471,XR UPPER GI W/CONTRAST & SM BOWEL,"1,410.00"
HARTFORD,10000472,XR SMALL BOWEL SERIES,800.00
HARTFORD,10000476,XR COLON BARIUM ENEMA,716.00
HARTFORD,10000477,XR COLON DOUBLE CONTRAST,930.00
HARTFORD,10000478,ENEMA THERAPEUTIC AIR/CONTRAST,486.00
HARTFORD,10000479,XR CHOLANGIOGRAM INTRAOP S&I,983.00
HARTFORD,10000484,ERCP BILE DUCT S&I,742.00
HARTFORD,10000485,ERCP PANCREATIC DUCT S&I,742.00
HARTFORD,10000486,ERCP BILE & PANCREAS DUCT S&I,925.00
HARTFORD,10000487,INSERT LONG FEEDING TUBE S&I,481.00
HARTFORD,10000488,DILATION BILIARY DUCT W/WO STENT S&I,"1,690.00"
HARTFORD,10000492,XR UROGRAPHY RETROGRADE,"1,010.00"
HARTFORD,10000493,XR UROGRAPHY ANTEGRADE S&I,857.00
HARTFORD,10000494,XR CYSTOGRAM 3 VIEW MIN S&I,775.00
HARTFORD,10000495,XR URETHROGRAM RETROGRADE S&I,785.00
HARTFORD,10000496,XR CYSTOGRAM VOIDING S&I,"1,050.00"
HARTFORD,10000498,DILATION NEPHROSTOMY/URETERS S&I,"2,100.00"
HARTFORD,10000500,XR HYSTEROSALPINGOGRAM S&I,900.00
HARTFORD,10000505,CT HEART W/O DYE CA+EVAL,14.00
HARTFORD,10000508,CT HEART VESSEL W/CONTRAST,"2,600.00"
HARTFORD,10000509,ANGIO THORACIC S&I,"3,490.00"
HARTFORD,10000510,ANGIO ABDOMEN S&I,"4,010.00"
HARTFORD,10000511,ANGIO ABD/BILAT ILIOFEM S&I,"4,180.00"
HARTFORD,10000512,HB CHB TA ABD AORTA/ILIOFEMORAL,"3,520.00"
HARTFORD,10000522,ANGIO SPINAL SELECTIVE S&I,"5,420.00"
HARTFORD,10000523,ANGIO EXTREMITY UNILATERAL S&I,"5,040.00"
HARTFORD,10000524,ANGIO EXTREMITY BILATERAL S&I,"6,300.00"
HARTFORD,10000527,ANGIO VISCERAL SELECTIVE S&I,"4,970.00"
HARTFORD,10000530,ANGIO PULMONARY SELECTIVE UNILAT S&I,"2,490.00"
HARTFORD,10000533,ANGIO SELECT EA ADD VESSEL S&I,"2,710.00"
HARTFORD,10000536,VENOGRAM EXTREMITY UNILAT S&I,"1,590.00"
HARTFORD,10000537,VENOGRAM EXTREMITY BILAT S&I,"2,380.00"
HARTFORD,10000538,VENOGRAM IVC S&I,"3,180.00"
HARTFORD,10000539,VENOGRAM SVC S&I,"3,180.00"
HARTFORD,10000543,VENOGRAM LIVER W/EVAL S&I,"3,590.00"
HARTFORD,10000544,VENOGRAM LIVER W/O EVAL S&I,"2,390.00"
HARTFORD,10000545,VENOGRAM HEPATIC W HEMO S&I,"3,820.00"
HARTFORD,10000546,VENOGRAM HEPATIC WO HEMO S&I,"3,190.00"
HARTFORD,10000548,TRANSCATHETER EMBOLIZATION S&I,"4,330.00"
HARTFORD,10000550,TRANSCATHETER ANGIOGRAPHY F/U,610.00
HARTFORD,10000570,TRANSCATHETER BIOPSY S&I,"2,720.00"
HARTFORD,10000574,DRAIN CATH CHANGE W/CONTRAST S&I,"1,100.00"
HARTFORD,10000575,GUIDED DRAINAGE S&I,"1,900.00"
HARTFORD,10000581,FLUOROSCOPY UP TO 1 HR,584.00
HARTFORD,10000582,FLUOROSCOPY OVER 1 HOUR,932.00
HARTFORD,10000583,XR FOREIGN BODY CHILD SINGLE VIEW,185.00
HARTFORD,10000584,SINOGRAM S&I,638.00
HARTFORD,10000585,RAD EXAM SURGICAL SPEC,605.00
HARTFORD,10000589,3D RENDERING WO POSTPROCESSING,969.00
HARTFORD,10000590,3D RENDERING W/ POSTPROCESSING,"1,160.00"
HARTFORD,10000591,CT LIMITED OR LOCALIZED EXAM,"1,460.00"
HARTFORD,10000594,MR PROCEDURE MISCELLANEOUS,"2,170.00"
HARTFORD,10000595,XR PROCEDURE MISCELLANEOUS,906.00
HARTFORD,10000602,"US, SOFT TISSUE HEAD/NECK",957.00
HARTFORD,10000603,US CHEST,794.00
HARTFORD,10000605,US ABDOMEN COMPLETE,"1,190.00"
HARTFORD,10000606,US ABDOMEN LTD,889.00
HARTFORD,10000607,US RETROPERITONEUM COMPLETE,"1,100.00"
HARTFORD,10000608,US RETROPERITONEUM LTD,825.00
HARTFORD,10000609,US RENAL TRANSPLANT,"1,010.00"
HARTFORD,10000610,US SPINAL CORD,618.00
HARTFORD,10000611,US OB < 14 WK SINGLE FETUS,930.00
HARTFORD,10000612,US OB <14 WK ADDL FETUS,465.00
HARTFORD,10000613,US OB >/=14 WK SINGLE FETUS,"1,070.00"
HARTFORD,10000614,US OB >/=14 WK ADDL FETUS,535.00
HARTFORD,10000615,US OB DETAILED SINGLE FETUS,"1,360.00"
HARTFORD,10000619,US OB LIMITED,698.00
HARTFORD,10000620,US OB FOLLOW UP EA FETUS,698.00
HARTFORD,10000621,US OB TRANSVAGINAL,464.00
HARTFORD,10000622,BPP W/NST,934.00
HARTFORD,10000623,BPP W/O NST,734.00
HARTFORD,10000630,US TRANSVAGINAL,464.00
HARTFORD,10000631,US PELVIS COMPLETE,"1,130.00"
HARTFORD,10000632,US PELVIS LIMITED,735.00
HARTFORD,10000633,US TESTICLES,"1,220.00"
HARTFORD,10000636,ULTRASOUND FOR VASCULAR ACCESS,269.00
HARTFORD,10000637,US GUIDED ABLATION MONITORING,640.00
HARTFORD,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
HARTFORD,10000640,US GUIDANCE DX AMNIO S&I,567.00
HARTFORD,10000642,US GUIDANCE INTRAOPERATIVE,448.00
HARTFORD,10000643,US MISCELLANEOUS,125.00
HARTFORD,10000644,FLUORO GUIDANCE CVL,704.00
HARTFORD,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,704.00
HARTFORD,10000647,FLUORO GUIDANCE SPINE INJECTION,704.00
HARTFORD,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
HARTFORD,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
HARTFORD,10000662,BONE AGE STUDY,568.00
HARTFORD,10000663,BONE LENGTH STUDY,673.00
HARTFORD,10000665,BONE SURVEY COMPLETE,"1,360.00"
HARTFORD,10000666,BONE SURVEY INFANT,799.00
HARTFORD,10000667,JOINT SURVEY 1 VIEW 2 OR >JOINTS,526.00
HARTFORD,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
HARTFORD,10000680,NM PARATHYROID IMAGING,"1,370.00"
HARTFORD,10000681,NM BONE MARROW IMAGING/LTD,"1,170.00"
HARTFORD,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
HARTFORD,10000689,NM LIVER IMAGING/SPECT,"2,290.00"
HARTFORD,10000695,NM GASTRIC EMPTYING STUDY,"2,230.00"
HARTFORD,10000696,NM GI BLEED STUDY,"1,560.00"
HARTFORD,10000697,NM BOWEL IMAGING,"1,340.00"
HARTFORD,10000699,NM BONE IMAGING/LTD,"1,820.00"
HARTFORD,10000700,NM BONE IMAGING/MULTI,"2,100.00"
HARTFORD,10000701,NM BONE IMAGING/WHOLE BODY,"2,730.00"
HARTFORD,10000702,NM BONE IMAGING W FLOW,"2,930.00"
HARTFORD,10000703,NM BONE IMAGING SPECT,"2,930.00"
HARTFORD,10000705,NM VASCULAR FLOW IMAGING,652.00
HARTFORD,10000706,NM MYO PERF SPECT SINGLE,"3,600.00"
HARTFORD,10000707,NM MYO PERF SPECT MULTIPLE,"5,400.00"
HARTFORD,10000709,NM MYO PERF PLANAR MULTIPLE,"4,130.00"
HARTFORD,10000712,NM GATED BLOOD POOL IMAGING REST,"1,810.00"
HARTFORD,10000715,NM GATED BLOOD POOL IMAGE SPECT,"2,160.00"
HARTFORD,10000716,NM PULMONARY PERFUSION,"1,490.00"
HARTFORD,10000722,NM BRAIN IMAGING W FLOW,"1,570.00"
HARTFORD,10000723,NM BRAIN IMAGING/SPECT,"1,730.00"
HARTFORD,10000727,NM CISTERNOGRAPHY/PLANAR,"1,570.00"
HARTFORD,10000731,NM RENAL FUNCTION WO DRUG,"2,260.00"
HARTFORD,10000732,NM RENAL FUNCTION W DRUG,"2,460.00"
HARTFORD,10000733,NM RENAL FUNCTION WWO DRUG,"3,590.00"
HARTFORD,10000734,NM TUMOR LOCALIZATION/LTD,"1,190.00"
HARTFORD,10000735,NM TUMOR LOCALIZATION/WB 1 DAY,"1,790.00"
HARTFORD,10000736,NM TUMOR LOCALIZATION/SPECT,"1,790.00"
HARTFORD,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,"2,390.00"
HARTFORD,10000738,NM INFLAMMATION IMAGING/LTD,"1,560.00"
HARTFORD,10000739,NM INFLAMMATION IMAGING/WB,"2,330.00"
HARTFORD,10000740,NM INFLAMMATION IMAGING/SPECT,"1,990.00"
HARTFORD,10000743,NM THERAPY ORAL ADMINISTRATION,805.00
HARTFORD,10000747,POC URINE DIPSTICK W/O MICRO,36.00
HARTFORD,10000748,URINALYSIS SCREEN MANUAL,26.00
HARTFORD,10000749,POC URINALYSIS AUTO W/O MICRO,69.00
HARTFORD,10000750,URINALYSIS AUTO W/O MICRO,69.00
HARTFORD,10000751,URINE MICROSCOPIC,37.00
HARTFORD,10000753,POC-URINE DIPSTICK PREGNANCY,88.00
HARTFORD,10000754,URINE DIPSTICK PREGNANCY,126.00
HARTFORD,10000756,"URINE TIMED VOLUME, EACH",21.00
HARTFORD,10000757,ACETAMINOPHIN,279.00
HARTFORD,10000759,ACETONE SERUM QUANTITATIVE,74.00
HARTFORD,10000761,ACYLCARNITINE QUANTITATIVE,378.00
HARTFORD,10000762,NEWBORN FATTY ACID OXIDATION,20.00
HARTFORD,10000763,ACTH,370.00
HARTFORD,10000764,"ALBUMIN, SERUM",74.00
HARTFORD,10000765,ALBUMIN OTHER SOURCE EACH SPECIMEN,74.00
HARTFORD,10000766,MICROALBUMIN URINE,121.00
HARTFORD,10000767,MICROALBUMIN URINE 24 HR,121.00
HARTFORD,10000769,ALCOHOL SCREEN (ETHANOL),193.00
HARTFORD,10000770,ALDOLASE,111.00
HARTFORD,10000771,ALDOSTERONE,232.00
HARTFORD,10000774,ALPHA-1 ANTITRYPSIN,174.00
HARTFORD,10000775,ALPHA-1 ANTITRYPSIN PHENOTYPE,174.00
HARTFORD,10000776,"AFP, MATERNAL SCREEN",92.00
HARTFORD,10000777,"AFP, TUMOR MARKER",184.00
HARTFORD,10000779,ALUMINUM,164.00
HARTFORD,10000781,AMINO ACIDS QUANTITATIVE SNGL,96.00
HARTFORD,10000782,AMINOLEVULINIC ACID,106.00
HARTFORD,10000783,AMINO ACIDS QUANTITATIVE 6/>,372.00
HARTFORD,10000784,AMMONIA,141.00
HARTFORD,10000785,SRDP AMMONIA URINE,118.00
HARTFORD,10000787,AMYLASE,112.00
HARTFORD,10000789,"AMYLASE, URINE",112.00
HARTFORD,10000791,ANDROSTENEDIONE,180.00
HARTFORD,10000793,ANGIOTENSIN CONVERTING ENZYME,149.00
HARTFORD,10000794,APOLIPOPROTEIN A,73.00
HARTFORD,10000795,APOLIPOPROTEIN B,73.00
HARTFORD,10000796,ARSENIC,112.00
HARTFORD,10000797,"ARSENIC, URINE",112.00
HARTFORD,10000798,VITAMIN C,111.00
HARTFORD,10000799,"BARBITURATES, GC/MS",160.00
HARTFORD,10000800,PENTOBARBITAL,160.00
HARTFORD,10000801,BETA-2 MICROGLOBULIN,125.00
HARTFORD,10000802,BETA-2 MICROGLOBULIN URINE,125.00
HARTFORD,10000803,"BILE ACIDS, TOTAL",88.00
HARTFORD,10000804,BILIRUBIN TOTAL,97.00
