Facility,CC,CC Description,1/1/19 Fee
BURLINGTON,10000498,DILATION NEPHROSTOMY/URETERS S&I,"2,100.00"
BURLINGTON,10000500,XR HYSTEROSALPINGOGRAM S&I,900.00
BURLINGTON,10000505,CT HEART W/O DYE CA+EVAL,14.00
BURLINGTON,10000509,ANGIO THORACIC S&I,"2,130.00"
BURLINGTON,10000510,ANGIO ABDOMEN S&I,"2,460.00"
BURLINGTON,10000511,ANGIO ABD/BILAT ILIOFEM S&I,"2,570.00"
BURLINGTON,10000512,HB CHB TA ABD AORTA/ILIOFEMORAL,"2,940.00"
BURLINGTON,10000522,ANGIO SPINAL SELECTIVE S&I,"2,150.00"
BURLINGTON,10000523,ANGIO EXTREMITY UNILATERAL S&I,"1,940.00"
BURLINGTON,10000524,ANGIO EXTREMITY BILATERAL S&I,"2,430.00"
BURLINGTON,10000527,ANGIO VISCERAL SELECTIVE S&I,"1,960.00"
BURLINGTON,10000529,ANGIO PELVIC SELECTIVE S&I,"1,790.00"
BURLINGTON,10000531,ANGIO PULMONARY SELECTIVE BILAT S&I,"3,740.00"
BURLINGTON,10000533,ANGIO SELECT EA ADD VESSEL S&I,"1,080.00"
BURLINGTON,10000536,VENOGRAM EXTREMITY UNILAT S&I,"1,590.00"
BURLINGTON,10000537,VENOGRAM EXTREMITY BILAT S&I,"2,380.00"
BURLINGTON,10000538,VENOGRAM IVC S&I,"3,180.00"
BURLINGTON,10000539,VENOGRAM SVC S&I,"3,180.00"
BURLINGTON,10000540,VENOGRAM RENAL SELECTIVE BILAT S&I,"4,770.00"
BURLINGTON,10000541,VENOGRAM ADRENAL SELECTIVE BILAT S&I,"5,980.00"
BURLINGTON,10000542,VENOGRAM SINUS/JUGULAR S&I,"2,010.00"
BURLINGTON,10000543,VENOGRAM LIVER W/EVAL S&I,"3,590.00"
BURLINGTON,10000545,VENOGRAM HEPATIC W HEMO S&I,"3,820.00"
BURLINGTON,10000546,VENOGRAM HEPATIC WO HEMO S&I,"3,190.00"
BURLINGTON,10000547,VENOUS BLOOD SAMPLING S&I,"4,690.00"
BURLINGTON,10000548,TRANSCATHETER EMBOLIZATION S&I,"2,800.00"
BURLINGTON,10000550,TRANSCATHETER ANGIOGRAPHY F/U,610.00
BURLINGTON,10000552,REMOVE CVL DEVICE OBSTRUCTION S&I,915.00
BURLINGTON,10000570,TRANSCATHETER BIOPSY S&I,"2,720.00"
BURLINGTON,10000574,DRAIN CATH CHANGE W/CONTRAST S&I,"1,100.00"
BURLINGTON,10000575,GUIDED DRAINAGE S&I,"1,900.00"
BURLINGTON,10000581,FLUOROSCOPY UP TO 1 HR,"1,000.00"
BURLINGTON,10000582,FLUOROSCOPY OVER 1 HOUR,"1,610.00"
BURLINGTON,10000583,XR FOREIGN BODY CHILD SINGLE VIEW,185.00
BURLINGTON,10000584,SINOGRAM S&I,638.00
BURLINGTON,10000585,RAD EXAM SURGICAL SPEC,230.00
BURLINGTON,10000589,3D RENDERING WO POSTPROCESSING,833.00
BURLINGTON,10000590,3D RENDERING W/ POSTPROCESSING,"1,000.00"
BURLINGTON,10000591,CT LIMITED OR LOCALIZED EXAM,"1,460.00"
BURLINGTON,10000593,CT PROCEDURE MISCELLANEOUS,"2,440.00"
BURLINGTON,10000595,XR PROCEDURE MISCELLANEOUS,906.00
BURLINGTON,10000602,"US, SOFT TISSUE HEAD/NECK",669.00
BURLINGTON,10000603,US CHEST,383.00
BURLINGTON,10000605,US ABDOMEN COMPLETE,868.00
BURLINGTON,10000606,US ABDOMEN LTD,651.00
BURLINGTON,10000607,US RETROPERITONEUM COMPLETE,782.00
BURLINGTON,10000608,US RETROPERITONEUM LTD,587.00
BURLINGTON,10000609,US RENAL TRANSPLANT,"1,010.00"
BURLINGTON,10000611,US OB < 14 WK SINGLE FETUS,"1,020.00"
BURLINGTON,10000612,US OB <14 WK ADDL FETUS,510.00
BURLINGTON,10000613,US OB >/=14 WK SINGLE FETUS,"1,180.00"
BURLINGTON,10000614,US OB >/=14 WK ADDL FETUS,590.00
BURLINGTON,10000615,US OB DETAILED SINGLE FETUS,"1,430.00"
BURLINGTON,10000616,US OB DETAILED ADDL FETUS,715.00
BURLINGTON,10000619,US OB LIMITED,763.00
BURLINGTON,10000620,US OB FOLLOW UP EA FETUS,763.00
BURLINGTON,10000621,US OB TRANSVAGINAL,757.00
BURLINGTON,10000622,BPP W/NST,"1,100.00"
BURLINGTON,10000623,BPP W/O NST,900.00
BURLINGTON,10000630,US TRANSVAGINAL,757.00
BURLINGTON,10000631,US PELVIS COMPLETE,"1,040.00"
BURLINGTON,10000632,US PELVIS LIMITED,676.00
BURLINGTON,10000633,US TESTICLES,787.00
BURLINGTON,10000634,US PROSTATE VOLUME STUDY,"1,010.00"
BURLINGTON,10000636,ULTRASOUND FOR VASCULAR ACCESS,782.00
BURLINGTON,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
BURLINGTON,10000640,US GUIDANCE DX AMNIO S&I,567.00
BURLINGTON,10000644,FLUORO GUIDANCE CVL,620.00
BURLINGTON,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,620.00
BURLINGTON,10000647,FLUORO GUIDANCE SPINE INJECTION,620.00
BURLINGTON,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
BURLINGTON,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
BURLINGTON,10000650,CT GUIDED TISSUE ABLATION,"1,750.00"
BURLINGTON,10000657,GALACTOGRAM 1 DUCT S&I,480.00
BURLINGTON,10000662,BONE AGE STUDY,568.00
BURLINGTON,10000663,BONE LENGTH STUDY,673.00
BURLINGTON,10000665,BONE SURVEY COMPLETE,"1,360.00"
BURLINGTON,10000666,BONE SURVEY INFANT,799.00
BURLINGTON,10000668,DXA AXIAL SKELETON,606.00
BURLINGTON,10000669,DXA APPENDICULAR SKELETON,455.00
BURLINGTON,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
BURLINGTON,10000679,NM THYROID METS UPTAKE,646.00
BURLINGTON,10000680,NM PARATHYROID IMAGING,"1,370.00"
BURLINGTON,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
BURLINGTON,10000695,NM GASTRIC EMPTYING STUDY,"1,510.00"
BURLINGTON,10000696,NM GI BLEED STUDY,"1,560.00"
BURLINGTON,10000697,NM BOWEL IMAGING,"1,340.00"
BURLINGTON,10000699,NM BONE IMAGING/LTD,977.00
BURLINGTON,10000701,NM BONE IMAGING/WHOLE BODY,"1,470.00"
BURLINGTON,10000702,NM BONE IMAGING W FLOW,"1,560.00"
BURLINGTON,10000703,NM BONE IMAGING SPECT,"1,560.00"
BURLINGTON,10000705,NM VASCULAR FLOW IMAGING,652.00
BURLINGTON,10000706,NM MYO PERF SPECT SINGLE,"3,340.00"
BURLINGTON,10000707,NM MYO PERF SPECT MULTIPLE,"5,010.00"
BURLINGTON,10000709,NM MYO PERF PLANAR MULTIPLE,"4,130.00"
BURLINGTON,10000712,NM GATED BLOOD POOL IMAGING REST,"1,810.00"
BURLINGTON,10000716,NM PULMONARY PERFUSION,"1,490.00"
BURLINGTON,10000723,NM BRAIN IMAGING/SPECT,"1,950.00"
BURLINGTON,10000724,NM BRAIN METABOLIC EVAL,"6,260.00"
BURLINGTON,10000727,NM CISTERNOGRAPHY/PLANAR,"1,570.00"
BURLINGTON,10000731,NM RENAL FUNCTION WO DRUG,"2,260.00"
BURLINGTON,10000732,NM RENAL FUNCTION W DRUG,"2,460.00"
BURLINGTON,10000735,NM TUMOR LOCALIZATION/WB 1 DAY,"1,790.00"
BURLINGTON,10000736,NM TUMOR LOCALIZATION/SPECT,"1,790.00"
BURLINGTON,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,"2,390.00"
BURLINGTON,10000738,NM INFLAMMATION IMAGING/LTD,"1,560.00"
BURLINGTON,10000739,NM INFLAMMATION IMAGING/WB,"2,330.00"
BURLINGTON,10000740,NM INFLAMMATION IMAGING/SPECT,"1,990.00"
BURLINGTON,10000743,NM THERAPY ORAL ADMINISTRATION,805.00
BURLINGTON,10000744,NM RADIOPHARMACEUTICAL THERAPY IV,"1,020.00"
BURLINGTON,10000747,POC URINE DIPSTICK W/O MICRO,36.00
BURLINGTON,10000748,URINALYSIS SCREEN MANUAL,26.00
BURLINGTON,10000749,POC URINALYSIS AUTO W/O MICRO,69.00
BURLINGTON,10000750,URINALYSIS AUTO W/O MICRO,69.00
BURLINGTON,10000751,URINE MICROSCOPIC,37.00
BURLINGTON,10000752,URINE RBC MICROSCOPIC,37.00
BURLINGTON,10000753,POC-URINE DIPSTICK PREGNANCY,88.00
BURLINGTON,10000754,URINE DIPSTICK PREGNANCY,126.00
BURLINGTON,10000756,"URINE TIMED VOLUME, EACH",21.00
BURLINGTON,10000757,ACETAMINOPHIN,279.00
BURLINGTON,10000759,ACETONE SERUM QUANTITATIVE,74.00
BURLINGTON,10000761,ACYLCARNITINE QUANTITATIVE,378.00
BURLINGTON,10000762,NEWBORN FATTY ACID OXIDATION,20.00
BURLINGTON,10000763,ACTH,370.00
BURLINGTON,10000764,"ALBUMIN, SERUM",74.00
BURLINGTON,10000765,ALBUMIN OTHER SOURCE EACH SPECIMEN,74.00
BURLINGTON,10000766,MICROALBUMIN URINE,121.00
BURLINGTON,10000769,ALCOHOL SCREEN (ETHANOL),193.00
BURLINGTON,10000770,ALDOLASE,111.00
BURLINGTON,10000771,ALDOSTERONE,232.00
BURLINGTON,10000772,ALDOSTERONE URINE,232.00
BURLINGTON,10000774,ALPHA-1 ANTITRYPSIN,174.00
BURLINGTON,10000775,ALPHA-1 ANTITRYPSIN PHENOTYPE,174.00
BURLINGTON,10000776,"AFP, MATERNAL SCREEN",92.00
