"Data:  10/17-9/18, excludes Rehab, excludes claims having LOS 3X CMS ALOS, excludes DRG's with less than 11 admissions",,,
Facility,DRG,DRG Description,Average Covered Charges
GRAFTON,243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"79,452"
GRAFTON,244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"79,698"
GRAFTON,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,"89,953"
GRAFTON,247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"68,026"
GRAFTON,252,OTHER VASCULAR PROCEDURES W MCC,"94,390"
GRAFTON,253,OTHER VASCULAR PROCEDURES W CC,"70,240"
GRAFTON,254,OTHER VASCULAR PROCEDURES W/O CC/MCC,"61,494"
GRAFTON,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,"124,484"
GRAFTON,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,"93,927"
GRAFTON,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,"98,090"
GRAFTON,274,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,"84,351"
GRAFTON,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","42,647"
GRAFTON,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","33,964"
GRAFTON,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC","27,443"
GRAFTON,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC","59,431"
GRAFTON,287,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC","39,634"
GRAFTON,291,HEART FAILURE & SHOCK W MCC,"28,806"
GRAFTON,292,HEART FAILURE & SHOCK W CC,"25,594"
GRAFTON,300,PERIPHERAL VASCULAR DISORDERS W CC,"20,372"
GRAFTON,305,HYPERTENSION W/O MCC,"28,365"
GRAFTON,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,"28,483"
GRAFTON,309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,"20,294"
GRAFTON,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,"13,591"
GRAFTON,312,SYNCOPE & COLLAPSE,"28,656"
GRAFTON,313,CHEST PAIN,"22,589"
GRAFTON,314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,"38,912"
GRAFTON,315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,"25,551"
GRAFTON,327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC","65,801"
GRAFTON,328,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC","46,381"
GRAFTON,329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"82,906"
GRAFTON,330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"60,412"
GRAFTON,331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,"44,095"
GRAFTON,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,"51,973"
GRAFTON,372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,"34,008"
GRAFTON,374,DIGESTIVE MALIGNANCY W MCC,"45,730"
GRAFTON,375,DIGESTIVE MALIGNANCY W CC,"33,741"
GRAFTON,377,G.I. HEMORRHAGE W MCC,"50,525"
GRAFTON,378,G.I. HEMORRHAGE W CC,"35,283"
GRAFTON,379,G.I. HEMORRHAGE W/O CC/MCC,"26,233"
GRAFTON,386,INFLAMMATORY BOWEL DISEASE W CC,"23,712"
GRAFTON,387,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,"23,471"
GRAFTON,388,G.I. OBSTRUCTION W MCC,"43,675"
GRAFTON,389,G.I. OBSTRUCTION W CC,"25,143"
GRAFTON,390,G.I. OBSTRUCTION W/O CC/MCC,"17,949"
GRAFTON,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC","33,972"
GRAFTON,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC","22,447"
GRAFTON,393,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,"42,067"
GRAFTON,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,"30,461"
GRAFTON,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"54,897"
GRAFTON,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"46,906"
GRAFTON,432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"55,867"
GRAFTON,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"28,662"
GRAFTON,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"25,440"
GRAFTON,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"21,177"
GRAFTON,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,"83,387"
GRAFTON,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,"91,024"
GRAFTON,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,"89,483"
GRAFTON,468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"83,167"
GRAFTON,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"89,468"
GRAFTON,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"69,982"
GRAFTON,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"60,376"
GRAFTON,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,"84,112"
GRAFTON,494,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","52,809"
GRAFTON,502,SOFT TISSUE PROCEDURES W/O CC/MCC,"48,923"
GRAFTON,517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,"43,105"
GRAFTON,536,FRACTURES OF HIP & PELVIS W/O MCC,"20,239"
GRAFTON,552,MEDICAL BACK PROBLEMS W/O MCC,"23,141"
GRAFTON,558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC","20,466"
GRAFTON,563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC","24,500"
GRAFTON,603,CELLULITIS W/O MCC,"20,571"
GRAFTON,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","64,512"
GRAFTON,637,DIABETES W MCC,"36,933"
GRAFTON,638,DIABETES W CC,"23,720"
GRAFTON,640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","29,346"
GRAFTON,641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","20,907"
GRAFTON,654,MAJOR BLADDER PROCEDURES W CC,"106,596"
GRAFTON,658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,"45,020"
GRAFTON,669,TRANSURETHRAL PROCEDURES W CC,"38,305"
GRAFTON,682,RENAL FAILURE W MCC,"39,662"
GRAFTON,683,RENAL FAILURE W CC,"29,332"
GRAFTON,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"28,224"
GRAFTON,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"22,613"
GRAFTON,694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"31,768"
GRAFTON,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"32,144"
GRAFTON,699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"26,999"
GRAFTON,708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,"44,580"
GRAFTON,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"26,020"
GRAFTON,765,CESAREAN SECTION W CC/MCC,"24,174"
GRAFTON,766,CESAREAN SECTION W/O CC/MCC,"22,655"
GRAFTON,767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"15,462"
GRAFTON,774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"14,171"
GRAFTON,775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"12,031"
GRAFTON,776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"11,844"
GRAFTON,781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"16,651"
GRAFTON,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","49,129"
GRAFTON,791,PREMATURITY W MAJOR PROBLEMS,"25,610"
GRAFTON,792,PREMATURITY W/O MAJOR PROBLEMS,"14,055"
GRAFTON,793,FULL TERM NEONATE W MAJOR PROBLEMS,"7,798"
GRAFTON,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"5,725"
GRAFTON,795,NORMAL NEWBORN,"3,925"
GRAFTON,809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,"31,963"
GRAFTON,812,RED BLOOD CELL DISORDERS W/O MCC,"30,987"
GRAFTON,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"124,755"
GRAFTON,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"68,604"
GRAFTON,864,FEVER,"22,016"
GRAFTON,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"164,109"
GRAFTON,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"44,648"
GRAFTON,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"29,705"
GRAFTON,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"20,599"
GRAFTON,908,OTHER O.R. PROCEDURES FOR INJURIES W CC,"57,622"
GRAFTON,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"36,800"
GRAFTON,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"12,526"
GRAFTON,920,COMPLICATIONS OF TREATMENT W CC,"26,490"
GRAFTON,948,SIGNS & SYMPTOMS W/O MCC,"23,353"
GRAFTON,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"54,627"
