"Data:  10/17-9/18, excludes Rehab, excludes claims having LOS 3X CMS ALOS, excludes DRG's with less than 11 admissions",,,
Facility,DRG,DRG Description,Average Covered Charges
AURORA BAYCARE,163,MAJOR CHEST PROCEDURES W MCC,"85,779"
AURORA BAYCARE,164,MAJOR CHEST PROCEDURES W CC,"74,397"
AURORA BAYCARE,166,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,"61,634"
AURORA BAYCARE,167,OTHER RESP SYSTEM O.R. PROCEDURES W CC,"57,142"
AURORA BAYCARE,175,PULMONARY EMBOLISM W MCC,"37,569"
AURORA BAYCARE,176,PULMONARY EMBOLISM W/O MCC,"17,942"
AURORA BAYCARE,177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,"26,485"
AURORA BAYCARE,178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,"27,224"
AURORA BAYCARE,180,RESPIRATORY NEOPLASMS W MCC,"27,243"
AURORA BAYCARE,189,PULMONARY EDEMA & RESPIRATORY FAILURE,"21,655"
AURORA BAYCARE,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,"20,681"
AURORA BAYCARE,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,"18,186"
AURORA BAYCARE,193,SIMPLE PNEUMONIA & PLEURISY W MCC,"26,355"
AURORA BAYCARE,194,SIMPLE PNEUMONIA & PLEURISY W CC,"16,020"
AURORA BAYCARE,195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,"13,904"
AURORA BAYCARE,202,BRONCHITIS & ASTHMA W CC/MCC,"18,798"
AURORA BAYCARE,203,BRONCHITIS & ASTHMA W/O CC/MCC,"7,818"
AURORA BAYCARE,207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,"113,689"
AURORA BAYCARE,208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,"56,638"
AURORA BAYCARE,219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,"227,818"
AURORA BAYCARE,220,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,"142,960"
AURORA BAYCARE,233,CORONARY BYPASS W CARDIAC CATH W MCC,"201,958"
AURORA BAYCARE,234,CORONARY BYPASS W CARDIAC CATH W/O MCC,"148,830"
AURORA BAYCARE,236,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,"113,587"
AURORA BAYCARE,242,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,"105,396"
AURORA BAYCARE,243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"57,633"
AURORA BAYCARE,244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"50,142"
AURORA BAYCARE,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,"66,149"
AURORA BAYCARE,247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"48,427"
AURORA BAYCARE,252,OTHER VASCULAR PROCEDURES W MCC,"66,250"
AURORA BAYCARE,253,OTHER VASCULAR PROCEDURES W CC,"62,749"
AURORA BAYCARE,254,OTHER VASCULAR PROCEDURES W/O CC/MCC,"51,910"
AURORA BAYCARE,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,"100,274"
AURORA BAYCARE,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,"106,846"
AURORA BAYCARE,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,"98,120"
AURORA BAYCARE,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,"79,798"
AURORA BAYCARE,274,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,"75,404"
AURORA BAYCARE,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","38,823"
AURORA BAYCARE,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","32,886"
AURORA BAYCARE,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC","45,106"
AURORA BAYCARE,287,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC","31,403"
AURORA BAYCARE,291,HEART FAILURE & SHOCK W MCC,"27,241"
AURORA BAYCARE,292,HEART FAILURE & SHOCK W CC,"21,219"
AURORA BAYCARE,300,PERIPHERAL VASCULAR DISORDERS W CC,"29,966"
AURORA BAYCARE,305,HYPERTENSION W/O MCC,"17,545"
AURORA BAYCARE,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,"33,335"
AURORA BAYCARE,309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,"16,181"
AURORA BAYCARE,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,"11,712"
AURORA BAYCARE,312,SYNCOPE & COLLAPSE,"21,557"
AURORA BAYCARE,313,CHEST PAIN,"15,606"
AURORA BAYCARE,314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,"43,252"
AURORA BAYCARE,315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,"25,646"
AURORA BAYCARE,327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC","45,950"
AURORA BAYCARE,328,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC","47,066"
AURORA BAYCARE,329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"110,100"
AURORA BAYCARE,330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"58,600"
AURORA BAYCARE,331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,"44,500"
AURORA BAYCARE,336,PERITONEAL ADHESIOLYSIS W CC,"64,887"
AURORA BAYCARE,354,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,"46,278"
AURORA BAYCARE,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,"49,235"
AURORA BAYCARE,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,"35,119"
AURORA BAYCARE,372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,"24,185"
AURORA BAYCARE,374,DIGESTIVE MALIGNANCY W MCC,"36,620"
AURORA BAYCARE,375,DIGESTIVE MALIGNANCY W CC,"33,619"
AURORA BAYCARE,377,G.I. HEMORRHAGE W MCC,"37,893"
AURORA BAYCARE,378,G.I. HEMORRHAGE W CC,"25,242"
AURORA BAYCARE,379,G.I. HEMORRHAGE W/O CC/MCC,"15,780"
AURORA BAYCARE,386,INFLAMMATORY BOWEL DISEASE W CC,"17,642"
AURORA BAYCARE,388,G.I. OBSTRUCTION W MCC,"34,597"
AURORA BAYCARE,389,G.I. OBSTRUCTION W CC,"24,753"
AURORA BAYCARE,390,G.I. OBSTRUCTION W/O CC/MCC,"15,397"
AURORA BAYCARE,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC","31,033"
AURORA BAYCARE,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC","20,149"
AURORA BAYCARE,393,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,"35,740"
AURORA BAYCARE,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,"19,580"
AURORA BAYCARE,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"46,517"
AURORA BAYCARE,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"40,569"
AURORA BAYCARE,432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"38,154"
AURORA BAYCARE,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"22,083"
AURORA BAYCARE,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"52,441"
AURORA BAYCARE,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"27,937"
AURORA BAYCARE,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"19,137"
AURORA BAYCARE,441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC","23,447"
AURORA BAYCARE,445,DISORDERS OF THE BILIARY TRACT W CC,"26,683"
AURORA BAYCARE,454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,"102,992"
AURORA BAYCARE,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,"90,769"
AURORA BAYCARE,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,"84,345"
AURORA BAYCARE,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,"53,450"
AURORA BAYCARE,468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"48,665"
AURORA BAYCARE,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"58,469"
AURORA BAYCARE,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"42,624"
AURORA BAYCARE,472,CERVICAL SPINAL FUSION W CC,"66,909"
AURORA BAYCARE,473,CERVICAL SPINAL FUSION W/O CC/MCC,"54,335"
AURORA BAYCARE,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"51,844"
AURORA BAYCARE,482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,"34,675"
AURORA BAYCARE,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,"53,559"
AURORA BAYCARE,494,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","38,700"
AURORA BAYCARE,501,SOFT TISSUE PROCEDURES W CC,"42,205"
AURORA BAYCARE,516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,"52,426"
AURORA BAYCARE,552,MEDICAL BACK PROBLEMS W/O MCC,"24,955"
AURORA BAYCARE,554,BONE DISEASES & ARTHROPATHIES W/O MCC,"22,247"
AURORA BAYCARE,603,CELLULITIS W/O MCC,"16,185"
AURORA BAYCARE,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","41,029"
AURORA BAYCARE,620,O.R. PROCEDURES FOR OBESITY W CC,"38,768"
AURORA BAYCARE,621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,"36,710"
AURORA BAYCARE,637,DIABETES W MCC,"30,562"
AURORA BAYCARE,638,DIABETES W CC,"21,283"
AURORA BAYCARE,639,DIABETES W/O CC/MCC,"16,863"
AURORA BAYCARE,640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","32,078"
AURORA BAYCARE,641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","18,674"
AURORA BAYCARE,657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,"51,070"
AURORA BAYCARE,658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,"40,139"
AURORA BAYCARE,669,TRANSURETHRAL PROCEDURES W CC,"36,672"
AURORA BAYCARE,682,RENAL FAILURE W MCC,"36,954"
AURORA BAYCARE,683,RENAL FAILURE W CC,"23,809"
AURORA BAYCARE,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"29,806"
AURORA BAYCARE,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"19,474"
AURORA BAYCARE,694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"23,421"
AURORA BAYCARE,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"31,370"
AURORA BAYCARE,699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"20,003"
AURORA BAYCARE,708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,"39,551"
AURORA BAYCARE,737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,"40,108"
AURORA BAYCARE,742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"47,480"
AURORA BAYCARE,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"32,704"
AURORA BAYCARE,765,CESAREAN SECTION W CC/MCC,"22,069"
AURORA BAYCARE,766,CESAREAN SECTION W/O CC/MCC,"18,757"
AURORA BAYCARE,767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"13,887"
AURORA BAYCARE,774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"8,410"
AURORA BAYCARE,775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"7,504"
AURORA BAYCARE,776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"18,546"
AURORA BAYCARE,780,FALSE LABOR,"4,380"
AURORA BAYCARE,781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"17,108"
AURORA BAYCARE,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","11,369"
AURORA BAYCARE,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","142,417"
AURORA BAYCARE,791,PREMATURITY W MAJOR PROBLEMS,"73,181"
AURORA BAYCARE,792,PREMATURITY W/O MAJOR PROBLEMS,"18,032"
AURORA BAYCARE,793,FULL TERM NEONATE W MAJOR PROBLEMS,"24,265"
AURORA BAYCARE,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"5,680"
AURORA BAYCARE,795,NORMAL NEWBORN,"3,916"
AURORA BAYCARE,809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,"26,407"
AURORA BAYCARE,812,RED BLOOD CELL DISORDERS W/O MCC,"17,954"
AURORA BAYCARE,841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,"48,604"
AURORA BAYCARE,847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,"32,149"
AURORA BAYCARE,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"107,886"
AURORA BAYCARE,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"57,603"
AURORA BAYCARE,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,"72,115"
AURORA BAYCARE,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,"43,896"
AURORA BAYCARE,862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,"36,476"
AURORA BAYCARE,863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"28,031"
AURORA BAYCARE,864,FEVER,"22,693"
AURORA BAYCARE,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"151,590"
AURORA BAYCARE,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"36,006"
AURORA BAYCARE,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"24,210"
AURORA BAYCARE,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"59,344"
AURORA BAYCARE,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"24,069"
AURORA BAYCARE,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"34,041"
AURORA BAYCARE,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"17,667"
AURORA BAYCARE,920,COMPLICATIONS OF TREATMENT W CC,"34,518"
AURORA BAYCARE,948,SIGNS & SYMPTOMS W/O MCC,"17,403"
AURORA BAYCARE,951,OTHER FACTORS INFLUENCING HEALTH STATUS,"5,756"
AURORA BAYCARE,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,"92,090"
AURORA BAYCARE,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"110,988"
AURORA BAYCARE,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"39,487"
AURORA BAYCARE,987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"99,171"
