DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,115346.71,11317.08
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,68327.79,6735.47
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,52137.09,4995.23
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,15833.28,8837.21
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,53147.39,4798.17
069 - TRANSIENT ISCHEMIA W/O THROMBOLYTIC,52330.72,4823.54
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,113848.15,17705.64
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,50087.1,6356.14
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,47514.22,5215.01
073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,62690.59,7909.38
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,45836.31,5875.72
075 - VIRAL MENINGITIS W CC/MCC,43743.82,No Medicare Payment Available
076 - VIRAL MENINGITIS W/O CC/MCC,24627.45,6345.23
077 - HYPERTENSIVE ENCEPHALOPATHY W MCC,65616.97,9748.98
078 - HYPERTENSIVE ENCEPHALOPATHY W CC,48604.11,6452.75
079 - HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,64046.91,5257.58
080 - NONTRAUMATIC STUPOR & COMA W MCC,597671.36,No Medicare Payment Available
081 - NONTRAUMATIC STUPOR & COMA W/O MCC,103337.86,5193.9
082 - TRAUMATIC STUPOR & COMA; COMA >1 HR W MCC,87431.07,13723.74
083 - TRAUMATIC STUPOR & COMA; COMA >1 HR W CC,74988.09,7527.76
084 - TRAUMATIC STUPOR & COMA; COMA >1 HR W/O CC/MCC,51791.94,5994.64
085 - TRAUMATIC STUPOR & COMA; COMA <1 HR W MCC,113568.22,13681.46
086 - TRAUMATIC STUPOR & COMA; COMA <1 HR W CC,54376.87,7392.34
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,34438.15,5608.89
089 - CONCUSSION W CC,55895.85,6588.99
090 - CONCUSSION W/O CC/MCC,9492.71,No Medicare Payment Available
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,82959.76,11890.87
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,53161.86,5921.82
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,50037.89,4891.44
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,235685.45,21723.28
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,166242.49,14048.55
096 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,147155.81,No Medicare Payment Available
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,227722.26,19712.34
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,179780.4,11482.3
099 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,53105.07,No Medicare Payment Available
100 - SEIZURES W MCC,76156.64,9309.62
101 - SEIZURES W/O MCC,41867.51,5264.41
102 - HEADACHES W MCC,68269.89,No Medicare Payment Available
103 - HEADACHES W/O MCC,41557.25,4425.03
113 - ORBITAL PROCEDURES W CC/MCC,137578.91,13191.88
115 - EXTRAOCULAR PROCEDURES EXCEPT ORBIT,37575.85,No Medicare Payment Available
121 - ACUTE MAJOR EYE INFECTIONS W CC/MCC,52424.84,No Medicare Payment Available
122 - ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,12344.51,No Medicare Payment Available
123 - NEUROLOGICAL EYE DISORDERS,45838.59,4342.24
124 - OTHER DISORDERS OF THE EYE W MCC,39731.6,No Medicare Payment Available
125 - OTHER DISORDERS OF THE EYE W/O MCC,38535.67,2662.85
129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,99536.29,12548.51
130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,64315.62,9004.73
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,87913.03,15346.29
132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,59610,9696.7
133 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W CC/MCC,70915.64,10380.43
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,28945.49,7449.91
135 - SINUS & MASTOID PROCEDURES W CC/MCC,210577.26,No Medicare Payment Available
136 - SINUS & MASTOID PROCEDURES W/O CC/MCC,17165.4,No Medicare Payment Available
137 - MOUTH PROCEDURES W CC/MCC,46011.98,8559.84
138 - MOUTH PROCEDURES W/O CC/MCC,35485.78,No Medicare Payment Available
146 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W MCC,110670.56,11707.11
147 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W CC,49299.41,7922.39
148 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W/O CC/MCC,29151.83,No Medicare Payment Available
149 - DYSEQUILIBRIUM,39773.7,4524.48
150 - EPISTAXIS W MCC,32343.3,8073.61
151 - EPISTAXIS W/O MCC,16634.05,3070.9
152 - OTITIS MEDIA & URI W MCC,47458.38,6824.73
153 - OTITIS MEDIA & URI W/O MCC,18340.54,4459.91
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,67306.15,8900.45
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,34207.67,6152.24
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,28742.12,3886.19
157 - DENTAL & ORAL DISEASES W MCC,72475.35,9302.51
158 - DENTAL & ORAL DISEASES W CC,38259.45,5928.97
159 - DENTAL & ORAL DISEASES W/O CC/MCC,21671.38,4730.34
163 - MAJOR CHEST PROCEDURES W MCC,303825.81,26969.63
164 - MAJOR CHEST PROCEDURES W CC,115704.2,15389.95
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,84636.51,11308.99
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,218365.24,23792.56
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,79389.86,11302.62
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,88944.61,8171.43
175 - PULMONARY EMBOLISM W MCC,102211.88,8910.9
176 - PULMONARY EMBOLISM W/O MCC,59281.26,5923.7
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,111220.76,11685.77
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,72663.14,7921.11
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,37782.25,6061.01
180 - RESPIRATORY NEOPLASMS W MCC,103643.61,10798.55
181 - RESPIRATORY NEOPLASMS W CC,61063.58,6386
182 - RESPIRATORY NEOPLASMS W/O CC/MCC,23113.14,5688.55
183 - MAJOR CHEST TRAUMA W MCC,74206.62,8857.19
184 - MAJOR CHEST TRAUMA W CC,48720.66,6313.47
185 - MAJOR CHEST TRAUMA W/O CC/MCC,29976.28,5053.13
186 - PLEURAL EFFUSION W MCC,98170.86,9060.92
187 - PLEURAL EFFUSION W CC,42310.45,5955.81
188 - PLEURAL EFFUSION W/O CC/MCC,31001.28,5172.17
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,57946.74,7727.84
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,66487.05,9666.17
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,50136.17,5627.77
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,35828.46,4618.29
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,76664.29,8589.73
194 - SIMPLE PNEUMONIA & PLEURISY W CC,44266.61,6422.11
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,31169.11,4732.53
196 - INTERSTITIAL LUNG DISEASE W MCC,91410.75,9583.4
197 - INTERSTITIAL LUNG DISEASE W CC,49071.09,6804.39
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,32250.71,5336.42
199 - PNEUMOTHORAX W MCC,88681.45,10525.19
200 - PNEUMOTHORAX W CC,43525.99,6507.16
201 - PNEUMOTHORAX W/O CC/MCC,23527.49,5118.61
202 - BRONCHITIS & ASTHMA W CC/MCC,46936.11,5922.22
203 - BRONCHITIS & ASTHMA W/O CC/MCC,31324.68,3867.9
204 - RESPIRATORY SIGNS & SYMPTOMS,32077.53,4924.62
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,67128.34,8776.09
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,46998.53,5083.66
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,265009.88,30800.43
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,129572.46,15626.49
215 - OTHER HEART ASSIST SYSTEM IMPLANT,435483.86,72859.32
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,345270.08,53823.7
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,294827.75,36085.42
218 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,298942.4,No Medicare Payment Available
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,370369.32,53403.14
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,229585.99,30046.65
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,196088.17,26611.83
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,399019.35,57285.35
223 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,206394.8,No Medicare Payment Available
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,327622.82,44657.66
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,207509.64,32647.97
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,218752.01,46150.93
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,176104.7,26967.72
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,413610.2,46828.3
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,260899.43,27326.85
231 - CORONARY BYPASS W PTCA W MCC,337898.23,46387.61
233 - CORONARY BYPASS W CARDIAC CATH W MCC,287175.68,39840.74
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,221882.57,29159.31
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,205269.58,29624.65
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,161794.45,22385.05
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,173765.31,26079.44
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,122215.87,14491.9
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,158608.7,22129.32
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,114805.95,15241.08
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,82934.24,12564.51
245 - AICD GENERATOR PROCEDURES,340653.83,No Medicare Payment Available
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,187115.65,19098.28
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,130289.71,12734.82
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,184928.4,22048.83
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,111660.7,11791.74
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,150051.13,15625.4
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,114179.72,8978.08
252 - OTHER VASCULAR PROCEDURES W MCC,182728.59,18147.02
253 - OTHER VASCULAR PROCEDURES W CC,112631.26,14859.95
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,128595.61,No Medicare Payment Available
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,80805.08,14760.89
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,53483.3,6485.75
258 - CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,103233.31,18166.23
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,83498.63,12618.13
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,217114.38,20692.59
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,86707.85,11799.85
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,87380.19,9948.95
263 - VEIN LIGATION & STRIPPING,122836.75,No Medicare Payment Available
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,319386.37,28256.8
265 - AICD LEAD PROCEDURES,75323.4,18280.91
266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,434833.02,46803.73
267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,384398.62,36713.12
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,548637.93,No Medicare Payment Available
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,209619.58,No Medicare Payment Available
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,363991.22,33576.97
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,153713.97,17678.81
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,164112.06,21797.39
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,185297.62,23076.69
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,154491.08,16271.25
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,84893.35,10693.52
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,60402.19,6194.24
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,52383.52,4777.19
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,118509.74,10718.87
285 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W/O CC/MCC,7865.71,4032.61
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,132048.52,13811.34
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,78970.03,7235.92
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,126701.47,16098.97
289 - ACUTE & SUBACUTE ENDOCARDITIS W CC,92629.62,No Medicare Payment Available
290 - ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,99157.07,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,74079.8,9229.42
292 - HEART FAILURE & SHOCK W CC,47654.27,6128.92
293 - HEART FAILURE & SHOCK W/O CC/MCC,31813.64,4474.06
294 - DEEP VEIN THROMBOPHLEBITIS W CC/MCC,28813.18,6672.42
296 - CARDIAC ARREST; UNEXPLAINED W MCC,94323.87,9295.18
297 - CARDIAC ARREST; UNEXPLAINED W CC,22715.59,4634.6
299 - PERIPHERAL VASCULAR DISORDERS W MCC,75685,7896.5
300 - PERIPHERAL VASCULAR DISORDERS W CC,45053.31,6577.62
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,28099.82,4681.03
302 - ATHEROSCLEROSIS W MCC,73086.07,6518.52
303 - ATHEROSCLEROSIS W/O MCC,42810.24,4082.73
304 - HYPERTENSION W MCC,53151.29,6734.08
305 - HYPERTENSION W/O MCC,43271.83,4752.58
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,94890.65,9377.29
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,33249.34,5580.41
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,54535.56,7216.81
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,35674.65,5117.8
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,27086.2,4043.62
311 - ANGINA PECTORIS,50069.75,4761.57
312 - SYNCOPE & COLLAPSE,42115.35,5332.56
313 - CHEST PAIN,38545.14,4147.15
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,99921.99,11190.07
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,59844.71,5677.57
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,34952.84,4610.79
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,197157.7,26608.79
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,83429.22,12441.52
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,43492.13,7608.14
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,214608.2,29501.23
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,87720.57,14206.95
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,57317.69,10226.54
333 - RECTAL RESECTION W CC,50066.84,No Medicare Payment Available
334 - RECTAL RESECTION W/O CC/MCC,51625.77,8222.91
335 - PERITONEAL ADHESIOLYSIS W MCC,155341.95,30112.08
336 - PERITONEAL ADHESIOLYSIS W CC,96052.72,13194.36
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,51842.95,9680.08
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,98394.19,16417.49
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,69972.51,10147.09
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,47045.42,7672.77
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,86796.08,14892.8
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,47334.97,9074.62
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,40559.69,6867.28
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,93775.45,16328.6
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,49219.01,9689.46
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,55053.94,809.9
347 - ANAL & STOMAL PROCEDURES W MCC,123069.45,15818.18
348 - ANAL & STOMAL PROCEDURES W CC,39377.64,8832.18
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,32162.21,5296.07
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,130275.6,14739.93
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,36525.5,8968.08
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,38820.89,5360.42
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,75926.59,17109.77
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,80599.83,10613.29
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,58081.11,9336.02
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,198980.11,22238.29
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,73009.34,11951.28
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,29983.13,8841.78
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,92300.01,9428.58
369 - MAJOR ESOPHAGEAL DISORDERS W CC,48710.01,6960.25
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,36248.67,3827.62
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,68744.04,11190.88
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,34124.99,6784.6
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,27717.94,5016.52
374 - DIGESTIVE MALIGNANCY W MCC,83387.27,11624.54
375 - DIGESTIVE MALIGNANCY W CC,53675.67,7629.83
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,44102.83,5697.99
377 - G.I. HEMORRHAGE W MCC,85407.42,10494.75
378 - G.I. HEMORRHAGE W CC,40246.12,6478.31
379 - G.I. HEMORRHAGE W/O CC/MCC,27564.7,4218.52
380 - COMPLICATED PEPTIC ULCER W MCC,61698.7,11113.19
381 - COMPLICATED PEPTIC ULCER W CC,40005.09,6773.14
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,31629.9,5442.95
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,51654.1,5480.7
385 - INFLAMMATORY BOWEL DISEASE W MCC,74008.44,9750.46
386 - INFLAMMATORY BOWEL DISEASE W CC,40615.46,6058.74
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,29229.44,4990.36
388 - G.I. OBSTRUCTION W MCC,68609.01,9415.83
389 - G.I. OBSTRUCTION W CC,37045.98,5494.3
390 - G.I. OBSTRUCTION W/O CC/MCC,25601.12,4145.75
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,67395.33,8193.36
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,29641.01,4867.06
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,76651.59,11993.07
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,44372.58,5734.88
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,27046.76,4409.25
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,176024.03,29397.07
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,83757.09,16424.32
407 - PANCREAS; LIVER & SHUNT PROCEDURES W/O CC/MCC,53958.61,12264.35
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,65850.29,21912.42
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,123682.37,13980.39
410 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,73657.5,10638.66
411 - CHOLECYSTECTOMY W C.D.E. W MCC,261887.31,No Medicare Payment Available
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,153525.67,20646.67
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,61336.86,12190.3
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,51853.31,7473.62
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,82765.32,14235.04
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,63355.17,10031.94
