DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,31420.71,No Medicare Payment Available
099 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,39624.91,No Medicare Payment Available
100 - SEIZURES W MCC,72751.55,8816.03
101 - SEIZURES W/O MCC,36848.24,4638.25
102 - HEADACHES W MCC,56585.65,No Medicare Payment Available
103 - HEADACHES W/O MCC,43368.14,3533.73
115 - EXTRAOCULAR PROCEDURES EXCEPT ORBIT,13893.29,No Medicare Payment Available
123 - NEUROLOGICAL EYE DISORDERS,38418.05,No Medicare Payment Available
124 - OTHER DISORDERS OF THE EYE W MCC,61848,7078.19
125 - OTHER DISORDERS OF THE EYE W/O MCC,57500.23,No Medicare Payment Available
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,71914.73,No Medicare Payment Available
132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,75688.55,No Medicare Payment Available
133 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W CC/MCC,50916.12,11094.6
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,77116.85,6738.32
136 - SINUS & MASTOID PROCEDURES W/O CC/MCC,98359.43,No Medicare Payment Available
148 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W/O CC/MCC,40878.16,No Medicare Payment Available
149 - DYSEQUILIBRIUM,39070.35,3648.4
151 - EPISTAXIS W/O MCC,20738.27,No Medicare Payment Available
152 - OTITIS MEDIA & URI W MCC,44506.33,5998.61
153 - OTITIS MEDIA & URI W/O MCC,32480.3,4173.07
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,47257.09,5187.2
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,23772.79,No Medicare Payment Available
158 - DENTAL & ORAL DISEASES W CC,38059.13,No Medicare Payment Available
163 - MAJOR CHEST PROCEDURES W MCC,160635.6,26120.59
164 - MAJOR CHEST PROCEDURES W CC,105083,14319.26
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,79817.26,No Medicare Payment Available
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,184398.35,20357.9
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,132047.05,12825.1
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,35908.27,7304.2
175 - PULMONARY EMBOLISM W MCC,71298.65,8170.97
176 - PULMONARY EMBOLISM W/O MCC,47906.83,5134.42
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,84470.32,9378.19
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,60722.66,7352.21
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,62158.51,5319.77
180 - RESPIRATORY NEOPLASMS W MCC,94453.11,9023.27
181 - RESPIRATORY NEOPLASMS W CC,50171.68,6347.9
182 - RESPIRATORY NEOPLASMS W/O CC/MCC,47290.5,No Medicare Payment Available
183 - MAJOR CHEST TRAUMA W MCC,52793.82,7737.81
184 - MAJOR CHEST TRAUMA W CC,45451.36,5804.37
185 - MAJOR CHEST TRAUMA W/O CC/MCC,26893.89,4413.58
186 - PLEURAL EFFUSION W MCC,80263.34,8709.41
187 - PLEURAL EFFUSION W CC,65907,4490.34
188 - PLEURAL EFFUSION W/O CC/MCC,35998.47,4617.92
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,57681.64,7106.74
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,56602.02,6382.14
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,47335.07,5110.36
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,37794.79,3751.62
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,73563.08,7424.29
194 - SIMPLE PNEUMONIA & PLEURISY W CC,51611.12,5242.45
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,31129.32,3871.98
196 - INTERSTITIAL LUNG DISEASE W MCC,96749.42,9005.18
197 - INTERSTITIAL LUNG DISEASE W CC,61679.63,5958.27
199 - PNEUMOTHORAX W MCC,49263.71,10088.06
200 - PNEUMOTHORAX W CC,41549.66,6052.77
201 - PNEUMOTHORAX W/O CC/MCC,34807.69,No Medicare Payment Available
202 - BRONCHITIS & ASTHMA W CC/MCC,44136.28,5324.58
203 - BRONCHITIS & ASTHMA W/O CC/MCC,47338.93,4116.71
204 - RESPIRATORY SIGNS & SYMPTOMS,41106.34,4435.63
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,79240.85,10370.21
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,47172.62,4934.81
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,260143.45,27618.12
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,135561.41,14394.08
215 - OTHER HEART ASSIST SYSTEM IMPLANT,518426.53,70391.2
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,503463.79,52063.53
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,420230.11,41411.17
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,216692.94,28186.17
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,181549.06,10279.56
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,328204.8,46486.9
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,421027.54,No Medicare Payment Available
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,171728.07,37321.98
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,172046.07,26479.28
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,234615.12,36370.91
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,145637.27,No Medicare Payment Available
231 - CORONARY BYPASS W PTCA W MCC,240079.74,No Medicare Payment Available
233 - CORONARY BYPASS W CARDIAC CATH W MCC,257551.92,39135.38
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,207794.46,27805.9
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,232164.22,41569.34
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,153047.25,21432.55
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,140459.62,18247.55
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,156836.19,17185.42
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,151328.56,20566.98
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,101680.22,14303.16
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,79634.63,11918.31
245 - AICD GENERATOR PROCEDURES,321746.07,No Medicare Payment Available
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,187879.39,17004.08
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,136622.33,11164.26
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,174537.81,16863.76
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,103186.6,10222.36
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,107702.45,No Medicare Payment Available
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,82729.35,No Medicare Payment Available
252 - OTHER VASCULAR PROCEDURES W MCC,107640.88,18219.5
253 - OTHER VASCULAR PROCEDURES W CC,107904.75,13917.26
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,59453.56,10141.92
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,105123.2,13961.99
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,63033.99,11653.38
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,91003.32,No Medicare Payment Available
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,90992.03,9438.34
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,61090.02,9268
263 - VEIN LIGATION & STRIPPING,44591.92,13015.78
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,183713.04,19102.08
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,277456.98,35821.51
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,191145.2,22928.31
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,307816.38,36481.46
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,118588.58,18646.49
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,55875.53,13640.03
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,172847.48,19761.28
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,109803.03,15345.61
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,83359.79,9351.44
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,58310.53,5649.78
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,56554.24,4406.89
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,117954.85,9611.62
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,108247.18,12078.17
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,79206.28,6938
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,130606.45,24158.56
290 - ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,42122.23,6222.09
291 - HEART FAILURE & SHOCK W MCC,74216.76,8659.4
292 - HEART FAILURE & SHOCK W CC,48152.53,5583.62
293 - HEART FAILURE & SHOCK W/O CC/MCC,28411.83,3934.58
296 - CARDIAC ARREST; UNEXPLAINED W MCC,75929.5,No Medicare Payment Available
299 - PERIPHERAL VASCULAR DISORDERS W MCC,55904.87,8022.09
300 - PERIPHERAL VASCULAR DISORDERS W CC,43073.07,5610.78
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,22681.64,3910.54
302 - ATHEROSCLEROSIS W MCC,47315.57,6121.54
303 - ATHEROSCLEROSIS W/O MCC,37482.3,3651.5
304 - HYPERTENSION W MCC,57437.15,4813.66
305 - HYPERTENSION W/O MCC,31496.67,3388.51
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,50828.32,No Medicare Payment Available
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,27708.29,No Medicare Payment Available
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,61903.89,6771.52
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,32887.18,4209.49
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,25695.5,3277.88
311 - ANGINA PECTORIS,36795.63,3989.3
312 - SYNCOPE & COLLAPSE,37340.16,4284.88
313 - CHEST PAIN,32592.18,3714.62
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,76273.96,10340.53
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,41732.57,5449.73
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,37287.58,4295.9
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,193670.06,24668.49
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,78540.93,11798.19
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,57103.14,8473.78
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,212800.49,29064.99
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,85060.31,13095.2
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,56559.35,9261.74
332 - RECTAL RESECTION W MCC,70078.72,21087.96
333 - RECTAL RESECTION W CC,82516.78,11127.81
334 - RECTAL RESECTION W/O CC/MCC,64057.01,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,146010.9,24945.53
336 - PERITONEAL ADHESIOLYSIS W CC,98450.21,12761.58
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,52234.74,8426.91
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,186748.07,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,74083.87,9558.38
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,46526.92,6810.79
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,108481.52,13826.29
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,42528.39,8386.31
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,37712.35,5363.31
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,156026.49,No Medicare Payment Available
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,53434.83,8769.06
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,37967.3,No Medicare Payment Available
347 - ANAL & STOMAL PROCEDURES W MCC,134243.53,14597.44
348 - ANAL & STOMAL PROCEDURES W CC,46751.07,7635.61
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,50132.43,5788.66
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,155180.55,13581.64
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,53976.96,11976.88
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,31741.48,5929.83
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,143241.06,17257.31
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,82436.77,9666.58
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,62818.01,7482.95
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,159803.15,16741.76
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,75526.06,No Medicare Payment Available
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,32094.7,1212.65
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,59747.18,No Medicare Payment Available
369 - MAJOR ESOPHAGEAL DISORDERS W CC,61850.82,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,54598.39,9324.13
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,41167.7,6026.92
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,25192.27,4325.3
374 - DIGESTIVE MALIGNANCY W MCC,76470.59,10901.97
375 - DIGESTIVE MALIGNANCY W CC,45069.79,6851.78
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,21232.13,5369.66
377 - G.I. HEMORRHAGE W MCC,77987.68,9620.12
378 - G.I. HEMORRHAGE W CC,42239.71,5511.95
379 - G.I. HEMORRHAGE W/O CC/MCC,28308.31,3784.61
381 - COMPLICATED PEPTIC ULCER W CC,45276.09,6130.15
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,13807.25,No Medicare Payment Available
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,64699.02,5023.29
385 - INFLAMMATORY BOWEL DISEASE W MCC,76777.2,9271.68
386 - INFLAMMATORY BOWEL DISEASE W CC,46259.97,5379.76
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,44623.22,4153.37
388 - G.I. OBSTRUCTION W MCC,61887.83,8112.31
389 - G.I. OBSTRUCTION W CC,34582.81,4647.5
390 - G.I. OBSTRUCTION W/O CC/MCC,24424.26,3374.92
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,66514.44,7641.73
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,34085.97,4200.6
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,67565.8,9203.23
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,43700.8,5216.82
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,26507.56,3620.65
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,46943.18,No Medicare Payment Available
407 - PANCREAS; LIVER & SHUNT PROCEDURES W/O CC/MCC,58428.76,No Medicare Payment Available
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,85290.29,13312.26
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,158493.96,No Medicare Payment Available
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,84916.78,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,97070.69,14257.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,57088.19,9204.55
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,42328.57,7388.87
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,66621.61,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,66776.56,9920.64
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,52403.77,5839.22
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,74404.96,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,95987.51,20462.42
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,67750.7,6449.78
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,30949.97,5228.72
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,75508.23,9307.71
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,42763.58,5037.75
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,33152.75,3015.14
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,73401.93,14217.02
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,47533.59,4523.42
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,26218.29,3591.36
444 - DISORDERS OF THE BILIARY TRACT W MCC,67214.93,9064.24
445 - DISORDERS OF THE BILIARY TRACT W CC,43112.3,5599.24
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,37691.04,No Medicare Payment Available
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,215053,53240.9
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,199524.46,38316.68
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,157817.36,28621.55
456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,158172.95,50403.65
457 - SPINAL FUS EXC CERV W SPINAL CURV MALIG/ INFEC OR EXT FUS W CC,282347.16,37358.92
458 - SPINAL FUS EXC CERV W SPINAL CURV MALIG INFEC OR  EXT FUS WO CCMCC,175267.68,No Medicare Payment Available
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,163313.56,29934.15
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,132973.52,21941.37
462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,125642.96,No Medicare Payment Available
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,173307.5,27599.5
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,90591.42,13880.64
465 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W/O CC/MCC,58246.56,8923.76
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,121383.23,26742.12
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,100369.51,18306.7
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,90257,15101.58
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,124114.04,15466.16
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,84741.52,11020.89
471 - CERVICAL SPINAL FUSION W MCC,109633.31,27077.3
472 - CERVICAL SPINAL FUSION W CC,82672.04,15943.67
473 - CERVICAL SPINAL FUSION W/O CC/MCC,67404.09,12111.42
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,109002.34,21335.74
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,42963.17,11984.72
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,86129.12,12459.13
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,63023.82,9455.2
