DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
059 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,45359.07,No Medicare Payment Available
060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,29594.16,4640.45
061 - ISCHEMIC STROKE; PRECEREBRAL OCCL OR TRANS ISCHEMIA W THROMBOLYTIC AGENT W MCC,100451,16607.63
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,108250,10641.4
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,68029.2,6837.32
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,56478.86,5011.77
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,50520.92,5971.15
069 - TRANSIENT ISCHEMIA W/O THROMBOLYTIC,59726.45,4798.76
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,79894.81,13165.87
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,58794.55,6488.1
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,30217.44,No Medicare Payment Available
073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,75566.14,8295.49
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,45756.37,5531.53
076 - VIRAL MENINGITIS W/O CC/MCC,32057.28,No Medicare Payment Available
077 - HYPERTENSIVE ENCEPHALOPATHY W MCC,85462.78,9762.21
078 - HYPERTENSIVE ENCEPHALOPATHY W CC,55988.72,6310
079 - HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,40218.73,5256.21
081 - NONTRAUMATIC STUPOR & COMA W/O MCC,48181.16,No Medicare Payment Available
082 - TRAUMATIC STUPOR & COMA; COMA >1 HR W MCC,26559.48,13004.52
085 - TRAUMATIC STUPOR & COMA; COMA <1 HR W MCC,87804.13,12290.4
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,24128.77,5419.2
088 - CONCUSSION W MCC,75471.07,7928.87
089 - CONCUSSION W CC,18629.6,No Medicare Payment Available
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,94105.88,15708.83
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,59295.92,12246.29
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,44363.87,4635.84
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,183996.15,No Medicare Payment Available
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,225259.27,No Medicare Payment Available
096 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,188918.43,No Medicare Payment Available
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,248378.99,No Medicare Payment Available
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,168027.33,No Medicare Payment Available
099 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,92890.04,No Medicare Payment Available
100 - SEIZURES W MCC,109185.94,10800.72
101 - SEIZURES W/O MCC,52789.36,5291.46
103 - HEADACHES W/O MCC,35578.84,5695.07
113 - ORBITAL PROCEDURES W CC/MCC,89036.83,13264.93
123 - NEUROLOGICAL EYE DISORDERS,42294.57,5125.51
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,46422,15339.85
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,30161.83,No Medicare Payment Available
135 - SINUS & MASTOID PROCEDURES W CC/MCC,63462.66,No Medicare Payment Available
138 - MOUTH PROCEDURES W/O CC/MCC,41053.19,5807.73
149 - DYSEQUILIBRIUM,49482.36,4731.43
150 - EPISTAXIS W MCC,109229.49,No Medicare Payment Available
151 - EPISTAXIS W/O MCC,16877.38,4653.88
152 - OTITIS MEDIA & URI W MCC,75650.79,No Medicare Payment Available
153 - OTITIS MEDIA & URI W/O MCC,28667.75,4951.91
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,40534.04,8638.8
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,36966.83,5984.29
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,30564.38,4240.48
157 - DENTAL & ORAL DISEASES W MCC,63413.69,9602.13
158 - DENTAL & ORAL DISEASES W CC,50173.5,No Medicare Payment Available
159 - DENTAL & ORAL DISEASES W/O CC/MCC,12410.06,No Medicare Payment Available
163 - MAJOR CHEST PROCEDURES W MCC,186630.35,26983.31
164 - MAJOR CHEST PROCEDURES W CC,110380.44,15005.68
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,84920.42,11304.19
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,173661.65,24850.74
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,117224.4,12031.44
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,53258.31,6787.96
175 - PULMONARY EMBOLISM W MCC,125365.62,8830.32
176 - PULMONARY EMBOLISM W/O MCC,67943.17,5970.26
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,107952.77,10239.62
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,84652.86,7546.46
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,107147.79,6161.84
180 - RESPIRATORY NEOPLASMS W MCC,99622.27,11009.83
181 - RESPIRATORY NEOPLASMS W CC,51031.88,5653.25
183 - MAJOR CHEST TRAUMA W MCC,88629.57,9628.68
184 - MAJOR CHEST TRAUMA W CC,32173.5,5297.17
185 - MAJOR CHEST TRAUMA W/O CC/MCC,25149.08,No Medicare Payment Available
186 - PLEURAL EFFUSION W MCC,55447.13,9472.04
187 - PLEURAL EFFUSION W CC,36296.63,6874.68
188 - PLEURAL EFFUSION W/O CC/MCC,43817.34,No Medicare Payment Available
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,81755.19,7832.58
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,73806.25,7896.87
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,62851.74,6736.46
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,45930.14,4010.53
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,72870.48,9150.67
194 - SIMPLE PNEUMONIA & PLEURISY W CC,52037.34,6264.05
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,36570.52,4792.57
196 - INTERSTITIAL LUNG DISEASE W MCC,78112.16,9424.13
197 - INTERSTITIAL LUNG DISEASE W CC,59587.21,No Medicare Payment Available
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,51311.34,No Medicare Payment Available
199 - PNEUMOTHORAX W MCC,76225.08,11056.6
200 - PNEUMOTHORAX W CC,50347.12,6883.41
201 - PNEUMOTHORAX W/O CC/MCC,26267.96,5213.79
202 - BRONCHITIS & ASTHMA W CC/MCC,64906.48,5937.98
203 - BRONCHITIS & ASTHMA W/O CC/MCC,41570.38,4562.27
204 - RESPIRATORY SIGNS & SYMPTOMS,32850.71,5238.65
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,81195.03,9226.35
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,37636.49,6076.23
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,241254.28,27854.23
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,127985.6,14334.42
215 - OTHER HEART ASSIST SYSTEM IMPLANT,475190.04,73233.6
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,274049.7,53811.28
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,325793.85,No Medicare Payment Available
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,194979.13,43483.98
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,152611.22,No Medicare Payment Available
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,326821.2,49153.64
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,351171.28,40661.3
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,196110.38,No Medicare Payment Available
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,228136.8,No Medicare Payment Available
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,163640.05,31226.79
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,280414.12,37983.9
231 - CORONARY BYPASS W PTCA W MCC,362887.24,No Medicare Payment Available
232 - CORONARY BYPASS W PTCA W/O MCC,301469.13,33756.16
233 - CORONARY BYPASS W CARDIAC CATH W MCC,268349.72,39128.64
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,224541.04,29235.84
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,205986.46,34927.93
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,149999.83,22300.13
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,218743.36,29982.01
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,153668.01,17063.12
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,149078.53,21665.63
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,120749.14,14806.89
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,87486.72,11505.26
245 - AICD GENERATOR PROCEDURES,354154.93,No Medicare Payment Available
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,208250.7,19664.55
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,149164.1,13371.89
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,145407.42,17332.06
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,126646.14,11892.16
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,135387.52,14981.64
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,161303.24,10328.39
252 - OTHER VASCULAR PROCEDURES W MCC,153826.57,18160.66
253 - OTHER VASCULAR PROCEDURES W CC,147444.54,14760.03
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,127140.68,10742.08
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,124913.93,No Medicare Payment Available
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,35154.17,No Medicare Payment Available
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,63018.77,No Medicare Payment Available
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,84388.71,No Medicare Payment Available
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,118900.23,No Medicare Payment Available
263 - VEIN LIGATION & STRIPPING,133415.02,12689.59
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,106167.57,18245.94
265 - AICD LEAD PROCEDURES,59422.44,19651.96
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,336827.69,24245.45
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,229915.05,31523.33
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,153963.56,18182.57
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,98284.13,14656.54
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,166819.03,20210.41
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,138900.17,16827.86
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,101105.73,9306.06
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,76001.22,7037.56
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,51343.53,4233.53
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,67108.23,10792.56
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,123821.69,13144.67
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,75243.61,6813.08
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,40563.88,No Medicare Payment Available
289 - ACUTE & SUBACUTE ENDOCARDITIS W CC,56204.82,10437.68
291 - HEART FAILURE & SHOCK W MCC,79137.68,9662.47
292 - HEART FAILURE & SHOCK W CC,62201.1,7142.78
293 - HEART FAILURE & SHOCK W/O CC/MCC,45650.72,4600.69
296 - CARDIAC ARREST; UNEXPLAINED W MCC,134561.39,8843.32
299 - PERIPHERAL VASCULAR DISORDERS W MCC,61310.11,8600.81
300 - PERIPHERAL VASCULAR DISORDERS W CC,61297.23,6393.29
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,35236.61,5007.82
302 - ATHEROSCLEROSIS W MCC,155904.6,6967.44
303 - ATHEROSCLEROSIS W/O MCC,29033.41,No Medicare Payment Available
304 - HYPERTENSION W MCC,56366.38,6373.59
305 - HYPERTENSION W/O MCC,36126.01,4481.99
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,86888.81,8575.83
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,56244.49,7663.99
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,59827.68,7574.05
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,38791.43,5248.5
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,29643.71,3905.04
311 - ANGINA PECTORIS,31905.69,4874.28
312 - SYNCOPE & COLLAPSE,45146.02,5026.89
313 - CHEST PAIN,37641.08,4800.71
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,91544.18,13213.39
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,57344.39,7449.07
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,23416.34,5168.06
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,247763.91,26393.49
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,65057.57,12805.65
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,54135.42,No Medicare Payment Available
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,190146.51,28859.16
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,94905.01,14525.17
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,59928.93,10331.85
333 - RECTAL RESECTION W CC,151890.76,10778.6
335 - PERITONEAL ADHESIOLYSIS W MCC,345078.95,24243.08
336 - PERITONEAL ADHESIOLYSIS W CC,91051.72,13739.48
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,66132.46,No Medicare Payment Available
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,53981.04,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,82470.44,10210.81
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,43971.66,No Medicare Payment Available
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,115041.15,14698.24
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,54527.5,No Medicare Payment Available
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,39526.71,4414.44
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,65327.47,9677.45
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,49268.31,No Medicare Payment Available
348 - ANAL & STOMAL PROCEDURES W CC,102115.01,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,28898.41,No Medicare Payment Available
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,56506.02,14739.93
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,55256.03,9299.76
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,53150.21,No Medicare Payment Available
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,244083.68,No Medicare Payment Available
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,80050.32,10627.04
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,41115.84,6907.92
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,165085.71,22237.39
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,135990.77,12720.56
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,55386.12,8847.84
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,70993.63,10438.04
369 - MAJOR ESOPHAGEAL DISORDERS W CC,62287.72,7017.5
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,33348.41,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,59456.72,9814.95
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,52961.83,6826.95
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,34824.64,3338.23
374 - DIGESTIVE MALIGNANCY W MCC,93893.98,10917.93
375 - DIGESTIVE MALIGNANCY W CC,59637.02,7854.68
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,42791.12,No Medicare Payment Available
377 - G.I. HEMORRHAGE W MCC,104565.15,11185.39
378 - G.I. HEMORRHAGE W CC,52814.84,6250.77
379 - G.I. HEMORRHAGE W/O CC/MCC,33909.93,4567.67
380 - COMPLICATED PEPTIC ULCER W MCC,98241.81,11541.64
381 - COMPLICATED PEPTIC ULCER W CC,56063.42,5662.78
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,45417.07,5859.88
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,32921.66,5866.9
385 - INFLAMMATORY BOWEL DISEASE W MCC,60869.44,No Medicare Payment Available
386 - INFLAMMATORY BOWEL DISEASE W CC,45390.32,5673.62
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,39421.53,4561.01
388 - G.I. OBSTRUCTION W MCC,90029.92,11391.08
389 - G.I. OBSTRUCTION W CC,41502.72,5690.23
390 - G.I. OBSTRUCTION W/O CC/MCC,30379.41,4289.84
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,76416.04,8581.46
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,41504.33,4938.09
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,80411.86,10199.89
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,54445.01,6344.97
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,25644.97,4064.25
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,73984.27,No Medicare Payment Available
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,137628.17,20821.84
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,172222.16,No Medicare Payment Available
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,44662.27,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,82706.43,14230.6
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,71677.91,9721.91
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,49295.55,8252.64
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,78651.8,11617.87
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,44339.18,6524.28
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,94536.33,10301.07
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,59893.97,7244.26
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,54452.36,6135.83
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,73874.3,10203.1
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,46579.01,5623.69
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,40781.44,3474.34
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,76829.91,10794.66
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,51302.79,5177.8
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,33699.67,4755.29
444 - DISORDERS OF THE BILIARY TRACT W MCC,82340.4,10079.23
445 - DISORDERS OF THE BILIARY TRACT W CC,70117.84,6752.26
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,53291.51,5393.94
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,391690.57,55435.38
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,354031.16,41686.63
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,276096.76,No Medicare Payment Available
457 - SPINAL FUS EXC CERV W SPINAL CURV MALIG/ INFEC OR EXT FUS W CC,354591.08,38769.95
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,343528.78,No Medicare Payment Available
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,225909.88,23052.7
462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,126721.94,19220.41
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,202144.5,27583.34
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,85502.78,16848.18
465 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W/O CC/MCC,52110.29,No Medicare Payment Available
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,126266.53,19183.52
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,68410.84,16704.8
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,136395.18,18240.88
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,81047.93,12369.43
471 - CERVICAL SPINAL FUSION W MCC,214476,28467.66
472 - CERVICAL SPINAL FUSION W CC,127927.67,16707.83
473 - CERVICAL SPINAL FUSION W/O CC/MCC,90911.08,12329.59
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,261200.86,22566.19
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,119925.38,18080.88
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,124366.13,17701.92
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,147247.17,12139.88
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,106686.14,16207.53
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,90200.22,12125.84
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,69737.27,9546.62
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,98866.71,14550.02
485 - KNEE PROCEDURES W PDX OF INFECTION W MCC,66989.75,19122.3
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,32742.16,No Medicare Payment Available
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,140962.29,18239.3
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,101699.29,13301.73
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,83595.45,10249.6
496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,34089.32,No Medicare Payment Available
497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,19974.94,8729.69
500 - SOFT TISSUE PROCEDURES W MCC,231252.37,No Medicare Payment Available
501 - SOFT TISSUE PROCEDURES W CC,124884.47,No Medicare Payment Available
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,26826.16,8001.18
503 - FOOT PROCEDURES W MCC,93093.72,14871.77
504 - FOOT PROCEDURES W CC,71203.38,10602.66
507 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,53045.6,No Medicare Payment Available
510 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W MCC,245701.16,22625.97
511 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W CC,72166.86,10955.29
