Procedure ID,Description,Amount
1143,THIAMINE 100MG TAB      ,40.00
1149,HYDROCOR RECTL FOAM 20GH,1179.00
1152,PYRIDOXINE TAB 50 MG    ,43.00
1163,ISONIAZID TAB 100 MG    ,40.00
1183,ISONIAZID TAB 300 MG    ,40.00
1194,FOLIC ACID TAB 1 MG     ,40.00
1239,BETOPTIC-S DPS 5ML      ,483.00
1244,MEASLES VACCN 0.5ML     ,458.00
1251,D.P.T. ADSORBD          ,192.00
1269,V-CILLIN K 125 5ML      ,43.00
1287,CORDRAN TAPE 7.5X60     ,273.00
1295,V-CILLIN K 250 5ML      ,43.00
1314,ROBITUSSIN-DM 5ML       ,13.00
1320,ROBITUSSIN-DM 10ML      ,13.00
1376,CYANIDE ANTIDOTE KIT    ,2439.00
1485,GRANULOCYTES PH EACH UN ,4366.75
1551,GELUSIL LIQ 15ML        ,40.00
1568,IPECAC SYR 30ML         ,40.00
1579,SLOW K TAB 8 MEQ        ,43.00
1611,PRE-PEN SKIN TEST       ,224.00
1650,NA BICARB 8.4% 50ML     ,212.00
1686,CALAMINE LOT 4 OZ       ,36.00
1694,GENTIAN VIOLET 2% 60ML  ,78.00
1754,KENALOG CRM .025 15G    ,81.00
1775,DEMEROL SYRUP 50MG/ 5ML ,43.00
1799,HYCODAN SYR 5ML         ,43.00
1839,ACTIFED SYR 5ML         ,40.00
1898,ATARAX SYR 5ML          ,40.00
1920,FUNGIZONE CRM 20 GM     ,367.00
1939,FLUDROCORTISONE 0.1MG TB,40.00
1941,AMOXICILLIN 250 5ML     ,97.00
1956,ORAGRAFIN CAP 500 MG    ,13.00
1980,AMOXICILLIN 125 5ML     ,78.00
2024,KENALOG ONT .025 15G    ,81.00
2032,US RETRO LTD            ,1791.00
2033,KENALOG ORABASE 5 GM    ,242.00
2039,KENALOG SPY 150 GM      ,437.00
2044,KENALOG LOT 0.1 60ML    ,592.00
2051,KENALOG CRM 0.1% 15G    ,85.00
2054,LUDIOMIL TAB 25 MG      ,40.00
2063,KENALOG ONT 0.1% 15G    ,96.00
2078,LANOLIN CRM 1 OZ        ,54.00
2120,COMPAZINE SYR 10ML      ,40.00
2121,THERAGRAN M TAB         ,40.00
2123,THERAGRAN HEMTNC TAB    ,40.00
2161,NYSTATIN TAB ORAL       ,40.00
2166,DECADRON ELX 5ML        ,40.00
2170,MG-PLUS TAB             ,40.00
2181,NYSTATIN PWR 15 GM      ,315.00
2202,NIACIN TAB 100 MG       ,40.00
2211,NOCTEC SYR 5ML U-D      ,43.00
2230,OPTHTAINE SOL 15ML      ,147.00
2241,PEN G NA BUFF 5MU VL    ,212.00
2265,DIMETAPP ELX 5ML        ,40.00
2309,PRONESTYL CAP 500 MG    ,40.00
2314,PRONESTYL CAP 250 MG    ,40.00
2321,RAUZIDE TAB             ,40.00
2387,PEPTO-BISMOL 15ML       ,21.00
2395,MYLANTA-II LIQ 30ML     ,21.00
2404,HYDREA CAP 500 MG       ,48.00
2409,NEGGRAM SUS 5ML         ,43.00
2417,NALDECON PED SYRUP 5ML  ,40.00
2441,TERFONYL TAB 500 MG     ,40.00
2458,PAREGORIC TCT 5ML       ,40.00
2475,MULTIVIT THERAPEUTIC TAB,13.00
2476,PERIACTIN SYR 5ML       ,40.00
2479,SOL IRR SAL OPTH        ,1151.00
2483,BLCK REPL CRNL PNCH     ,371.00
2484,TUBOCURARN 3/ML 10ML    ,147.00
2526,CHLORDIAZEPOXID 5 MG CAP,40.00
2531,CHLORDIAZEPOX 25 MG CAP ,40.00
2541,LIBRAX CAP              ,40.00
2544,RONDEC DM SYR 5ML       ,40.00
2545,GANTRISIN TAB 500 MG    ,40.00
2552,AZO GANTANOL TAB        ,40.00
2553,AZO GANTRISIN TAB       ,40.00
2590,MARPLAN TAB 10 MG       ,40.00
2591,TEMARIL SYR 5ML         ,40.00
2595,MESTINON TAB 60 MG      ,40.00
2597,MESTINON TAB 180 MG     ,40.00
2599,THORAZINE SYR 5ML       ,40.00
2608,LEVO-DROMORN TAB 2MG    ,43.00
2623,MATULANE CAP 50 MG      ,40.00
2629,LARODOPA CAP 250 MG     ,40.00
2639,DALMANE CAP 15 MG       ,43.00
2647,LAROBEC TAB             ,40.00
2651,FLUCYTOSINE 500 MG PO   ,846.00
2658,SOD POLYSTYR 15GM PWD   ,81.00
2666,GEVRABON LIQ 15ML       ,40.00
2696,TIGAN SUP 200 MG        ,43.00
2702,EFUDEX CRM 5% 25 GM     ,396.00
2722,FLUOROURACIL 500 MG INJ ,166.00
2786,FELDENE CAP 10 MG       ,48.00
2795,FLOXURIDINE 500 MG INJ  ,2629.00
2929,TOBREX OP ONT 3.5 GM    ,192.00
2952,BICITRA SOL 15ML        ,40.00
2997,CUPRIMINE CAP 125 MG    ,43.00
3003,TRANSDERM-SCOP 2 DIS    ,127.00
3017,NM BONE WHOLE BODY      ,5451.00
3044,SULFADIAZN TAB 500MG    ,39.00
3048,MESTINON 10 MG AMP      ,147.00
3086,TOBRAMYCIN 20 MG VIAL   ,177.00
3091,NTG ONT 2% P/APPLIC     ,36.00
3100,ARTANE TAB 2 MG         ,41.00
3118,TROMETHAMINE 500ML INJ  ,1427.00
3128,US PELVIC LTD OR FU     ,364.00
3137,ACETAZOLAMIDE 500MG CAP ,43.00
3141,ACETAZOLAMIDE 250MG TAB ,40.00
3165,LEVOPROME 20 MG AMP     ,147.00
3167,METHOTREXATE 2.5 MG PO  ,45.00
3169,NEOLOID SUS 120ML       ,135.00
3174,NEPTAZANE TAB 50 MG     ,40.00
3181,FERRO-SEQUELS CAP       ,40.00
3195,THIOTEPA 15 MG INJ      ,2286.00
3197,AMINOCAPROIC TAB .5G    ,40.00
3257,ACHROMYCIN V CAP 250    ,43.00
3276,ACTH QN                 ,3004.00
3278,AMINOLEVULINIC ACID ALA ,1837.00
3283,ETHAMBUTOL 400MG TAB    ,48.00
3301,CLEOCIN T SOL 60ML      ,650.00
3304,POLY-PRED OP SUS 5ML    ,341.00
3355,MINOCIN CAP 100 MG      ,66.00
3357,CALCIUM IONIZED         ,651.00
3363,FLUCONAZOL TAB 100MG    ,66.00
3369,CALCITONIN              ,1003.00
3374,FLUCONAZOL TAB 200MG    ,108.00
3376,ATENOLOL 50MG TAB       ,40.00
3388,FILIBON F.A.            ,40.00
3409,INSERTION IABP PERC     ,11139.00
3424,DECLOMYCIN TAB 300MG    ,78.00
3432,COGENTIN TAB 0.5 MG     ,40.00
3435,AMITRIPTYLN TAB 10MG    ,40.00
3437,INDOMETHACIN 25MG CAP   ,40.00
3440,VIVACTIL TAB 5 MG       ,40.00
3441,PYRIDIUM PLUS TAB       ,40.00
3446,HYDRODIURIL TAB 25MG    ,40.00
3448,PHYTONADIONE 5MG TAB    ,455.00
3449,OXYBUTYNIN SYR 30ML     ,40.00
3452,AMITRIPTYLN TAB 25MG    ,40.00
3455,VIVACTIL TAB 10 MG      ,40.00
3464,HYDROPRES-25 TAB        ,40.00
3466,ESTRADIOL               ,792.00
3467,METRONIDAZOLE 500MG TAB ,78.00
3469,COGENTIN TAB 2 MG       ,40.00
3470,CYPROHEPTADINE 4MG TAB  ,40.00
3473,HURRICAINE SPY 2 OZ     ,217.00
3474,GTT 1ST 3 SPECIMENS     ,2042.00
3483,AMITRIPTYLN TAB 50MG    ,40.00
3487,HYDRODIURIL TAB 50MG    ,40.00
3490,GASTRIN                 ,1672.00
3502,DIURIL TAB 250 MG       ,40.00
3507,ALDOMET TAB 250 MG      ,40.00
3514,DIUPRES-500 TAB         ,40.00
3519,BETHANECHOL 10MG TAB    ,40.00
3520,ALDORIL-15 TAB          ,40.00
3522,DIURIL TAB 500 MG       ,40.00
3523,ALDORIL-25 TAB          ,40.00
3524,IGM EA                  ,1256.00
3528,BETHANECHOL 25 MG TAB   ,43.00
3529,BENEMID TAB 0.5 GM      ,40.00
3534,LACTIC ACID             ,1239.00
3535,CUPRIMINE CAP 250 MG    ,43.00
3543,ALDOCLOR-150 TAB        ,40.00
3546,COLBENEMID TAB          ,40.00
3549,HC TAB 10 MG            ,40.00
3552,ALDOCLOR-250 TAB        ,40.00
3555,BENZTROPINE 1MG TAB     ,40.00
3557,OSMOLALITY BLD          ,1415.00
3563,MINTEZOL TAB 500 MG     ,40.00
3565,OSMOLALITY UR           ,1410.00
3568,TRIAVIL TAB 2-10        ,40.00
3573,PTH INTACT              ,1982.00
3577,TRIAVIL TAB 4-10        ,40.00
3607,PROGESTERONE            ,858.00
3609,PLATE L OBL 1.5X3HX4H LT,3659.00
3650,ALDOMT 250MG/5ML 5ML    ,123.00
3678,CYTOLOGY CONC & INTERP  ,732.00
3685,SPECTROBID TAB 400MG    ,54.00
3688,INH TX AC AWY OBST      ,824.00
3704,MUMPSVAX VACCINE        ,339.00
3732,CHEST WALL SUBSEQUENT   ,569.00
3743,CORTONE 50MG/ML 10ML    ,147.00
3761,HYDELTRA-TBA 20 1ML     ,383.00
3786,DECADRON OP SOL 5ML     ,318.00
3799,NEO DECADRN ONT 3.5G    ,140.00
3801,OXYGEN PER HOUR         ,40.00
3808,DECASPRAY 90 GM         ,339.00
3865,DRAIN ABRAMSON 3 LUMEN  ,578.00
3866,MECHLORETHAMINE 10MG INJ,233.00
3906,POT ACETATE 40 MEQ      ,147.00
3919,RUBELLA VACCINE LIVE    ,305.00
3936,CYTADREN TAB 250 MG     ,40.00
3957,CAPOTEN TAB 25 MG       ,40.00
3959,COMPAZINE SUP 2.5 MG    ,43.00
3961,CAPOTEN TAB 50 MG       ,40.00
3962,COMPAZINE SUP 5 MG      ,43.00
3964,COMPAZINE SUP 25 MG     ,43.00
3972,D50W 500/1000ML BAG     ,177.00
3979,CYTOMEL TAB 5 MCG       ,40.00
3981,CYTOMEL TAB 25 MCG      ,40.00
4013,DEXEDRINE TAB 5 MG      ,43.00
4015,DIBENZYLINE CAP 10MG    ,40.00
4020,ASPIRIN 325MG EC TAB    ,13.00
4061,ORNADE CAP              ,40.00
4068,PARNATE TAB 10 MG       ,40.00
4083,STOXIL ONT 0.5% 4 GM    ,326.00
4092,TEMARIL SPANSULE 5MG    ,40.00
4097,TEMARIL TAB 2.5 MG      ,40.00
4146,THORAZINE SUP 25 MG     ,43.00
4172,URISPAS TAB 100 MG      ,40.00
4276,SERAX CAP 15 MG         ,40.00
4281,COLLYRIUM DPS 1/2 OZ    ,147.00
4306,NIZORAL TAB 200 MG      ,78.00
4356,HYDROCOD/ACT 7.5/325 TAB,40.00
4362,SPARINE TAB 50 MG       ,40.00
4395,SPARINE 50MG/ML 2ML     ,180.00
4420,SERAX CAP 10 MG         ,40.00
4428,AMPCLN TRI 125 5ML      ,43.00
4430,AMPCLN TRI 250 5ML      ,43.00
4433,OVRAL TAB               ,48.00
4443,PEN-VEE K TAB 250 MG    ,43.00
4456,CONN Y 3/8X3/8X3/8/6    ,234.00
4500,NAPROXEN TAB 250 MG     ,40.00
4508,NAPROXN NA TAB 275MG    ,40.00
4509,NAPROXEN TAB 375 MG     ,40.00
4514,NAPROXEN TAB 500 MG     ,43.00
4617,AVEENO COL OATML 1LB    ,212.00
4679,CATH SUPRPUB 10FR       ,893.00
4687,LARGON 40 MG AMP        ,147.00
4842,SP GRAV BDY FLUID NOT UR,204.00
4907,ASPIRIN SUP 300 MG      ,21.00
4909,ASPIRIN SUP 600 MG      ,21.00
4946,CORTEF TAB 5 MG         ,43.00
4961,FLUOXYMESTRN TAB 5MG    ,48.00
4974,CORTEF TAB 10 MG        ,40.00
4977,FML OPHTH DPS 10ML      ,423.00
5005,MEDROL TAB 2 MG         ,40.00
5019,METHYLPRED 4MG TAB      ,43.00
5032,TOLINASE TAB 100 MG     ,40.00
5035,MEDROL TAB 16 MG        ,82.00
5076,TOLINASE TAB 250 MG     ,40.00
5107,MENTHOLATUM 1 OZ        ,77.00
5141,NYSTATIN VAGTAB EA      ,43.00
5154,EPIDURAL ADD 60 MIN     ,205.00
5175,NTG TAB SL 0.6MG #25    ,136.00
5178,NTG TAB SL 0.4MG #25    ,104.00
5180,NTG TAB SL 0.3MG #25    ,136.00
5201,CLINDAMYCIN 150MG CAP   ,78.00
5208,BACITRACIN 50000 U     ,339.00
5253,CAL GLUC 10% 10ML       ,147.00
5417,GEMFIBROZIL TAB 600     ,40.00
5452,DAPSONE TAB 100 MG      ,43.00
5458,MISOPROSTOL TAB 100 MCG ,40.00
5487,IDARUBICIN HCL 5 MG INJ ,5361.00
5495,CT MAXIFAC W/O CNT      ,5615.00
5497,CT MAXIFAC W&W/O CONT   ,8676.00
5499,CT MAXIFAC W/CONTRAST   ,7298.00
5509,DOXAZOSIN 1MG TAB       ,41.00
5513,DOXAZOSIN 4 MG TAB      ,43.00
5535,LINCOCIN CAP 500 MG     ,58.00
5571,IPRATROPM NHALR 14G     ,206.00
5583,MYCIFRADIN TAB 0.5GM    ,40.00
5679,CATH FOLEY 2W 26FR 30CC ,157.00
5685,CATH FOLEY 3W 18FR 30CC ,212.00
5693,CLIP RANEY INFANT       ,28.00
5696,NEOMYCN SULF ONT 1OZ    ,97.00
5728,LEVOTHYROXINE 200MCG INJ,936.00
5771,CLEOCIN PED 100ML PO    ,483.00
5840,TUBE TRCH PEDS SZ 4.5   ,540.00
5929,SCREW LAG 12.7X9X95X21MM,3603.00
5932,GWIRE SS .025INX145     ,1588.00
6003,UA W MICRO MANUAL       ,117.00
6055,METHADONE LIQ 5ML       ,43.00
6133,CULT CHLAMYDIA          ,2226.00
6200,VERAPAMIL 5 MG VL       ,378.00
6205,RETAINER VISCERA MED    ,648.00
6226,CTH URTH FOL 8F 3CC SIL ,464.00
6227,CTH URTH FOL 10F 3CC    ,141.00
6236,CYCLOMYDRIL DPS 2ML     ,208.00
6243,CYCLOGYL DPS 2% 2ML     ,185.00
6252,CYCLOGYL 1% 2ML         ,147.00
6323,INDIGO CARMINE 5ML      ,147.00
6325,ACIDOPHILUS/BULGARIU TAB,3.00
6415,MICRO-K EXTENCAP 8      ,40.00
6418,FIBRINOGEN ACTIVITY     ,1099.00
6610,ILOPAN 500MG SYRINGE    ,188.00
6631,KAON TAB 5 MEQ          ,40.00
6636,GENTAMICIN (GARAMYCIN)  ,2518.00
6643,STPLR ENDO RLD 90X3.5MM ,4248.00
6644,STPLR ENDO RLD 90X4.8MM ,5019.00
6659,MODANE TAB 130 MG       ,40.00
6664,SCREW CANC 4.0 X 28 FT  ,287.00
6665,SCREW CANC 4.0 X 32 FT  ,327.00
6669,MYOFLEX CRM 10% 2 OZ    ,174.00
6672,AMMONIA                 ,1366.00
6705,FOLIC ACD 5MG/ML 1ML INJ,147.00
6723,GRANULEX SPY 5 OZ       ,525.00
6756,CALCIUM UR TIMED QN     ,646.00
6763,CERUMENEX OTIC 6ML      ,219.00
6769,MEZLIN 3 GM VIAL        ,379.00
6770,NASALIDE SPY 25ML       ,608.00
6805,SHUNT CV 31CM 9FR P-I CR,3826.00
6809,SCREW MLR 4.5X50        ,579.00
6817,DIPHENOX/ATROPINE TAB   ,40.00
6857,PTT SUBSTITUTION MIXING ,1894.00
6883,PRO-BANTHIN TAB 15MG    ,40.00
6893,HCG BETA QUANTITATIVE   ,787.00
7017,CULT MYCOPLASMA         ,1024.00
7028,SCREW CANC SF 4X40 14-PT,272.00
7029,SCREW CANC SF 4 X 50 15/,272.00
7081,BARRIER SKN PASTE 5OZ TB,58.00
7086,SPIRONOLACTONE 25MG TAB ,36.00
7092,ALDACTAZIDE TAB         ,40.00
7104,FLAGYL TAB 250 MG       ,54.00
7109,PCE TAB 500 MG          ,40.00
7114,SP TRANSCATH ANGIO F/U  ,3027.00
7119,XR UROGRAM RETRO        ,3497.00
7142,SPLNT NSL SIL SEPT      ,699.00
7182,NITROGLYCERIN  50 MG VL ,94.00
7186,PRED MILD DPS 10ML      ,348.00
7216,NM KIDNEY SCAN          ,3945.00
7282,AMILORIDE TAB 5 MG      ,40.00
7336,TRANSDERM-NITRO 5 MG    ,36.00
7337,TRANSDERM-NITRO 10MG    ,56.00
7359,DILTIAZM SR CAP 90MG    ,40.00
7375,C DIFFICILE TOXIN AG EIA,1633.00
7395,COCAINE 10% PER APPL    ,347.00
7396,CEFUROXIME TAB 250MG    ,36.00
7455,TIMOLOL MAL TAB 20MG    ,40.00
7487,EPIDURAL 1ST 30 MIN     ,4087.00
7498,ALDACTONE TAB 100 MG    ,40.00
7519,SUCRALFATE TAB 1 GM     ,43.00
7522,NIFEDIPINE CAP 10 MG    ,39.00
7525,TIMOLOL TAB 10 MG       ,40.00
7540,US PREGNANCY FLW UP     ,749.00
7563,CATH IV PLAS HUB 24X3   ,78.00
7566,WHEELCHAIR MGT 15M OT   ,278.00
7576,DANAZOL CAP 200 MG      ,120.00
7643,SCREW MLR 4.5X45        ,533.00
7644,SCREW MLR 4.5X55        ,497.00
7645,SCREW MLR 4.5X60        ,497.00
7646,SCREW MLR 4.5X65        ,497.00
7649,SCREW BNE CANC 6.5X95   ,588.00
7653,RETIN-A GEL .025 45G    ,1292.00
7663,CLODERM CRM 0.1% 15G    ,226.00
7680,DIALYSIS-CAPD           ,4127.00
7733,G.I. COCKTAIL           ,39.00
7806,MANUAL THER TECH 15M OT ,278.00
7971,TRAZODONE 50 MG TAB     ,40.00
7973,TRAZODONE 100 MG TAB    ,40.00
8026,DIPYRIDAMOLE 10 MG INJ  ,847.00
8106,KANTREX 1 GM VIAL       ,58.00
8114,KANTREX CAP 500 MG      ,120.00
8183,SALUTENSIN TAB          ,40.00
8184,NALDECON TAB            ,40.00
8195,TUBE FD ENTFLX 720858   ,351.00
8217,POLYCILLIN-N 500 MG     ,58.00
8220,POLYCILLIN-N 1 GM VL    ,58.00
8232,POLYCILLIN-N 2GM VL     ,54.00
8312,DYNAPEN CAP 250 MG      ,43.00
8315,CHOLEDYL SA CAP 400     ,40.00
8317,CHOLEDYL SA CAP 600     ,40.00
8325,STAPHCILLIN 1 GM VL     ,212.00
8344,PROSTAPHLN CAP 250MG    ,43.00
8356,PROSTAPHLIN 0.5GM VL    ,58.00
8366,PROSTAPHLN CAP 500MG    ,78.00
8411,SCREW CANC 4X20         ,287.00
8435,D50 50ML AMP            ,93.00
8463,SCREW BNE CANC 4.0X16   ,287.00
8464,SCREW BNE CANC 4.0X18   ,287.00
8465,SCREW BNE CANC 4.0X24   ,287.00
8466,SCREW BNE CANC 4.0X36   ,300.00
8467,SCREW BNE CANC 4.0X40   ,287.00
8469,SCREW BNE CANC 4.0X12   ,272.00
8470,SCREW BNE CANC 4.0X14   ,277.00
8471,SCREW BNE CANC 4.0X16   ,272.00
8472,SCREW BNE CANC 4.0X18   ,272.00
8473,SCREW BNE CANC 4.0X20   ,277.00
8474,SCREW BNE CANC 4.0X22   ,277.00
8476,SCREW BNE CANC 4.0X26   ,277.00
8477,SCREW BNE CANC 4.0X28   ,277.00
8478,SCREW BNE CANC 4.0X30   ,272.00
8479,SCREW CANC SF 4X35 14/PT,272.00
8480,SCREW BNE CANC 4.0X45   ,272.00
8487,GW STRT SFC035 150 3 STR,208.00
8488,FILGRASTIM 300 MCG INJ  ,1894.00
8736,SET CATH RADIAL/ARTERY  ,292.00
8738,TUBE NG 42IN 8FR 2 EYE  ,17.00
8784,CANN #4 DISP INNR       ,71.00
8785,CANNULA INNER 6 DIC     ,70.00
8786,CANNULA #8 DISPOSABLE IN,70.00
8792,BENTIROMIDE 500MG VL    ,1444.00
8804,INDOCIN SR CAP 75 MG    ,43.00
8965,FLOXACIN TAB 200 MG     ,40.00
8992,FLOXACIN TAB 300 MG     ,40.00
9017,VITAMIN K               ,543.00
9018,E CHAFFEENSIS AB QL IGM ,371.00
9132,SCREW SPINE SYN 498.861 ,7692.00
9186,EMCYT CAP 140 MG        ,123.00
9240,KIT ACC SCREW & SCREW   ,1270.00
9245,SCREW 85-1405 JOHN&JOHN ,1727.00
9253,RELOAD STAPLE CUT 55    ,1588.00
9255,APPLIER INTRN CLIP EL5ML,2092.00
9261,PATCH DRGRD RSRB 4X4CM  ,3514.00
9273,PATCH DRGRD RSRB 8X14CM ,6761.00
9283,SCREW 404.832 SYNTHES   ,412.00
9285,SCREW TI CORTEX 3.5MM X ,380.00
9286,SCRW SPINE 498.860 SYNTH,7692.00
9289,SCRW SPINE 498.863 SYNTH,7692.00
9292,PLATE 450.354 SYNTHES   ,11343.00
9294,DISALCID TAB 750 MG     ,40.00
9299,PARTICLES EMBL 180-300  ,1788.00
9312,MAG OXIDE TAB 400 MG    ,43.00
9313,CARBAMAZPN TAB 100MG    ,40.00
9323,IMPLANT OSS 4.75X3      ,3694.00
9324,AMSTR BEV. GROM  ACT    ,292.00
9348,PLATE 450.243           ,8658.00
9351,SCREW CORTEX TI 3.5X40 4,412.00
9363,CATH URET 2LUM 10FR     ,1337.00
9367,ELCTRD DUAL DISPERS     ,29.00
9417,SCREW CORT 4.5X46       ,356.00
9418,SCREW CORT 4.5X44       ,356.00
9419,SCREW CORT 4.5X42       ,356.00
9420,SCREW CORT 4.5X40       ,356.00
9421,SCREW CORT 4.5X38       ,356.00
9422,SCREW CORT 4.5X36       ,356.00
9424,SCREW CORT 4.5X34       ,356.00
9425,SCREW CORT 4.5X32       ,356.00
9430,BLADE SAG NARROW THK 90X,541.00
9431,BLADE SAW 73X25X.89MM ME,499.00
9440,TRINALIN TAB            ,40.00
9441,BURR FST CUT 3.2        ,760.00
9443,BURR SURG 8 FLUT 114X4.8,760.00
9445,BURR SURG EGG STRL 54X4 ,859.00
9448,IMPLNT HIP DEPUY 1521-11,23083.00
9449,IMPLNT HIP 1376-38-000  ,1592.00
9450,IMPLNT HIP 1376-36-000  ,1166.00
9452,IMPLNT HIP 1376-20-000  ,1093.00
9507,HIP 103548000           ,7338.00
9514,IMPLNT HIP 1365-14      ,6209.00
9576,AGENT PERFLUR NOCTNE 5ML,4268.00
9578,SCREW DANEK 828-950     ,12210.00
9588,NS 150 ML               ,177.00
9592,FCP GRSP 3X90           ,3354.00
9606,BSKT RTEVL 16F BYRD WRKS,12352.00
9612,PORT MRI W/CATH 9.6FR   ,2512.00
9614,PORT MRI 9.6FR CATH     ,2527.00
9617,CAPTOPRIL 12.5 MG TAB   ,40.00
9628,GOOD MOD T-TUBE ACT     ,609.00
9629,PROSTHESES SHEEHY TOP   ,3694.00
9640,IMPLNT HIP 1521-04-000  ,23083.00
9641,IMPLNT HIP 1521-03-000  ,23083.00
9642,IMPLNT HIP 1521-02-000  ,23083.00
9644,IMPLNT HIP 1521-01 DEPUY,23083.00
9672,IMPLNT HIP 1035-44-000  ,7338.00
9705,METHYL BLUE 100 MG INJ  ,707.00
9732,PLATE 450.357           ,10378.00
9733,SYRINGE CEMENT EXET     ,399.00
9735,KNIFE SERR MENISUS      ,799.00
9736,LOSARTAN 25MG TAB       ,40.00
9737,BIAXIN 125MG 5ML 100ML  ,667.00
9738,OXYCONTIN 20MG TAB      ,63.00
9739,TETRAMUNE VIAL 5ML      ,4968.00
9740,OXYCONTIN 10MG TAB      ,40.00
9741,ACETAMINOPHEN 80MG SUPP ,40.00
9742,PLATE AO 235.39 PL BL45M,4731.00
9746,CEMENT NO HUB SM FEM CNL,399.00
9748,SET FIXTN OPTH FRONTLS  ,743.00
9754,CATH DLYS 31CM NEO      ,703.00
9755,CATH PERIT CRL 62CM     ,1405.00
9756,CATH DLYS 37CM PED      ,717.00
9757,KIT CEMENT MIXEVAC 3    ,892.00
9759,KIT VAC CMNT MX BWL     ,1386.00
9766,DOLOBID TAB 250 MG      ,40.00
9771,CEMNT NO HUB LG FEM CNL ,399.00
9775,BLDE 2.25 RND PCKT      ,295.00
9776,EAR WICK POPE 24X9MM    ,139.00
9777,PACK MEDS EAR AMBRUS    ,206.00
9778,INTRODUCER SHTH 11FR 15.,1397.00
9779,TUBE EAR RIC 145250     ,564.00
9800,TAGAMET TAB 400 MG      ,40.00
9807,IMPLNT HIP 1035-50      ,10095.00
9821,SCREW 828.935 7.5 X 35  ,12210.00
9822,SCREW 828.940 7.5 X 40  ,12210.00
9852,IMPLNT HIP 1365-12-000  ,3644.00
9858,IOPIDINE 0.5% EYE DROPS ,850.00
