DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,140333.01,9687.75
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,112046.86,24310.69
059 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,165884.4,10101.28
060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,171666.89,5662.09
062 - ISCHEMIC STROKE; PRECEREBRAL OCCL OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W C,203527.6,11817.45
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,144450.28,9872.55
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,101046.01,6696.92
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,64068.65,5221.72
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,107469.11,No Medicare Payment Available
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,73829.59,No Medicare Payment Available
069 - TRANSIENT ISCHEMIA W/O THROMBOLYTIC,72452.58,8734.84
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,134007.99,18535.89
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,102125.08,16020.73
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,88609.4,16999.65
073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,83242.02,9060.54
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,79588.22,13078.61
075 - VIRAL MENINGITIS W CC/MCC,74119.15,No Medicare Payment Available
076 - VIRAL MENINGITIS W/O CC/MCC,58640.04,No Medicare Payment Available
077 - HYPERTENSIVE ENCEPHALOPATHY W MCC,84573.08,8423.8
078 - HYPERTENSIVE ENCEPHALOPATHY W CC,83130.68,6139.64
079 - HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,71965.43,5338.81
081 - NONTRAUMATIC STUPOR & COMA W/O MCC,140653.79,No Medicare Payment Available
082 - TRAUMATIC STUPOR & COMA; COMA >1 HR W MCC,85307.84,11624.21
085 - TRAUMATIC STUPOR & COMA; COMA <1 HR W MCC,161157.88,10227.82
086 - TRAUMATIC STUPOR & COMA; COMA <1 HR W CC,93269.36,6687.89
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,44166.71,5976.33
089 - CONCUSSION W CC,86655.83,6656.34
090 - CONCUSSION W/O CC/MCC,36478.07,No Medicare Payment Available
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,136039.18,16556.54
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,109406.71,12371.42
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,54868.85,No Medicare Payment Available
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,289356.15,No Medicare Payment Available
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,244940.08,No Medicare Payment Available
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,125269.91,No Medicare Payment Available
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,213241.02,No Medicare Payment Available
100 - SEIZURES W MCC,109456.96,9234.05
101 - SEIZURES W/O MCC,43179.37,6300.62
102 - HEADACHES W MCC,104366.85,4913.36
103 - HEADACHES W/O MCC,49895.33,5208.67
123 - NEUROLOGICAL EYE DISORDERS,37468.52,No Medicare Payment Available
125 - OTHER DISORDERS OF THE EYE W/O MCC,39450.29,5358.17
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,47791.68,No Medicare Payment Available
146 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W MCC,81415.73,No Medicare Payment Available
147 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W CC,56011.77,No Medicare Payment Available
149 - DYSEQUILIBRIUM,73331.51,No Medicare Payment Available
151 - EPISTAXIS W/O MCC,19859,No Medicare Payment Available
152 - OTITIS MEDIA & URI W MCC,14705.65,No Medicare Payment Available
153 - OTITIS MEDIA & URI W/O MCC,30017.16,2526.27
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,10883,No Medicare Payment Available
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,38769.13,No Medicare Payment Available
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,45488.52,No Medicare Payment Available
158 - DENTAL & ORAL DISEASES W CC,59509,No Medicare Payment Available
159 - DENTAL & ORAL DISEASES W/O CC/MCC,79492.9,No Medicare Payment Available
163 - MAJOR CHEST PROCEDURES W MCC,235170.94,21138.76
164 - MAJOR CHEST PROCEDURES W CC,209160.76,15268.04
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,164510.43,11288.18
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,297449.63,27055.66
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,129950.66,41842.31
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,94434.41,8202.57
175 - PULMONARY EMBOLISM W MCC,109313.74,9123.5
176 - PULMONARY EMBOLISM W/O MCC,88801.97,6039.19
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,183551.86,11023.05
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,76729.07,8215.52
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,37636.17,No Medicare Payment Available
180 - RESPIRATORY NEOPLASMS W MCC,124363.11,10365.89
181 - RESPIRATORY NEOPLASMS W CC,65545.52,6815.33
183 - MAJOR CHEST TRAUMA W MCC,62196,9241.85
184 - MAJOR CHEST TRAUMA W CC,86899.94,6423.52
186 - PLEURAL EFFUSION W MCC,99159.49,11925.59
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,82297.15,7746.14
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,71122.63,6824.7
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,45386.62,6165.8
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,42970.73,1899.38
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,88723.61,8892.96
194 - SIMPLE PNEUMONIA & PLEURISY W CC,49925,5660.02
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,28732.9,5023.94
196 - INTERSTITIAL LUNG DISEASE W MCC,94473.81,9352.52
197 - INTERSTITIAL LUNG DISEASE W CC,50735.36,No Medicare Payment Available
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,25877.43,No Medicare Payment Available
199 - PNEUMOTHORAX W MCC,345787.34,43262.21
200 - PNEUMOTHORAX W CC,90808.99,6436.52
201 - PNEUMOTHORAX W/O CC/MCC,34821.02,No Medicare Payment Available
202 - BRONCHITIS & ASTHMA W CC/MCC,43006.46,6271.71
203 - BRONCHITIS & ASTHMA W/O CC/MCC,24004.07,5071.09
204 - RESPIRATORY SIGNS & SYMPTOMS,22255.84,No Medicare Payment Available
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,60188.69,9304.15
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,53754.12,4455.09
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,292714.79,No Medicare Payment Available
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,209848.53,14148.04
215 - OTHER HEART ASSIST SYSTEM IMPLANT,382757.14,No Medicare Payment Available
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,534772.61,53236.25
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,514518.69,No Medicare Payment Available
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,381062.12,47668.19
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,284777.22,No Medicare Payment Available
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,319798.53,37374.81
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,188809.56,No Medicare Payment Available
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,183986.44,No Medicare Payment Available
232 - CORONARY BYPASS W PTCA W/O MCC,186693.17,No Medicare Payment Available
233 - CORONARY BYPASS W CARDIAC CATH W MCC,512141.71,No Medicare Payment Available
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,397252.38,30264.87
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,486511.19,26766.33
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,350038.25,No Medicare Payment Available
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,365177.21,25449.17
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,246564.11,15731.41
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,218025.71,19755.78
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,170217.1,14944.91
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,131030.26,12807.24
245 - AICD GENERATOR PROCEDURES,1158102.53,29707.88
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,289076.59,19125.78
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,174518.74,9867.94
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,459060.38,No Medicare Payment Available
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,174943.39,10605.96
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,220686.81,13534.48
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,77886.68,No Medicare Payment Available
252 - OTHER VASCULAR PROCEDURES W MCC,200832.88,19428.55
253 - OTHER VASCULAR PROCEDURES W CC,158058.83,13721.88
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,51981.59,11042.68
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,196050.62,14899.27
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,223190.46,No Medicare Payment Available
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,110746.26,20811.4
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,112297.25,No Medicare Payment Available
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,78844.88,6118.14
263 - VEIN LIGATION & STRIPPING,161108.43,13945.56
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,183197.23,18429.38
265 - AICD LEAD PROCEDURES,125495.11,No Medicare Payment Available
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,342202.51,36994.53
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,153487.71,No Medicare Payment Available
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,246045.15,26036.24
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,295408.19,18532.3
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,83343.14,No Medicare Payment Available
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,423869.34,23146.41
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,241007.21,16320.43
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,140363.53,9245.27
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,90228.45,6088.98
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,90114.6,5287.41
284 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W CC,59880.49,4979.55
285 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W/O CC/MCC,43981,4162.66
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,158427.12,13134.03
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,124427.77,7317.7
291 - HEART FAILURE & SHOCK W MCC,104258.08,9005.76
292 - HEART FAILURE & SHOCK W CC,66432.93,8961.09
293 - HEART FAILURE & SHOCK W/O CC/MCC,42208.59,4280.83
296 - CARDIAC ARREST; UNEXPLAINED W MCC,38924.09,7976.09
299 - PERIPHERAL VASCULAR DISORDERS W MCC,107377.1,8419.71
300 - PERIPHERAL VASCULAR DISORDERS W CC,66604.05,6226.08
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,35609.49,4773.85
302 - ATHEROSCLEROSIS W MCC,61225.17,6692.5
303 - ATHEROSCLEROSIS W/O MCC,53174.44,6995.32
304 - HYPERTENSION W MCC,84385.44,6444.31
305 - HYPERTENSION W/O MCC,54405.75,4700.59
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,57965.56,No Medicare Payment Available
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,78179.51,6459.21
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,68666.92,8333.91
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,41139.93,4379.15
311 - ANGINA PECTORIS,80363.84,4848.23
312 - SYNCOPE & COLLAPSE,63812.07,5131
313 - CHEST PAIN,47170.53,4548.38
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,97319.69,9134.7
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,57855.23,6422.29
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,52456.94,No Medicare Payment Available
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,420210.2,No Medicare Payment Available
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,179219.62,No Medicare Payment Available
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,116966.84,No Medicare Payment Available
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,405977.82,26812.8
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,179350.75,13858.76
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,80909.27,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,376106.74,23634.73
336 - PERITONEAL ADHESIOLYSIS W CC,180454.8,13987.27
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,113290.18,No Medicare Payment Available
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,129074.95,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,97455.21,No Medicare Payment Available
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,89423.06,No Medicare Payment Available
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,145161.71,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,91205.67,9299.53
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,74874.38,No Medicare Payment Available
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,67863.22,No Medicare Payment Available
347 - ANAL & STOMAL PROCEDURES W MCC,199088.42,No Medicare Payment Available
348 - ANAL & STOMAL PROCEDURES W CC,61531.75,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,82999.06,No Medicare Payment Available
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,232878.56,14606.88
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,93942.28,7993.57
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,79392.67,No Medicare Payment Available
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,229849.12,23913.61
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,115051.06,10589.14
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,113809.47,8382.27
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,346752.74,23764.86
369 - MAJOR ESOPHAGEAL DISORDERS W CC,65502.13,No Medicare Payment Available
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,60632,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,85081.25,9654.93
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,57891.9,6559.16
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,61985.57,No Medicare Payment Available
374 - DIGESTIVE MALIGNANCY W MCC,122709.39,9315.06
375 - DIGESTIVE MALIGNANCY W CC,83586.08,7591.97
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,227152.59,No Medicare Payment Available
377 - G.I. HEMORRHAGE W MCC,118950.96,9957.66
378 - G.I. HEMORRHAGE W CC,62894.42,6286.5
379 - G.I. HEMORRHAGE W/O CC/MCC,39879.63,4721.83
380 - COMPLICATED PEPTIC ULCER W MCC,172941.68,11570.84
381 - COMPLICATED PEPTIC ULCER W CC,64892.01,No Medicare Payment Available
383 - UNCOMPLICATED PEPTIC ULCER W MCC,76689.08,8489.06
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,56964.16,5913.43
386 - INFLAMMATORY BOWEL DISEASE W CC,50223.86,No Medicare Payment Available
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,61539.25,No Medicare Payment Available
388 - G.I. OBSTRUCTION W MCC,104300.8,7341.72
389 - G.I. OBSTRUCTION W CC,62811.35,4453.7
390 - G.I. OBSTRUCTION W/O CC/MCC,46901.16,4398.46
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,90349.21,7691.6
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,45503.22,5372.45
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,81024.45,10037.11
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,66106.96,6323.46
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,31318.53,4405.28
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,285532.86,No Medicare Payment Available
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,216675.48,22778.65
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,215146.64,No Medicare Payment Available
411 - CHOLECYSTECTOMY W C.D.E. W MCC,261032.02,19233.74
412 - CHOLECYSTECTOMY W C.D.E. W CC,272615.98,No Medicare Payment Available
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,259387.49,19923.97
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,71539,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,181753.82,14183.23
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,133379.56,9821.14
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,120396.71,8441.24
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,56283.57,No Medicare Payment Available
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,230862.75,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,107314.35,11016.67
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,72510.84,5319.33
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,51904.74,3656.13
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,100524.63,10312.49
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,99082.16,7476.42
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,90781.48,10211.2
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,59829.43,5462.51
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,40721.96,No Medicare Payment Available
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,128458.15,11081.85
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,74942.82,12185.48
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,43849.24,4818.13
444 - DISORDERS OF THE BILIARY TRACT W MCC,118587.04,7677.45
445 - DISORDERS OF THE BILIARY TRACT W CC,61987.81,5737.51
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,34322.66,No Medicare Payment Available
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,441315.44,53608.03
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,318281.33,36505.26
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,337312.58,27782.85
456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,872256.64,No Medicare Payment Available
457 - SPINAL FUS EXC CERV W SPINAL CURV MALIG/ INFEC OR EXT FUS W CC,313012.15,No Medicare Payment Available
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,947233.3,No Medicare Payment Available
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,313498.44,20976.74
461 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,221270.13,28214.63
462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,248564.86,20910.87
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,327166.59,23573.2
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,172218.58,16051.12
465 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W/O CC/MCC,122658.92,10835.76
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,425553.57,29736.34
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,233238.81,19627.05
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,193461.34,16959.42
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,234871.29,18551.65
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,144585.45,12281.17
471 - CERVICAL SPINAL FUSION W MCC,363862.43,27448.39
472 - CERVICAL SPINAL FUSION W CC,212648.36,16437.69
473 - CERVICAL SPINAL FUSION W/O CC/MCC,182881.99,13704
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,196761.87,21640.24
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,130269.08,No Medicare Payment Available
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,152936.96,17650.71
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,149851.32,No Medicare Payment Available
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,237938.79,18273.59
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,186842.96,12292.85
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,124290.13,10281.8
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,242840.94,14536.49
485 - KNEE PROCEDURES W PDX OF INFECTION W MCC,170563.04,18950.71
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,143943.09,13313.32
487 - KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,114575.06,10246.69
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,92554.99,10528.36
489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,119324.55,8198.85
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,252538.99,18352.72
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,168998.98,12520.58
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,149788.87,No Medicare Payment Available
496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,143236.48,No Medicare Payment Available
497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,129255.3,8749.68
500 - SOFT TISSUE PROCEDURES W MCC,154106.65,15070.07
501 - SOFT TISSUE PROCEDURES W CC,124917.55,No Medicare Payment Available
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,104272.55,8069.34
503 - FOOT PROCEDURES W MCC,192034.14,14773.83
