DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
080 - NONTRAUMATIC STUPOR & COMA W MCC,43339.61,11301.74
081 - NONTRAUMATIC STUPOR & COMA W/O MCC,67258.21,No Medicare Payment Available
082 - TRAUMATIC STUPOR & COMA; COMA >1 HR W MCC,207588.54,17902.1
083 - TRAUMATIC STUPOR & COMA; COMA >1 HR W CC,122793.86,8332.89
084 - TRAUMATIC STUPOR & COMA; COMA >1 HR W/O CC/MCC,71872.83,5929.41
085 - TRAUMATIC STUPOR & COMA; COMA <1 HR W MCC,193184.05,12682.87
086 - TRAUMATIC STUPOR & COMA; COMA <1 HR W CC,87416.9,7166.36
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,57106.91,5669.73
088 - CONCUSSION W MCC,48137.25,No Medicare Payment Available
089 - CONCUSSION W CC,103748.31,No Medicare Payment Available
090 - CONCUSSION W/O CC/MCC,67235.84,No Medicare Payment Available
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,107540.15,10967.99
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,89179.24,8730.4
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,63215.82,4764.89
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,105439.57,20878.01
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,132346.02,16750.07
096 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,149245.07,15308.46
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,351374.85,17884.45
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,107338.33,No Medicare Payment Available
099 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,89204.75,7983.52
100 - SEIZURES W MCC,143600.65,11410.31
101 - SEIZURES W/O MCC,69373.83,4970.13
102 - HEADACHES W MCC,74407.66,4740.49
103 - HEADACHES W/O MCC,60664.98,4395.54
113 - ORBITAL PROCEDURES W CC/MCC,106142.76,No Medicare Payment Available
114 - ORBITAL PROCEDURES W/O CC/MCC,104914.59,8454.98
115 - EXTRAOCULAR PROCEDURES EXCEPT ORBIT,110935.47,No Medicare Payment Available
116 - INTRAOCULAR PROCEDURES W CC/MCC,55128.99,9838.28
117 - INTRAOCULAR PROCEDURES W/O CC/MCC,74944.93,No Medicare Payment Available
123 - NEUROLOGICAL EYE DISORDERS,65565.69,No Medicare Payment Available
125 - OTHER DISORDERS OF THE EYE W/O MCC,34886.73,4267.51
129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,147955.94,14773.21
130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,155933.21,9436.07
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,166503.88,16552.16
132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,142918.77,10261.99
133 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W CC/MCC,186226.46,13705.93
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,80039.91,7036.62
135 - SINUS & MASTOID PROCEDURES W CC/MCC,177545.26,No Medicare Payment Available
137 - MOUTH PROCEDURES W CC/MCC,89575.83,9063.62
138 - MOUTH PROCEDURES W/O CC/MCC,54616.01,5826.56
147 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W CC,54081.07,No Medicare Payment Available
149 - DYSEQUILIBRIUM,52108.64,3997.08
151 - EPISTAXIS W/O MCC,33702.42,5018.88
152 - OTITIS MEDIA & URI W MCC,45040.3,6442.86
153 - OTITIS MEDIA & URI W/O MCC,38665.85,4809.19
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,61876.18,No Medicare Payment Available
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,48413.5,6060.07
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,55260.51,No Medicare Payment Available
157 - DENTAL & ORAL DISEASES W MCC,78173.9,9462.75
158 - DENTAL & ORAL DISEASES W CC,43734.82,2998.14
159 - DENTAL & ORAL DISEASES W/O CC/MCC,33017.48,No Medicare Payment Available
163 - MAJOR CHEST PROCEDURES W MCC,287484.26,29065.93
164 - MAJOR CHEST PROCEDURES W CC,152658.84,16353.63
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,96690.21,10606.62
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,372125.79,23873.78
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,129901.35,12008.65
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,59461.38,8523.91
175 - PULMONARY EMBOLISM W MCC,95010.65,9221.92
176 - PULMONARY EMBOLISM W/O MCC,57338.11,5866.03
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,132236.76,10270.41
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,56957.74,8543.11
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,67736.02,No Medicare Payment Available
180 - RESPIRATORY NEOPLASMS W MCC,103031.62,11067.87
181 - RESPIRATORY NEOPLASMS W CC,92034.26,7593.02
183 - MAJOR CHEST TRAUMA W MCC,98455.74,9403.47
184 - MAJOR CHEST TRAUMA W CC,81913.47,7006.39
185 - MAJOR CHEST TRAUMA W/O CC/MCC,60558.46,5212.79
186 - PLEURAL EFFUSION W MCC,97135.92,9986.03
187 - PLEURAL EFFUSION W CC,71384.19,No Medicare Payment Available
188 - PLEURAL EFFUSION W/O CC/MCC,87929.3,5410.84
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,71978.77,7759.52
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,58483.74,6359.06
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,52002.29,5033.5
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,49873.81,4981.99
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,71710.45,8405.31
194 - SIMPLE PNEUMONIA & PLEURISY W CC,48893.98,5574.32
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,34663.02,4542.06
196 - INTERSTITIAL LUNG DISEASE W MCC,109270.26,10009.14
197 - INTERSTITIAL LUNG DISEASE W CC,38347.17,No Medicare Payment Available
199 - PNEUMOTHORAX W MCC,130883.3,11740.74
200 - PNEUMOTHORAX W CC,89834.63,7088.52
201 - PNEUMOTHORAX W/O CC/MCC,47227.65,5192.2
202 - BRONCHITIS & ASTHMA W CC/MCC,58384.31,5704.68
203 - BRONCHITIS & ASTHMA W/O CC/MCC,40168.95,4285.06
204 - RESPIRATORY SIGNS & SYMPTOMS,36409.92,No Medicare Payment Available
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,54721.53,8009.94
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,43180.37,5787.68
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,532215.76,28644.51
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,208606.83,15057.47
215 - OTHER HEART ASSIST SYSTEM IMPLANT,789108.23,81187.33
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,487428.24,56299.64
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,324279.89,39949.43
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,359203.39,47165.68
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,277069.6,32631.88
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,241299.32,23556.14
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,410609.99,53615.06
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,394464.67,46440.27
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,243774.93,35717.72
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,311367.29,No Medicare Payment Available
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,184525.7,No Medicare Payment Available
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,271453.43,41849.32
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,440199.44,No Medicare Payment Available
231 - CORONARY BYPASS W PTCA W MCC,542799.88,51198.34
232 - CORONARY BYPASS W PTCA W/O MCC,490090.44,No Medicare Payment Available
233 - CORONARY BYPASS W CARDIAC CATH W MCC,447266.8,42561.45
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,311649,32132.62
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,285871.85,36627.14
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,198614.99,22722.55
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,160301.53,25061.95
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,173725.46,10098.6
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,204272.8,21729.26
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,154726.18,16799.76
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,92266.93,13866.43
245 - AICD GENERATOR PROCEDURES,203304.97,No Medicare Payment Available
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,210100.46,20007.68
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,162122.77,13680.51
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,161536.4,13396.46
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,217176.27,16137.73
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,139905.12,10850.25
252 - OTHER VASCULAR PROCEDURES W MCC,336910.4,21271.29
253 - OTHER VASCULAR PROCEDURES W CC,278633.4,16338.9
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,295423.85,11277.44
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,683722.73,No Medicare Payment Available
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,103108.86,No Medicare Payment Available
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,135820.54,No Medicare Payment Available
263 - VEIN LIGATION & STRIPPING,278085.55,No Medicare Payment Available
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,214009.75,18743.5
266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,458240.71,47601
267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,394659.25,36451.5
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,379685.1,41284.87
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,291332.13,26451.65
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,397358.78,31406.75
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,348329.09,21624.52
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,354149.43,20034.08
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,310933.42,No Medicare Payment Available
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,156862.19,No Medicare Payment Available
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,110280.89,10260.47
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,71110.24,6297.05
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,75862.07,No Medicare Payment Available
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,141688.91,No Medicare Payment Available
284 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W CC,45885.54,3731.9
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,146187.29,15391.18
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,83719.73,7426.05
291 - HEART FAILURE & SHOCK W MCC,87442.81,9116.87
292 - HEART FAILURE & SHOCK W CC,58092.8,5618.88
293 - HEART FAILURE & SHOCK W/O CC/MCC,43714.94,4134.96
294 - DEEP VEIN THROMBOPHLEBITIS W CC/MCC,7889.03,6836.15
296 - CARDIAC ARREST; UNEXPLAINED W MCC,100401.89,9428.69
299 - PERIPHERAL VASCULAR DISORDERS W MCC,73543.97,8563.77
300 - PERIPHERAL VASCULAR DISORDERS W CC,95783.41,6745.91
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,123156.47,4523.74
303 - ATHEROSCLEROSIS W/O MCC,51088.39,4278.09
304 - HYPERTENSION W MCC,77484.72,6557.33
305 - HYPERTENSION W/O MCC,62271.36,4243.37
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,33846.23,9996.2
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,47882.33,No Medicare Payment Available
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,107097.37,7898.75
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,54007.65,4934.85
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,43291.42,3950.59
311 - ANGINA PECTORIS,40223.59,4501.08
312 - SYNCOPE & COLLAPSE,54192.86,4960.29
313 - CHEST PAIN,45925.3,4097.94
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,140362.38,10402.26
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,64614.92,6319.04
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,40542.14,5054.22
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,465077.96,25802.5
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,143427.01,13693.2
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,100365.94,9781.99
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,269996.7,28963.73
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,116087.28,14785.59
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,89163.65,10808.34
333 - RECTAL RESECTION W CC,38701.22,12908.93
335 - PERITONEAL ADHESIOLYSIS W MCC,240862.24,25636.99
336 - PERITONEAL ADHESIOLYSIS W CC,149106.06,17906.27
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,199209.98,No Medicare Payment Available
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,145907.19,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,142357.25,No Medicare Payment Available
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,82659.62,5732.35
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,247839.53,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,85032.71,No Medicare Payment Available
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,83212.53,45.24
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,65524.25,16329.2
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,105998.17,10209.16
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,67458.89,No Medicare Payment Available
348 - ANAL & STOMAL PROCEDURES W CC,88631.53,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,66923.86,4924.66
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,105989.05,9769.32
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,85604.12,6928.54
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,272916.73,No Medicare Payment Available
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,119694.7,10812.02
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,89061.99,8690.99
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,321138.3,22957.4
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,183368.1,13737.92
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,140263.51,9263.45
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,211873.5,63925.1
369 - MAJOR ESOPHAGEAL DISORDERS W CC,54797.64,No Medicare Payment Available
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,24807.38,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,98736.77,10341.9
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,61303.08,6619.74
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,53216.92,5205.99
374 - DIGESTIVE MALIGNANCY W MCC,134475.08,12072.47
375 - DIGESTIVE MALIGNANCY W CC,102702.05,7834.11
377 - G.I. HEMORRHAGE W MCC,126141.85,9945.82
378 - G.I. HEMORRHAGE W CC,62724.8,5897.78
379 - G.I. HEMORRHAGE W/O CC/MCC,35540.79,4466.75
380 - COMPLICATED PEPTIC ULCER W MCC,101765.41,9280.94
381 - COMPLICATED PEPTIC ULCER W CC,72403.46,5670.98
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,57364.43,5435.88
383 - UNCOMPLICATED PEPTIC ULCER W MCC,78721.1,8891.95
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,68189.65,5750.47
385 - INFLAMMATORY BOWEL DISEASE W MCC,126246.7,10771.23
386 - INFLAMMATORY BOWEL DISEASE W CC,61062.94,6452.14
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,70582.49,No Medicare Payment Available
388 - G.I. OBSTRUCTION W MCC,89768.88,9631.56
389 - G.I. OBSTRUCTION W CC,58938.47,5355.35
390 - G.I. OBSTRUCTION W/O CC/MCC,44139.26,3653.41
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,67424.68,8032.15
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,54164.49,4953.55
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,99832.05,10711.97
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,64718.28,5760.38
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,42256.05,4616.71
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,506511.93,41658.56
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,189084.91,17949.16
407 - PANCREAS; LIVER & SHUNT PROCEDURES W/O CC/MCC,205553.7,13079.56
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,199158.77,25147.16
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,139881.88,14998.35
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,252689.72,22855.11
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,210928.54,13079.96
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,113093.9,9213.66
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,162087.82,12630.19
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,120486.2,10698.39
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,89119.11,8587.69
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,228658.83,No Medicare Payment Available
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,297593.41,12201.57
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,302781.84,24127.34
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,198603.19,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,150059.05,13642.16
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,65786.59,5929.59
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,47248.37,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,202255.33,16375.01
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,74867.11,7515.8
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,121181.41,10653.95
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,65005,5873.31
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,49674.03,2951.9
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,205308.96,11459.14
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,80140.01,6333.15
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,71245.49,No Medicare Payment Available
444 - DISORDERS OF THE BILIARY TRACT W MCC,100796.2,10506.3
445 - DISORDERS OF THE BILIARY TRACT W CC,66785.44,5357.8
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,64558.93,3490.7
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,541741.55,61111.57
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,310452.26,40424.66
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,257641.61,32133.93
456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,441831.06,58433.44
