Procedure ID,Description,Amount
1191,ALENDRONATE 10MG TAB    ,62.00
1192,ALDESLEUKIN SINGLE VIAL ,9336.00
1193,ALENDRONATE 35MG TAB    ,149.00
1196,ALENDRONATE 70MG TAB    ,149.00
1206,ALFENTANIL 1000MCG AMP  ,501.00
1215,ALFENTANIL 2500MCG AMP  ,886.00
1219,ALLOPURINOL 100MG TAB   ,50.00
1235,ALLOPURINOL 300MG TAB   ,50.00
1241,ALPRAZOLAM 0.25MG TAB   ,50.00
1242,ALPRAZOLAM 0.5MG TAB    ,50.00
1247,ALPROSTADIL 500MCG AMP  ,3596.00
1248,ALPRAZOLAM 1MG TAB      ,50.00
1259,ALUM HYDR/MAG TRIS CHEW ,50.00
1265,ALUMINUM CARB BASIC PO  ,39.00
1267,ALUMINUM HYDR 400MG CAP ,55.00
1268,ALUMINUM HYDR 450MG LIQ ,50.00
1273,ALUMINUM HYDR 500/600 TB,55.00
1274,ALUMINUM HYDR 600MG LIQ ,50.00
1276,AMANTADINE 100MG CAP    ,50.00
1277,AMANTADINE 50MG/5ML LIQ ,50.00
1281,AMIFOSTINE 500 MG INJ   ,3843.00
1290,AMILORIDE 5MG TAB       ,61.00
1291,AMINO ACIDS 1000ML      ,1117.00
1292,AMILORIDE/HCTZ 5/50 TAB ,55.00
1293,AMINO ACIDS 2000ML      ,1290.00
1294,AMINO ACIDS 3000ML      ,2131.00
1402,AMINOCAPR AC 1.25G/5 LIQ,75.00
1403,AMINOCAPROC 20 MG/ML INJ,162.00
1404,AMINOCAPR AC 5GM/20ML VL,222.00
1405,AMINOCAPR AC 250MG/ML1ML,62.00
1406,AMINOCAPR ACID 500MG TAB,55.00
1407,AMINOGLUTETHIM 250MG TAB,57.00
1411,AMIODARONE 200MG TAB    ,68.00
1412,AMIODARONE 400MG TAB    ,79.00
1414,AMITRIP/CHLORDIAZ 12.5/5,50.00
1415,AMITRIP/PERPHENAZ 10/2  ,50.00
1418,AMITRIP/PERPHENAZ 25/2  ,50.00
1419,AMITRIP/PERPHENAZ 25/4  ,50.00
1423,AMITRIPTYLINE 100MG TAB ,50.00
1429,AMITRIPTYLINE 10MG TAB  ,50.00
1430,AMITRIPTYLINE 25MG TAB  ,50.00
1431,AMITRIPTYLINE 50MG TAB  ,61.00
1432,AMITRIPTYLINE 75MG TAB  ,50.00
1438,AMLODIP/BENAZ 10/20 CAP ,57.00
1444,AMLODIPINE 10MG TAB     ,72.00
1446,AMLODIPINE 5MG TAB      ,52.00
1454,AMLODIPINE 2.5MG TAB    ,58.00
1457,AMMONI LAC 12% 225GM LOT,876.00
1483,AMMONIU ALUM 454GM PASTE,64.00
1488,AMOX/CLAV 1000MG XR TAB ,57.00
1489,AMMONIUM CHL 100MEQ VL  ,374.00
1491,AMOX/CLAV 125MG/5ML     ,43.00
1492,AMOX/CLAV 200MG/5ML     ,46.00
1495,AMOX/CLAV 250MG TAB     ,59.00
1497,AMOX/CLAV 250MG/5ML     ,51.00
1498,AMOX/CLAV 400MG CHEW    ,60.00
1499,AMOX/CLAV 500MG TAB     ,66.00
1502,AMOX/CLAV 400MG/5ML     ,57.00
1503,AMOX/CLAV 875MG TAB     ,76.00
1504,AMOXAPINE 100MG TAB     ,60.00
1509,AMOXAPINE 25MG TAB      ,55.00
1518,ALP 1 PRO INHIB HUM 10MG,36.00
1522,AMOXAPINE 50MG TAB      ,53.00
1523,AMOXIC 50MG/ML 15ML GTTS,79.00
1524,AMOXICILL/CLAV 600MG/5ML,51.00
1532,AMOXICILLIN 125MG/5ML   ,61.00
1533,AMOXICILLIN 125MG CHEW  ,15.00
1534,AMOXICILLIN 250MG CAP   ,50.00
1536,AMOXICILLIN 250MG CHEW  ,50.00
1537,AMOXICILLIN 250MG/5ML   ,62.00
1542,AMOXICILLIN 400MG/5ML   ,48.00
1543,AMOXICILLIN 500MG CAP   ,50.00
1544,AMOXICILLIN 875MG TAB   ,46.00
1547,AMPHET/DEXAMPHT 25MG XR ,57.00
1548,AMPHET/DEXAMPHT 10MG TAB,43.00
1549,AMPHET/DEXAMPHT 5MG TAB ,50.00
1558,AMPHOTER B LIPO CUSTOM  ,160.00
1581,AMPHOT B LIPOSOME 10 MG ,279.00
1586,AMPHOTERICIN B CUSTOM   ,135.00
1589,AMPICILN/SULBACTM 1.5 G ,281.00
1594,AMPICILLIN 125MG/5ML LIQ,41.00
1598,AMINO ACIDS 250ML       ,906.00
1641,AMPICILLIN 250MG CAP    ,50.00
1642,AMPICILLIN 250MG/5ML LIQ,41.00
1643,AMPICILLIN 250 MG/ML INJ,129.00
1645,AMPICILLIN 500MG CAP    ,55.00
1649,AMPICILLIN 500MG/5ML LIQ,41.00
1655,AMYL NITRITE 0.3ML INAMP,63.00
1661,AMYLA/LIP/PROT CAP      ,55.00
1662,AMYLA/LIP/PROT EC CAP   ,50.00
1663,AMYLA/LIP/PROT MT 16 CAP,41.00
1664,AMYLA/LIP/PROT MT 10 CAP,55.00
1667,AMYLA/LIP/PROT TAB      ,61.00
1673,ANAGRELIDE 0.5MG CAP    ,76.00
1674,ANAGRELIDE 1MG CAP      ,123.00
1675,ANASTROZOLE 1 MG PO     ,99.00
1678,ANTIPYRINE/BENZ 10ML OT ,182.00
1679,ANTIPYRINE/BENZ 15ML OT ,195.00
1684,ANTIVENI LACTR MAC 2.5ML,1438.00
1685,APRACLONIDINE 0.5% 5MLOP,879.00
1688,APRACLONIDINE 1% OP     ,69.00
1693,SODIUM CHL 0.9% K20MEQ1L,724.00
1695,ARIPIPRAZOLE 10MG TAB   ,109.00
1696,ARIPIPRAZOLE 15MG TAB   ,109.00
1697,ARIPIPRAZOLE 5MG TAB    ,103.00
1701,ASCORBIC ACID 250MG TAB ,61.00
1702,ASCORBIC ACID 500MG TAB ,6.00
1707,ASCORBIC ACID 500MG/5ML ,50.00
1708,ASPARAGINASE 10000 U INJ,899.00
1709,ASPIRIN 800MG SA TAB    ,55.00
1710,ASPIRIN/APAP/CAFFEIN TAB,6.00
1712,ASPIRIN/BUTALB/CAFF #3  ,65.00
1713,ASPIRIN/BUTALB/CAFF     ,61.00
1715,ASPIRIN/CAFF 400/32 TAB ,5.00
1717,BACLOFEN 50 MCG INJ     ,842.00
1721,ASPIRIN/NA BIC/CALC EFFT,55.00
1723,ASTEMIZOLE 10MG TAB     ,58.00
1725,ATENOLOL 25MG TAB       ,50.00
1726,ATENOLOL 100MG TAB      ,50.00
1728,ATENOLOL 50MG TAB       ,50.00
1737,ATOMOXETINE 18MG CAP    ,61.00
1738,BECLOMETHASONE 7.3GM INH,895.00
1740,ATOMOXETINE 25MG CAP    ,61.00
1741,ATOMOXETINE 40MG CAP    ,61.00
1743,ATOMOXETINE 60MG CAP    ,61.00
1745,ATORVASTATIN 20MG TAB   ,71.00
1746,ATORVASTATIN 10MG TAB   ,57.00
1747,ATORVASTATIN 40MG TAB   ,70.00
1748,ATOVAQUONE 250MG TAB    ,71.00
1749,ATOVAQUONE 750MG/5ML LIQ,151.00
1751,BECLOMETHASONE 7.4GM INH,1333.00
1753,HY/MB/METH/PSAL/BENZ    ,61.00
1755,ATRACURIUM 100MG/10ML VL,1547.00
1756,ATRACURIUM 50MG/5ML VL  ,1311.00
1757,ATROPINE 0.4MG TAB      ,44.00
1765,ATROPINE 1% 3.5GM OP    ,145.00
1766,ATROPINE 1% 5ML OP      ,504.00
1771,AURANOFIN 3MG CAP       ,58.00
1776,AZACTAM 20MG/1ML        ,180.00
1777,AZACTAM CUSTOM CONC SYR ,175.00
1778,AZATHIOPRINE 50 MG PO   ,57.00
1781,AZELASTINE 30ML NAS SPR ,1030.00
1782,AZITHROMYCIN 100MG/5ML  ,84.00
1785,AZITHROMYCIN 200MG/5ML  ,274.00
1786,AZITHROMYCIN 250MG      ,109.00
1787,AZITHROMYCIN 500 MG INJ ,208.00
1788,AZTREONAM 1GM VL        ,794.00
1789,AZITHROMYCIN 600MG TAB  ,165.00
1790,AZTREONAM 1GM/DEX 50ML  ,637.00
1791,AZTREONAM 2GM VL        ,361.00
1792,AZTREONAM 2GM/DEX 50ML  ,938.00
1798,BACITRACIN 500U/GM 15GM ,121.00
1802,BACITRACIN 500U/GM 3.5GM,224.00
1803,BACITRACIN 500U/GM 30GM ,131.00
1804,BACITRACIN 50MU VL      ,614.00
1809,BACITRACIN/POLYMYXIN 15G,204.00
1810,BACITRACIN/POLYMYXIN3.5G,487.00
1811,BACLOFEN 10MG/1ML OS    ,48.00
1812,BACLOFEN 10MG TAB       ,50.00
1814,BACLOFEN 20MG TAB       ,55.00
1823,BALSALAZIDE 750MG CAP   ,46.00
1825,BECLOMETHASONE 12.2G INH,1148.00
1826,BECAPLERMIN 0.01%15GMOI ,4887.00
1827,BECLOMETHASONE 16.8G INH,990.00
1828,BECLOMETHASONE 19GM NAS ,960.00
1829,BECLOMETHASONE 25GM NAS ,806.00
1830,BRIMONIDINE 0.2% 5ML OP ,303.00
1833,BECLOMETHASONE 6.7GM INH,653.00
1835,BELLADONNA/PB 16.2/5ML  ,61.00
1840,BELLADONNA/PB SA TAB    ,55.00
1844,BELLADONNA/PB TAB       ,50.00
1850,BENAZEPRIL 10MG TAB     ,55.00
1851,BENAZEPRIL 20MG TAB     ,55.00
1855,BENAZEPRIL 40MG TAB     ,55.00
1856,BENAZEPRIL 5MG TAB      ,55.00
1857,BENAZEPRIL/AMLOD 10/12.5,46.00
1858,BENAZEPRIL/AMLOD 5/10   ,59.00
1859,BENAZEPRIL/AMLOD 2.5/10 ,59.00
1862,BENAZEPRIL/AMLOD 5/20   ,60.00
1863,BENAZEPRIL/HCTZ 20/12.25,46.00
1865,BENAZEPRIL/HCTZ 5/6.25  ,46.00
1866,BUPIVACAINE CUSTOM SYR  ,377.00
1868,BENDROFLUMETH/NADOL 5/40,60.00
1869,BENDROFLUMETH/NADOL 5/80,63.00
1871,BENZALKONIUM CHL PKT    ,61.00
1872,BENZALKONIU CL 17% 236ML,499.00
1874,BENZOCAINE 10%>10GM GEL ,86.00
1889,BENZOCAINE 20% 60ML SPR ,902.00
1891,BUPRENORPHINE <=3MG PO  ,23.00
1895,BENZOCAINE/BENZATHON OI ,191.00
1934,BENZOCAINE/PHENOL 7.5GM ,231.00
1935,BENZOCAINE/MENTHOL SPR  ,142.00
2034,BUPRENORPHINE 2 MG PO   ,23.00
2043,BENZONATATE 100MG CAP   ,50.00
2079,BENZTROPINE 0.5MG TAB   ,50.00
2082,BENZTROPINE 1MG TAB     ,50.00
2086,BUPRENORPHINE 8 MG PO   ,31.00
2089,BENZTROPINE 2MG TAB     ,50.00
2095,BEPRIDIL 200MG TAB      ,72.00
2096,BERACTANT 200MG VL      ,8552.00
2098,BERACTANT 100MG VL      ,4746.00
2116,CANNULA 34FR RT VEN     ,967.00
2119,BETAMETH 0.05% 15GM CR  ,316.00
2134,BETAMETH 0.05% 15GM OI  ,802.00
2135,BETAMETH 0.05% 30ML LOT ,753.00
2136,BETAMETH 0.05% 45GM CR  ,999.00
2138,BETAMETH 0.1% 15GM CR   ,176.00
2141,BETAMETH 0.05% 45GM OI  ,478.00
2143,BETAMETH 0.1% 15GM OI   ,121.00
2144,BETAMETH 0.1% 45GM CR   ,315.00
2150,BETAMETH 0.1% 45GM OI   ,275.00
2154,BETAMETH 0.1% 60ML LOT  ,480.00
2164,BETAXOLOL 0.25% 2.5MLOP ,418.00
2185,BETAMETH/PG 0.05% 60ML  ,1444.00
2191,BETAXOLOL 0.5% 2.5ML OP ,440.00
2192,BETAXOLOL 0.5% 5ML OP   ,230.00
2193,BETAXOLOL 10MG TAB      ,55.00
2196,BETHANECHOL 10MG TAB    ,50.00
2198,BETHANECHOL 25MG TAB    ,51.00
2236,BETHANECHOL 5MG TAB     ,61.00
2253,BEXAROTENE 75MG PO      ,180.00
2256,BICALUTAMIDE 50MG TAB   ,137.00
2257,CALCIPOTR 0.005% TOP60GM,1902.00
2260,BIMATOPRST 0.03% 2.5MLOP,1138.00
2261,BIPERIDEN 2MG TAB       ,39.00
2264,BISACODYL 10MG SUPP     ,6.00
2269,BISACODYL 5MG EC TAB    ,6.00
2295,BISMUTH SUBSA 262MG CHEW,46.00
2296,BISMUTH SUBSA 262MG/15ML,24.00
2404,BISOPROLOL/HCTZ 10/6.25 ,55.00
2405,BISOPROLOL 5MG TAB      ,55.00
2407,BISOPROLOL/HCTZ 2.5/6.25,61.00
2408,BISOPROLOL/HCTZ 5/6.25  ,61.00
2409,INH BITOLTRL MES CNC 1MG,820.00
2412,CALCIPOTR 0.005% TOP60ML,2308.00
2415,BLEOMYCIN SULF 15 U INJ ,621.00
2418,BORIC ACID 120ML OP     ,191.00
2428,RIMABOTULINUMTOXB 100 U ,135.00
2430,CAPSAICIN 0.025% 60GM CR,268.00
2440,BRIMONIDINE 0.15% 5ML OP,799.00
2441,BRINZOLAMIDE 1% 5ML OP  ,703.00
2446,BROMOCRIPTINE 2.5MG TAB ,68.00
2460,BROMPHENIRAMINE 2MG/5ML ,50.00
2462,INHBUDESOND NC 0.25MG   ,206.00
2463,INH BUDESOND NC TO 0.5MG,208.00
2465,BUDESONIDE 0.2MG INH    ,2089.00
2466,BUDESONIDE 32MCG 10ML SP,1291.00
2468,BUDESONIDE 3MG EC CAP   ,54.00
2470,CEFUROXIME 125MG/5ML LIQ,49.00
2476,BUMETANIDE 0.5MG TAB    ,50.00
2479,BUMETANIDE 1MG/4ML VL   ,238.00
2480,BUMETANIDE 1MG TAB      ,50.00
2486,BUMETANIDE 2.5MG/10ML VL,393.00
2487,BUMETANIDE 2MG TAB      ,50.00
2489,BUPIVICAINE 30 ML INJ   ,740.00
2492,BUPIVACAIN 0.75% 30MLINJ,340.00
2493,BUPIVACAIN/EPI 0.25%10ML,154.00
2494,BUPIVACAIN/EPI 0.25%30ML,465.00
2496,BUPIVACAIN/EPI 0.25%50ML,645.00
2497,BUPIVICAIN 0.25% 10MLINJ,263.00
2499,BUPIVACAINE 0.25% 50MLVL,549.00
2501,BUPIVACAINE 0.5% 10MLINJ,233.00
2505,BUPIVICAINE 30 ML INJ   ,362.00
2509,BUPIVACAINE 0.5% 50ML VL,598.00
2511,BUPIVICAIN 0.75% 10MLINJ,313.00
2517,BUPIVACAINE/DEX 0.75%2ML,261.00
2518,BUPIVACAINE/EPI 0.5%10ML,317.00
2519,BUPIVACAINE/EPI 0.5%30ML,492.00
2547,BUPIVACAINE/EPI 0.5%50ML,681.00
2549,BUPROPION 100MG SR TAB  ,63.00
2550,BUPROPION 150MG SR TAB  ,64.00
2551,BUPROPION 100MG TAB     ,61.00
2552,BUPROPION 75MG TAB      ,50.00
2554,BUSPIRONE 10MG TAB      ,52.00
2559,BUSPIRONE 5MG TAB       ,50.00
2560,BUSULFAN 2 MG PO        ,65.00
2562,BUTABARBITAL 15MG TAB   ,55.00
2564,BUTOCONAZOLE 2% 5GM CR  ,290.00
2565,BUTORPHAN 10MG/ML 2.5ML ,1228.00
2572,BUTT PASTE 60GM OI      ,204.00
2575,CAFFEINE 200MG TAB      ,36.00
2576,CAFFEINE CIT 20MG/ML LIQ,50.00
2583,CAFFEINE CITR 20MG/ML OS,50.00
2584,CAFFEINE/NA BENZ 500MG  ,1103.00
2586,CALAMINE 120ML LOT      ,98.00
2588,CALCIPOTR 0.005% 100GMOI,2188.00
2594,CALCITONIN SALMON 400 U ,9016.00
2598,CALCITRIOL 0.25MCG CAP  ,51.00
2605,CALCITRIOL 0.05MCG/ML OS,118.00
2607,CALCIUM ACET 667MG TAB  ,50.00
2608,CALCIUM ACET/ALUM SLF PK,11.00
2618,CALCIUM CARB 1250MG TAB ,50.00
2619,CALCIUM CARB 1250MG OS  ,47.00
2620,CALCIUM CARB 1250MG/5ML ,50.00
2628,CALCIUM CARB 500MG CHEW ,50.00
2629,CALCIUM CARB 650MG TAB  ,55.00
2632,CALCIUM CARB/VIT D 1.5GM,50.00
2634,CALCIUM CARB/VIT D 500MG,15.00
2636,CALCIUM CARB/VIT D 625MG,61.00
2638,CALCIUM CHL 1GM 10ML SYR,746.00
2643,CALCIUM CHL 1GM/10ML VL ,174.00
2644,CALCIUM CITR 950MG TAB  ,50.00
2646,CALCIUM CITR/VIT D 315MG,24.00
2650,EDETATE CA DIS TO 1000MG,1043.00
2651,CALCIUM GLUB 1.8GM/5ML  ,50.00
2658,CA GLUCONATE 10 ML INJ  ,161.00
2663,CALCIUM GLUC 500MG TAB  ,55.00
2667,CALCIUM LACT 650MG TAB  ,55.00
2672,CALFACTANT 210 MG VL    ,4818.00
2673,CAMPHOR/PHEN/PETR 6G OI ,83.00
2674,CANDESARTAN 16MG TAB    ,57.00
2675,CANDESARTAN 4MG TAB     ,49.00
2676,CANDESARTAN 32MG TAB    ,57.00
2677,CANDESARTAN 8MG TAB     ,57.00
2678,CANDESARTAN/HCTZ 16/12.5,52.00
2685,CAPECITABINE 150 MG PO  ,51.00
2686,CAPSAICIN 0.025% 20GM CR,447.00
2688,CAPSAICIN 0.075% 60GM CR,426.00
2689,CAPSAICIN 0.075% 30GM CR,1019.00
2691,CAPTOPRIL 12.5MG TAB    ,50.00
2692,CAPTOPRIL 1MG/ML 1ML OS ,51.00
2694,CLOBETASL 0.05% TOP 30GM,1155.00
2696,CAPTOPRIL 25MG TAB      ,50.00
2697,CAPTOPRIL 50MG TAB      ,53.00
2698,CAPTOPRIL/HCTZ 25/15 TAB,50.00
2699,CAPTOPRIL/HCTZ 50/15 TAB,59.00
2701,CAPTOPRIL/HCTZ 25/25 TAB,36.00
2702,CAPTOPRIL/HCTZ 50/25 TAB,38.00
2710,CARBACHOL 1.5% 15ML OP  ,883.00
2711,CARBACHOL 3% 15ML OP    ,977.00
2712,CARBAMAZEPINE 100MG CHEW,50.00
2713,CARBAMAZEPINE 100MG/5ML ,63.00
2715,CARBAMAZEPINE 100MG XR T,50.00
2716,CARBAMAZEPINE 200MG TAB ,50.00
2717,CARBAMAZEPINE 200MG XR T,50.00
2728,CARBAMAZEPINE 300MG XR T,54.00
2729,CARBAMAZEPINE 400MG XR T,50.00
2732,CARBAMIDE PER 6.5%15MLOT,169.00
2739,CARBIDOPA/LEVO 10/100 TB,50.00
2743,CARBIDOPA/LEVO 25/100 CR,50.00
2745,CARBIDOPA/LEVO 25/100 TB,50.00
2746,CARBIDOPA/LEVO 25/250 TB,50.00
2747,CARBOPLATIN 50 MG INJ   ,510.00
2748,CARBIDOPA/LEVO 50/200 CR,55.00
2749,CARBOPROST 250MCG INJ   ,857.00
2753,COAL TAR 2% 132ML TOP   ,154.00
2755,CARBOXYMETHYLCL 0.5%15ML,257.00
2756,CARBOXYMETHYLCL 1% 0.4ML,52.00
2757,CARDIOPLEGIC 1000ML SOLN,323.00
2758,CARISOPRODOL/ASA TAB    ,60.00
2759,CARISOPRODOL 350MG TAB  ,50.00
2770,CARTEOLOL 1% 5ML OP     ,685.00
2771,CARVEDILOL 12.5MG TAB   ,48.00
2772,CARVEDILOL 25MG TAB     ,48.00
2773,CARVEDILOL 6.25MG TAB   ,60.00
2774,CARVEDILOL 3.125MG TAB  ,48.00
2776,CASPOFUNGIN ACETATE 5 MG,421.00
2777,CASTOR OIL 95% LIQ      ,50.00
2785,CEFACLOR 125MG/5ML LIQ  ,42.00
2790,CEFACLOR 250MG CAP      ,60.00
2792,CEFACLOR 500MG CAP      ,75.00
2795,CEFACLOR 250MG/5ML LIQ  ,70.00
2797,CEFADROXIL 250MG/5ML LIQ,48.00
2798,CEFADROXIL 500MG CAP    ,84.00
2801,CEFADROXIL 500MG/5ML LIQ,51.00
2807,CEFAZOLIN 100MG/ML SYR  ,178.00
2838,CEFAZOLIN 500 MG VL     ,192.00
2840,CEFDINIR 300MG CAP      ,70.00
2845,CEFIXIME 100MG/5ML LIQ  ,66.00
2848,CODEINE/PSEUD/CPM LIQ   ,39.00
2851,CEFIXIME 400MG TAB      ,95.00
2852,CEFONICID 1GM VL        ,1351.00
2862,CEFOTAXIME 1 G VL       ,169.00
2867,CEFOTAXIME 500MG VL     ,107.00
2868,CEFOTETAN 1GM VL        ,711.00
2873,CEFOTETAN 2GM VL        ,1153.00
2876,CEFOXITIN 100MG/ML SYR  ,54.00
2879,CEFOXITIN 1 G INJ       ,488.00
2883,CROMOLYN 4% 26ML NAS SPR,323.00
2887,CEFPODOXIME 100MG TAB   ,68.00
2888,CEFPODOXIME 50MG/5ML LIQ,50.00
2889,CEFPODOXIME 200MG TAB   ,72.00
2890,CEFPROZIL 125MG/5ML LIQ ,49.00
2891,CEFPROZIL 250MG TAB     ,68.00
2892,CEFPROZIL 250MG/5ML LIQ ,76.00
2895,CEFPROZIL 500MG TAB     ,83.00
2913,CEFTRIAXONE 250 MG VL   ,215.00
2925,CEFUROXIME 250MG TAB    ,69.00
2926,CEFUROXIME 500MG TAB    ,93.00
2929,CEFUROXIME 750 MG VL    ,356.00
2931,CELECOXIB 100MG CAP     ,60.00
2932,CELLULOSE OXIDIZED 1X2  ,1056.00
2934,CELECOXIB 200MG CAP     ,29.00
2935,CELLULOSE OXIDIZED 2X14 ,710.00
2938,CELLULOSE OXIDIZED 2X3  ,614.00
2944,CELLULOSE OXIDIZED 4X4  ,1935.00
2945,CELLULOSE OXIDIZED 4X8  ,1716.00
2947,CEPHALEXIN 250MG CAP    ,50.00
2949,CEPHALEXIN 125MG/5ML LIQ,41.00
2950,CEPHALEXIN 250MG/5ML LIQ,68.00
2951,CEPHALEXIN 500MG CAP    ,55.00
2959,CETIRIZINE 5MG TAB      ,64.00
2960,CETIRIZINE 10MG TAB     ,55.00
2961,CETIRIZINE 5MG/5ML LIQ  ,43.00
2962,CETYL/STERY ALC/PG 120ML,267.00
2969,CETYLPYRIDINIUM LOZ     ,5.00
2972,CEVIMELINE 30MG CAP     ,49.00
2974,CHLORAL HYDRAT 500MG CAP,54.00
2975,CHLORAL HYDRAT 500MG SUP,158.00
2979,CHLORAL HYDRAT 500MG/5ML,66.00
2982,CHLORAMBUCIL 2 MG PO    ,52.00
2985,CHLORAMPHEN 1% 3.5GM OP ,635.00
2988,CHLORAMPHENICOL 1 G INJ ,164.00
2995,CHLORAMPHEN/POLYMIX B/HC,635.00
2997,CHLORAMPHENICOL 250MG CP,58.00
2998,CHLORAMPHENICOL 1 G INJ ,697.00
3034,CHLORDIAZEP/CLIDIN 5/2.5,50.00
3073,CHLORDIAZEPOXID 10MG CAP,61.00
3074,DICLOFENAC 0.1% 2.5ML OP,766.00
3077,CHLORDIAZEPOXID 25MG CAP,61.00
3078,CHLORDIAZEPOXIDE 5MG CAP,50.00
3091,CHLORPROCAINE 30 ML INJ ,809.00
3095,CHLOROPROCAIN 3% 20ML VL,969.00
3096,CHLORPROCAINE 20 ML INJ ,1065.00
3097,CHLOROTHIAZIDE 1MG/ML OS,47.00
3098,CHLOROTHIAZIDE 250MG/5ML,50.00
3099,CHLOROTHIAZIDE 250MG TAB,55.00
3132,CHLOROTHIAZIDE 500MG INJ,2519.00
3134,DIDANOSINE 250 MG PO    ,75.00
3144,CHLOROTRIANISEN 25MG CAP,61.00
3146,CHLORPHENIRAMINE 12MG SA,55.00
3148,CHLORPHENIRAMINE 4MG TAB,61.00
3180,CHLORPROMAZINE TO 50 MG ,208.00
3182,CHLORPROPAMIDE 100MG TAB,50.00
3185,CHLORPROPAMIDE 250MG TAB,50.00
3186,CHLORPROTHIXENE 25MG TAB,55.00
3187,CHLORTHALIDO/ATEN 100/25,38.00
3190,CHLORTHALIDO/ATEN 50/25 ,57.00
3191,CHLORTHALIDONE 25MG TAB ,61.00
3192,CHLORTHALIDONE 50MG TAB ,55.00
3196,CHLORZOXAZONE 500MG TAB ,62.00
3198,CHOLESTYR/ASPART 4GM/5GM,54.00
3199,CHOLESTYRAMINE/SUCR PKT ,65.00
3209,CHOLINE SAL/MAG SAL500MG,50.00
3217,CHOLINE SAL/MAG SAL750MG,55.00
3224,CHONDROIT/SOD HYAL 0.5ML,1230.00
3227,CHROMIUM 200MCG TAB     ,55.00
3228,CHONDROITIN/SOD HYAL KT ,1344.00
3235,CICLOPIROX 0.77% 15GM CR,511.00
3244,CIDOFOVIR 375 MG INJ    ,7215.00
3245,CILOSTAZOL 100MG TAB    ,53.00
3269,CILOSTAZOL 50MG TAB     ,53.00
3283,CIMETIDINE 2.4MG/ML OS  ,44.00
3284,CIMETIDINE 200MG TAB    ,50.00
3286,DORZOLAMIDE/TIMOLOL 10ML,1618.00
3288,CIMETIDINE 300MG TAB    ,61.00
3291,CIMETIDINE 300MG/5ML LIQ,66.00
3294,CIMETIDINE 400MG TAB    ,53.00
3297,CIPROFLO/HC0.2%/0.1%10ML,1642.00
3324,CIPROFLOXACIN 0.3% 2.5ML,484.00
3328,CIPROFLOXACIN 0.3% 3.5GM,1147.00
3333,CIPROFLOXACIN 100MG TAB ,54.00
3334,CIPROFLOXACIN 250MG TAB ,66.00
3337,CIPROFLOXACIN 500MG TAB ,71.00
3344,CISATRACURIUM 10MG VL   ,156.00
3345,CISATRACURIUM 200 MG INJ,2865.00
3347,CISATRACURIUM 20MG VL   ,1043.00
3349,CIT ACID/KCIT 334/50 LIQ,50.00
3350,CITALOPRAM 10MG TAB     ,54.00
3353,CITALOPRAM 20MG TAB     ,64.00
3358,CLARITHROMYCIN 250MG TAB,68.00
3359,CLARITHROMYCIN 125MG/5ML,64.00
3360,CLARITHROMYCIN 250MG/5ML,74.00
