Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Urography Antegrade S&I,UHHS AMC,9720,AMC Angiography,Tech,"1,588.00"
Venogram Extremity Bilateral,UHHS AMC,8091,AMC Angiography,Tech,"1,690.00"
Venogram Extremity Unilateral,UHHS AMC,9769,AMC Angiography,Tech,"1,638.00"
Venogram Inf Caval W/Serialgrm,UHHS AMC,9772,AMC Angiography,Tech,"4,418.00"
Venogram Renal Unilateral,UHHS AMC,18116,AMC Angiography,Tech,"2,807.00"
Venogram Sup Caval W/Serialgrm,UHHS AMC,9774,AMC Angiography,Tech,"3,808.00"
Venography adrenal bilateral select S&I,UHHS AMC,18120,AMC Angiography,Tech,"2,807.00"
Venography adrenal unilat selective S&I,UHHS AMC,18118,AMC Angiography,Tech,"2,807.00"
Venography Orbital S&I,UHHS AMC,9784,AMC Angiography,Tech,"1,680.00"
Venography renal bilateral selective S&I,UHHS AMC,15469,AMC Angiography,Tech,"4,825.00"
Venography Sagittal Sinus S&I,UHHS AMC,9782,AMC Angiography,Tech,"5,401.00"
Venography sinus/jugular catheter S&I,UHHS AMC,18134,AMC Angiography,Tech,"3,164.00"
Venous Cath-Select Blood Sample,UHHS AMC,8092,AMC Angiography,Tech,"2,782.00"
Ambulatory BP  24+ HR  Monitoring; Recording Only,UHHS AMC,9217,AMC Autonomic Lab,Tech,460
Ambulatory BP  24+ HR  Monitoring; Scan Analysis W/Report,UHHS AMC,9218,AMC Autonomic Lab,Tech,468
ANS Adrenergic Testing with Tilt,UHHS AMC,35801,AMC Autonomic Lab,Tech,"1,574.00"
Cardiovascular functn eval w/tilt table,UHHS AMC,9202,AMC Autonomic Lab,Tech,"2,034.00"
Post Exer. Skin Blood Flow Ea,UHHS AMC,22059,AMC Autonomic Lab,Tech,593
Post-Exercise Limb Volume,UHHS AMC,22061,AMC Autonomic Lab,Tech,"1,620.00"
Post-Exercise Muscle Blood Volume,UHHS AMC,22062,AMC Autonomic Lab,Tech,473
Pre-Exercise Limb Volume,UHHS AMC,22060,AMC Autonomic Lab,Tech,"1,480.00"
QST Per Extremity Cooling,UHHS AMC,22066,AMC Autonomic Lab,Tech,58
QST Per Extremity Other,UHHS AMC,22068,AMC Autonomic Lab,Tech,58
QST Per Extremity Pain,UHHS AMC,22067,AMC Autonomic Lab,Tech,58
QST Per Extremity Touch,UHHS AMC,22064,AMC Autonomic Lab,Tech,58
QST Per Extremity Vibration,UHHS AMC,22065,AMC Autonomic Lab,Tech,58
Resting Skin Blood Flow Ea,UHHS AMC,22058,AMC Autonomic Lab,Tech,521
Testing  Autonomic Nervous System; Cardiovagal Innervation P,UHHS AMC,9290,AMC Autonomic Lab,Tech,782
Testing  Autonomic Nervous System; Sudomotor,UHHS AMC,9292,AMC Autonomic Lab,Tech,"1,169.00"
Testing  Autonomic Nervous System; Sympathetic Adrenergic Fu,UHHS AMC,9291,AMC Autonomic Lab,Tech,782
Therapeutic Activities  Direct Patient Contact  Each 15 Min,UHHS AMC,9310,AMC Autonomic Lab,Tech,277
Venipuncture VENI,UHHS AMC,8372,AMC Autonomic Lab,Tech,21
Cardiopulmonary exercise testing including measurements,UHHS AMC,27730,AMC Cardiac Rehab,Tech,"2,579.00"
Exercise test for bronchospasm pre post spirometry,UHHS AMC,53563,AMC Cardiac Rehab,Tech,442
Pulmonary stress testing simple (eg 6 minute walk),UHHS AMC,53562,AMC Cardiac Rehab,Tech,479
Coumadin Clinic,UHHS AMC,16763,AMC Cardiology Svcs,Tech,50
Home PT/INR monitor educ/blood samp/demo,UHHS AMC,22171,AMC Cardiology Svcs,Tech,483
Home PT/INR monitor/report/test results,UHHS AMC,22172,AMC Cardiology Svcs,Tech,560
Inject IM or subcut any drug,UHHS AMC,11346,AMC Cardiology Svcs,Tech,161
INR (Prothrombin),UHHS AMC,3987,AMC Cardiology Svcs,Tech,49
3D rendering wo indi workstation,UHHS AMC,13315,AMC CT Scan,Tech,728
Abd paracentesis diag/ther w/imag guid,UHHS AMC,33806,AMC CT Scan,Tech,"2,117.00"
Ablation renal tumor(s) unilateral perc,UHHS AMC,21325,AMC CT Scan,Tech,"9,880.00"
Ablation thx 1 or more bone tumors w/imag guid,UHHS AMC,24523,AMC CT Scan,Tech,"5,047.00"
Ablatn 1 or more livr tumr per,UHHS AMC,9469,AMC CT Scan,Tech,"9,353.00"
Abscess fistula sinus trct S&I,UHHS AMC,9828,AMC CT Scan,Tech,935
Abscess tube change,UHHS AMC,19,AMC CT Scan,Tech,"3,794.00"
Amica Introducer 16Gx75mm IN16075N,UHHS AMC,55150,AMC CT Scan,Tech,225
Amica Microwave Antenna APK1415T19,UHHS AMC,55149,AMC CT Scan,Tech,"7,485.00"
Angiotech Chiba Needle 20x15cm,UHHS AMC,29220,AMC CT Scan,Tech,26
Angiotech Co-Axial Skater Introd Sys,UHHS AMC,27603,AMC CT Scan,Tech,273
Angiotech Introducer Needle,UHHS AMC,55153,AMC CT Scan,Tech,240
Angiotech Pigtail cath-skater one stick (6FR;8FR;10FR;12FR),UHHS AMC,1251,AMC CT Scan,Tech,262
Angiotech Skater Centesis 20cm,UHHS AMC,29221,AMC CT Scan,Tech,43
Appl Of Prosthetic Device,UHHS AMC,558,AMC CT Scan,Tech,"2,727.00"
Applied Med Gastrostomy Kit,UHHS AMC,30493,AMC CT Scan,Tech,318
Arrow Pneumothorax Kit w/Lidocaine AK01500,UHHS AMC,38802,AMC CT Scan,Tech,323
Arthrocentesis asp/inj small joint/bursa wo US guide,UHHS AMC,1858,AMC CT Scan,Tech,606
Arthrocentesis aspir/inj intermediate joint/bursa wo US guid,UHHS AMC,1857,AMC CT Scan,Tech,602
Aspir Inj Renal Cyst Pelv Perc,UHHS AMC,608,AMC CT Scan,Tech,"2,652.00"
Bard Biopsy Needle Monoply Core 18Gx16CM,UHHS AMC,36805,AMC CT Scan,Tech,96
Biopsy Bone Trocar/Needle Deep,UHHS AMC,878,AMC CT Scan,Tech,"2,912.00"
Biopsy Deep Axillary Nodes,UHHS AMC,879,AMC CT Scan,Tech,"5,798.00"
Biopsy Lymph Nodes Superficial,UHHS AMC,881,AMC CT Scan,Tech,"4,420.00"
Biopsy muscle percutaneous needle,UHHS AMC,1047,AMC CT Scan,Tech,"1,647.00"
Biopsy Of Liver  Needle Prctn,UHHS AMC,8441,AMC CT Scan,Tech,"2,085.00"
Biopsy pelvis/hip deep,UHHS AMC,883,AMC CT Scan,Tech,"4,395.00"
Biopsy Prostate Needle/Punch,UHHS AMC,884,AMC CT Scan,Tech,"2,886.00"
Biopsy Soft Tissue Neck/Head,UHHS AMC,886,AMC CT Scan,Tech,"4,316.00"
Biopsy Soft Tissue Shoulder Area Superficial,UHHS AMC,30581,AMC CT Scan,Tech,"1,794.00"
Biosentry Tract Sealant System 768022019S,UHHS AMC,55148,AMC CT Scan,Tech,825
Boston Scientific Amplatz Curved,UHHS AMC,3556,AMC CT Scan,Tech,51
Boston Scientific Amplatz Straight,UHHS AMC,29226,AMC CT Scan,Tech,76
Bx bone trocar/needle suprfcl,UHHS AMC,1044,AMC CT Scan,Tech,"2,184.00"
BX Lung Percutaneous Needle,UHHS AMC,1046,AMC CT Scan,Tech,"1,674.00"
Bx Pancreas Percutaneous Needle,UHHS AMC,1048,AMC CT Scan,Tech,"2,548.00"
BX Pleura Percutaneous Needle,UHHS AMC,1049,AMC CT Scan,Tech,"2,548.00"
Bx/excis lymph node(s) by needle superficial,UHHS AMC,31244,AMC CT Scan,Tech,"1,705.00"
Card Hlth Coaxial Temno bx needle MCN,UHHS AMC,29247,AMC CT Scan,Tech,118
Card Hlth Coaxial Temno Bx needle T/CCT,UHHS AMC,29256,AMC CT Scan,Tech,129
Card Hlth Temno Bx needle TT2,UHHS AMC,29257,AMC CT Scan,Tech,98
Card Hlthcare Temno Biopsy Needle TT3,UHHS AMC,29249,AMC CT Scan,Tech,90
Cardiac scoring,UHHS AMC,9859,AMC CT Scan,Tech,99
Cardinal Healthcare Coaxial Temno biopsy needle,UHHS AMC,29228,AMC CT Scan,Tech,141
Cardinal Healthcare Coaxial Temno biopsy needle CTTxxx,UHHS AMC,5456,AMC CT Scan,Tech,150
Cardinal Healthcare Drainage Tray,UHHS AMC,2590,AMC CT Scan,Tech,168
Cardinal Healthcare Temno Biopsy Needle,UHHS AMC,29227,AMC CT Scan,Tech,86
Cardinal Healthcare Temno Biopsy Needle Txxx,UHHS AMC,5458,AMC CT Scan,Tech,126
Chemical Pleurodisis,UHHS AMC,1379,AMC CT Scan,Tech,"2,595.00"
Chest Abd Pel Low Dose Screen,UHHS AMC,9860,AMC CT Scan,Tech,153
Chest Ablation Pulmonary Tumor(s),UHHS AMC,24520,AMC CT Scan,Tech,"3,005.00"
Chng Prc Tube/Drain Cth W/Cntr,UHHS AMC,9815,AMC CT Scan,Tech,"1,130.00"
Chst Abd Pel Screen W Card Sco,UHHS AMC,9861,AMC CT Scan,Tech,153
Contrast inj abscess/cyst via  tube,UHHS AMC,20,AMC CT Scan,Tech,421
Cook Chiba Needle (20x15cm; 20x20cm),UHHS AMC,5455,AMC CT Scan,Tech,24
Cook Gastro Suture Anchor Set G04474,UHHS AMC,55152,AMC CT Scan,Tech,273
Cook Guidewire 7.5mm,UHHS AMC,29223,AMC CT Scan,Tech,27
Cook Vessel Dilator (12F),UHHS AMC,29222,AMC CT Scan,Tech,20
Cook Vessel Dilator (5F - 10F; 14F),UHHS AMC,2374,AMC CT Scan,Tech,20
Cook YUEH 10cm/15cm,UHHS AMC,5452,AMC CT Scan,Tech,52
Cryoablation pulmonary tumors & extension,UHHS AMC,38875,AMC CT Scan,Tech,"4,066.00"
Cryolife bioglue deliv syst BG35105US,UHHS AMC,16276,AMC CT Scan,Tech,"2,862.00"
CT  Chest Screening with Cardiac Scoring,UHHS AMC,9863,AMC CT Scan,Tech,99
CT abdomen & pelvis w and w/o contrast,UHHS AMC,32001,AMC CT Scan,Tech,"3,640.00"
CT abdomen and pelvis w/contrast material(s),UHHS AMC,32000,AMC CT Scan,Tech,"3,484.00"
CT abdomen and pelvis w/o contrast material,UHHS AMC,31999,AMC CT Scan,Tech,"3,380.00"
Ct Abdomen w wo contrast,UHHS AMC,9681,AMC CT Scan,Tech,"2,863.00"
CT abdomen with contrast material,UHHS AMC,9680,AMC CT Scan,Tech,"2,742.00"
CT abdomen without contrast,UHHS AMC,9679,AMC CT Scan,Tech,"2,406.00"
CT angiography neck with contrast,UHHS AMC,9524,AMC CT Scan,Tech,"2,777.00"
CT cervical spine w/contrast,UHHS AMC,9579,AMC CT Scan,Tech,"2,422.00"
CT cervical spine w/wo contrast,UHHS AMC,9580,AMC CT Scan,Tech,"2,852.00"
CT Cervical spine wo contrast,UHHS AMC,9578,AMC CT Scan,Tech,"2,193.00"
CT Chest w contrast,UHHS AMC,9554,AMC CT Scan,Tech,"2,441.00"
CT Chest wo contrast,UHHS AMC,9553,AMC CT Scan,Tech,"2,123.00"
CT chest wo w contrast,UHHS AMC,9555,AMC CT Scan,Tech,"2,555.00"
CT Colonography,UHHS AMC,29258,AMC CT Scan,Tech,"2,982.00"
CT For Sterotactic Localizatn,UHHS AMC,16174,AMC CT Scan,Tech,"1,893.00"
CT Guidance needle biopsy,UHHS AMC,9844,AMC CT Scan,Tech,"2,280.00"
CT guide for/monitoring parenchymal ablation,UHHS AMC,21343,AMC CT Scan,Tech,"1,792.00"
CT guided ablation,UHHS AMC,1854,AMC CT Scan,Tech,"2,888.00"
CT Guided Arthrocent;Lrg Joint,UHHS AMC,1856,AMC CT Scan,Tech,782
CT Head w contrast,UHHS AMC,9512,AMC CT Scan,Tech,"2,090.00"
CT Head wo contrast,UHHS AMC,9511,AMC CT Scan,Tech,"1,756.00"
CT Head wo w contrast,UHHS AMC,9513,AMC CT Scan,Tech,"2,276.00"
CT Head W-Wo Incl Post Proc,UHHS AMC,9523,AMC CT Scan,Tech,"3,126.00"
CT heart coronary arteries,UHHS AMC,29262,AMC CT Scan,Tech,"3,134.00"
CT heart for evaluation of cardiac structure and morphology,UHHS AMC,29260,AMC CT Scan,Tech,"4,028.00"
CT heart w/contrast material cardiac function,UHHS AMC,29261,AMC CT Scan,Tech,"3,380.00"
CT heart w/o contrast w/quant eval calc,UHHS AMC,29259,AMC CT Scan,Tech,"3,224.00"
CT Limited localized follow up,UHHS AMC,9855,AMC CT Scan,Tech,898
CT lumbar spine w/contrast,UHHS AMC,9585,AMC CT Scan,Tech,"2,555.00"
CT lumbar spine w/wo contrast,UHHS AMC,9586,AMC CT Scan,Tech,"2,539.00"
CT Lumbar spine wo contrast,UHHS AMC,9584,AMC CT Scan,Tech,"2,424.00"
CT lwr extrm w contrast,UHHS AMC,9663,AMC CT Scan,Tech,"2,169.00"
CT lwr extrm w wo contrast,UHHS AMC,9664,AMC CT Scan,Tech,"2,261.00"
CT lwr extrm wo contrast,UHHS AMC,9662,AMC CT Scan,Tech,"1,918.00"
CT Maxillofacial area w wo cnt,UHHS AMC,9519,AMC CT Scan,Tech,"2,201.00"
CT Maxillofacial area wo cont,UHHS AMC,9517,AMC CT Scan,Tech,"1,821.00"
CT Maxillofacila area w cntrst,UHHS AMC,9518,AMC CT Scan,Tech,"2,123.00"
CT Neck w contrast,UHHS AMC,9521,AMC CT Scan,Tech,"2,418.00"
CT Neck w wo contrast,UHHS AMC,9522,AMC CT Scan,Tech,"2,450.00"
CT Neck wo contrast,UHHS AMC,9520,AMC CT Scan,Tech,"1,941.00"
CT Orbit sella ear w wo cntrst,UHHS AMC,9516,AMC CT Scan,Tech,"2,321.00"
CT Orbit sella ear wo contrast,UHHS AMC,9514,AMC CT Scan,Tech,"1,956.00"
CT Orbit sellar ear w contrast,UHHS AMC,9515,AMC CT Scan,Tech,"2,077.00"
CT Pelvis w contrast,UHHS AMC,9601,AMC CT Scan,Tech,"2,390.00"
CT pelvis w/o & w contrast/further sections,UHHS AMC,9602,AMC CT Scan,Tech,"2,628.00"
CT Pelvis wo contrast,UHHS AMC,9600,AMC CT Scan,Tech,"1,946.00"
CT perfusion w/contrast CBF,UHHS AMC,28424,AMC CT Scan,Tech,"2,556.00"
CT Thoracic spine wo contrast,UHHS AMC,9581,AMC CT Scan,Tech,"2,047.00"
CT Thoracin spine w wo contrast,UHHS AMC,9583,AMC CT Scan,Tech,"2,600.00"
CT throacic spine w/contrast,UHHS AMC,9582,AMC CT Scan,Tech,"2,422.00"
CT upr extrm w contrast,UHHS AMC,9632,AMC CT Scan,Tech,"2,255.00"
Ct upr extrm w wo contrast,UHHS AMC,9633,AMC CT Scan,Tech,"3,108.00"
CT upr extrm wo contrast,UHHS AMC,9631,AMC CT Scan,Tech,"2,058.00"
CTA abd aorta w/wo inc post pr,UHHS AMC,9736,AMC CT Scan,Tech,"3,800.00"
CTA Abd&Pelv w/contr incl non contr imag,UHHS AMC,33862,AMC CT Scan,Tech,"3,640.00"
CTA Abdomen w wo incl post PR,UHHS AMC,9682,AMC CT Scan,Tech,"3,386.00"
CTA Chest w wo contrast,UHHS AMC,9556,AMC CT Scan,Tech,"3,005.00"
CTA lower extremity,UHHS AMC,9665,AMC CT Scan,Tech,"2,525.00"
CTA Pelvis W-Wo Incl Post Proc,UHHS AMC,9599,AMC CT Scan,Tech,"3,380.00"
CTA upper extremity,UHHS AMC,9634,AMC CT Scan,Tech,"2,309.00"
CVAD blood draw,UHHS AMC,8381,AMC CT Scan,Tech,92
Declot by thromobolytic agent of VAD or catheter guidance in,UHHS AMC,32549,AMC CT Scan,Tech,579
Destrct  neurolytic agnt oth periph nrv,UHHS AMC,30687,AMC CT Scan,Tech,"2,196.00"
Destruction by neurolytic agent pudendal nerve,UHHS AMC,32842,AMC CT Scan,Tech,943
Destruction malignant lesion any method,UHHS AMC,38876,AMC CT Scan,Tech,"1,334.00"
Drain pouch set supplies,UHHS AMC,2585,AMC CT Scan,Tech,55
Endocare Cryoablation Probe,UHHS AMC,29234,AMC CT Scan,Tech,"3,270.00"
Epimed Epidural Cath 1552340,UHHS AMC,17877,AMC CT Scan,Tech,199
Exchange perc biliary drainage catheter,UHHS AMC,1385,AMC CT Scan,Tech,"2,288.00"
Exchange perc biliary drainage catheter,UHHS AMC,1385,AMC CT Scan,Tech,"2,288.00"
Fine needle aspiration w/imag guide (CT Scan),UHHS AMC,3105,AMC CT Scan,Tech,676
Fluoro guide for CVP,UHHS AMC,9818,AMC CT Scan,Tech,"1,265.00"
Fluoroscopy up to one hour,UHHS AMC,21342,AMC CT Scan,Tech,532
Galil IceRod+ FPRPR3508,UHHS AMC,35419,AMC CT Scan,Tech,"3,750.00"
I & D submucosal abscess rectum,UHHS AMC,21333,AMC CT Scan,Tech,"3,273.00"
Image guide drain fluid collection by cath peritoneal or ret,UHHS AMC,37961,AMC CT Scan,Tech,"4,446.00"
Image guide drain fluid collection by cath viseral perc,UHHS AMC,37960,AMC CT Scan,Tech,"4,637.00"
Image guide drain fluid collection transvaginal or trans rec,UHHS AMC,37962,AMC CT Scan,Tech,"4,249.00"
Inj anes t/e cervical/thoracc sngl level,UHHS AMC,25741,AMC CT Scan,Tech,"1,711.00"
Inj Anesth Agent  Sciatic Nerv,UHHS AMC,3958,AMC CT Scan,Tech,"1,945.00"
Inj Proc Sacroiliac Joint Arthrogram,UHHS AMC,9443,AMC CT Scan,Tech,487
Inj Sinus Tract-Diagnostic,UHHS AMC,3974,AMC CT Scan,Tech,"1,078.00"
Insertion of peritoneal venous shunt,UHHS AMC,33819,AMC CT Scan,Tech,"7,057.00"
IV hydration each additional hour,UHHS AMC,17693,AMC CT Scan,Tech,218
IV hydration initial up to 1 hour,UHHS AMC,17692,AMC CT Scan,Tech,323
K C Tube Gastrostomy 010020,UHHS AMC,38785,AMC CT Scan,Tech,110
KC Mic Key low profile Jejenual feeding tube 14FR 3.5,UHHS AMC,36799,AMC CT Scan,Tech,984
KC Mic Key low profile Jejenual feeding tube 18FR 3.5,UHHS AMC,55154,AMC CT Scan,Tech,984
Laur Med Bone Biopsy Kit KBD 11/15,UHHS AMC,29251,AMC CT Scan,Tech,451
Laur Med Coaxial Bone biopsy kit KBC 11/15,UHHS AMC,29252,AMC CT Scan,Tech,518
Laur Med Hard Bone Biopsy Kit KBP 11/15,UHHS AMC,29253,AMC CT Scan,Tech,587
Laur Med Long Drill ML 11/15,UHHS AMC,29255,AMC CT Scan,Tech,246
Laur Med Perforating Cannula Drill KTP 11/15,UHHS AMC,29254,AMC CT Scan,Tech,327
Laurane Medical Biopsy Needle,UHHS AMC,29243,AMC CT Scan,Tech,189
Laurane Medical Bone Biopsy Kit,UHHS AMC,29235,AMC CT Scan,Tech,423
Laurane Medical Coaxial Bone biopsy kit,UHHS AMC,29237,AMC CT Scan,Tech,491
Laurane Medical Hard Bone Biopsy Kit,UHHS AMC,29239,AMC CT Scan,Tech,560
Laurane Medical Long Drill,UHHS AMC,29244,AMC CT Scan,Tech,205
Laurane Medical Perforating Cannula Drill,UHHS AMC,29241,AMC CT Scan,Tech,300
Laurane Medical Perforating Cannula Stylet,UHHS AMC,29246,AMC CT Scan,Tech,213
Limited Sinus Imaging,UHHS AMC,38836,AMC CT Scan,Tech,821
LOCM 100-199 mg/ml per iodine/ml,UHHS AMC,17211,AMC CT Scan,Tech,3
LOCM 200-299 mg/ml iodine/ml,UHHS AMC,17212,AMC CT Scan,Tech,3
LOCM 300-399 mg/ml iodine/ml,UHHS AMC,17213,AMC CT Scan,Tech,3
Low dose chest CT for lung screening w/o contrast,UHHS AMC,32841,AMC CT Scan,Tech,125
Low Dose CT Lung Ca Screening,UHHS AMC,9862,AMC CT Scan,Tech,125
Merit Medical Stayfix dressing supply,UHHS AMC,6073,AMC CT Scan,Tech,30
Mod sedat different prov  from proc ea addl 15 min,UHHS AMC,42503,AMC CT Scan,Tech,69
Mod sedat different prov  from proc init 15 min < 5 yrs old,UHHS AMC,42501,AMC CT Scan,Tech,648
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS AMC,42502,AMC CT Scan,Tech,660
Mod sedat same prov  perf proc ea addl 15 min,UHHS AMC,42500,AMC CT Scan,Tech,70
Mod sedat same prov perf proc init 15 min < 5 yrs old,UHHS AMC,42498,AMC CT Scan,Tech,910
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS AMC,42499,AMC CT Scan,Tech,660
Myelography via lumbar inj inc s&i cervical,UHHS AMC,39337,AMC CT Scan,Tech,"3,198.00"
Myelography via lumbar inj incl radiological s & i thoracic,UHHS AMC,39338,AMC CT Scan,Tech,"3,198.00"
