Charge,Unit Price
ARIPIPRAZOLE LAUROXIL ER 662MG,"$1,833.55"
ARIPIPRAZOLE LAUROXIL ER 882MG,"$2,442.89"
ARIXTRA 10 MG SQ,$102.89
ARIXTRA 2.5 MG SQ,$46.16
ARIXTRA 7.5 MG SQ,$108.64
ARM CRADLE 31143491KENL,$47.00
ARMODAFINIL 50MG TAB,$8.06
"ARSENIC,BLOOD",$220.57
ARTANE 2 MG TAB,$0.15
ARTERIAL CANNULATION SUPPORT,$38.00
ARTERIAL LIMITED LOWER EXTRS,$218.00
ARTERIAL LIMITED LOWEXT UNILAT,$132.00
ARTERIAL LIMITED UP EXT UNILAT,$164.00
ARTERIAL LIMITED UPPER EXTRS,$218.00
ARTERIAL LOW EXT BILATERAL,$324.00
ARTERIAL LOW EXT/EXERCISE,$462.00
ARTERIAL UPPER EXT BILATERAL,$324.00
ARTERIES/LUNGS,$899.00
ARTERY-EXT. (SUR),$292.00
"ARTHROCENTESIS, INTERMED JOINT",$385.00
"ARTHROCENTESIS, MAJOR JOINT",$385.00
ARTHROTEC-50,$8.21
ARTHROTEC-75,$8.21
ARTHROWAND SABER 30 HOOK A4330,"$1,255.00"
ASA,$0.05
ASA SUPP 300MG,$1.17
ASCORBIC ACID 500MG/ML 50ML VL,$90.48
ASCORBIC ACID TAB,$0.03
ASENAPINE 5 MG SL TAB,$20.01
ASO SCREEN,$38.00
ASO TITER,$52.01
ASPERGILLUS FUMIGATUS B,$220.57
ASPIRIN ENTERIC 81 MG,$0.04
"ASPIRIN, BABY",$0.05
ASTELIN NAS SPRAY,$43.50
ATACAND 16MG,$7.17
ATACAND 4MG,$5.58
ATAZANAVIR SU 150,$24.39
ATEZOLIZUMAB 1200MG/20 ML VIAL,"$8,880.54"
ATIVAN 0.5 MG TAB,$0.07
ATIVAN 20 MG INJ,$7.46
ATOMOXETINE HCL,$13.18
ATORVASTATIN 20MG TAB,$0.45
ATOVAQUONE 750MG / 5ML SUSP,$33.16
ATRIPLA TAB,$90.80
ATROPINE 0.05MG/ML SYR 5ML,$12.67
ATROPINE 0.4 MG INJ,$7.00
ATROPINE 1 MG INJ,$11.00
ATROPINE 1% EYEDROPS 2 ML,$27.04
ATROPINE 8 MG INJ,$35.10
ATROVENT .03% NAS,$36.00
ATROVENT 0.06% INH,$36.00
ATROVENT 0.5 MG INH SOLN,$0.21
ATROVENT INHALER,$359.35
ATYPICAL ANTIBODY (ID),$144.00
AUGMENTIN 250,$3.45
AUGMENTIN 400/5,$0.98
AUGMENTIN 500 TAB,$1.35
AUGMENTIN 600/5,$0.95
AUGMENTIN 875/125 MG TAB,$1.69
AUGMENTIN XR,$5.58
"AUTOGRAFT INT TRNK,LEG,ARM","$3,732.66"
AVANDIA 2MG,$3.81
AVANDIA 4MG,$5.65
AVAPRO 150MG,$0.33
AVASTIN 400 MG IV,"$3,187.76"
AVEENO LOTION,$4.98
AVELOX 400MG,$2.94
AVODART 0.5MG,$6.41
AVULSION OF NAIL PLATE EA ADDL,$185.00
AXERT 12.5MG,$33.00
AYGESTIN 5MG TAB,$4.35
AYR DROPS,$1.99
AYR NASAL SPRAY,$0.77
AZACTAM 1 GM INJ,$32.95
AZACTAM 2 GM INJ,$58.00
AZATHIOPRINE 50 MG TAB,$0.55
AZELASTINE HCL 205.5 MCG INH,$161.58
AZELASTINE HCL OPTH6 ML BOTTLE,$50.00
AZITHROMYCIN 2.5 ML DROPS,$187.63
AZITHROMYCIN 500MG/NS 250ML,$9.86
AZITHROMYCIN 600MG TABLET,$4.61
AZITHROMYCIN ONE DOSE SUSP 1 G,$24.27
AZOPT OPHTH SUSP,$285.54
AZOR 10-40 TABLET,$10.99
AZOR 5-40 TABLET,$10.99
B&O 15A SUPPRETTE,$22.01
B&O 16A SUPPRETTE,$26.76
B-12 100MCG,$0.02
B-12 250MCG,$0.01
B-12 500MCG,$0.02
BA SWAL-ESOPHAGUS,$361.00
BABY ORAJEL,$3.49
BACITRACIN 50000 UNITS INJ,$11.09
BACITRACIN OINT 15 GMS,$1.62
BACITRACIN OPHTH,$98.70
BACLOFEN TAB,$0.61
BACT AG H FLU B,$22.10
BACT AG MENIN A&Y,$22.10
BACT AG MENINGI B,$22.10
BACT AG NM C&W135,$22.10
BACT AG STREP PNE,$22.10
BACTROBAN 2%,$9.00
BACTROBAN CREAM,$104.11
BAG BILE 004933,$30.00
BAG HYPERINFLATION INFANT,$46.50
BAG IRRIGATION ZASSI 1000ML,$17.80
BAG LEG LARGE DISP,$8.80
BAG LEG MED 19 OZ,$7.70
BAG RESUSCITATION ADULT,$36.50
BAG URINARY DRAINAGE 2000ML,$19.40
BAG URINARY DRAINAGE 4000ML,$20.70
BALANCED SALT SOLUTION 118ML,$27.53
BALLOON CATH OCCLUSION 5.3FR,$661.00
BALLOON DIALATION CATHETER 14M,"$1,416.00"
BALLOON DIL.(EGD),$964.00
BALLOON DILATOR FXD 10-12MM 8C,"$1,470.00"
BALLOON DILATOR FXD 12-15MM 8C,"$1,470.00"
BALLOON DILATOR FXD 6-8MM 8CM,"$1,470.00"
BALLOON DILATOR FXD 8-10MM 8CM,"$1,470.00"
BALLOON DISSECTOR SM PLUS,"$1,944.95"
BALLOON ESOPHAGEAL 15-18MM BS,"$1,470.00"
BALLOON EXTRACTOR PRO RX 12-15,$930.00
BALLOON EXTRACTOR PRO XL 9-12M,$690.00
BALLOON LUMEN EX CGDC-8.5-7-5,$288.00
BALLOON QUANTUM DIL QDC-20X5.5,$690.00
BALLOON STRUCTURAL (OMS-T10SB),$732.00
BALLOON UROMAX 004545,"$1,121.00"
BALLOON UROMAX 4-10CM 005269,"$1,025.00"
BALLOON UROMAX DILATOR 004546,"$1,025.00"
BALSALAZIDE D 750,$0.75
BALSAM PERU/ZINC OXIDE OINT,$5.05
"BAND. ELASTOPLAST 1""""",$7.30
BANDAGE COBAN 2,$5.20
BANDAGE COBAN 4,$4.00
"BANDAGE COBAN ST 4""""",$9.90
BANDAGE DOME PASTE 3,$27.50
BANDAGE ELASTIC 2,$2.30
"BANDAGE ELASTIC 6""",$7.49
"BANDAGE ELASTIC FLEX ACE 6""""",$37.00
BANDAGE ELASTOPLAST 2,$13.00
"BANDAGE ELASTOPLAST 3""""",$18.30
"BANDAGE ESMARK ST 4""""",$15.80
"BANDAGE ESMARK ST 6""""",$20.80
"BANDAGE UNNA BOOT PASTE 3""""",$28.50
"BANDAGE WEBRIL 3""""",$3.35
"BANDAGE WEBRIL 4""",$14.21
BANDING,$642.00
"BARBITURATES,QUAL",$43.00
"BARRIER 4"" FLOATING FLANGE NI",$28.28
BARRIER SENSI-CARE SPRAY 50ML,$57.00
BART HENSELAE IGG,$54.74
BART HENSELAE IGM,$54.74
BART QUINTANA IGG,$54.74
BART QUINTANA IGM,$54.74
BASIC METABOLIC,$59.00
BASKET ERCP TRAPEZOID RX,"$1,295.00"
BASKET GRASPER 3FR 120CM 01716,$879.00
BASKET TRAPEZOID RX 3CM,"$1,134.00"
BASKET ZERO TIP 4 WIRE 004680,"$1,008.00"
BATH COMFORT PAK,$13.50
BAZA CREAM 2%,$10.11
BCG VACCINE,$157.07
BCR/ABL-RT PCR,"$2,078.00"
BE-AIR CONTRST,"$1,070.00"
BECLOMETHASONE 40,$138.94
BEER - 12 OZ,$1.00
BEHAV/QUAL ANALYSIS OF VOICE,$128.00
BELATACEPT 250MG VIAL,$946.22
BE-LRG.BOWEL,$810.00
BELT BUCKS TRACTION LARGE,$84.00
BELT BUCKS TRACTION MEDIUM,$116.00
BENADRYL ELIXIR,$1.43
BENDAMUSTINE 100MG VIAL,"$2,971.80"
BENDAMUSTINE 100MG/4ML VIAL,"$2,473.80"
BENDAMUSTINE 25MG VIAL,$742.95
BENEFIBER,$0.40
BENTYL,$1.20
"BENZODIAZ,QUAL UR",$43.00
BENZOIN TINCTURE 120ML,$25.21
BENZOIN TINCTURE 2 OZ BOTTLE,$10.73
BENZOIN TINTURE VIAL,$1.10
BENZONATATE,$0.30
BENZOYL PEROXIDE 10% GEL,$3.81
BENZTROPINE MESYL,$0.16
BENZTROPINE MESYL 2 MG INJ,$60.00
BETA 2 GP1 AB IGG,$170.80
BETA 2 GP1 AB IGM,$170.80
BETA-2 MICROGLOBU,$106.00
BETAMETHASONE 12MG 3ML SYRINGE,$19.78
BETAMETHASONE 30 MG INJ,$49.44
BETAMETHASONE DIP .05% CREAM,$42.26
BETAPACE 80 MG TAB,$1.60
BETHANECHOL CHLORIDE 10MG TAB,$0.63
BETHANECHOL CHLORIDE 25,$0.91
BETOPTIC-S .25% 5 ML,$310.53
BEVACIZUMAB 100MG/4ML VIAL,$709.56
BIAXIN 250 MG SOLN,$7.80
BIAXIN 500 MG TAB,$0.98
BICILLIN CR 1.2 MM UNITS INJ,$125.44
BICILLIN CR900/300 1.2MU/2ML,$125.44
BICILLIN LA 1.2 MU INJ,$157.37
BICILLIN LA 2.4 MU INJ,$322.47
"BICILLIN LA 600,000 UNITS INJ",$90.86
BICITRA,$1.81
"BILE ACIDS, FRACTIONATED","$1,050.00"
"BILE DUCTS,INC.",$518.00
BILEDUCT SURGERY FIRST SET,$557.00
BILIRUBIN/DIR,$13.10
BILIRUBIN/TOT,$13.10
BINDER ABD  XTRA LARGE,$103.00
"BINDER ABD LARGE 55"""" TO 72""""",$63.50
BINDER ABD UNIVERSAL 4 PANEL,$81.50
"BINDER ABDOMINAL, ELASTIC",$87.15
BIOPHYSICAL PROFILE W/O NST,$196.00
BIOPSY (EGD),$289.00
BIOTIN 1000MCG TABLET,$0.01
BIPAP DAILY,$110.00
BIPOLAR CUTTING FORCEPS 5MM,"$1,860.00"
BISACODYL SUPP,$0.10
BISACODYL TAB,$0.03
BISMUTH SUBSALICYLATE 8OZ BOTT,$2.36
BIT DRILL 310.31 3.2 004748,$341.00
BIT DRILL 4.0MM THREEFLUTE 260,$950.00
BITE BLOCK ECT,$147.00
BITE BLOCK EGD DIISP 00712804,$11.30
BIVALIRUDIN 250 MG INJ,$550.00
"BK VIRUS PCR, QUANT, PLASMA",$512.40
"BK VIRUS PCR, QUANT, URINE",$684.00
BLADDER IRRIGATION,$272.00
BLADDER SCAN,$115.50
BLADE #12,$1.04
BLADE 00-8800-000-10 DERMATOM,$216.00
BLADE 5.5MM FULL RADIUS 62,$408.00
BLADE BEAVER 6700 000063,$7.50
BLADE CLIPPER SURGICAL,$15.10
BLADE INFERIOR TURBINATE 2MM,$990.00
BLADE JOINT SAW STRYKER 000068,$317.00
BLADE MAC FIBEROPT DISP SZ 3,$23.10
BLADE MAC FIBEROPT DISP SZ 4,$23.10
BLADE MILLER FIBEROP DISP SZ 2,$23.10
BLADE MILLER FIBEROP DISP SZ 3,$23.10
BLADE MYRINGOTOMY KNIFE LANCE,$100.10
BLADE PED RADENOID 4MM,$803.00
BLADE SAGITTAL SYSTEM 6,$305.00
BLADE SAW GIGLI 000070,$62.00
BLADE SHORT TAPERED RECIPROCAT,$388.00
BLADE SM OSCILLATING SAW 5MM,$217.00
BLADE STRYKER PATELLA SAW,$219.00
BLADE TAPERED RECIPROC 000076,$260.00
BLADE THICK SAW STRYKER 000077,$305.00
BLADE THIN BOX CUT STRYKER,$305.00
BLADE TRICUT 3.5MM,$845.00
BLAKE CHEST DRAIN 19FR,$78.50
BLANKET BILI,$10.60
BLANKET BODY BAIR HGR 522,$69.66
BLANKET HYPER/HYPOTHERMIA,$68.50
BLANKET LOWER BODY BAIR HUGGER,$42.28
BLASTOMYCES AB,$301.28
BLD COLLECT VEN ACCESS DEVICE,$127.84
BLEOMYCIN 15 UNITS INJ,$49.71
BLEPHAMIDE SOLN,$138.69
BLISTEX LIP BALM,$0.92
BLOCK FOR PAIN,$314.00
BLOOD COLLECTION EST CATHETER,$108.00
BLOOD COLLECTION VEN ACC DEVIC,$108.00
"BLOOD CULT,CHROMO",$580.00
BLOOD GASES,$93.50
BLOOD GROUP,$52.50
BLOOD SET 1845,$1.44
BLOOD TRANSFUSION,$273.00
BLUNTPORT 5-12MM 179075P,$125.37
BODY FLUID ANALY NO DIFF,$81.50
BODY SCAN/ I131,"$1,322.00"
BODY WASH  NO-RINSE,$5.40
"BONE BX, NEEDLE","$1,155.00"
BONE MARROW,$211.00
BONE MARROW ASPIRATION & BIOPS,$613.00
BONE SCAN LIMITED,"$1,457.00"
BONE SCAN W/SPECT,"$1,934.00"
"BONE SCAN, WHOLE BODY",$751.00
BONIVA 150MG,$190.95
BOOT STANDARD PRIMO BAB39,$276.50
BOOT TCC-EZ CASTING LARGE,$481.14
BOOT TCC-EZ CASTING REGULAR,$405.12
BORDER MEPILEX SACRUM 18X18,$40.00
BORDETELLA IGG AB,$642.60
BORDETELLA PERTUSSIS,$73.15
BORRELIA IGG,$131.25
BORRELIA IGM,$131.25
BORTEZOMIB 3.5MG INJECTION,"$1,603.00"
BOTOX 100 UNIT INJ TYPE A,$601.00
BOTTLE PERINEAL CLEANSING,$1.71
BOWLS MIXING CTS REGULAR,$540.00
BOWLS MIXING CTS SHOULDER,$610.00
BRACE CLAVICAL CHILD,$34.00
"BRACE, TLSO DONJOY II DJGLBL","$1,320.00"
BRAF,"$2,701.60"
BREAST CYST ASPIRATION,"$1,393.00"
BREAST IMP STYLE168 ROUND450CC,"$2,000.00"
BREAST IMP STYLE168 ROUND550CC,"$2,000.00"
BREAST IMP STYLE168 ROUND600CC,"$2,000.00"
BRENTUXIMAB 50MG VIAL,"$7,098.00"
BREVIBLOC 100 MG INJ,$14.38
BREVIBLOC 2500 MG INJ,$467.68
BRIDGE LOOP OSTOMY STERILE,$6.50
BRILINTA 90 MG TAB,$5.88
BRIMONIDINE TARTRATE 0.1% SOLN,$146.08
BRIMONIDINE TARTRATE OPTH SOLN,$14.50
BRIMONIDINE TARTRATE/TIMOLOL O,$161.03
BRIVARACETAM 100MG TABLET,$17.84
BRIVARACETAM 25MG TABLET,$17.84
BRIVARACETAM 50MG TABLET,$17.84
BRIVARACETAM 50MG/5ML VIAL,$45.86
BRIVARACETAM 75MG TABLET,$17.84
BROMFED-DM 5 ML,$0.99
BROMOCRIPTINE 2.5MG TAB,$3.00
BROMOCRIPTINE MESYLATE 0.8MG T,$3.96
BRONCH DISP BX VALVE MAJ-210,$19.80
BRONCH-ASPIRATION NEEDLE,$170.00
BRONCHOSCOPY,"$2,520.00"
BRUSH BILIARY RX CYTOLOGY,$618.00
BRUSH COLONOSCOPE CYTOLOGY 138,$79.50
BRUSH CYTOLOGY 3FR 115CM,$589.98
BRUSH DISP CYTOLOGY BC-202D,$94.00
BRUSH FEMORAL A-200  000142,$127.00
BSS DROPS 15ML,$8.26
BSS/LIDOCAINE/EPI OPTH SOLN,$90.00
"BUCKET ENEMA 60 """" TU",$7.90
BUDESONIDE 180,$105.02
BUMETANIDE TAB,$0.87
BUMEX 1 MG INJ,$2.10
BUMEX 2.5 MG INJ,$5.25
BUN,$38.50
BUPIVACAINE .5% 250MG/50ML INJ,$5.05
BUPIVACAINE 0.25%/50 ML INJ,$5.84
BUPIVACAINE 0.5% /EPI 30ML INJ,$8.29
BUPIVACAINE 0.5% 150 MH INJ,$1.82
BUPIVACAINE 0.75% 30ML INJ,$6.55
BUPIVACAINE LIPOSOME 1.3% INJ,$315.00
BUPIVACAINE W/EPI MPF 0.5% INJ,$4.99
BUPIVACAINE-EPI .25% 30ML INJ,$2.84
BUPIVACAL .75%/DEXT 8.25% 2ML,$3.93
BUPRENEX 0.3 MG INJ,$15.17
BUPRENORPHINE 8MG TABLET,$4.67
BUPRENORPHINE H 2,$2.48
BUPRENORPHINE/NALOXONE 8MG/2MG SUB FILM,$8.15
BUR CROSS-CUT FISSURE 1.2MM,$38.50
BUR CROSSCUT FISSURE 1.6MM,$37.50
BUR EGG 000171,$242.00
BUR ROUND STEEL 4.0,$54.00
BURN CARE SMALL,$198.00
BURN CARE/DRSG/ESCHAROTOMY,$361.00
BURR CUTTING CARBIDE,$322.00
BURR OPHTHALMIC,$42.84
BURR OVAL 4.0MM 000174,$287.00
BUSPAR 15MG,$0.45
BUSPAR TAB 10MG,$0.14
BUSPIRONE 5MG TAB,$0.10
BUTALBITAL/ACETAMINO 50MG 325,$1.25
BUTORPHANOL INJ 2 MG VIAL,$4.88
BUTTERFLY 19G COLLECTION SET,$4.50
BX LUNG/MEDIASTINUM,"$1,393.00"
"BX LYMPH NODE,NEEDLE","$1,393.00"
"BX RENAL, PERCUTAN.","$1,393.00"
"BX THYROID, PERCUT.","$1,393.00"
"BX, LIVER","$1,393.00"
"BX,ABD OR RETROPERITONEAL MASS","$1,393.00"
BX/BRUSHING(COLON),$289.00
BX/BRUSHING(ERCP),$770.00
BX/BRUSHING/WASH,$809.00
BYETTA PEN 30 MCG INJ,$708.38
C DIFF TOXIN BY PCR,$325.20
"C1 ESTER FUN,QUAN",$293.02
"C1 ESTERASE,QUANT",$184.00
C1Q COMPLEMENT,$254.31
C2,$296.87
