Procedure ID,Description,Amount
6682,VITRECTOMY HANDPIECE #10,307.00
6687,DBL ARM SUTURE          ,98.00
6688,ENDOCRUB SHEATH         ,69.00
6692,EYE SPHERE SIZE 16-20   ,122.00
6696,DRILL 4.0 SMITH & NEPHEW,283.00
6700,GRAFT HUM SCLERA        ,1475.00
6709,COLLAGRAFT STRIP 1103-05,3474.00
6710,ACROMED 6.25 2223-282***,2235.00
6711,ACROMED SCREW ***       ,2512.00
6712,ACROMED TRIPLE 1/2 PL***,3984.00
6713,ACROMED STEFFEE SPACER**,383.00
6714,ACROMED ROD 1/4" ***    ,1426.00
6715,ACROMED CONNECT 1/4" ***,868.00
6742,PRESCOTT BRACE          ,4601.00
6748,STELLATE/MYO/TRAY       ,41.00
6757,DISP. TROCAR PIN        ,136.00
6758,RICHARDS DRILL TIBIAL   ,253.00
6759,RICHARDS TROCAR #112004 ,154.00
6761,INTERFACE 12X12         ,24.00
6762,MENISCECTOMY ELECTRODE K,107.00
6775,BIOMET ACCU BLADE       ,243.00
6776,ACROMED HEX NUTS ***    ,425.00
6777,ACROMED SLOTTED PLATE***,6073.00
6779,CONCEPT MENIS ELECTRODE,141.00
6794,BUTTERFLY IV CATHETER   ,4.00
6799,RETRCTR OPTH FLXB STRL  ,476.00
6805,ALCON DUPLICUT SLIT KNIF,40.00
6807,ALCON SLIT KNIFE 5.1    ,40.00
6808,ALCON V-LANCE KNIFE     ,65.00
6809,ALCON IRRIG. OCCTOME #10,307.00
6810,KELMAN CURV. PHACO TIP  ,99.00
6811,ALCON LENS GUIDE        ,4.00
6812,POST.CAP. (TAN) SPATULA ,69.00
6813,GUIBOR INTUBATION SET   ,255.00
6814,CRAWFORD INTUBATION SET ,197.00
6815,BEAVER BLADE            ,3.00
6816,BEAVER BLADE #69        ,41.00
6817,TREPHINE BLADES         ,135.00
6818,HOCKEY STICK BLD #005701,27.00
6821,CIRCLING BAND           ,101.00
6822,SAW BLADE 41.0 X 14.0MM.,37.00
6823,SYMMETRICAL OVAL TIRE 7M,121.00
6824,SYMMETRICAL TIRE 9MM 279,75.00
6825,ASYMMETRICAL TIRE 7 MM 2,75.00
6826,SPONGE-HALF CYLINDER 5MM,134.00
6827,SPONGE WASHER OVAL 3X5MM,932.00
6828,SPONGE-OVAL 5.5X7.5     ,205.00
6830,BAG RESUSCITATION DISP  ,58.00
6836,SAW BALDE 77.5X11.2MM RE,84.00
6837,BIOMET DRILL BIT        ,175.00
6840,BONE-FEMORAL            ,639.00
6857,BLAKE DRAINS            ,63.00
6864,FACET INJ TY PPI-09     ,66.00
6865,TRIGGER POINT TRAY      ,4.00
6877,LMA ENDOTRACHEAL TUBE   ,94.00
6879,WRIST/FOREARM SPLINT    ,129.00
6889,MCGHAN INFUSION TUBING  ,63.00
6898,RICHARDS DRILL 4.0      ,283.00
6908,ALCON POST MOD. LENS*** ,200.00
6910,ALCON OCUTOME 1085A     ,825.00
6925,ALCON 4.1 SH. CUT SLIT K,58.00
6926,ALCON 3.5 ANGLED SLIT KN,40.00
6928,MENTOR BIPOLAR 20G      ,154.00
6929,ALCON LIGHT PIC 45 DEG  ,156.00
6930,ALCON FLAT SPATULA LIGHT,156.00
6933,ALCON GFI PRES. TUBING S,105.00
6935,ALCON LASER ENDOPROBE 20,359.00
6936,INFIN.STR.ILLUM.LASER PR,486.00
6937,INFIN CHANG ASPIR.LAS.PR,436.00
6938,INFIN BULLET ENDO ILLUM.,98.00
6946,CERVICAL EXP. SCREW     ,312.00
6948,SYNTHES DRILL BIT 3.0   ,367.00
6951,WELLS JOHNSON TUBING    ,37.00
6954,POLY BRACE              ,4034.00
6959,SAW BLADE 10.0 X 5.5MM.0,36.00
6965,XOMED NASAL DRESSING    ,73.00
6971,AGEE WRIST JACK         ,6127.00
7009,AHMED VALVE             ,2946.00
7011,PRESCOTT MOLDED BRACE   ,4426.00
7015,THUMB SPICA SPLINT      ,171.00
7023,SYNTHES DRILL BIT W/ DBL,326.00
7033,SUCTION CURRETTE DISP   ,24.00
7035,MENTOR GEL BREAST IMPLTS,4356.00
7036,STRYKER MICRO DEBRIDER  ,24.00
7037,STRYKER MICRO DEBRIDE BL,24.00
7039,DVT GARMENT             ,210.00
7041,LEIBINGER TWIST DRILL   ,158.00
7055,KRONUR MANIPUJECTOR     ,62.00
7056,SAW BLADE 90.0X18.0 MM  ,159.00
7057,STRYKER AGGR. SHAVER    ,219.00
7060,FISSURE BURR            ,44.00
7069,TRANSURETHRAL KIT       ,66.00
7070,PERIURETHRAL KIT        ,66.00
7081,ETHICON EMS STAPLER     ,469.00
7091,GEL BONE 1CC #121120    ,312.00
7093,MENTOR HEMOSTAT ERASER  ,107.00
7094,ALCON KNIFE 11 3 MM     ,9.00
7101,ETHIC. ENDOPATH CAP     ,21.00
7102,ETHIC. ENDOPOUCH        ,138.00
7110,ETHIC STABILITY THREAD T,22.00
7111,ETHIC STABILITY THREAD T,22.00
7112,ETHIC ENDOPATH TROCAR/SL,191.00
7113,ETHIC ENDOPATH TROCAR/SL,167.00
7114,ETHIC CURVED SCISSOR M/R,239.00
7120,ETHIC. ENDOLOOP PDS     ,44.00
7125,ALCON SCISSOR TUBING SET,64.00
7138,MEDTRONIC SP STIM ***   ,19400.00
7148,INTERCEDE 3X4           ,390.00
7153,FEMORAL BONE***         ,767.00
7154,BIOFIX PIN ***          ,497.00
7159,ETHIC. ENDO CLIP APPLIER,326.00
7176,ARTHROTEK DRILL POINT/#9,121.00
7177,ARTHROTEK GUIDE WIRE    ,58.00
7197,MENTOR POLY PASTE TEFLON,1162.00
7219,EYE LASER PROBE #1005   ,296.00
7262,ACL DISPOSABLE KIT      ,888.00
7263,GRAFT PREP SUTURE NEEDLE,255.00
7265,TUBE HARVESTOR          ,903.00
7267,ARTHROTEK PUMP CARTRIDGE,319.00
7268,STORZ CORNEAL PROTECTORS,24.00
7280,VISCOUS CANNULA         ,83.00
7283,BIOSPAN TISSUE EXP ***  ,5379.00
7290,DEPUY GLBL SHLDR 1134***,2299.00
7297,RICHARD JAMES FTS/501   ,126.00
7298,STORZ JARDON 15MM SILICO,70.00
7303,MEDPOR/SPHERICAL 20MM   ,1702.00
7306,MEDPOR/ULTRA THIN SHEET ,1084.00
7316,OCCULAR IMP HYDROXYAP***,2664.00
7321,EYE CONFORMER FLAT SMALL,44.00
7328,EBI DISTAL RADIUS FIX   ,5888.00
7406,NITINOL GUIDE WIRE      ,58.00
7408,MENTOR VOLUME SIZER FOR ,349.00
7704,HYPAFIX TAPE 4"         ,30.00
8097,DEPUY GLBL SHLDR 1136***,6147.00
8102,LUHR DRILL BIT 6520-0-31,307.00
8113,GOLD EYELID IMPLANT     ,1192.00
8124,BOOMERANG NASAL SPLINT  ,83.00
8139,BLADE SAW 90X25X1.35MM  ,484.00
8140,STRYKER CBC BLOOD CONSER,384.00
8141,STRYKER VACUUM MIXING BO,253.00
8142,LASER PROBE 6786-01     ,60.00
8143,LIGHT PIC 45 8121-01    ,150.00
8144,SPATULA 8124-01         ,150.00
8145,INTERMEDICS DRILL & PIN ,125.00
8148,ILIUM STRIP TRI-CORT*** ,2380.00
8151,DUAL MODE CANULA 305-40 ,24.00
8152,ETHIC.MINI SITE INTRODUC,24.00
8153,EBI SCREWS 80/35***     ,370.00
8154,ARROW INDWELLING CATHETE,41.00
8155,ARROW OBL LUMEN CATHETER,63.00
8165,WIZARD CUTTER SERRATED 3,37.00
8176,MICROTIP WIPES          ,24.00
8189,HAND DRESSING TRAY      ,84.00
8208,SYNTHES DRILL BIT 310.25,83.00
8209,SYNTHES DRILL BIT 310.18,83.00
8211,ALCON LASER PROBE 100S  ,296.00
8220,ACROMED SPACER/WASHER***,425.00
8223,MEDPOR CONFORM S/M/L    ,75.00
8224,ILIAC CREST BONE WDGE***,733.00
8225,EBI DFS EXTERNAL FIX    ,7689.00
8250,SLT FIBER & BLUNT TIP   ,340.00
8307,STRYKER MIXING BOWL 206-,253.00
8308,STRYKER BLADE 2108-177  ,109.00
8309,STRYKER BLADE 2108-105  ,109.00
8310,MEDTRONIC ITREL 3 EZ ***,4021.00
8311,MEDTRONIC PISCES LEAD***,6743.00
8312,MEDTRONIC ITREL 3 EXT***,2806.00
8313,MINI MAG. SAG. BLADE 560,24.00
8314,MINI MAG. SAG. BLADE 560,24.00
8326,ARTHRO WAND             ,379.00
8331,MENTOR PASSIVE ASPIRATOR,109.00
8352,ARTHROTEK BNEMULC SCE***,2285.00
8353,ARTHROTEK SUTURE EYE PIN,432.00
8354,ARTHROTEK DRILL POINT K-,199.00
8487,IOL ALCON #CZ70BD ***   ,214.00
8488,IOL ALCON #MTA4UO***    ,581.00
8491,IOL ALCON #MTA2UO***    ,581.00
8493,IOL ALCON #MTA5UO       ,581.00
8494,IOL ALCON #MTA6UO ***   ,581.00
8520,CHOLYGRAM CATH #CS-0170 ,154.00
8707,SAW BLADE 73.0X25.0MM   ,141.00
9013,ZIMMER GUIDE WIRE ***   ,45.00
10113,FINGER SPLINT 4 PG SM   ,2.00
10114,FINGER SPLINT 4 PG MED  ,2.00
10115,FINGER SPLINT 4 PR LG   ,2.00
10116,FINGER SPLINT ALUMAFOAM ,2.00
10118,MYELOGRAM TRAY          ,80.00
10119,VESSEL DIALATOR ANGIO   ,1.00
10120,LUMBAR SYM BLOCK TRAY   ,154.00
10122,BIO CER FEM HD #163130  ,1812.00
10127,ADATO SILI PAK #SP-10   ,130.00
10128,ZIMMER FORTE TAP ***    ,834.00
10129,BLADE 6.0MM 76-6061     ,50.00
10155,DUODERM SM 4X4          ,89.00
10156,DUODERM LG 6X6          ,130.00
10168,WRIST/FOREARM FOAM SPLNT,66.00
10170,T-FIX SUTURE BAR        ,122.00
10171,SYN 1.25MM THD GUIDE WIR,923.00
10174,SYN SHANZ PIN 294       ,376.00
10177,IOL ALCON #MZ40BD***    ,87.00
10193,MENISCUS ARROW ALL SIZES,1068.00
10213,CANFIXSW DEP ALL SIZE***,362.00
10214,ARM SLING LG            ,36.00
10217,RICHARDS PAPARELL TUBE  ,24.00
10224,FLEX GUIDEWIRE .062     ,69.00
10237,GRAFTON BONE PUTTY 10CC ,5080.00
10238,HARPOON SUTURE ANCHOR BI,438.00
10241,UTERINE MANIPULATOR RUMI,90.00
10243,ETC TROCAR 11M SHR 5115 ,166.00
10245,ARMSTRONG TUBE PE/BEVELD,28.00
10247,COLLAGRAFT STRIP 1103-06,1652.00
10248,LOCRIMAL DUCT CATH 2-3-5,644.00
10271,EBI SPINAL FUS STIM***  ,9218.00
10276,DEPUY CLAVICL PIN ***   ,616.00
10277,DEPUY BIT 2.8-3.2M      ,24.00
10284,SILICONE SHT/1532500-40 ,28.00
10285,LACRICATH INFLAT DEVICE ,130.00
10291,UNIVERSAL BLK TRAY      ,66.00
10297,TLS DRAINAGE SYSTEM     ,65.00
10317,SYNTH LOCKING SCREW 497 ,57.00
10318,SYNTHES EXP. SCREW 488  ,388.00
10319,SYNTHES TI CERV PL 450  ,1565.00
10320,SYNTHES 3.0 DRILL SPN   ,362.00
10321,SYNTHES 4. TAP SPN      ,362.00
10346,SYNTHES PROTECT CAP 394 ,8.00
10347,AUTOSUT ENDOCATCH 173050,156.00
10360,BIO BIT SET #25-424509  ,154.00
10382,SYN 4.5MM NARR DCP PLT 2,914.00
10390,SYN SEMI TUB 222. PLATES,440.00
10401,CATH LATEX FREE 6FR     ,41.00
10402,CATH FOLEY 12FR         ,32.00
10403,SUCTION CATH 14FR NOLATX,1.00
10405,STOPCOCK 3W LATEX FREE  ,3.00
10407,SUCT CATH 10FR LATEX FRE,1.00
10408,SUCT CATH 8FR LATEX FREE,1.00
10409,STUMP SOCK SM 1PL30518  ,36.00
10410,STUMP SOCK MED 1PL32618 ,36.00
10411,ZIMMER ULNAR COMP ***   ,6304.00
10412,ZIMMER HUMERAL COMP *** ,7125.00
10416,SYN ROD 4.0X180 395.66  ,275.00
10419,SYNTHES KWIRES 292 SERIE,90.00
10421,BIO SCRW 103534         ,124.00
10424,EBI WRIST FIX 4003      ,3864.00
10425,EBI DRILL 2.7 05015     ,219.00
10426,EBI SCREW CAPS 03300    ,103.00
10445,BLADE B11-107           ,9.00
10454,TAVA BLADE B48-103      ,58.00
10456,INTER PRO OSTEON 5B024  ,891.00
10459,SILASTIC SHEETING .007  ,365.00
10460,DEPUY GUIDE WIRE KURASAW,77.00
10461,DPY DRILL PIN BAYPOINT  ,253.00
10472,SURGIPRO MESH SPM35W    ,79.00
10473,FCI INTUBATE SET S1.1630,181.00
10474,SPOOL OF WIRE 22-28G    ,66.00
10490,BLD. COLLECT RESVR 200  ,166.00
10491,HARMOLITE 2 FAST PACK   ,409.00
10492,STUMP SOCK LRG          ,36.00
10493,HEEL PROTECT.376412000  ,4.00
10494,EPI INTRODUCER 1911-494 ,30.00
10495,CAUDA-KATH 155-1838     ,141.00
