DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
157 - DENTAL & ORAL DISEASES W MCC,119158.33,No Medicare Payment Available
158 - DENTAL & ORAL DISEASES W CC,23798.74,3086.59
159 - DENTAL & ORAL DISEASES W/O CC/MCC,18376.3,4725.76
163 - MAJOR CHEST PROCEDURES W MCC,263694.71,39252.47
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,226091.44,21407.42
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,90607.31,11386.25
175 - PULMONARY EMBOLISM W MCC,128037.34,9672.76
176 - PULMONARY EMBOLISM W/O MCC,69837.46,18461.95
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,106751.3,10628.37
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,52784.03,8204.8
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,25249.57,No Medicare Payment Available
180 - RESPIRATORY NEOPLASMS W MCC,108015.61,No Medicare Payment Available
181 - RESPIRATORY NEOPLASMS W CC,27511.21,No Medicare Payment Available
182 - RESPIRATORY NEOPLASMS W/O CC/MCC,37397.8,No Medicare Payment Available
183 - MAJOR CHEST TRAUMA W MCC,60189.18,No Medicare Payment Available
184 - MAJOR CHEST TRAUMA W CC,56983.66,6637.17
185 - MAJOR CHEST TRAUMA W/O CC/MCC,33743.56,5205
186 - PLEURAL EFFUSION W MCC,71106.91,9103.61
187 - PLEURAL EFFUSION W CC,44804.21,5682.75
188 - PLEURAL EFFUSION W/O CC/MCC,54389,No Medicare Payment Available
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,64251.96,8423.5
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,68640.9,8910.83
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,53895.87,7119.87
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,36152.73,4815.98
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,67777.45,8015.37
194 - SIMPLE PNEUMONIA & PLEURISY W CC,40094.42,5520.88
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,44247.67,5027.16
196 - INTERSTITIAL LUNG DISEASE W MCC,70676.89,9894.29
197 - INTERSTITIAL LUNG DISEASE W CC,76223.2,7219.11
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,34454,5426.18
200 - PNEUMOTHORAX W CC,56395.52,6889.31
201 - PNEUMOTHORAX W/O CC/MCC,18577.79,5213.1
202 - BRONCHITIS & ASTHMA W CC/MCC,38208.04,5209.8
203 - BRONCHITIS & ASTHMA W/O CC/MCC,55180.74,4240.05
204 - RESPIRATORY SIGNS & SYMPTOMS,20839.77,5245.83
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,117391.38,9308.1
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,44493.92,6282.41
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,229823.65,31614.64
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,134092.69,13859.95
215 - OTHER HEART ASSIST SYSTEM IMPLANT,384985.95,No Medicare Payment Available
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,238812.62,No Medicare Payment Available
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,177857.26,29706.91
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,166998.98,32619.92
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,303736.35,45946.7
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,162437.89,22921.82
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,110062.57,13858.58
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,161689.76,21608.58
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,96919.81,15518.69
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,81340.36,12941.52
245 - AICD GENERATOR PROCEDURES,132949.2,31452.27
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,191033.71,18624.85
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,102844.39,13018.05
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,105327.19,No Medicare Payment Available
252 - OTHER VASCULAR PROCEDURES W MCC,131076.04,18697.29
253 - OTHER VASCULAR PROCEDURES W CC,103297.95,14932.62
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,76061.36,10171.53
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,49014.74,9459.77
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,82478.96,No Medicare Payment Available
257 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,97903.92,No Medicare Payment Available
258 - CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,154403.19,18193.03
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,126873.86,21050.24
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,75534.29,10205.79
263 - VEIN LIGATION & STRIPPING,27873.62,12689.59
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,93729.2,15032.03
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,215299.49,37486.73
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,108462.93,24331.99
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,140030.72,28552.56
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,135258.56,19622.16
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,100155.63,14687.87
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,63336.25,8694.46
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,59215.74,18139.59
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,25751.1,2604.29
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,114975.36,10774.19
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,100866.14,12703.66
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,65839.26,12461.83
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,415831.41,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,66605.32,8870.52
292 - HEART FAILURE & SHOCK W CC,45102.92,7836.56
293 - HEART FAILURE & SHOCK W/O CC/MCC,37966.2,4729.92
299 - PERIPHERAL VASCULAR DISORDERS W MCC,61060.36,8622.85
300 - PERIPHERAL VASCULAR DISORDERS W CC,41086.28,6407.32
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,24009.8,4300.6
302 - ATHEROSCLEROSIS W MCC,48178.82,No Medicare Payment Available
303 - ATHEROSCLEROSIS W/O MCC,72857.96,No Medicare Payment Available
304 - HYPERTENSION W MCC,32704.69,6811.95
305 - HYPERTENSION W/O MCC,37756.45,4626.05
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,199920.53,8588.47
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,46618.22,8082.41
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,35255.49,4382
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,28391.71,3880.21
311 - ANGINA PECTORIS,22780.58,No Medicare Payment Available
312 - SYNCOPE & COLLAPSE,40569.2,5463.41
313 - CHEST PAIN,39886.95,4158.1
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,72984.75,13033.3
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,43965.2,5070.75
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,31344.96,3155.21
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,162550.07,22471.39
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,85775.48,12538.98
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,48281.36,10986.96
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,185097.54,26344.61
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,92117.44,14598.3
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,71518.99,9147.33
332 - RECTAL RESECTION W MCC,103182.42,No Medicare Payment Available
333 - RECTAL RESECTION W CC,130526.33,No Medicare Payment Available
334 - RECTAL RESECTION W/O CC/MCC,94867.12,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,157895.06,23884.91
336 - PERITONEAL ADHESIOLYSIS W CC,84180.36,14451.17
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,54000.96,7120.96
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,146345.17,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,61917.3,10493.37
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,43241.69,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,56070.82,7954.62
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,45770.24,6185.17
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,53469.11,9665.43
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,32544.32,No Medicare Payment Available
348 - ANAL & STOMAL PROCEDURES W CC,51575.08,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,56109.16,No Medicare Payment Available
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,65587.79,9294.64
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,27217.21,No Medicare Payment Available
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,78483.19,17782.45
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,61756.76,10267.2
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,46975.37,8334.9
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,133388.51,22218.92
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,62035.2,12706.92
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,31876.57,No Medicare Payment Available
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,38973.93,No Medicare Payment Available
369 - MAJOR ESOPHAGEAL DISORDERS W CC,32211.33,7030.9
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,75859.37,10469.43
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,48131.85,6785.99
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,32552.13,No Medicare Payment Available
374 - DIGESTIVE MALIGNANCY W MCC,70523.38,12160.68
375 - DIGESTIVE MALIGNANCY W CC,55386.3,No Medicare Payment Available
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,14600.89,No Medicare Payment Available
377 - G.I. HEMORRHAGE W MCC,53166.96,9219.18
378 - G.I. HEMORRHAGE W CC,40816.47,6368.28
379 - G.I. HEMORRHAGE W/O CC/MCC,21110.45,3075.1
380 - COMPLICATED PEPTIC ULCER W MCC,94518.7,11535.23
381 - COMPLICATED PEPTIC ULCER W CC,38337.48,6740.31
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,46047.63,5458.3
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,37550.94,5861.87
385 - INFLAMMATORY BOWEL DISEASE W MCC,184565.18,10179.92
386 - INFLAMMATORY BOWEL DISEASE W CC,50055.86,6215.39
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,37936.58,5028.62
388 - G.I. OBSTRUCTION W MCC,77092.17,8674.17
389 - G.I. OBSTRUCTION W CC,33942.43,5583.43
390 - G.I. OBSTRUCTION W/O CC/MCC,26929.23,4115.54
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,49823.44,9122.26
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,34826.15,4695.43
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,73977.26,9932.38
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,35791.07,6105.84
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,26369.5,4733.58
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,235719.97,35606.04
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,95643.62,18176.71
407 - PANCREAS; LIVER & SHUNT PROCEDURES W/O CC/MCC,65001.05,12114.46
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,189126.87,23124.74
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,131682.81,No Medicare Payment Available
412 - CHOLECYSTECTOMY W C.D.E. W CC,70555.12,14128.08
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,50428.97,No Medicare Payment Available
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,70808.86,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,132222.89,14328.72
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,51890.91,11632.28
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,46659.36,6770.92
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,363380,No Medicare Payment Available
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,134956.12,No Medicare Payment Available
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,36987.95,No Medicare Payment Available
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,154124.87,21572.3
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,119120.88,13461.96
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,84404.69,10851.64
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,46020.39,6312.81
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,18908.53,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,57368.36,10129.74
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,53946.68,5748.14
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,28923.16,6032.69
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,114261.41,10653
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,65560.83,6027.88
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,29974.04,4518.45
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,133582.69,11892.96
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,47192.24,5789.9
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,25790.62,4729.7
444 - DISORDERS OF THE BILIARY TRACT W MCC,97875.03,9898.18
445 - DISORDERS OF THE BILIARY TRACT W CC,49332.17,6561.41
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,53565.77,5393.83
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,92575.2,25110.08
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,77341.82,16861.34
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,93641.01,12435.3
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,89903.2,16552.45
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,93269.9,12569.17
476 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,39732.84,No Medicare Payment Available
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,68908.17,18818.55
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,46357.99,13479.88
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,180445.12,17173.74
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,94792.03,12095.35
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,88089.2,13362.47
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,99657.96,No Medicare Payment Available
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,154392.16,19444.29
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,71817.1,13526.39
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,56290.03,No Medicare Payment Available
498 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,115945.74,No Medicare Payment Available
500 - SOFT TISSUE PROCEDURES W MCC,129267.68,16860.25
501 - SOFT TISSUE PROCEDURES W CC,56753.56,8153.69
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,89576.63,6687.98
503 - FOOT PROCEDURES W MCC,44484.56,14867.72
504 - FOOT PROCEDURES W CC,29874.65,10599.6
513 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC,34059.36,9833.68
514 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC,35791.82,No Medicare Payment Available
515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,266872.98,17454.65
516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,89921.49,10816.44
517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,55589.75,9002.39
535 - FRACTURES OF HIP & PELVIS W MCC,30693.7,7974.67
536 - FRACTURES OF HIP & PELVIS W/O MCC,35680.96,4109.45
539 - OSTEOMYELITIS W MCC,40401.23,No Medicare Payment Available
540 - OSTEOMYELITIS W CC,84404.83,No Medicare Payment Available
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,75199.5,No Medicare Payment Available
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,50872.81,No Medicare Payment Available
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,34664.2,No Medicare Payment Available
545 - CONNECTIVE TISSUE DISORDERS W MCC,171302.63,20779.64
546 - CONNECTIVE TISSUE DISORDERS W CC,65694.79,7233.6
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,52149.8,5545.64
548 - SEPTIC ARTHRITIS W MCC,95900.55,No Medicare Payment Available
549 - SEPTIC ARTHRITIS W CC,75372.68,7558.91
551 - MEDICAL BACK PROBLEMS W MCC,74027.95,11679.35
552 - MEDICAL BACK PROBLEMS W/O MCC,41342.37,6511.45
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,46991.14,5153.61
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,106506.79,No Medicare Payment Available
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,33850.7,4482.76
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,73683.25,9085.75
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,33884.78,5987.35
559 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,93033.33,22310.43
560 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,71923.65,19749.01
561 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,38187.45,16561.43
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,25337.77,5572.45
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,91007.88,9137.12
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,39561.07,6240.29
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,27051.03,No Medicare Payment Available
571 - SKIN DEBRIDEMENT W CC,60436.76,7310.91
572 - SKIN DEBRIDEMENT W/O CC/MCC,52111.89,No Medicare Payment Available
573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,33568.66,11289.17
578 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,57090.64,No Medicare Payment Available
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,54737.63,9821.93
