DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,67669.67,8133.6
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,45798.79,5651.07
180 - RESPIRATORY NEOPLASMS W MCC,129139.62,14235.15
181 - RESPIRATORY NEOPLASMS W CC,73566.38,7429
182 - RESPIRATORY NEOPLASMS W/O CC/MCC,42665.7,No Medicare Payment Available
183 - MAJOR CHEST TRAUMA W MCC,69568.39,3151.09
184 - MAJOR CHEST TRAUMA W CC,60955.98,6542.21
185 - MAJOR CHEST TRAUMA W/O CC/MCC,26242.48,5210.25
186 - PLEURAL EFFUSION W MCC,56401.28,9048.32
187 - PLEURAL EFFUSION W CC,53001.44,6832.18
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,65684.56,8263.96
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,68513.86,7276.33
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,52440.53,5618.07
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,38874.31,3993.18
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,72865.85,8632.7
194 - SIMPLE PNEUMONIA & PLEURISY W CC,45598.89,6016.63
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,37431.44,4602.05
196 - INTERSTITIAL LUNG DISEASE W MCC,81175.03,9807.14
197 - INTERSTITIAL LUNG DISEASE W CC,36490.96,6134.39
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,31673.1,No Medicare Payment Available
199 - PNEUMOTHORAX W MCC,76400.41,No Medicare Payment Available
200 - PNEUMOTHORAX W CC,32524.44,6894.96
201 - PNEUMOTHORAX W/O CC/MCC,34947.27,5211.17
202 - BRONCHITIS & ASTHMA W CC/MCC,48090.76,5719.72
203 - BRONCHITIS & ASTHMA W/O CC/MCC,39809.74,4347.24
204 - RESPIRATORY SIGNS & SYMPTOMS,43496.96,5225.5
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,42866.93,9321.02
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,46231.85,2962.54
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,279953.99,30387.64
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,154890.88,16973.88
215 - OTHER HEART ASSIST SYSTEM IMPLANT,459378.76,76756
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,425859.68,54011.62
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,296663.44,42139.27
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,257207.48,29706.91
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,377931.85,48476.26
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,431388.91,41460.1
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,202381.81,No Medicare Payment Available
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,222473.98,36278.2
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,172529.26,31186.63
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,243401.65,No Medicare Payment Available
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,162388.44,No Medicare Payment Available
232 - CORONARY BYPASS W PTCA W/O MCC,311460.6,No Medicare Payment Available
233 - CORONARY BYPASS W CARDIAC CATH W MCC,291969.44,39521.89
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,279463.43,30662.86
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,301912.94,32811.89
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,206951.05,22327.13
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,178232.31,21805.91
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,142135.81,15848.24
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,210674.5,21050.23
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,89127.34,15421.11
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,83545.79,11549.31
245 - AICD GENERATOR PROCEDURES,184435.39,31529.7
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,190833.84,18546.81
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,141623.94,13338.07
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,108448.05,17437.2
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,97572.42,11903.41
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,113561.44,14469.5
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,84476.89,10282.83
252 - OTHER VASCULAR PROCEDURES W MCC,158549.09,19215.22
253 - OTHER VASCULAR PROCEDURES W CC,155631.46,15464.25
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,86521.06,11115.79
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,88385.06,13158.38
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,64306.54,10708.92
258 - CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,96057.61,17192.19
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,104095.46,No Medicare Payment Available
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,184477.27,No Medicare Payment Available
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,90087.04,11782.53
262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,74068.24,10198.36
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,95223.85,19035.07
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,152713.6,No Medicare Payment Available
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,291987.6,26263.27
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,158993.92,19281.68
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,314569.17,15455.58
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,187472.13,18550.89
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,160436.47,16123.64
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,98231.04,8564.36
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,62569.81,6150.78
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,52274.71,5186.38
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,115451.76,19414.16
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,115594.57,13197.92
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,69248.52,7519.4
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,89783.53,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,69124.52,9020.11
292 - HEART FAILURE & SHOCK W CC,47923.06,5825.12
293 - HEART FAILURE & SHOCK W/O CC/MCC,34428.22,4551.66
294 - DEEP VEIN THROMBOPHLEBITIS W CC/MCC,32562.06,No Medicare Payment Available
296 - CARDIAC ARREST; UNEXPLAINED W MCC,143519.47,No Medicare Payment Available
298 - CARDIAC ARREST; UNEXPLAINED W/O CC/MCC,6936.22,No Medicare Payment Available
299 - PERIPHERAL VASCULAR DISORDERS W MCC,70467.06,9877.65
300 - PERIPHERAL VASCULAR DISORDERS W CC,48208.25,5772.75
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,33913.68,No Medicare Payment Available
302 - ATHEROSCLEROSIS W MCC,37180.21,6902.12
303 - ATHEROSCLEROSIS W/O MCC,37442.09,3793.03
304 - HYPERTENSION W MCC,52526.56,6681.4
305 - HYPERTENSION W/O MCC,39307.05,4654.42
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,28362.2,7238.25
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,41602.21,5588.07
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,62459.49,7691.85
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,39459.62,5161.13
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,27979.67,4044.61
311 - ANGINA PECTORIS,45921.5,5286.19
312 - SYNCOPE & COLLAPSE,44726.35,4931.66
313 - CHEST PAIN,34248.3,4013.88
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,66214.78,11324.95
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,52171.97,5502.4
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,47517.05,5298.16
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,234206.61,27490.19
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,102081.12,12062.16
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,58108.25,No Medicare Payment Available
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,231211.59,31173.08
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,102863.82,14493.96
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,69730.67,10331.5
333 - RECTAL RESECTION W CC,72798.46,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,133938.76,27942.68
336 - PERITONEAL ADHESIOLYSIS W CC,96735.01,13734.17
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,70235.3,9327.03
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,82684.08,16437.78
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,56495.89,No Medicare Payment Available
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,43609.63,7544.89
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,61659.83,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,54695.1,7940.8
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,39006.09,No Medicare Payment Available
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,93030.64,No Medicare Payment Available
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,34276.97,No Medicare Payment Available
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,38895.74,No Medicare Payment Available
347 - ANAL & STOMAL PROCEDURES W MCC,175971.5,No Medicare Payment Available
348 - ANAL & STOMAL PROCEDURES W CC,50998.57,7518.98
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,33952.83,5805.59
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,80097.14,14695.1
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,55071.57,9300.24
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,45376.01,No Medicare Payment Available
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,147180.76,21606.65
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,79894.56,7943.79
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,63825.21,8035.15
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,220530.97,32227.31
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,122462.05,12710.81
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,49606.34,8829.39
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,58669.2,20312.28
369 - MAJOR ESOPHAGEAL DISORDERS W CC,47985.25,7025.67
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,17429.05,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,61249.13,12271.74
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,42679.35,6319.86
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,39357.6,No Medicare Payment Available
374 - DIGESTIVE MALIGNANCY W MCC,48754.25,12287.5
375 - DIGESTIVE MALIGNANCY W CC,52999.85,7631.24
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,18490.76,4978.15
377 - G.I. HEMORRHAGE W MCC,68723.56,10095.58
378 - G.I. HEMORRHAGE W CC,38682.78,5990.01
379 - G.I. HEMORRHAGE W/O CC/MCC,24208.49,4802.74
380 - COMPLICATED PEPTIC ULCER W MCC,79991.64,11549.17
381 - COMPLICATED PEPTIC ULCER W CC,46179.52,6981.12
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,14308.76,5452.73
383 - UNCOMPLICATED PEPTIC ULCER W MCC,93770.26,7140.31
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,46650.52,5880.86
385 - INFLAMMATORY BOWEL DISEASE W MCC,36476.37,8866.72
386 - INFLAMMATORY BOWEL DISEASE W CC,33495.56,No Medicare Payment Available
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,37039.37,5375.32
388 - G.I. OBSTRUCTION W MCC,99581.78,10187.24
389 - G.I. OBSTRUCTION W CC,40633.59,5611.72
390 - G.I. OBSTRUCTION W/O CC/MCC,30265.68,4143.23
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,60893.17,7453.21
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,34071.44,4741.28
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,70290.75,10515.91
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,40357.46,5983.07
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,30219.95,4738.49
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,234743.87,30520.15
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,147433.1,No Medicare Payment Available
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,102736.99,No Medicare Payment Available
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,250596.16,20768.85
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,71211.37,No Medicare Payment Available
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,43974.1,9273.85
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,93290.25,14246.97
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60834.37,9986.05
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,49765.09,7164.72
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,136217.1,22112.11
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,58961.44,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,73566.14,10449.91
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,42383.82,7935.65
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,24056.88,4452
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,79564.31,6222.19
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,56667.46,6699.39
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,50187.8,No Medicare Payment Available
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,94371.77,10197.69
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,42235.07,5837.29
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,32606.27,4322.54
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,68497.37,10630.41
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,42222.54,5184.41
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,39159.17,4756.5
444 - DISORDERS OF THE BILIARY TRACT W MCC,84210.49,13120.68
445 - DISORDERS OF THE BILIARY TRACT W CC,52661.84,6692.43
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,36340.99,No Medicare Payment Available
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,557875.24,65042.93
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,224219.77,No Medicare Payment Available
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,115398.75,No Medicare Payment Available
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,242745.72,18597.15
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,169194.28,23133.52
461 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,173579.94,No Medicare Payment Available
462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,153825.38,No Medicare Payment Available
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,238242.02,28965.16
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,91177.22,16413.04
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,256166.59,No Medicare Payment Available
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,125134.42,18612.01
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,99874.68,16735.14
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,165081.27,17899.54
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,90795.56,12242.63
471 - CERVICAL SPINAL FUSION W MCC,187202.24,28504.65
472 - CERVICAL SPINAL FUSION W CC,132472.16,16870.25
473 - CERVICAL SPINAL FUSION W/O CC/MCC,89133.89,12500.66
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,149023.07,22161.25
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,67352.17,No Medicare Payment Available
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,182563.36,18395.99
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,110423.56,14777.24
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,56053.67,10894.54
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,146485.98,17367.29
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,95003.82,12232.91
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,75894.01,9665.51
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,115645.29,14169.35
485 - KNEE PROCEDURES W PDX OF INFECTION W MCC,160615.84,No Medicare Payment Available
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,110101.05,No Medicare Payment Available
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,83600.33,No Medicare Payment Available
489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,48723.07,8171.32
