DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,31356.44,No Medicare Payment Available
175 - PULMONARY EMBOLISM W MCC,39558.02,9150.22
176 - PULMONARY EMBOLISM W/O MCC,35169.05,6482.4
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,49897.91,11535.82
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,51991.41,8448.07
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,20616.88,6283.54
180 - RESPIRATORY NEOPLASMS W MCC,54378.08,No Medicare Payment Available
181 - RESPIRATORY NEOPLASMS W CC,47588.25,No Medicare Payment Available
184 - MAJOR CHEST TRAUMA W CC,21922.13,7156.17
186 - PLEURAL EFFUSION W MCC,43609.9,9279.38
187 - PLEURAL EFFUSION W CC,141370.24,No Medicare Payment Available
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,34865.6,8588.84
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,37576.6,7559.34
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,35905.5,6568.19
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,40632.35,No Medicare Payment Available
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,44418.57,8951.3
194 - SIMPLE PNEUMONIA & PLEURISY W CC,32359.89,6240.67
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,21695.02,4987.78
196 - INTERSTITIAL LUNG DISEASE W MCC,56813.46,10774.23
197 - INTERSTITIAL LUNG DISEASE W CC,27256.38,6886.4
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,23703,No Medicare Payment Available
199 - PNEUMOTHORAX W MCC,20965.57,No Medicare Payment Available
200 - PNEUMOTHORAX W CC,47513.4,7455.94
201 - PNEUMOTHORAX W/O CC/MCC,27875.21,5590.23
202 - BRONCHITIS & ASTHMA W CC/MCC,23509.68,5966.75
203 - BRONCHITIS & ASTHMA W/O CC/MCC,16069.6,No Medicare Payment Available
204 - RESPIRATORY SIGNS & SYMPTOMS,18195.38,5399.74
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,39924.5,No Medicare Payment Available
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,18340.88,6158.72
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,69059.32,13313.15
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,71142,No Medicare Payment Available
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,61238.77,14313.02
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,43817.86,No Medicare Payment Available
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,78690.54,19542.19
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,36262.63,8895.33
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,23927.91,6285.34
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,17471.75,No Medicare Payment Available
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,44135.87,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,40625.91,9143
292 - HEART FAILURE & SHOCK W CC,31065.08,5569.71
293 - HEART FAILURE & SHOCK W/O CC/MCC,21882.55,5041.32
300 - PERIPHERAL VASCULAR DISORDERS W CC,38268.34,7191.31
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,3238.44,No Medicare Payment Available
303 - ATHEROSCLEROSIS W/O MCC,25596.63,4962.21
304 - HYPERTENSION W MCC,46979,7364.33
305 - HYPERTENSION W/O MCC,22248.93,4641.83
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,63024,9295.24
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,47077.31,No Medicare Payment Available
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,32798.13,5657.9
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,26791.58,4538.18
311 - ANGINA PECTORIS,20809.11,5063.22
312 - SYNCOPE & COLLAPSE,33650.84,5816.29
313 - CHEST PAIN,23336.79,5008.23
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,55539.94,13026.96
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,30701.27,6514.04
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,27227.48,No Medicare Payment Available
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,52522.94,10204.02
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,163553.95,35288.84
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,87764.49,15999.15
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,43379.87,No Medicare Payment Available
333 - RECTAL RESECTION W CC,165964.63,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,90927.05,No Medicare Payment Available
336 - PERITONEAL ADHESIOLYSIS W CC,74659.82,No Medicare Payment Available
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,41878.41,10061
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,52868.2,No Medicare Payment Available
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,72781.5,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,94711,No Medicare Payment Available
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,35870.75,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,64926.18,7168.99
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,123976,No Medicare Payment Available
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,40946.46,No Medicare Payment Available
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,84179.33,No Medicare Payment Available
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,279558.89,No Medicare Payment Available
369 - MAJOR ESOPHAGEAL DISORDERS W CC,67752.57,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,52849.15,No Medicare Payment Available
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,39071.67,No Medicare Payment Available
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,33215.07,No Medicare Payment Available
374 - DIGESTIVE MALIGNANCY W MCC,115531.05,No Medicare Payment Available
375 - DIGESTIVE MALIGNANCY W CC,30968.51,8532.43
378 - G.I. HEMORRHAGE W CC,34196.6,6559.15
379 - G.I. HEMORRHAGE W/O CC/MCC,22991.18,No Medicare Payment Available
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,36023,No Medicare Payment Available
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,17523.67,6312.28
386 - INFLAMMATORY BOWEL DISEASE W CC,33577.16,6841.6
388 - G.I. OBSTRUCTION W MCC,41997.51,8201.35
389 - G.I. OBSTRUCTION W CC,31108.38,6170.36
390 - G.I. OBSTRUCTION W/O CC/MCC,22359.44,3432.97
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,41776.81,7194.28
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,30863.54,5548.18
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,47716.66,10150.52
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,22075.37,4579.52
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,39938.25,5060.9
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,160487.77,No Medicare Payment Available
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,81589.47,15892.07
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,63168.71,10568.23
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,62517.5,8885.22
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,35562.09,12038.64
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,33904.07,No Medicare Payment Available
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,33977.94,No Medicare Payment Available
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,25953.06,4811.24
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,16197.4,No Medicare Payment Available
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,23592.73,6482.58
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,21734.8,No Medicare Payment Available
444 - DISORDERS OF THE BILIARY TRACT W MCC,76273,No Medicare Payment Available
445 - DISORDERS OF THE BILIARY TRACT W CC,46502.35,7437.85
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,27235.19,5823.64
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,62152.57,No Medicare Payment Available
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,197594.41,No Medicare Payment Available
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,71554.22,No Medicare Payment Available
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,56740.36,No Medicare Payment Available
500 - SOFT TISSUE PROCEDURES W MCC,75368.08,No Medicare Payment Available
501 - SOFT TISSUE PROCEDURES W CC,85936.12,11249.5
536 - FRACTURES OF HIP & PELVIS W/O MCC,21142.03,No Medicare Payment Available
552 - MEDICAL BACK PROBLEMS W/O MCC,29128.02,6406.12
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,32308.32,No Medicare Payment Available
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,28494.97,2937.82
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,29889.75,8658.28
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,37986.77,No Medicare Payment Available
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,28452.55,No Medicare Payment Available
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,40601.1,8107.33
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,36095.21,5694.95
571 - SKIN DEBRIDEMENT W CC,68960,No Medicare Payment Available
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,95515.85,17426.5
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,66029.89,No Medicare Payment Available
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,59835.62,No Medicare Payment Available
584 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC,53466.25,No Medicare Payment Available
602 - CELLULITIS W MCC,51745.49,9505.08
603 - CELLULITIS W/O MCC,24897.55,6063.31
605 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W/O MCC,23705.85,No Medicare Payment Available
607 - MINOR SKIN DISORDERS W/O MCC,24100.31,No Medicare Payment Available
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,75653.73,13829.57
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,45278.5,No Medicare Payment Available
629 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W CC,95173.29,No Medicare Payment Available
637 - DIABETES W MCC,44793.47,9125.42
638 - DIABETES W CC,26497.1,5084.93
639 - DIABETES W/O CC/MCC,16570.16,4744.19
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,34838.91,7474.64
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,24995.98,5169.25
643 - ENDOCRINE DISORDERS W MCC,34460.45,10549.44
644 - ENDOCRINE DISORDERS W CC,35838.47,7091.99
682 - RENAL FAILURE W MCC,38791.65,9263.7
683 - RENAL FAILURE W CC,30250.2,6098.06
684 - RENAL FAILURE W/O CC/MCC,23535.96,4747.76
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,33543.34,7106.91
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,26029.01,5858.94
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,27080.98,No Medicare Payment Available
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,40679.5,4784
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,34124.85,9034.38
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,21056.5,7013.84
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,57383.69,5802.21
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,14690.92,No Medicare Payment Available
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,77652.53,No Medicare Payment Available
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,64491.51,No Medicare Payment Available
744 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC,66607.21,11385.84
765 - CESAREAN SECTION W CC/MCC,35871.06,6915.11
766 - CESAREAN SECTION W/O CC/MCC,31519.85,No Medicare Payment Available
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,32399.84,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,63142.87,No Medicare Payment Available
770 - ABORTION W D&C; ASPIRATION CURETTAGE OR HYSTEROTOMY,38590.87,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,20660.85,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,16081.11,No Medicare Payment Available
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,20279.99,No Medicare Payment Available
778 - THREATENED ABORTION,13782.7,No Medicare Payment Available
780 - FALSE LABOR,14508.16,3876.94
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,41367.5,No Medicare Payment Available
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,7432.72,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,3425.83,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,5430.55,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,5347.52,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,6186,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,4990.31,No Medicare Payment Available
795 - NORMAL NEWBORN,4204.73,No Medicare Payment Available
806 - VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,15941.46,No Medicare Payment Available
807 - VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,12315.09,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,49654.83,12756.36
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,35382.63,8268.23
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,19771.09,No Medicare Payment Available
811 - RED BLOOD CELL DISORDERS W MCC,49025.17,9169.71
812 - RED BLOOD CELL DISORDERS W/O MCC,29474.87,6315.98
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,106526.79,30083.93
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,78516.6,14744.34
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,55825.61,27128.96
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,30089.74,No Medicare Payment Available
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,36834.49,No Medicare Payment Available
864 - FEVER,40151.89,6245.82
866 - VIRAL ILLNESS W/O MCC,30208.71,No Medicare Payment Available
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,50190.12,11681.06
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,36483.66,7248.48
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,34462.86,No Medicare Payment Available
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,18590.04,No Medicare Payment Available
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,64878.39,No Medicare Payment Available
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,26267.79,No Medicare Payment Available
906 - HAND PROCEDURES FOR INJURIES,87139.95,No Medicare Payment Available
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,63353.08,10017.91
916 - ALLERGIC REACTIONS W/O MCC,33994.55,No Medicare Payment Available
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,47237.4,9272.27
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,25174.9,4564.35
920 - COMPLICATIONS OF TREATMENT W CC,47395.07,No Medicare Payment Available
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,21602.21,5941.03
941 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,49964.58,No Medicare Payment Available
947 - SIGNS & SYMPTOMS W MCC,20770.96,8038.89
948 - SIGNS & SYMPTOMS W/O MCC,35011.63,5641.52
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,13668.4,5504.06
975 - HIV W MAJOR RELATED CONDITION W CC,58167.73,No Medicare Payment Available
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,77741.76,27565.15
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,64500.33,16274.98
983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,73044.65,9762.69
