Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Regional Block addtl 15 min,UHHS SMC,4351,Anethesia,Tech,100
Regional Block first 30 min,UHHS SMC,4351,Anethesia,Tech,463
Spinal each addtl 15 min,UHHS SMC,4351,Anethesia,Tech,100
Spinal first 30min,UHHS SMC,4351,Anethesia,Tech,463
ABG Analysis,UHHS SMC,4101,Blood Bank,Tech,252
ABG Draw,UHHS SMC,4101,Blood Bank,Tech,252
Abg'S Before & After Exercise,UHHS SMC,4101,Blood Bank,Tech,252
AFFP Thawed CP2D,UHHS SMC,4101,Blood Bank,Tech,248
AFFP Thawed CPD,UHHS SMC,4101,Blood Bank,Tech,248
AFFP Thawed CPDA1,UHHS SMC,4101,Blood Bank,Tech,248
Aph AFFP Thawed ACDA,UHHS SMC,4101,Blood Bank,Tech,248
Aph APlt ACDA Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph APlt ACDA LR,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph APlt ACDA LR 1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph APlt ACDA LR 2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph APlt ACDA LR Irr,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph APlt ACDA LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph APlt ACDA LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph APlt ACDA LR Irr 3,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph APlt ACDB LR 1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph APlt ACDB LR 2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph APlt ACDB LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph APlt ACDB LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph ARBC ACDA AS1 LR 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC ACDA AS1 LR 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC ACDA AS1 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC ACDA AS1 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC ACDA AS3 LR 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC ACDA AS3 LR 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC ACDA AS3 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC AS3 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC CP2D AS3 LR 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC CP2D AS3 LR 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC CP2D AS3 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph ARBC CP2D AS3 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph DFFP Thawed ACDA,UHHS SMC,4101,Blood Bank,Tech,248
Aph DPlt ACDA Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDA Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDA LR,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph DPlt ACDA LR 1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph DPlt ACDA LR 2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph DPlt ACDA LR Irr,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDA LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDA LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDA LR Irr 3,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDB LR 1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph DPlt ACDB LR 2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph DPlt ACDB LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DPlt ACDB LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph DRBC ACDA AS1 LR 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS1 LR 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS1 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS1 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS3 LR 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS3 LR 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS3 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC ACDA AS3 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC CP2D AS3 LR 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC CP2D AS3 LR 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC CP2D AS3 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,786
Aph DRBC CP2D AS3 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,786
Aph FFP Thawed ACDA,UHHS SMC,4101,Blood Bank,Tech,248
Aph Plt ACDA LR,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACDA LR 1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACDA LR 2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACDA LR 3,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACDA LR Irr,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDA LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDA LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDA LR Irr 3,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACD-A PASC LR,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACD-A PASC LR Cnt1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACD-A PASC LR Cnt2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACD-A PASC LR Cnt3,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACD-A PASC LR Irr,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACD-A PASC LR Irr Cnt1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACD-A PASC LR Irr Cnt2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACD-A PASC LR Irr Cnt3,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACD-A PASC<3log11 LR,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACD-A PASC<3log11 LR Irr,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDB Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDB Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDB LR 1,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACDB LR 2,UHHS SMC,4101,Blood Bank,Tech,"1,506.00"
Aph Plt ACDB LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph Plt ACDB LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,"1,860.00"
Aph RBC ACDA AS1 LR 1,UHHS SMC,4101,Blood Bank,Tech,805
Aph RBC ACDA AS1 LR 2,UHHS SMC,4101,Blood Bank,Tech,805
Aph RBC ACDA AS1 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,920
Aph RBC ACDA AS1 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,920
Aph RBC ACDA AS3 LR 1,UHHS SMC,4101,Blood Bank,Tech,805
Aph RBC ACDA AS3 LR 2,UHHS SMC,4101,Blood Bank,Tech,805
Aph RBC ACDA AS3 LR Irr,UHHS SMC,4101,Blood Bank,Tech,920
Aph RBC ACDA AS3 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,920
Aph RBC ACDA AS3 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,920
Aph RBC CP2D AS3 LR 1,UHHS SMC,4101,Blood Bank,Tech,805
Aph RBC CP2D AS3 LR 2,UHHS SMC,4101,Blood Bank,Tech,805
Aph RBC CP2D AS3 LR Irr 1,UHHS SMC,4101,Blood Bank,Tech,920
Aph RBC CP2D AS3 LR Irr 2,UHHS SMC,4101,Blood Bank,Tech,920
ARBC CP2D 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CP2D AS3 500,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CP2D AS3 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CPD 500 LR,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CPD 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CPD AS1 500 LR,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CPD AS1 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
ARBC CPDA1 500 LR,UHHS SMC,4101,Blood Bank,Tech,805
BILL ABO Type,UHHS SMC,4101,Blood Bank,Tech,44
BILL Pre-Treatment w/Enzyme,UHHS SMC,4101,Blood Bank,Tech,80
BILL Rh Phenotyping Complete,UHHS SMC,4101,Blood Bank,Tech,80
BILL Thawing Fee,UHHS SMC,4101,Blood Bank,Tech,136
BILL Unit Storage & Handling,UHHS SMC,4101,Blood Bank,Tech,289
DFFP Thawed CP2D,UHHS SMC,4101,Blood Bank,Tech,248
DFFP Thawed CPD,UHHS SMC,4101,Blood Bank,Tech,248
DFFP Thawed CPDA1,UHHS SMC,4101,Blood Bank,Tech,248
DRBC CP2D 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
DRBC CP2D AS3 500,UHHS SMC,4101,Blood Bank,Tech,805
DRBC CP2D AS3 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
DRBC CPD 500 LR,UHHS SMC,4101,Blood Bank,Tech,786
DRBC CPD 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
DRBC CPD AS1 500 LR,UHHS SMC,4101,Blood Bank,Tech,786
DRBC CPD AS1 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,786
DRBC CPDA1 500 LR,UHHS SMC,4101,Blood Bank,Tech,805
Fetal Screen...,UHHS SMC,4101,Blood Bank,Tech,95
FFP Thawed CP2D,UHHS SMC,4101,Blood Bank,Tech,248
FFP Thawed CPD,UHHS SMC,4101,Blood Bank,Tech,248
FFP Thawed CPDA1,UHHS SMC,4101,Blood Bank,Tech,248
Hct POC,UHHS SMC,4101,Blood Bank,Tech,27
Hgb POC,UHHS SMC,4101,Blood Bank,Tech,27
Ionized Ca Art.,UHHS SMC,4101,Blood Bank,Tech,156
O2 Sat Art.,UHHS SMC,4101,Blood Bank,Tech,252
Plasma Thawed CP2D <=24h,UHHS SMC,4101,Blood Bank,Tech,248
Plasma Thawed CPD <=24h,UHHS SMC,4101,Blood Bank,Tech,248
Plasma Thawed CPDA1 <=24h,UHHS SMC,4101,Blood Bank,Tech,248
RBC CP2D 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,920
RBC CP2D AS3 500,UHHS SMC,4101,Blood Bank,Tech,805
RBC CP2D AS3 500 LR,UHHS SMC,4101,Blood Bank,Tech,805
RBC CP2D AS3 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,920
RBC CPD 500 LR,UHHS SMC,4101,Blood Bank,Tech,805
RBC CPD 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,920
RBC CPD AS1 500 LR,UHHS SMC,4101,Blood Bank,Tech,805
RBC CPD AS1 500 LR Irr,UHHS SMC,4101,Blood Bank,Tech,920
RBC CPDA1 500 LR,UHHS SMC,4101,Blood Bank,Tech,805
Whole Blood Glucose,UHHS SMC,4101,Blood Bank,Tech,45
Whole Blood Potassium,UHHS SMC,4101,Blood Bank,Tech,53
Whole Blood Sodium,UHHS SMC,4101,Blood Bank,Tech,55
Pulmonary Rehab Per Hr Session,UHHS SMC,4150,Cardiac Rehab,Tech,264
CARDIAC REHAB O/P,UHHS SMC,4150,Cardiac Rehan,Tech,233
Abd Aortogram With Run Offs,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
ABDOMINAL AORTAGRAM S&I,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Additional Ipsi Iliac PTA,UHHS SMC,4331,Cath Lalb,Tech,"4,184.00"
Additional Ipsi Iliac Stent,UHHS SMC,4331,Cath Lalb,Tech,"4,184.00"
Aicd Dual With Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,272
Aicd Dual Without Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,237
AICD Multiple Lead w/ Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,487
AICD Multiple Lead w/o Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,849
AICD Peri-procedural Device Eval / Programming,UHHS SMC,4331,Cath Lalb,Tech,903
Aicd Single With Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,228
Aicd Single Without Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,202
Angio Ea Addtl Vessel Aftr Basic,UHHS SMC,4331,Cath Lalb,Tech,"1,789.00"
Angiogrphy  Extremity  Bilat,UHHS SMC,4331,Cath Lalb,Tech,"4,026.00"
Angiogrphy  Extremity Unilat,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Angiogrphy A V Dialysis Shunt,UHHS SMC,4331,Cath Lalb,Tech,"1,006.00"
Angiogrphy Carotid Ext Bilat,UHHS SMC,4331,Cath Lalb,Tech,"2,684.00"
Angiogrphy Carotid Ext Unilat,UHHS SMC,4331,Cath Lalb,Tech,"1,789.00"
Angiogrphy Pelvic,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Angiogrphy Visceral W/Wo Flush,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Cardioversion EXT,UHHS SMC,4331,Cath Lalb,Tech,"1,629.00"
CCA Innominate Intracranial Unilat,UHHS SMC,4331,Cath Lalb,Tech,"8,246.00"
CCA/Innominate Extracranial Bilat,UHHS SMC,4331,Cath Lalb,Tech,"7,352.00"
CCA/Innominate Extracranial Unilat,UHHS SMC,4331,Cath Lalb,Tech,"6,457.00"
CCA/Innominate Intracranial Bilat,UHHS SMC,4331,Cath Lalb,Tech,"10,035.00"
Eecp External Counterpulsation,UHHS SMC,4331,Cath Lalb,Tech,566
Femoral /Popliteal Stent,UHHS SMC,4331,Cath Lalb,Tech,"17,303.00"
Femoral/Popliteal PTA,UHHS SMC,4331,Cath Lalb,Tech,"8,368.00"
Iliac PTA,UHHS SMC,4331,Cath Lalb,Tech,"8,368.00"
Iliac Stent,UHHS SMC,4331,Cath Lalb,Tech,"17,303.00"
Intro Cath Supra Or Infr Cava,UHHS SMC,4331,Cath Lalb,Tech,895
INTRO NDL ICATH UPR/LXTR ART 36140,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Intrptn Partl Comp Infr Venacava,UHHS SMC,4331,Cath Lalb,Tech,"5,285.00"
Loop Recorder w/ Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,297
Loop Recorder w/o Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,421
Lt Internl Mammary Angiography,UHHS SMC,4331,Cath Lalb,Tech,"1,814.00"
Non Selc Vc Extremity Artery Bilat,UHHS SMC,4331,Cath Lalb,Tech,233
Non Selc Vc Extremity Artery Unilat,UHHS SMC,4331,Cath Lalb,Tech,117
Non Selc Vc Extremity Vein Bilat,UHHS SMC,4331,Cath Lalb,Tech,"1,789.00"
Non Selc Vc Extremity Vein Unilat,UHHS SMC,4331,Cath Lalb,Tech,895
Pac Dual With Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,272
Pac Dual Without Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,237
PAC Multiple Lead w/ Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,287
PAC Multiple Lead w/o Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,254
PAC Peri-procedural Device Eval/Programming,UHHS SMC,4331,Cath Lalb,Tech,483
Pac Single With Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,228
Pac Single Without Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,202
RENAL BILAT SEL S&I,UHHS SMC,4331,Cath Lalb,Tech,"4,026.00"
RENAL UNILAT SEL S&I,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Rt Internl Mammary Angiography,UHHS SMC,4331,Cath Lalb,Tech,"1,814.00"
RT/LT Coronary Angio w/o LV  w/ Rt. Heart Cath,UHHS SMC,4331,Cath Lalb,Tech,"12,038.00"
SCA / Innominate (for vertebral) Bilat,UHHS SMC,4331,Cath Lalb,Tech,"7,352.00"
SCA / Innominate (for vertebral) Unil,UHHS SMC,4331,Cath Lalb,Tech,"6,457.00"
SQ lead defibrillator  eval  w/ Reprogramming,UHHS SMC,4331,Cath Lalb,Tech,228
SQ lead defibrillator eval  w/o reprogramming,UHHS SMC,4331,Cath Lalb,Tech,202
THORACIC AORTAGRAM S&I,UHHS SMC,4331,Cath Lalb,Tech,"3,131.00"
Tibial/Peroneal PTA,UHHS SMC,4331,Cath Lalb,Tech,"8,368.00"
Tilt Table Test,UHHS SMC,4331,Cath Lalb,Tech,895
Tube Pericardiostomy,UHHS SMC,4331,Cath Lalb,Tech,"4,067.00"
Vasc Cath  Abv Diaphrgm 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath  Antegrade Femrl 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath  Celiac 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath  Celiac 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath  Celiac Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath  Femoral Unilat,UHHS SMC,4331,Cath Lalb,Tech,117
Vasc Cath  Ima 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath  Ima 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath  Ima 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath  Ima Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath  Lt Carotid  Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath - Lt Renal 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath  Lt Renal 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath  Lt Renal Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath  Lt Subclav  Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath  Rt Renal 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath  Rt Renal Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath  Sma 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath  Sma 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath  Sma 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath  Sma Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath Abv Diaphrgm 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Abv Diaphrgm 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath Abv Diaphrgm Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath Antegrade Femrl 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath Antegrade Femrl 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath Antegrade Femrl Adtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath Aorta Fem Or Axillry,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Celiac 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Iliac Contralat 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Iliac Contralat 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath Iliac Contralat 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath Iliac Contralat Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath Lt Carotid  3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath Lt Carotid 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Lt Carotid 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath Lt Renal 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Lt Subclav  2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath Lt Subclav  3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath Lt Subclav 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Rt Carotid Subclavn 1St,UHHS SMC,4331,Cath Lalb,Tech,195
Vasc Cath Rt Carotid Subclavn 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath Rt Carotid Subclavn 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vasc Cath Rt Carotid Subclavn Addtl,UHHS SMC,4331,Cath Lalb,Tech,58
Vasc Cath Rt Renal 2Nd,UHHS SMC,4331,Cath Lalb,Tech,233
Vasc Cath Rt Renal 3Rd,UHHS SMC,4331,Cath Lalb,Tech,311
Vc Other Vasc Family Below Diaph 1,UHHS SMC,4331,Cath Lalb,Tech,195
Vc Other Vasc Family Below Diaph 2,UHHS SMC,4331,Cath Lalb,Tech,233
Vc Other Vasc Family Below Diaph 3,UHHS SMC,4331,Cath Lalb,Tech,311
