Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Stryker Excelsior microcatheter 1080,UHHS BMH,55389,BMH Angiography,Tech,"2,737.00"
Stryker Excelsior microcatheter XT17,UHHS BMH,55387,BMH Angiography,Tech,"2,700.00"
Stryker Excelsior microcatheter XT27,UHHS BMH,55388,BMH Angiography,Tech,"2,850.00"
Stryker Guidewire Synchro 14 M00313010,UHHS BMH,55375,BMH Angiography,Tech,"1,736.00"
Stryker Guidewire Synchro 2 Preshaped M00326420,UHHS BMH,55373,BMH Angiography,Tech,"1,682.00"
Stryker Guidewire Transcend ST M001468060,UHHS BMH,55376,BMH Angiography,Tech,"1,402.00"
Stryker GuidewireSynchro 10 M00316330,UHHS BMH,55374,BMH Angiography,Tech,"1,869.00"
Stryker Retriever Trevo XP 4x20 90182,UHHS BMH,55099,BMH Angiography,Tech,"18,600.00"
Stryker Trevo kit 93068,UHHS BMH,55390,BMH Angiography,Tech,"21,347.00"
Stryker Trevo Retriever 4x20,UHHS BMH,54947,BMH Angiography,Tech,"20,813.00"
Surefire Catheter SGC5065COBRA1,UHHS BMH,55100,BMH Angiography,Tech,750
Surefire Infusion Catheter System SPS2512060,UHHS BMH,55101,BMH Angiography,Tech,"8,700.00"
Terumo Glide Sheath 301055,UHHS BMH,55113,BMH Angiography,Tech,239
Terumo Glidewire 260 GR3526,UHHS BMH,55112,BMH Angiography,Tech,154
Thrombolytic art therapy,UHHS BMH,35825,BMH Angiography,Tech,"9,187.00"
Thrombolytic art/ven therapy,UHHS BMH,35827,BMH Angiography,Tech,"5,304.00"
Thrombolytic venous therapy,UHHS BMH,35826,BMH Angiography,Tech,"3,536.00"
Z Medico Quikclot Hemostatic Interven 183,UHHS BMH,53958,BMH Angiography,Tech,104
6 minute walk with O2 saturation in CP Rehab,UHHS BMH,27728,BMH Card Rehab,Tech,317
Cardiac Rehab w/ continuous EKG monitoring,UHHS BMH,22206,BMH Card Rehab,Tech,265
Cardiac Rehab without continuous EKG monitor,UHHS BMH,22178,BMH Card Rehab,Tech,213
Cardiopulmonary exercise testing including measurements,UHHS BMH,27730,BMH Card Rehab,Tech,"2,579.00"
COPD Phase II pulmonary rehab with exercise,UHHS BMH,28648,BMH Card Rehab,Tech,234
Exercise test for bronchospasm pre post spirometry,UHHS BMH,53563,BMH Card Rehab,Tech,442
PAD supervised exercise session,UHHS BMH,53517,BMH Card Rehab,Tech,182
Phase II Pulmonary Rehab Exercise,UHHS BMH,22208,BMH Card Rehab,Tech,182
Phase III Cardiac Rehab Monthly Fee,UHHS BMH,22207,BMH Card Rehab,Tech,50
Phase III Cardiac Rehab Monthly Fee 2 days a week,UHHS BMH,40490,BMH Card Rehab,Tech,35
Phase III Cardiac Rehab Monthly Fee 3 days a week,UHHS BMH,40491,BMH Card Rehab,Tech,50
Pulmonary Adl/Exercise Educ ea 15 min,UHHS BMH,22214,BMH Card Rehab,Tech,130
Pulmonary Bronch/Aerosol Educ ea 15 min,UHHS BMH,22209,BMH Card Rehab,Tech,123
Pulmonary stress testing (6 minute walk test),UHHS BMH,53561,BMH Card Rehab,Tech,930
Pulmonary stress testing simple (eg 6 minute walk),UHHS BMH,53562,BMH Card Rehab,Tech,479
3D rendering w indi workst,UHHS BMH,13316,BMH CT Scan,Tech,884
3D rendering wo indi workstation,UHHS BMH,13315,BMH CT Scan,Tech,728
Abscess fistula sinus trct S&I,UHHS BMH,9828,BMH CT Scan,Tech,935
Abscess tube change,UHHS BMH,19,BMH CT Scan,Tech,"3,785.00"
Amica Introducer 16Gx75mm IN16075N,UHHS BMH,55150,BMH CT Scan,Tech,225
Amica Microwave Antenna APK1415T19,UHHS BMH,55149,BMH CT Scan,Tech,"7,485.00"
Angiodynamic Benston,UHHS BMH,29224,BMH CT Scan,Tech,29
Angiodynamic Guidewire 3mm,UHHS BMH,3557,BMH CT Scan,Tech,28
Angiodynamic Rosen,UHHS BMH,29225,BMH CT Scan,Tech,27
Angiotech Chiba Needle 20x15cm,UHHS BMH,29220,BMH CT Scan,Tech,26
Angiotech Co-Axial Skater Introd Sys,UHHS BMH,27603,BMH CT Scan,Tech,273
Angiotech Introducer Needle,UHHS BMH,55153,BMH CT Scan,Tech,240
Angiotech Pigtail cath-skater one stick (6FR;8FR;10FR;12FR),UHHS BMH,1251,BMH CT Scan,Tech,262
Angiotech Skater Centesis 20cm,UHHS BMH,29221,BMH CT Scan,Tech,43
Appl Of Prosthetic Device,UHHS BMH,558,BMH CT Scan,Tech,"2,727.00"
Applied Med Gastrostomy Kit,UHHS BMH,30493,BMH CT Scan,Tech,318
Apriomed/Radi Bonopty Biopsy penetration,UHHS BMH,5449,BMH CT Scan,Tech,358
Arrow pneumothorax kit,UHHS BMH,6276,BMH CT Scan,Tech,235
Aspir Inj Renal Cyst Pelv Perc,UHHS BMH,608,BMH CT Scan,Tech,"2,652.00"
Biopsy Bone Trocar/Needle Deep,UHHS BMH,878,BMH CT Scan,Tech,"2,912.00"
Biopsy Lymph Nodes Superficial,UHHS BMH,881,BMH CT Scan,Tech,"4,420.00"
Biopsy muscle percutaneous needle,UHHS BMH,1047,BMH CT Scan,Tech,"1,647.00"
Biopsy Of Liver  Needle Prctn,UHHS BMH,8441,BMH CT Scan,Tech,"2,085.00"
Biopsy Prostate Needle/Punch,UHHS BMH,884,BMH CT Scan,Tech,"2,886.00"
Biopsy Soft Tissue Neck/Head,UHHS BMH,886,BMH CT Scan,Tech,"4,316.00"
Biosentry Tract Sealant System 768022019S,UHHS BMH,55148,BMH CT Scan,Tech,825
Boston Scientific Amplatz Curved,UHHS BMH,3556,BMH CT Scan,Tech,51
Boston Scientific Amplatz Straight,UHHS BMH,29226,BMH CT Scan,Tech,76
Boston Scientific Nephrostomy Cath (8FR; 10FR; 12FR; 14FR),UHHS BMH,1250,BMH CT Scan,Tech,221
Bx bone trocar/needle suprfcl,UHHS BMH,1044,BMH CT Scan,Tech,"2,184.00"
Bx Pancreas Percutaneous Needle,UHHS BMH,1048,BMH CT Scan,Tech,"2,548.00"
Bx Thyroid Percutaneous Core Needle,UHHS BMH,1050,BMH CT Scan,Tech,"1,420.00"
Bx/excis lymph node(s) by needle superficial,UHHS BMH,31244,BMH CT Scan,Tech,"1,705.00"
Card Hlth Coaxial Temno bx needle MCN,UHHS BMH,29247,BMH CT Scan,Tech,118
Card Hlth Coaxial Temno Bx needle T/CCT,UHHS BMH,29256,BMH CT Scan,Tech,129
Card Hlth Temno Bx needle TT2,UHHS BMH,29257,BMH CT Scan,Tech,98
Card Hlthcare Temno Biopsy Needle TT3,UHHS BMH,29249,BMH CT Scan,Tech,90
Cardiac scoring,UHHS BMH,9859,BMH CT Scan,Tech,99
Cardinal Healthcare Coaxial Temno biopsy needle,UHHS BMH,29228,BMH CT Scan,Tech,141
Cardinal Healthcare Coaxial Temno biopsy needle CTTxxx,UHHS BMH,5456,BMH CT Scan,Tech,201
Cardinal Healthcare Drainage Tray,UHHS BMH,2590,BMH CT Scan,Tech,168
Cardinal Healthcare Temno Biopsy Needle,UHHS BMH,29227,BMH CT Scan,Tech,86
Cardinal Healthcare Temno Biopsy Needle Txxx,UHHS BMH,5458,BMH CT Scan,Tech,126
Chest Abd Pel Low Dose Screen,UHHS BMH,9860,BMH CT Scan,Tech,153
Chng Prc Tube/Drain Cth W/Cntr,UHHS BMH,9815,BMH CT Scan,Tech,"1,130.00"
Cook Chiba Needle (20x15cm; 20x20cm),UHHS BMH,5455,BMH CT Scan,Tech,32
Cook Gastro Suture Anchor Set G04474,UHHS BMH,55152,BMH CT Scan,Tech,273
Cook Guidewire 7.5mm,UHHS BMH,29223,BMH CT Scan,Tech,27
Cook Vessel Dilator (12F),UHHS BMH,29222,BMH CT Scan,Tech,16
Cook Vessel Dilator (5F - 10F; 14F),UHHS BMH,2374,BMH CT Scan,Tech,14
Cook Vinyl connecting tubing,UHHS BMH,8126,BMH CT Scan,Tech,26
Cook YUEH 10cm/15cm,UHHS BMH,5452,BMH CT Scan,Tech,68
Coviden/Mallinckrodt Syringes Injector 130ml,UHHS BMH,4,BMH CT Scan,Tech,58
Coviden/Mallinckrodt Syringes Injector 200ml,UHHS BMH,7,BMH CT Scan,Tech,41
Cryoablation pulmonary tumors & extension,UHHS BMH,38875,BMH CT Scan,Tech,"4,066.00"
Cryolife bioglue deliv syst BG35105US,UHHS BMH,16276,BMH CT Scan,Tech,"2,862.00"
CT  Chest Screening with Cardiac Scoring,UHHS BMH,9863,BMH CT Scan,Tech,99
CT abdomen & pelvis w and w/o contrast,UHHS BMH,32001,BMH CT Scan,Tech,"3,640.00"
CT abdomen and pelvis w/contrast material(s),UHHS BMH,32000,BMH CT Scan,Tech,"3,484.00"
CT abdomen and pelvis w/o contrast material,UHHS BMH,31999,BMH CT Scan,Tech,"3,380.00"
Ct Abdomen w wo contrast,UHHS BMH,9681,BMH CT Scan,Tech,"2,863.00"
CT abdomen with contrast material,UHHS BMH,9680,BMH CT Scan,Tech,"2,742.00"
CT abdomen without contrast,UHHS BMH,9679,BMH CT Scan,Tech,"2,406.00"
CT angiography neck with contrast,UHHS BMH,9524,BMH CT Scan,Tech,"2,777.00"
CT cervical spine w/contrast,UHHS BMH,9579,BMH CT Scan,Tech,"2,422.00"
CT cervical spine w/wo contrast,UHHS BMH,9580,BMH CT Scan,Tech,"2,852.00"
CT Cervical spine wo contrast,UHHS BMH,9578,BMH CT Scan,Tech,"2,193.00"
CT Chest w contrast,UHHS BMH,9554,BMH CT Scan,Tech,"2,441.00"
CT Chest wo contrast,UHHS BMH,9553,BMH CT Scan,Tech,"2,123.00"
CT chest wo w contrast,UHHS BMH,9555,BMH CT Scan,Tech,"2,555.00"
CT Colonography,UHHS BMH,29258,BMH CT Scan,Tech,"3,047.00"
CT Guidance needle biopsy,UHHS BMH,9844,BMH CT Scan,Tech,"2,475.00"
CT Guidance needle biopsy,UHHS BMH,9844,BMH CT Scan,Tech,"2,475.00"
CT Head w contrast,UHHS BMH,9512,BMH CT Scan,Tech,"2,090.00"
CT Head wo contrast,UHHS BMH,9511,BMH CT Scan,Tech,"1,756.00"
CT Head wo w contrast,UHHS BMH,9513,BMH CT Scan,Tech,"2,276.00"
CT Head W-Wo Incl Post Proc,UHHS BMH,9523,BMH CT Scan,Tech,"3,126.00"
CT heart coronary arteries,UHHS BMH,29262,BMH CT Scan,Tech,"3,279.00"
CT heart for evaluation of cardiac structure and morphology,UHHS BMH,29260,BMH CT Scan,Tech,"4,073.00"
CT heart w/contrast material cardiac function,UHHS BMH,29261,BMH CT Scan,Tech,"3,417.00"
CT heart w/o contrast w/quant eval calc,UHHS BMH,29259,BMH CT Scan,Tech,"3,371.00"
CT Limited localized follow up,UHHS BMH,9855,BMH CT Scan,Tech,898
CT lumbar spine w/contrast,UHHS BMH,9585,BMH CT Scan,Tech,"2,555.00"
CT lumbar spine w/wo contrast,UHHS BMH,9586,BMH CT Scan,Tech,"2,539.00"
CT Lumbar spine wo contrast,UHHS BMH,9584,BMH CT Scan,Tech,"2,424.00"
CT lwr extrm w contrast,UHHS BMH,9663,BMH CT Scan,Tech,"2,169.00"
CT lwr extrm w wo contrast,UHHS BMH,9664,BMH CT Scan,Tech,"2,184.00"
CT lwr extrm wo contrast,UHHS BMH,9662,BMH CT Scan,Tech,"1,918.00"
CT Maxillofacial area w wo cnt,UHHS BMH,9519,BMH CT Scan,Tech,"2,201.00"
CT Maxillofacial area wo cont,UHHS BMH,9517,BMH CT Scan,Tech,"1,821.00"
CT Maxillofacila area w cntrst,UHHS BMH,9518,BMH CT Scan,Tech,"2,123.00"
CT Neck w contrast,UHHS BMH,9521,BMH CT Scan,Tech,"2,418.00"
CT Neck w wo contrast,UHHS BMH,9522,BMH CT Scan,Tech,"2,450.00"
CT Neck wo contrast,UHHS BMH,9520,BMH CT Scan,Tech,"1,941.00"
CT Orbit sella ear w wo cntrst,UHHS BMH,9516,BMH CT Scan,Tech,"2,321.00"
CT Orbit sella ear wo contrast,UHHS BMH,9514,BMH CT Scan,Tech,"1,956.00"
CT Orbit sellar ear w contrast,UHHS BMH,9515,BMH CT Scan,Tech,"2,077.00"
CT Pelvis w contrast,UHHS BMH,9601,BMH CT Scan,Tech,"2,390.00"
CT pelvis w/o & w contrast/further sections,UHHS BMH,9602,BMH CT Scan,Tech,"2,628.00"
CT Pelvis wo contrast,UHHS BMH,9600,BMH CT Scan,Tech,"1,946.00"
CT Thoracic spine wo contrast,UHHS BMH,9581,BMH CT Scan,Tech,"2,047.00"
CT Thoracin spine w wo contrast,UHHS BMH,9583,BMH CT Scan,Tech,"2,600.00"
CT throacic spine w/contrast,UHHS BMH,9582,BMH CT Scan,Tech,"2,422.00"
CT upr extrm w contrast,UHHS BMH,9632,BMH CT Scan,Tech,"2,255.00"
Ct upr extrm w wo contrast,UHHS BMH,9633,BMH CT Scan,Tech,"3,108.00"
CT upr extrm wo contrast,UHHS BMH,9631,BMH CT Scan,Tech,"2,058.00"
CTA abd aorta w/wo inc post pr,UHHS BMH,9736,BMH CT Scan,Tech,"3,800.00"
CTA Abd&Pelv w/contr incl non contr imag,UHHS BMH,33862,BMH CT Scan,Tech,"3,640.00"
CTA Abdomen w wo incl post PR,UHHS BMH,9682,BMH CT Scan,Tech,"3,386.00"
CTA Chest w wo contrast,UHHS BMH,9556,BMH CT Scan,Tech,"3,005.00"
CTA lower extremity,UHHS BMH,9665,BMH CT Scan,Tech,"2,525.00"
CTA Pelvis W-Wo Incl Post Proc,UHHS BMH,9599,BMH CT Scan,Tech,"3,380.00"
CTA upper extremity,UHHS BMH,9634,BMH CT Scan,Tech,"2,309.00"
CVAD blood draw,UHHS BMH,8381,BMH CT Scan,Tech,92
Destruction malignant lesion any method,UHHS BMH,38876,BMH CT Scan,Tech,"1,334.00"
Destructn/celiac plexus w/neur,UHHS BMH,1977,BMH CT Scan,Tech,"3,752.00"
Drain pouch set supplies,UHHS BMH,2585,BMH CT Scan,Tech,55
Endocare Cryoablation Probe,UHHS BMH,29234,BMH CT Scan,Tech,"3,270.00"
Exchange perc biliary drainage catheter,UHHS BMH,1385,BMH CT Scan,Tech,"1,874.00"
Fine needle aspiration w/imag guide (CT Scan),UHHS BMH,3105,BMH CT Scan,Tech,676
Galil IceRod+ FPRPR3508,UHHS BMH,35419,BMH CT Scan,Tech,"3,750.00"
Image guide drain fluid collection by cath peritoneal or ret,UHHS BMH,37961,BMH CT Scan,Tech,"4,446.00"
Image guide drain fluid collection by cath viseral perc,UHHS BMH,37960,BMH CT Scan,Tech,"4,637.00"
Image guide drain fluid collection transvaginal or trans rec,UHHS BMH,37962,BMH CT Scan,Tech,"4,249.00"
Inj anes t/e cervical/thoracc sngl level,UHHS BMH,25741,BMH CT Scan,Tech,"2,098.00"
Inj Sinus Tract-Diagnostic,UHHS BMH,3974,BMH CT Scan,Tech,"1,078.00"
Intro cath renal pev drn inj,UHHS BMH,12987,BMH CT Scan,Tech,"1,104.00"
IV hydration each additional hour,UHHS BMH,17693,BMH CT Scan,Tech,211
K C Tube Gastrostomy 010020,UHHS BMH,38785,BMH CT Scan,Tech,110
KC Mic Key low profile Jejenual feeding tube 14FR 3.5,UHHS BMH,36799,BMH CT Scan,Tech,984
KC Mic Key low profile Jejenual feeding tube 18FR 3.5,UHHS BMH,55154,BMH CT Scan,Tech,984
Laur Med Bone Biopsy Kit KBD 11/15,UHHS BMH,29251,BMH CT Scan,Tech,451
Laur Med Coaxial Bone biopsy kit KBC 11/15,UHHS BMH,29252,BMH CT Scan,Tech,518
Laur Med Hard Bone Biopsy Kit KBP 11/15,UHHS BMH,29253,BMH CT Scan,Tech,587
Laur Med Long Drill ML 11/15,UHHS BMH,29255,BMH CT Scan,Tech,246
Laur Med Perforating Cannula Drill KTP 11/15,UHHS BMH,29254,BMH CT Scan,Tech,327
Laurane Medical Biopsy Needle,UHHS BMH,29243,BMH CT Scan,Tech,189
Laurane Medical Biopsy Needle CD 11/10,UHHS BMH,5448,BMH CT Scan,Tech,46
Laurane Medical Bone Biopsy Kit,UHHS BMH,29235,BMH CT Scan,Tech,423
Laurane Medical Coaxial Bone biopsy kit,UHHS BMH,29237,BMH CT Scan,Tech,491
Laurane Medical Hard Bone Biopsy Kit,UHHS BMH,29239,BMH CT Scan,Tech,560
Laurane Medical Long Drill,UHHS BMH,29244,BMH CT Scan,Tech,205
Laurane Medical Perforating Cannula Drill,UHHS BMH,29241,BMH CT Scan,Tech,300
Laurane Medical Perforating Cannula Stylet,UHHS BMH,29246,BMH CT Scan,Tech,213
Limited Sinus Imaging,UHHS BMH,38836,BMH CT Scan,Tech,821
LOCM 100-199 mg/ml per iodine/ml,UHHS BMH,17211,BMH CT Scan,Tech,3
LOCM 200-299 mg/ml iodine/ml,UHHS BMH,17212,BMH CT Scan,Tech,3
LOCM 300-399 mg/ml iodine/ml,UHHS BMH,17213,BMH CT Scan,Tech,3
LOCM 400 or > mg/ml iod conc per ml,UHHS BMH,13305,BMH CT Scan,Tech,3
Low dose chest CT for lung screening w/o contrast,UHHS BMH,32841,BMH CT Scan,Tech,125
Low Dose CT Lung Ca Screening,UHHS BMH,9862,BMH CT Scan,Tech,125
Merit Medical Stayfix dressing supply,UHHS BMH,6073,BMH CT Scan,Tech,30
Mod sedat different prov  from proc ea addl 15 min,UHHS BMH,42503,BMH CT Scan,Tech,34
Mod sedat different prov  from proc init 15 min < 5 yrs old,UHHS BMH,42501,BMH CT Scan,Tech,648
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS BMH,42502,BMH CT Scan,Tech,648
Mod sedat same prov  perf proc ea addl 15 min,UHHS BMH,42500,BMH CT Scan,Tech,34
Mod sedat same prov perf proc init 15 min < 5 yrs old,UHHS BMH,42498,BMH CT Scan,Tech,648
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS BMH,42499,BMH CT Scan,Tech,648
Myelography via lumbar inj inc s&i cervical,UHHS BMH,39337,BMH CT Scan,Tech,"3,198.00"
