Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Bpst Sci Guidewire Amplatz 180cm M001465251,UHHS MHG,55371,MHG Angiography,Tech,129
CESSJ Therapy cath removal,UHHS MHG,35830,MHG Angiography,Tech,"6,027.00"
Change ureterostomy tube/externally accessible ureteral sten,UHHS MHG,31308,MHG Angiography,Tech,"2,496.00"
CMI Vascade Closure 5F 700500DX05U,UHHS MHG,55361,MHG Angiography,Tech,882
CMI Vascade Closure 6/7F 700580I05U,UHHS MHG,55362,MHG Angiography,Tech,582
Cook Cytomax II Cytology Brush G24741,UHHS MHG,55354,MHG Angiography,Tech,270
Cook Guidewire Roadrunner G09608,UHHS MHG,55110,MHG Angiography,Tech,101
Cook Introducer CheckFlow II G13081,UHHS MHG,55111,MHG Angiography,Tech,325
CTI Nu Stent Nephroureteral1008126,UHHS MHG,55109,MHG Angiography,Tech,"5,385.00"
Dir Acc Med Firstchoice Direct Access Catheter UHP7544,UHHS MHG,55337,MHG Angiography,Tech,447
Endophys pressure sheath 6/8,UHHS MHG,55382,MHG Angiography,Tech,"1,500.00"
Endovas decend aorta wo lt subclavian S&I,UHHS MHG,21195,MHG Angiography,Tech,"2,575.00"
Endovas repair thoracic aorta w/lt subclavian S&I,UHHS MHG,21194,MHG Angiography,Tech,"2,575.00"
Endovascular repair aorta S&I,UHHS MHG,15472,MHG Angiography,Tech,"3,235.00"
Endovascular repair Iliac S&I,UHHS MHG,17356,MHG Angiography,Tech,"1,683.00"
Exoseal Closure Device,UHHS MHG,55364,MHG Angiography,Tech,450
Gore tips set TSET1016,UHHS MHG,55358,MHG Angiography,Tech,"1,461.00"
Halyard Introducer 98432,UHHS MHG,55363,MHG Angiography,Tech,617
Inj contrast for rad eval of CVAD w/fluoro,UHHS MHG,15074,MHG Angiography,Tech,"1,022.00"
Inj proc visual ileal conduit/ureteropyelography,UHHS MHG,31309,MHG Angiography,Tech,"1,135.00"
JeJunal  transgastric feeding tube 0270183.545,UHHS MHG,55355,MHG Angiography,Tech,"1,015.00"
LOCM 100-199 mg/ml per iodine/ml,UHHS MHG,17211,MHG Angiography,Tech,3
LOCM 200-299 mg/ml iodine/ml,UHHS MHG,17212,MHG Angiography,Tech,3
LOCM 300-399 mg/ml iodine/ml,UHHS MHG,17213,MHG Angiography,Tech,3
Medtronic Amplatz Snare GN2501,UHHS MHG,55383,MHG Angiography,Tech,930
Medtronic Apollo Microcatheter 1055096000,UHHS MHG,55393,MHG Angiography,Tech,"6,135.00"
Medtronic Guidewire Transcend 1030608,UHHS MHG,55372,MHG Angiography,Tech,"1,470.00"
Medtronic Navien Catheter RFX05811508,UHHS MHG,55394,MHG Angiography,Tech,"4,905.00"
Medtronic Reliant Balloon REL46,UHHS MHG,55338,MHG Angiography,Tech,"1,335.00"
Merit Catheter Performa Radial 5/6fr,UHHS MHG,55094,MHG Angiography,Tech,135
Microvention Scepter C Balloon Catheter BC0420C,UHHS MHG,55395,MHG Angiography,Tech,"4,200.00"
Microvention Scepter XC Balloon Catheter BC0411XC,UHHS MHG,55396,MHG Angiography,Tech,"5,100.00"
Mod sedat different prov  from proc ea addl 15 min,UHHS MHG,42503,MHG Angiography,Tech,34
Mod sedat different prov  from proc init 15 min < 5 yrs old,UHHS MHG,42501,MHG Angiography,Tech,648
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS MHG,42502,MHG Angiography,Tech,648
Mod sedat same prov  perf proc ea addl 15 min,UHHS MHG,42500,MHG Angiography,Tech,34
Mod sedat same prov perf proc init 15 min < 5 yrs old,UHHS MHG,42498,MHG Angiography,Tech,648
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS MHG,42499,MHG Angiography,Tech,648
Penumbra 6F Neuron 125cm catheter,UHHS MHG,54941,MHG Angiography,Tech,375
Penumbra Ace68 High Flow Catheter,UHHS MHG,54946,MHG Angiography,Tech,"8,385.00"
Penumbra Aspiration Tubing,UHHS MHG,39825,MHG Angiography,Tech,"1,095.00"
Penumbra Indigo 5/6/8 fr catheter CAT5,UHHS MHG,55096,MHG Angiography,Tech,"3,735.00"
Penumbra Indigo Aspiration system IST2,UHHS MHG,55357,MHG Angiography,Tech,"1,095.00"
Penumbra Indigo Separator,UHHS MHG,55356,MHG Angiography,Tech,"5,865.00"
Penumbra Max Distal Delivery Catheter 4/5F,UHHS MHG,55397,MHG Angiography,Tech,"4,650.00"
Penumbra Microcatheter Lantern .025x135cm,UHHS MHG,55097,MHG Angiography,Tech,"2,370.00"
Penumbra Neuron 5 fr 120cm catheter,UHHS MHG,54945,MHG Angiography,Tech,375
Penumbra neuron max 6 fr 088 sheath,UHHS MHG,54944,MHG Angiography,Tech,"1,470.00"
Penumbra Pod Coil RBYPOD8,UHHS MHG,55342,MHG Angiography,Tech,"5,697.00"
Penumbra Pump Canister PAPS2,UHHS MHG,54943,MHG Angiography,Tech,"1,095.00"
Penumbra Revascularization 3D PSR3D,UHHS MHG,55384,MHG Angiography,Tech,"16,170.00"
Penumbra Ruby Coil large 26 cm and up RBY2C1857,UHHS MHG,55341,MHG Angiography,Tech,"3,897.00"
Penumbra Ruby Coil Med 15-25cm RBY2C0825,UHHS MHG,55340,MHG Angiography,Tech,"2,997.00"
Penumbra Ruby Coil Sm 1-10cm RBY4C0204,UHHS MHG,55339,MHG Angiography,Tech,"2,397.00"
Penumbra Velocity Delivery Microcatheter,UHHS MHG,54942,MHG Angiography,Tech,"3,171.00"
Perc vertebroplasty (biopsy incl) 1 vert w/imag,UHHS MHG,39335,MHG Angiography,Tech,"2,888.00"
Perc vertebroplasty 1 vert cervicothoracic w/imag,UHHS MHG,39333,MHG Angiography,Tech,"4,064.00"
Perc vertebroplasty 1 vert lumbosacral w/imag,UHHS MHG,39334,MHG Angiography,Tech,"3,970.00"
Place cath carotd art,UHHS MHG,35819,MHG Angiography,Tech,"15,600.00"
Place cath carotid or innom art,UHHS MHG,35818,MHG Angiography,Tech,"14,512.00"
Place cath carotid/innom art,UHHS MHG,35817,MHG Angiography,Tech,"9,257.00"
Place cath intracranial art,UHHS MHG,35823,MHG Angiography,Tech,"11,393.00"
Place cath subclavian art,UHHS MHG,35820,MHG Angiography,Tech,"8,014.00"
Place cath thoracic aorta,UHHS MHG,35816,MHG Angiography,Tech,"6,710.00"
Place cath vertebral art,UHHS MHG,35821,MHG Angiography,Tech,"13,520.00"
Place cath xtrnl carotid,UHHS MHG,35822,MHG Angiography,Tech,"9,625.00"
Place distal ext prosthesis aorta S&I,UHHS MHG,21197,MHG Angiography,Tech,"2,575.00"
Place proximal ext prosth thoracic aorta S&I,UHHS MHG,21196,MHG Angiography,Tech,"2,575.00"
Possis Thrombectomy Set Omni 109681001,UHHS MHG,34877,MHG Angiography,Tech,"5,415.00"
Possis Thrombectomy Set Proxi 109676001,UHHS MHG,34878,MHG Angiography,Tech,"5,115.00"
Remove intravas foreign body,UHHS MHG,35824,MHG Angiography,Tech,"5,512.00"
Spectranetics Quick Cross Catheter .035x90 518036,UHHS MHG,55343,MHG Angiography,Tech,501
Spinal puncture lumbar diagnostic,UHHS MHG,9479,MHG Angiography,Tech,"1,533.00"
St Jude Closure Device Angio Seal 610131,UHHS MHG,35388,MHG Angiography,Tech,549
Stryker AXS Catheter 5,UHHS MHG,55385,MHG Angiography,Tech,"1,125.00"
Stryker AXS Catheter 6 IC060132,UHHS MHG,55398,MHG Angiography,Tech,"6,075.00"
Stryker AXS Infinity,UHHS MHG,55386,MHG Angiography,Tech,"1,322.00"
Stryker AXS Infinity LS Sheath GEN1080090,UHHS MHG,55098,MHG Angiography,Tech,"1,322.00"
Stryker Excelsior microcatheter 1080,UHHS MHG,55389,MHG Angiography,Tech,"2,737.00"
Stryker Excelsior microcatheter XT17,UHHS MHG,55387,MHG Angiography,Tech,"2,700.00"
Stryker Excelsior microcatheter XT27,UHHS MHG,55388,MHG Angiography,Tech,"2,850.00"
Stryker Guidewire Synchro 14 M00313010,UHHS MHG,55375,MHG Angiography,Tech,"1,736.00"
Stryker Guidewire Synchro 2 Preshaped M00326420,UHHS MHG,55373,MHG Angiography,Tech,"1,682.00"
Stryker Guidewire Transcend ST M001468060,UHHS MHG,55376,MHG Angiography,Tech,"1,402.00"
Stryker GuidewireSynchro 10 M00316330,UHHS MHG,55374,MHG Angiography,Tech,"1,869.00"
Stryker Retriever Trevo XP 4x20 90182,UHHS MHG,55099,MHG Angiography,Tech,"18,600.00"
Stryker Trevo kit 93068,UHHS MHG,55390,MHG Angiography,Tech,"21,347.00"
Stryker Trevo Retriever 4x20,UHHS MHG,54947,MHG Angiography,Tech,"20,813.00"
Surefire Catheter SGC5065COBRA1,UHHS MHG,55100,MHG Angiography,Tech,750
Surefire Infusion Catheter System SPS2512060,UHHS MHG,55101,MHG Angiography,Tech,"8,700.00"
Terumo Glide Sheath 301055,UHHS MHG,55113,MHG Angiography,Tech,239
Terumo Glidewire 260 GR3526,UHHS MHG,55112,MHG Angiography,Tech,154
Thrombolytic art therapy,UHHS MHG,35825,MHG Angiography,Tech,"9,187.00"
Thrombolytic art/ven therapy,UHHS MHG,35827,MHG Angiography,Tech,"5,304.00"
Thrombolytic venous therapy,UHHS MHG,35826,MHG Angiography,Tech,"3,536.00"
Z Medico Quikclot Hemostatic Interven 183,UHHS MHG,53958,MHG Angiography,Tech,104
Acoustic reflex testing,UHHS MHG,21991,MHG Audiology Svcs,Tech,149
Acoustic reflex testing Pt Liability,UHHS MHG,28835,MHG Audiology Svcs,Tech,186
Auditory evoke potential complete,UHHS MHG,21976,MHG Audiology Svcs,Tech,988
Auditory evoke potential limit,UHHS MHG,21977,MHG Audiology Svcs,Tech,648
Aural rehab limited 30 minutes,UHHS MHG,22050,MHG Audiology Svcs,Tech,361
Battery Hearing Aid each,UHHS MHG,33646,MHG Audiology Svcs,Tech,3
Battery Zinc Air for use w/coch impl ea,UHHS MHG,33647,MHG Audiology Svcs,Tech,3
Caloric vestibular test w recording bilat bithermal,UHHS MHG,40488,MHG Audiology Svcs,Tech,"1,061.00"
Caloric vestibular test w recording bilat monothermal,UHHS MHG,40489,MHG Audiology Svcs,Tech,530
Central auditory batt 1st 60 minutes,UHHS MHG,21969,MHG Audiology Svcs,Tech,869
Central auditory batt addl 15 minutes,UHHS MHG,21970,MHG Audiology Svcs,Tech,217
Complete acoustic immittance testing,UHHS MHG,28782,MHG Audiology Svcs,Tech,149
Complete acoustic immittance testing,UHHS MHG,28783,MHG Audiology Svcs,Tech,149
Complete acoustic immittance testing w/ decay  bill to patie,UHHS MHG,28785,MHG Audiology Svcs,Tech,149
Complete acoustic immittance testing w/decaay,UHHS MHG,28784,MHG Audiology Svcs,Tech,149
Complete audio eval nc,UHHS MHG,21999,MHG Audiology Svcs,Tech,292
Complete audion evaluation,UHHS MHG,21973,MHG Audiology Svcs,Tech,292
Complete vestibular evaluation,UHHS MHG,28781,MHG Audiology Svcs,Tech,"1,422.00"
Comprehensive audio eval Pt Liability,UHHS MHG,22094,MHG Audiology Svcs,Tech,345
Comprehensive audio evaluation,UHHS MHG,21972,MHG Audiology Svcs,Tech,345
Conformity Evaluation each,UHHS MHG,42292,MHG Audiology Svcs,Tech,83
Counseling consultation,UHHS MHG,21975,MHG Audiology Svcs,Tech,159
Counseling consultation Pt Liability,UHHS MHG,22000,MHG Audiology Svcs,Tech,159
CP810 Speech Processor replacemnt,UHHS MHG,33644,MHG Audiology Svcs,Tech,"24,000.00"
Custom ear mold/insert not disposable,UHHS MHG,22045,MHG Audiology Svcs,Tech,90
Custom ear mold/insert not dsps Pt Liability,UHHS MHG,21997,MHG Audiology Svcs,Tech,90
Electroacoustic eval binaur Pt Liability,UHHS MHG,21998,MHG Audiology Svcs,Tech,120
Electroacoustic eval binaural,UHHS MHG,22048,MHG Audiology Svcs,Tech,120
Electroacoustic eval monaural,UHHS MHG,22101,MHG Audiology Svcs,Tech,70
Electroacoustic evaluation mono Pt Liability,UHHS MHG,21994,MHG Audiology Svcs,Tech,70
Evokd otoacous emis comprehen,UHHS MHG,22107,MHG Audiology Svcs,Tech,661
Evokd otoacous emissns ltd,UHHS MHG,22138,MHG Audiology Svcs,Tech,186
F/U cochlear reprog < 7yrs 120 min,UHHS MHG,22053,MHG Audiology Svcs,Tech,869
Filtered speech test,UHHS MHG,28841,MHG Audiology Svcs,Tech,270
Fitting/orientation/checking of hearing aid - 30 min,UHHS MHG,42288,MHG Audiology Svcs,Tech,83
Freedom Speech Processor replacemnt,UHHS MHG,33645,MHG Audiology Svcs,Tech,"24,000.00"
Handling Audiology,UHHS MHG,22041,MHG Audiology Svcs,Tech,42
Hearing aid check binaural,UHHS MHG,22044,MHG Audiology Svcs,Tech,159
Hearing aid check binaural Pt Liability,UHHS MHG,21995,MHG Audiology Svcs,Tech,159
Hearing aid check monaural,UHHS MHG,21986,MHG Audiology Svcs,Tech,159
Hearing aid check monaural Pt Liability,UHHS MHG,22001,MHG Audiology Svcs,Tech,159
Hearing aid measure binaural,UHHS MHG,22093,MHG Audiology Svcs,Tech,159
Hearing aid measure binaural Pt Liability,UHHS MHG,28843,MHG Audiology Svcs,Tech,159
Hearing aid measure monaura Pt Liability,UHHS MHG,22114,MHG Audiology Svcs,Tech,159
Hearing aid measure monaural,UHHS MHG,21985,MHG Audiology Svcs,Tech,159
Hearing aid repair Baha/specialty,UHHS MHG,28806,MHG Audiology Svcs,Tech,"1,600.00"
Hearing aid repair basic,UHHS MHG,22104,MHG Audiology Svcs,Tech,345
Hearing aid repair basic Pt Liability,UHHS MHG,21996,MHG Audiology Svcs,Tech,345
Hearing aid repair digital,UHHS MHG,21993,MHG Audiology Svcs,Tech,447
Hearing aid repair digital Pt Liability,UHHS MHG,28842,MHG Audiology Svcs,Tech,398
Hearing aid repair programmable,UHHS MHG,22105,MHG Audiology Svcs,Tech,424
Hearing aid repair programming Pt Liability,UHHS MHG,22002,MHG Audiology Svcs,Tech,424
Hearing and dig dinaural bte,UHHS MHG,22132,MHG Audiology Svcs,Tech,"1,652.00"
Immittance,UHHS MHG,21990,MHG Audiology Svcs,Tech,127
Immittance Pt Liability,UHHS MHG,28834,MHG Audiology Svcs,Tech,186
Limited central aud battery,UHHS MHG,22100,MHG Audiology Svcs,Tech,541
Musician Plus each,UHHS MHG,42291,MHG Audiology Svcs,Tech,100
Optokenetic nystagmus test,UHHS MHG,21983,MHG Audiology Svcs,Tech,292
Oscillating tracking test,UHHS MHG,21984,MHG Audiology Svcs,Tech,292
Positional nystagmus test,UHHS MHG,21981,MHG Audiology Svcs,Tech,704
Program/dispense fee bicros,UHHS MHG,22099,MHG Audiology Svcs,Tech,350
Program/dispense fee binaural,UHHS MHG,22130,MHG Audiology Svcs,Tech,350
Program/dispense fee eros,UHHS MHG,22098,MHG Audiology Svcs,Tech,350
Program/dispense fee monaural,UHHS MHG,22129,MHG Audiology Svcs,Tech,350
Program/dispense fee uns,UHHS MHG,22117,MHG Audiology Svcs,Tech,350
Promontory stimulation,UHHS MHG,22046,MHG Audiology Svcs,Tech,"1,201.00"
Pure tone audio air & bone,UHHS MHG,22110,MHG Audiology Svcs,Tech,212
Pure tone audio air only,UHHS MHG,21987,MHG Audiology Svcs,Tech,131
Pure tone audiometry air only Pt Liability,UHHS MHG,28836,MHG Audiology Svcs,Tech,157
Pure tone screen,UHHS MHG,21971,MHG Audiology Svcs,Tech,69
Speech audio threshold,UHHS MHG,21988,MHG Audiology Svcs,Tech,149
Speech audio threshold/discr,UHHS MHG,21989,MHG Audiology Svcs,Tech,149
Spontaneous nystagmus,UHHS MHG,21980,MHG Audiology Svcs,Tech,292
Staggered spondaic words test,UHHS MHG,28840,MHG Audiology Svcs,Tech,541
Stenger pure tone,UHHS MHG,21979,MHG Audiology Svcs,Tech,170
Stenger speech,UHHS MHG,21978,MHG Audiology Svcs,Tech,170
Swim Molds each,UHHS MHG,42290,MHG Audiology Svcs,Tech,60
Tubing Replacement each,UHHS MHG,42289,MHG Audiology Svcs,Tech,17
Vertical electrode use add on,UHHS MHG,22092,MHG Audiology Svcs,Tech,292
Vestibular myogenic potentials,UHHS MHG,28805,MHG Audiology Svcs,Tech,988
Visual reinforcement audio,UHHS MHG,22049,MHG Audiology Svcs,Tech,212
3D rendering w indi workst,UHHS MHG,13316,MHG CT Scan,Tech,884
3D rendering wo indi workstation,UHHS MHG,13315,MHG CT Scan,Tech,728
Abscess fistula sinus trct S&I,UHHS MHG,9828,MHG CT Scan,Tech,935
Abscess tube change,UHHS MHG,19,MHG CT Scan,Tech,"3,785.00"
Amica Introducer 16Gx75mm IN16075N,UHHS MHG,55150,MHG CT Scan,Tech,225
Amica Microwave Antenna APK1415T19,UHHS MHG,55149,MHG CT Scan,Tech,"7,485.00"
Angiodynamic Benston,UHHS MHG,29224,MHG CT Scan,Tech,29
Angiodynamic Guidewire 3mm,UHHS MHG,3557,MHG CT Scan,Tech,28
Angiodynamic Rosen,UHHS MHG,29225,MHG CT Scan,Tech,27
Angiotech Chiba Needle 20x15cm,UHHS MHG,29220,MHG CT Scan,Tech,26
Angiotech Co-Axial Skater Introd Sys,UHHS MHG,27603,MHG CT Scan,Tech,273
Angiotech Introducer Needle,UHHS MHG,55153,MHG CT Scan,Tech,240
Angiotech Pigtail cath-skater one stick (6FR;8FR;10FR;12FR),UHHS MHG,1251,MHG CT Scan,Tech,262
Angiotech Skater Centesis 20cm,UHHS MHG,29221,MHG CT Scan,Tech,43
Appl Of Prosthetic Device,UHHS MHG,558,MHG CT Scan,Tech,"2,727.00"
Applied Med Gastrostomy Kit,UHHS MHG,30493,MHG CT Scan,Tech,318
Apriomed/Radi Bonopty Biopsy penetration,UHHS MHG,5449,MHG CT Scan,Tech,358
Arrow pneumothorax kit,UHHS MHG,6276,MHG CT Scan,Tech,235
Aspir Inj Renal Cyst Pelv Perc,UHHS MHG,608,MHG CT Scan,Tech,"2,652.00"
Biopsy Bone Trocar/Needle Deep,UHHS MHG,878,MHG CT Scan,Tech,"2,912.00"
Biopsy Lymph Nodes Superficial,UHHS MHG,881,MHG CT Scan,Tech,"4,420.00"
Biopsy muscle percutaneous needle,UHHS MHG,1047,MHG CT Scan,Tech,"1,647.00"
Biopsy Of Liver  Needle Prctn,UHHS MHG,8441,MHG CT Scan,Tech,"2,085.00"
Biopsy Prostate Needle/Punch,UHHS MHG,884,MHG CT Scan,Tech,"2,886.00"
Biopsy Soft Tissue Neck/Head,UHHS MHG,886,MHG CT Scan,Tech,"4,316.00"
Biosentry Tract Sealant System 768022019S,UHHS MHG,55148,MHG CT Scan,Tech,825
Boston Scientific Amplatz Curved,UHHS MHG,3556,MHG CT Scan,Tech,51
Boston Scientific Amplatz Straight,UHHS MHG,29226,MHG CT Scan,Tech,76
Boston Scientific Nephrostomy Cath (8FR; 10FR; 12FR; 14FR),UHHS MHG,1250,MHG CT Scan,Tech,221
Bx bone trocar/needle suprfcl,UHHS MHG,1044,MHG CT Scan,Tech,"2,184.00"
Bx Pancreas Percutaneous Needle,UHHS MHG,1048,MHG CT Scan,Tech,"2,548.00"
Bx Thyroid Percutaneous Core Needle,UHHS MHG,1050,MHG CT Scan,Tech,"1,420.00"
Bx/excis lymph node(s) by needle superficial,UHHS MHG,31244,MHG CT Scan,Tech,"1,705.00"
Card Hlth Coaxial Temno bx needle MCN,UHHS MHG,29247,MHG CT Scan,Tech,118
Card Hlth Coaxial Temno Bx needle T/CCT,UHHS MHG,29256,MHG CT Scan,Tech,129
Card Hlth Temno Bx needle TT2,UHHS MHG,29257,MHG CT Scan,Tech,98
Card Hlthcare Temno Biopsy Needle TT3,UHHS MHG,29249,MHG CT Scan,Tech,90
Cardiac scoring,UHHS MHG,9859,MHG CT Scan,Tech,99
Cardinal Healthcare Coaxial Temno biopsy needle,UHHS MHG,29228,MHG CT Scan,Tech,141
Cardinal Healthcare Coaxial Temno biopsy needle CTTxxx,UHHS MHG,5456,MHG CT Scan,Tech,201
Cardinal Healthcare Drainage Tray,UHHS MHG,2590,MHG CT Scan,Tech,168
Cardinal Healthcare Temno Biopsy Needle,UHHS MHG,29227,MHG CT Scan,Tech,86
Cardinal Healthcare Temno Biopsy Needle Txxx,UHHS MHG,5458,MHG CT Scan,Tech,126
Chest Abd Pel Low Dose Screen,UHHS MHG,9860,MHG CT Scan,Tech,153
Chng Prc Tube/Drain Cth W/Cntr,UHHS MHG,9815,MHG CT Scan,Tech,"1,130.00"
Cook Chiba Needle (20x15cm; 20x20cm),UHHS MHG,5455,MHG CT Scan,Tech,32
Cook Gastro Suture Anchor Set G04474,UHHS MHG,55152,MHG CT Scan,Tech,273
Cook Guidewire 7.5mm,UHHS MHG,29223,MHG CT Scan,Tech,27
Cook Vessel Dilator (12F),UHHS MHG,29222,MHG CT Scan,Tech,16
Cook Vessel Dilator (5F - 10F; 14F),UHHS MHG,2374,MHG CT Scan,Tech,14
Cook Vinyl connecting tubing,UHHS MHG,8126,MHG CT Scan,Tech,26
Cook YUEH 10cm/15cm,UHHS MHG,5452,MHG CT Scan,Tech,68
Coviden/Mallinckrodt Syringes Injector 130ml,UHHS MHG,4,MHG CT Scan,Tech,58
Coviden/Mallinckrodt Syringes Injector 200ml,UHHS MHG,7,MHG CT Scan,Tech,41
Cryoablation pulmonary tumors & extension,UHHS MHG,38875,MHG CT Scan,Tech,"4,066.00"
Cryolife bioglue deliv syst BG35105US,UHHS MHG,16276,MHG CT Scan,Tech,"2,862.00"
CT  Chest Screening with Cardiac Scoring,UHHS MHG,9863,MHG CT Scan,Tech,99
CT abdomen & pelvis w and w/o contrast,UHHS MHG,32001,MHG CT Scan,Tech,"3,640.00"
CT abdomen and pelvis w/contrast material(s),UHHS MHG,32000,MHG CT Scan,Tech,"3,484.00"
CT abdomen and pelvis w/o contrast material,UHHS MHG,31999,MHG CT Scan,Tech,"3,380.00"
Ct Abdomen w wo contrast,UHHS MHG,9681,MHG CT Scan,Tech,"2,863.00"
CT abdomen with contrast material,UHHS MHG,9680,MHG CT Scan,Tech,"2,742.00"
CT abdomen without contrast,UHHS MHG,9679,MHG CT Scan,Tech,"2,406.00"
CT angiography neck with contrast,UHHS MHG,9524,MHG CT Scan,Tech,"2,777.00"
CT cervical spine w/contrast,UHHS MHG,9579,MHG CT Scan,Tech,"2,422.00"
CT cervical spine w/wo contrast,UHHS MHG,9580,MHG CT Scan,Tech,"2,852.00"
CT Cervical spine wo contrast,UHHS MHG,9578,MHG CT Scan,Tech,"2,193.00"
CT Chest w contrast,UHHS MHG,9554,MHG CT Scan,Tech,"2,441.00"
CT Chest wo contrast,UHHS MHG,9553,MHG CT Scan,Tech,"2,123.00"
CT chest wo w contrast,UHHS MHG,9555,MHG CT Scan,Tech,"2,555.00"
CT Colonography,UHHS MHG,29258,MHG CT Scan,Tech,"3,047.00"
CT Guidance needle biopsy,UHHS MHG,9844,MHG CT Scan,Tech,"2,475.00"
CT Guidance needle biopsy,UHHS MHG,9844,MHG CT Scan,Tech,"2,475.00"
CT Head w contrast,UHHS MHG,9512,MHG CT Scan,Tech,"2,090.00"
CT Head wo contrast,UHHS MHG,9511,MHG CT Scan,Tech,"1,756.00"
CT Head wo w contrast,UHHS MHG,9513,MHG CT Scan,Tech,"2,276.00"
CT Head W-Wo Incl Post Proc,UHHS MHG,9523,MHG CT Scan,Tech,"3,126.00"
CT heart coronary arteries,UHHS MHG,29262,MHG CT Scan,Tech,"3,279.00"
CT heart for evaluation of cardiac structure and morphology,UHHS MHG,29260,MHG CT Scan,Tech,"4,073.00"
CT heart w/contrast material cardiac function,UHHS MHG,29261,MHG CT Scan,Tech,"3,417.00"
CT heart w/o contrast w/quant eval calc,UHHS MHG,29259,MHG CT Scan,Tech,"3,371.00"
CT Limited localized follow up,UHHS MHG,9855,MHG CT Scan,Tech,898
CT lumbar spine w/contrast,UHHS MHG,9585,MHG CT Scan,Tech,"2,555.00"
CT lumbar spine w/wo contrast,UHHS MHG,9586,MHG CT Scan,Tech,"2,539.00"
CT Lumbar spine wo contrast,UHHS MHG,9584,MHG CT Scan,Tech,"2,424.00"
CT lwr extrm w contrast,UHHS MHG,9663,MHG CT Scan,Tech,"2,169.00"
CT lwr extrm w wo contrast,UHHS MHG,9664,MHG CT Scan,Tech,"2,184.00"
CT lwr extrm wo contrast,UHHS MHG,9662,MHG CT Scan,Tech,"1,918.00"
CT Maxillofacial area w wo cnt,UHHS MHG,9519,MHG CT Scan,Tech,"2,201.00"
CT Maxillofacial area wo cont,UHHS MHG,9517,MHG CT Scan,Tech,"1,821.00"
CT Maxillofacila area w cntrst,UHHS MHG,9518,MHG CT Scan,Tech,"2,123.00"
CT Neck w contrast,UHHS MHG,9521,MHG CT Scan,Tech,"2,418.00"
CT Neck w wo contrast,UHHS MHG,9522,MHG CT Scan,Tech,"2,450.00"
CT Neck wo contrast,UHHS MHG,9520,MHG CT Scan,Tech,"1,941.00"
CT Orbit sella ear w wo cntrst,UHHS MHG,9516,MHG CT Scan,Tech,"2,321.00"
CT Orbit sella ear wo contrast,UHHS MHG,9514,MHG CT Scan,Tech,"1,956.00"
CT Orbit sellar ear w contrast,UHHS MHG,9515,MHG CT Scan,Tech,"2,077.00"
CT Pelvis w contrast,UHHS MHG,9601,MHG CT Scan,Tech,"2,390.00"
CT pelvis w/o & w contrast/further sections,UHHS MHG,9602,MHG CT Scan,Tech,"2,628.00"
CT Pelvis wo contrast,UHHS MHG,9600,MHG CT Scan,Tech,"1,946.00"
CT Thoracic spine wo contrast,UHHS MHG,9581,MHG CT Scan,Tech,"2,047.00"
CT Thoracin spine w wo contrast,UHHS MHG,9583,MHG CT Scan,Tech,"2,600.00"
CT throacic spine w/contrast,UHHS MHG,9582,MHG CT Scan,Tech,"2,422.00"
