Enc - MS DRG,Enc - MS DRG Desc,Sum of Average Charge
62,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC","39,105"
767,VAGINAL DELIVERY W STERILIZATION /OR DC,"9,859"
438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"28,360"
445,DISORDERS OF THE BILIARY TRACT W CC,"17,835"
435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,"26,533"
919,COMPLICATIONS OF TREATMENT W MCC,"24,499"
789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","5,468"
165,MAJOR CHEST PROCEDURES W/O CC/MCC,"28,514"
791,PREMATURITY W MAJOR PROBLEMS,"17,989"
563,"FX, SPRN, STRN  DISL EXCEPT FEMUR, HIP, PELVIS  THIGH W/O MCC","13,628"
227,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,"121,968"
203,BRONCHITIS  ASTHMA W/O CC/MCC,"12,644"
374,DIGESTIVE MALIGNANCY W MCC,"40,384"
158,DENTAL  ORAL DISEASES W CC,"15,639"
252,OTHER VASCULAR PROCEDURES W MCC,"66,361"
92,OTHER DISORDERS OF NERVOUS SYSTEM W CC,"22,971"
444,DISORDERS OF THE BILIARY TRACT W MCC,"26,904"
