Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Administration of Hep B nursing units,UHHS GRH,33570,GRH 1 West 1W,Tech,40
Bladder indwelling catheter insert foley,UHHS GRH,9472,GRH 1 West 1W,Tech,306
Bladder irrigation simple/lavage/instillation,UHHS GRH,22195,GRH 1 West 1W,Tech,409
Bladder straight catheterization for residual urine,UHHS GRH,21233,GRH 1 West 1W,Tech,230
Bone marrow aspiration only,UHHS GRH,8400,GRH 1 West 1W,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS GRH,8401,GRH 1 West 1W,Tech,907
Cardioversion External OR/Nurse Unit,UHHS GRH,15668,GRH 1 West 1W,Tech,"2,413.00"
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS GRH,53667,GRH 1 West 1W,Tech,"3,292.00"
Dialysis initial day Nursing Unit,UHHS GRH,28492,GRH 1 West 1W,Tech,"1,269.00"
Dialysis Subsequent on Nursing Unit,UHHS GRH,28493,GRH 1 West 1W,Tech,"1,213.00"
Direct Refer to Observation,UHHS GRH,39794,GRH 1 West 1W,Tech,546
Extend Recovery on Nurs Unit 1st hr,UHHS GRH,18074,GRH 1 West 1W,Tech,925
Inject IM or subcut any drug,UHHS GRH,11346,GRH 1 West 1W,Tech,161
IV hydration each additional hour,UHHS GRH,17693,GRH 1 West 1W,Tech,218
IV Hydration Initial 31 min to 90 minutes,UHHS GRH,15751,GRH 1 West 1W,Tech,982
IV infusion for therapy prophylaxis or diagnosis (specify su,UHHS GRH,11343,GRH 1 West 1W,Tech,572
IV push ea sequential of new drug,UHHS GRH,17683,GRH 1 West 1W,Tech,263
IV push ea sequential of same drug,UHHS GRH,17685,GRH 1 West 1W,Tech,265
IV push single or initial drug,UHHS GRH,17682,GRH 1 West 1W,Tech,276
IV therapy addl sequential drug up to 1 hr,UHHS GRH,17688,GRH 1 West 1W,Tech,518
IV therapy ea add hr up to 8,UHHS GRH,11345,GRH 1 West 1W,Tech,255
IV tx concurrent infusion,UHHS GRH,17691,GRH 1 West 1W,Tech,647
Med/Surg Observation 1st hour,UHHS GRH,12852,GRH 1 West 1W,Tech,889
Miscellaneous bedside procedure,UHHS GRH,18082,GRH 1 West 1W,Tech,"1,119.00"
Semi Private Hospice Room Rate 121,UHHS GRH,53161,GRH 1 West 1W,Tech,"1,778.00"
Semi Private Room Rate 121,UHHS GRH,12845,GRH 1 West 1W,Tech,"1,778.00"
Spinal puncture lumbar diag,UHHS GRH,8477,GRH 1 West 1W,Tech,"1,265.00"
Telemetry or Stepdown Rate 206,UHHS GRH,15760,GRH 1 West 1W,Tech,"2,662.00"
Thoracentesis for aspiration,UHHS GRH,7628,GRH 1 West 1W,Tech,"2,075.00"
Thoracentesis with insert tube (pneumothor,UHHS GRH,30360,GRH 1 West 1W,Tech,"1,411.00"
Transfusion bld products on nursing unit,UHHS GRH,8373,GRH 1 West 1W,Tech,884
Tube thoracostomy (eg for abscess  hemothorax  empyema),UHHS GRH,8317,GRH 1 West 1W,Tech,"1,410.00"
Abdom Paracentesis(diag/ther) w imag,UHHS GRH,33816,GRH 2 South 2S,Tech,"1,451.00"
Abdom Paracentesis(diag/ther) wo imag,UHHS GRH,33815,GRH 2 South 2S,Tech,"1,420.00"
Admin influenza virus vaccine Nurse Unit,UHHS GRH,9362,GRH 2 South 2S,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS GRH,9363,GRH 2 South 2S,Tech,45
Administration of Hep B nursing units,UHHS GRH,33570,GRH 2 South 2S,Tech,40
Bladder indwelling catheter insert foley,UHHS GRH,9472,GRH 2 South 2S,Tech,306
Bladder irrigation simple/lavage/instillation,UHHS GRH,22195,GRH 2 South 2S,Tech,409
Bladder straight catheterization for residual urine,UHHS GRH,21233,GRH 2 South 2S,Tech,230
Bone marrow aspiration only,UHHS GRH,8400,GRH 2 South 2S,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS GRH,8401,GRH 2 South 2S,Tech,907
Cardioversion External OR/Nurse Unit,UHHS GRH,15668,GRH 2 South 2S,Tech,"2,413.00"
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS GRH,53667,GRH 2 South 2S,Tech,"3,292.00"
Dialysis initial day Nursing Unit,UHHS GRH,28492,GRH 2 South 2S,Tech,"1,269.00"
Dialysis Subsequent on Nursing Unit,UHHS GRH,28493,GRH 2 South 2S,Tech,"1,213.00"
Direct Refer to Observation,UHHS GRH,39794,GRH 2 South 2S,Tech,546
Extend Recovery on Nurs Unit 1st hr,UHHS GRH,18074,GRH 2 South 2S,Tech,925
Inject IM or subcut any drug,UHHS GRH,11346,GRH 2 South 2S,Tech,161
IV hydration each additional hour,UHHS GRH,17693,GRH 2 South 2S,Tech,218
IV Hydration Initial 31 min to 90 minutes,UHHS GRH,15751,GRH 2 South 2S,Tech,982
IV infusion for therapy prophylaxis or diagnosis (specify su,UHHS GRH,11343,GRH 2 South 2S,Tech,572
IV push ea sequential of new drug,UHHS GRH,17683,GRH 2 South 2S,Tech,263
IV push ea sequential of same drug,UHHS GRH,17685,GRH 2 South 2S,Tech,265
IV push single or initial drug,UHHS GRH,17682,GRH 2 South 2S,Tech,276
IV therapy addl sequential drug up to 1 hr,UHHS GRH,17688,GRH 2 South 2S,Tech,518
IV therapy ea add hr up to 8,UHHS GRH,11345,GRH 2 South 2S,Tech,255
IV tx concurrent infusion,UHHS GRH,17691,GRH 2 South 2S,Tech,647
Med/Surg Observation 1st hour,UHHS GRH,12852,GRH 2 South 2S,Tech,889
Miscellaneous bedside procedure,UHHS GRH,18082,GRH 2 South 2S,Tech,"1,119.00"
Semi Private Hospice Room Rate 121,UHHS GRH,53161,GRH 2 South 2S,Tech,"1,778.00"
Semi Private Room Rate 121,UHHS GRH,12845,GRH 2 South 2S,Tech,"1,778.00"
Spinal puncture lumbar diag,UHHS GRH,8477,GRH 2 South 2S,Tech,"1,265.00"
Telemetry or Stepdown Rate 206,UHHS GRH,15760,GRH 2 South 2S,Tech,"2,662.00"
Thoracentesis for aspiration,UHHS GRH,7628,GRH 2 South 2S,Tech,"2,075.00"
Thoracentesis with insert tube (pneumothor,UHHS GRH,30360,GRH 2 South 2S,Tech,"1,411.00"
Transfusion bld products on nursing unit,UHHS GRH,8373,GRH 2 South 2S,Tech,884
Tube thoracostomy (eg for abscess  hemothorax  empyema),UHHS GRH,8317,GRH 2 South 2S,Tech,"1,410.00"
Abdom Paracentesis(diag/ther) w imag,UHHS GRH,33816,GRH 2 West 2W,Tech,"1,451.00"
Abdom Paracentesis(diag/ther) wo imag,UHHS GRH,33815,GRH 2 West 2W,Tech,"1,420.00"
Admin influenza virus vaccine Nurse Unit,UHHS GRH,9362,GRH 2 West 2W,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS GRH,9363,GRH 2 West 2W,Tech,45
Administration of Hep B nursing units,UHHS GRH,33570,GRH 2 West 2W,Tech,40
Bladder indwelling catheter insert foley,UHHS GRH,9472,GRH 2 West 2W,Tech,306
Bladder irrigation simple/lavage/instillation,UHHS GRH,22195,GRH 2 West 2W,Tech,409
Bladder straight catheterization for residual urine,UHHS GRH,21233,GRH 2 West 2W,Tech,230
Bone marrow aspiration only,UHHS GRH,8400,GRH 2 West 2W,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS GRH,8401,GRH 2 West 2W,Tech,907
Cardioversion External OR/Nurse Unit,UHHS GRH,15668,GRH 2 West 2W,Tech,"2,413.00"
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS GRH,53667,GRH 2 West 2W,Tech,"3,292.00"
Dialysis initial day Nursing Unit,UHHS GRH,28492,GRH 2 West 2W,Tech,"1,269.00"
Dialysis Subsequent on Nursing Unit,UHHS GRH,28493,GRH 2 West 2W,Tech,"1,213.00"
Direct Refer to Observation,UHHS GRH,39794,GRH 2 West 2W,Tech,546
Extend Recovery on Nurs Unit 1st hr,UHHS GRH,18074,GRH 2 West 2W,Tech,925
Inject IM or subcut any drug,UHHS GRH,11346,GRH 2 West 2W,Tech,161
IV hydration each additional hour,UHHS GRH,17693,GRH 2 West 2W,Tech,218
IV Hydration Initial 31 min to 90 minutes,UHHS GRH,15751,GRH 2 West 2W,Tech,982
IV infusion for therapy prophylaxis or diagnosis (specify su,UHHS GRH,11343,GRH 2 West 2W,Tech,572
IV push ea sequential of new drug,UHHS GRH,17683,GRH 2 West 2W,Tech,263
IV push ea sequential of same drug,UHHS GRH,17685,GRH 2 West 2W,Tech,265
IV push single or initial drug,UHHS GRH,17682,GRH 2 West 2W,Tech,276
IV therapy addl sequential drug up to 1 hr,UHHS GRH,17688,GRH 2 West 2W,Tech,518
IV therapy ea add hr up to 8,UHHS GRH,11345,GRH 2 West 2W,Tech,255
IV tx concurrent infusion,UHHS GRH,17691,GRH 2 West 2W,Tech,647
Med/Surg Observation 1st hour,UHHS GRH,12852,GRH 2 West 2W,Tech,889
Miscellaneous bedside procedure,UHHS GRH,18082,GRH 2 West 2W,Tech,"1,119.00"
Semi Private Hospice Room Rate 121,UHHS GRH,53161,GRH 2 West 2W,Tech,"1,778.00"
Semi Private Room Rate 121,UHHS GRH,12845,GRH 2 West 2W,Tech,"1,778.00"
Spinal puncture lumbar diag,UHHS GRH,8477,GRH 2 West 2W,Tech,"1,265.00"
Telemetry or Stepdown Rate 206,UHHS GRH,15760,GRH 2 West 2W,Tech,"2,662.00"
Thoracentesis for aspiration,UHHS GRH,7628,GRH 2 West 2W,Tech,"2,075.00"
Thoracentesis with insert tube (pneumothor,UHHS GRH,30360,GRH 2 West 2W,Tech,"1,411.00"
Transfusion bld products on nursing unit,UHHS GRH,8373,GRH 2 West 2W,Tech,884
Tube thoracostomy (eg for abscess  hemothorax  empyema),UHHS GRH,8317,GRH 2 West 2W,Tech,"1,410.00"
Behavioral Health Observation 1st hour,UHHS GRH,18072,GRH 2N Beh Health,Tech,889
Direct Refer to Observation,UHHS GRH,39794,GRH 2N Beh Health,Tech,546
Psych testing MMPI/Rorschach/WAIS/hr,UHHS GRH,29107,GRH 2N Beh Health,Tech,505
Semi Private Room Rate 124,UHHS GRH,17199,GRH 2N Beh Health,Tech,"1,778.00"
Abdom Paracentesis(diag/ther) wo imag,UHHS GRH,33815,GRH Andover ED,Tech,"1,420.00"
Adhesive wound closure supply,UHHS GRH,8209,GRH Andover ED,Tech,56
Admin Flu Vaccine in ER,UHHS GRH,11333,GRH Andover ED,Tech,45
Administration of pneumovax in ER,UHHS GRH,13740,GRH Andover ED,Tech,45
Anoscopy diagnostic w/wo brush/wash,UHHS GRH,530,GRH Andover ED,Tech,355
Anoscopy FB removal,UHHS GRH,531,GRH Andover ED,Tech,521
Application of cast,UHHS GRH,3323,GRH Andover ED,Tech,327
Apply custom splint or strap,UHHS GRH,3322,GRH Andover ED,Tech,381
Arterial line percutaneous,UHHS GRH,582,GRH Andover ED,Tech,"1,006.00"
Arterial line placemnt cutdown,UHHS GRH,583,GRH Andover ED,Tech,265
Arterial Puncture ABG's,UHHS GRH,584,GRH Andover ED,Tech,135
Arthocentesis Small Joint,UHHS GRH,585,GRH Andover ED,Tech,493
Arthrocentesis large joint,UHHS GRH,586,GRH Andover ED,Tech,801
Arthrocentesis Medium Joint,UHHS GRH,587,GRH Andover ED,Tech,617
Avulsion nail plate ea addl,UHHS GRH,701,GRH Andover ED,Tech,125
Avulsion Nail Plate Single,UHHS GRH,702,GRH Andover ED,Tech,265
Bladder Aspiration Needle in ED,UHHS GRH,911,GRH Andover ED,Tech,901
Burn Treatment,UHHS GRH,1030,GRH Andover ED,Tech,525
Capillary blood specimen,UHHS GRH,16570,GRH Andover ED,Tech,16
Cardiopulmonary resuscitation,UHHS GRH,9123,GRH Andover ED,Tech,"1,144.00"
Cardioversion external in ED,UHHS GRH,9125,GRH Andover ED,Tech,"2,565.00"
Cath for collection of spec sngl pt,UHHS GRH,28019,GRH Andover ED,Tech,82
Central Venous Line Vena Cava,UHHS GRH,1345,GRH Andover ED,Tech,459
Cerebral Thrombolytic therapy by IV,UHHS GRH,38614,GRH Andover ED,Tech,535
Change Cystostomy Tube Simple,UHHS GRH,1370,GRH Andover ED,Tech,590
Chest Tube Insertion,UHHS GRH,1383,GRH Andover ED,Tech,"2,600.00"
Closed treatm metacarpophalangeal disloc sngl w manip w anes,UHHS GRH,53013,GRH Andover ED,Tech,468
Closed Tx Fracture w Manipulation,UHHS GRH,2456,GRH Andover ED,Tech,465
Comp Close w Viz Debrid Rev,UHHS GRH,1760,GRH Andover ED,Tech,"1,092.00"
Cricothyrotomy,UHHS GRH,1841,GRH Andover ED,Tech,"3,160.00"
CVAD blood draw,UHHS GRH,8381,GRH Andover ED,Tech,92
CVP Insertion,UHHS GRH,1865,GRH Andover ED,Tech,"1,165.00"
Debridement dermis/epidermis 20 sq cm or less In ER,UHHS GRH,31997,GRH Andover ED,Tech,519
Debridement dermis/epidermis each addl 20sq cm in ER,UHHS GRH,31998,GRH Andover ED,Tech,519
Debridement Nails Manual,UHHS GRH,1926,GRH Andover ED,Tech,226
Debridement skin in ED,UHHS GRH,1927,GRH Andover ED,Tech,474
Debridement Wound,UHHS GRH,1928,GRH Andover ED,Tech,763
Delivery in Ed,UHHS GRH,1935,GRH Andover ED,Tech,"2,410.00"
Demo/eval aerosol/midi/IPPB ED staff,UHHS GRH,9256,GRH Andover ED,Tech,109
Dislocation treatment,UHHS GRH,2455,GRH Andover ED,Tech,602
Drain external ear abscess,UHHS GRH,2582,GRH Andover ED,Tech,512
Drain finger abscess complex,UHHS GRH,2583,GRH Andover ED,Tech,938
Drain finger abscess simple,UHHS GRH,2584,GRH Andover ED,Tech,587
ED Visit Critical Care Level,UHHS GRH,9334,GRH Andover ED,Tech,"2,910.00"
ED Visit Critical Care Level addl 30 minutes,UHHS GRH,53425,GRH Andover ED,Tech,832
EKG 12 lead tracing,UHHS GRH,9142,GRH Andover ED,Tech,289
Emergency Department E&M Level 1,UHHS GRH,9329,GRH Andover ED,Tech,308
Emergency Department E&M Level 2,UHHS GRH,12859,GRH Andover ED,Tech,505
Emergency Department E&M Level 3,UHHS GRH,12860,GRH Andover ED,Tech,842
Emergency Department E&M Level 4,UHHS GRH,9332,GRH Andover ED,Tech,"1,322.00"
Emergency Department E&M Level 5,UHHS GRH,9333,GRH Andover ED,Tech,"2,077.00"
Endotracheal Intubation,UHHS GRH,2685,GRH Andover ED,Tech,971
Epistaxis anterior complex,UHHS GRH,2756,GRH Andover ED,Tech,484
Epistaxis anterior simple,UHHS GRH,2757,GRH Andover ED,Tech,484
Epistaxis posterior,UHHS GRH,2758,GRH Andover ED,Tech,484
Evacuation subungual hematoma,UHHS GRH,2936,GRH Andover ED,Tech,226
FB Conjuctiva embedded,UHHS GRH,3002,GRH Andover ED,Tech,764
FB Conjuctiva superfical,UHHS GRH,3003,GRH Andover ED,Tech,764
FB Cornea w slit lamp,UHHS GRH,3004,GRH Andover ED,Tech,764
FB Cornea wo slit lamp,UHHS GRH,3005,GRH Andover ED,Tech,764
FB External ear,UHHS GRH,3006,GRH Andover ED,Tech,228
FB Muscle complex,UHHS GRH,3007,GRH Andover ED,Tech,"2,888.00"
FB Muscle simple,UHHS GRH,3008,GRH Andover ED,Tech,"1,016.00"
FB Nose,UHHS GRH,3275,GRH Andover ED,Tech,490
FB Pharynx,UHHS GRH,3009,GRH Andover ED,Tech,490
FB Subcutaneous complex,UHHS GRH,3010,GRH Andover ED,Tech,"1,401.00"
FB Subcutaneous simple,UHHS GRH,3011,GRH Andover ED,Tech,587
Feeding tube insertion,UHHS GRH,3012,GRH Andover ED,Tech,512
Gastric intubation aspiration lavage treatment,UHHS GRH,9113,GRH Andover ED,Tech,359
Gastro tube insertion in ED,UHHS GRH,3352,GRH Andover ED,Tech,"1,540.00"
Gastrostomy tube change,UHHS GRH,3354,GRH Andover ED,Tech,676
Glucose blood glucometer,UHHS GRH,8713,GRH Andover ED,Tech,47
GYN Hemorrhage control,UHHS GRH,3559,GRH Andover ED,Tech,516
I&D abscess multiple,UHHS GRH,3844,GRH Andover ED,Tech,595
I&D abscess single,UHHS GRH,3845,GRH Andover ED,Tech,555
I&D Bartholins gland abscess,UHHS GRH,3846,GRH Andover ED,Tech,516
I&D hematoma/seroma,UHHS GRH,3847,GRH Andover ED,Tech,"3,832.00"
I&D Perianal abscess superficial,UHHS GRH,3848,GRH Andover ED,Tech,682
I&D Perineal valva abscess,UHHS GRH,3849,GRH Andover ED,Tech,516
I&D Peritonsilar abscess,UHHS GRH,3850,GRH Andover ED,Tech,490
I&D Pilonidal cyst,UHHS GRH,3843,GRH Andover ED,Tech,587
ID thrombosed hemorrhoid ext,UHHS GRH,3851,GRH Andover ED,Tech,682
Immunization admin 1 single vac tox,UHHS GRH,9070,GRH Andover ED,Tech,45
Immunization admin ea addl vac/tox,UHHS GRH,11336,GRH Andover ED,Tech,45
Induction vomiting poison,UHHS GRH,9316,GRH Andover ED,Tech,405
Inhalation treatment by ED staff,UHHS GRH,9254,GRH Andover ED,Tech,109
Inj IM or subcut any drug,UHHS GRH,13742,GRH Andover ED,Tech,156
Ins Temp Cath Fracturd Balloon,UHHS GRH,3990,GRH Andover ED,Tech,395
Insert bladder cath residual urine,UHHS GRH,3992,GRH Andover ED,Tech,465
Insert nontunnel/PICC CV Cath 5 & >,UHHS GRH,16355,GRH Andover ED,Tech,"2,687.00"
Insert temporary catheter Foley,UHHS GRH,3995,GRH Andover ED,Tech,465
Irrig drug delivery device,UHHS GRH,13748,GRH Andover ED,Tech,103
IV Hydration ea add'l hour,UHHS GRH,15753,GRH Andover ED,Tech,623
IV Hydration Initial 31 min to 90 minutes,UHHS GRH,15751,GRH Andover ED,Tech,982
IV infusion for therapy prophylaxis or diagnosis (specify su,UHHS GRH,11343,GRH Andover ED,Tech,572
IV push each sequential new drug,UHHS GRH,13741,GRH Andover ED,Tech,264
IV push each sequential same drug,UHHS GRH,16572,GRH Andover ED,Tech,266
IV push sgl/init drug,UHHS GRH,12861,GRH Andover ED,Tech,284
IV therapy addl sequent drug up to 1hr,UHHS GRH,15749,GRH Andover ED,Tech,518
IV therapy concurrent infusion,UHHS GRH,15750,GRH Andover ED,Tech,647
IV therapy ea add hr up to 8,UHHS GRH,11345,GRH Andover ED,Tech,255
Laryngoscopy direct,UHHS GRH,4375,GRH Andover ED,Tech,"3,450.00"
Laryngoscopy fiberoptic FB,UHHS GRH,3077,GRH Andover ED,Tech,887
Laryngoscopy indirect,UHHS GRH,4376,GRH Andover ED,Tech,327
Laryngoscopy indirect FB remov,UHHS GRH,4377,GRH Andover ED,Tech,297
Layer closure <30cm,UHHS GRH,4388,GRH Andover ED,Tech,"1,092.00"
Layer closure >30cm,UHHS GRH,4389,GRH Andover ED,Tech,"3,533.00"
Lumbar puncture in ER,UHHS GRH,4702,GRH Andover ED,Tech,884
Misc procedure in ED,UHHS GRH,5223,GRH Andover ED,Tech,"1,436.00"
Miscarriage treated in ER,UHHS GRH,5221,GRH Andover ED,Tech,"2,260.00"
Mod sedat different prov  from proc ea addl 15 min,UHHS GRH,42503,GRH Andover ED,Tech,69
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS GRH,42502,GRH Andover ED,Tech,660
Mod sedat same prov  perf proc ea addl 15 min,UHHS GRH,42500,GRH Andover ED,Tech,70
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS GRH,42499,GRH Andover ED,Tech,660
Nasotracheal suction in ER,UHHS GRH,8314,GRH Andover ED,Tech,366
Newborn resuscitation,UHHS GRH,9349,GRH Andover ED,Tech,"1,035.00"
Pericardiocentesis initial,UHHS GRH,6085,GRH Andover ED,Tech,924
Peritoneal lavage,UHHS GRH,6088,GRH Andover ED,Tech,714
Placement of needle for IO inf,UHHS GRH,6259,GRH Andover ED,Tech,363
Pulse oximetry O2 saturation multiple determinations,UHHS GRH,9264,GRH Andover ED,Tech,338
Puncture aspiration abscess,UHHS GRH,6602,GRH Andover ED,Tech,650
Reconstruct nailbed w graft,UHHS GRH,6717,GRH Andover ED,Tech,568
Removal cerumen impacted,UHHS GRH,6734,GRH Andover ED,Tech,228
Removal nail & matrix permanent,UHHS GRH,6735,GRH Andover ED,Tech,"1,016.00"
Repair floor mouth vestib <2.5,UHHS GRH,6745,GRH Andover ED,Tech,359
Repair floor mouth vestib >2.5C,UHHS GRH,6746,GRH Andover ED,Tech,622
Repair nailbed,UHHS GRH,6747,GRH Andover ED,Tech,710
Simpl repair scalp/neck/axil/ext/trunk 2.5cm/<,UHHS GRH,6748,GRH Andover ED,Tech,408
Spirometry/vital capacity,UHHS GRH,9242,GRH Andover ED,Tech,362
Temporary transcutaneous pacing,UHHS GRH,9124,GRH Andover ED,Tech,931
Tendon repair,UHHS GRH,7494,GRH Andover ED,Tech,"5,352.00"
Thoracentesis in ED,UHHS GRH,7626,GRH Andover ED,Tech,"1,060.00"
Thoracentesis pneumothorax in ED,UHHS GRH,7627,GRH Andover ED,Tech,"1,060.00"
Thrombolysis coronary by IV,UHHS GRH,9130,GRH Andover ED,Tech,"1,560.00"
Tracheostomy,UHHS GRH,7801,GRH Andover ED,Tech,"3,160.00"
Tracheostomy tube change,UHHS GRH,7802,GRH Andover ED,Tech,"4,887.00"
Transfusion Admin in ER,UHHS GRH,7831,GRH Andover ED,Tech,884
Unlisted Proc Dentoalveolr Strct,UHHS GRH,39672,GRH Andover ED,Tech,"3,395.00"
Venipuncture cutdown < 1 yr old,UHHS GRH,16571,GRH Andover ED,Tech,135
Venipuncture VENI,UHHS GRH,8372,GRH Andover ED,Tech,21
Wedge excision ingrown nail,UHHS GRH,8201,GRH Andover ED,Tech,459
Anesthesia Cosmetic Tech Per Minute,UHHS GRH,55105,GRH Anesthesia Svcs,Tech,20
Anesthesia Tech Base Rate,UHHS GRH,13218,GRH Anesthesia Svcs,Tech,280
Anesthesia Tech Per Minute,UHHS GRH,13219,GRH Anesthesia Svcs,Tech,20
General anesthesia < 5yrs 1st 15 minutes,UHHS GRH,42542,GRH Anesthesia Svcs,Tech,910
General anesthesia > 5yrs 1st 15 minutes,UHHS GRH,42543,GRH Anesthesia Svcs,Tech,648
General anesthesia each addl 15 minutes,UHHS GRH,42544,GRH Anesthesia Svcs,Tech,69
Mod sedat different prov  from proc init 15 min < 5 yrs old,UHHS GRH,42501,GRH Anesthesia Svcs,Tech,648
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS GRH,42502,GRH Anesthesia Svcs,Tech,660
Mod sedat same prov  perf proc ea addl 15 min,UHHS GRH,42500,GRH Anesthesia Svcs,Tech,70
Mod sedat same prov perf proc init 15 min < 5 yrs old,UHHS GRH,42498,GRH Anesthesia Svcs,Tech,910
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS GRH,42499,GRH Anesthesia Svcs,Tech,660
3D rendering w indi workst,UHHS GRH,13316,GRH Angiography,Tech,884
Abbott Perclose 1267303,UHHS GRH,29040,GRH Angiography,Tech,610
Abbott Viatrac Balloon Catheter 100819540,UHHS GRH,55368,GRH Angiography,Tech,555
Angio extremity bilateral,UHHS GRH,9750,GRH Angiography,Tech,"5,199.00"
Angio extremity unilateral,UHHS GRH,9747,GRH Angiography,Tech,"5,199.00"
Angio pulmonary nonselective,UHHS GRH,9763,GRH Angiography,Tech,"3,376.00"
Angio pulmonary unilateral,UHHS GRH,9761,GRH Angiography,Tech,"6,350.00"
Angio select each addl vessel,UHHS GRH,9765,GRH Angiography,Tech,"3,441.00"
Angio Via Exist Cath Fllwupthx,UHHS GRH,9797,GRH Angiography,Tech,"2,380.00"
Angio visceral selective,UHHS GRH,9756,GRH Angiography,Tech,"5,104.00"
Angiography Pelvic S&I,UHHS GRH,9759,GRH Angiography,Tech,"4,755.00"
Angiography pulm bilat select radio S&I,UHHS GRH,9762,GRH Angiography,Tech,"6,784.00"
