Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
CVP LINE,UHHS EMC,92,10 SMYTHE,Tech,"2,271.00"
CVP LINE SUPPLIES,UHHS EMC,110,10 SMYTHE,Tech,710
DRESSING CHANGE SUPPLIES,UHHS EMC,108,10 SMYTHE,Tech,37
FLEXISEAL,UHHS EMC,100,10 SMYTHE,Tech,"1,098.00"
FLEXISEAL SUPPLIES,UHHS EMC,119,10 SMYTHE,Tech,"1,144.50"
FOLEY CATH INSERTION,UHHS EMC,97,10 SMYTHE,Tech,48
FOLEY CATH INSERTION SUPS,UHHS EMC,116,10 SMYTHE,Tech,19
HEMODIALYSIS CATHETER INT,UHHS EMC,105,10 SMYTHE,Tech,"6,764.00"
HYDRATE IV INFUS  ADD-ON HR,UHHS EMC,81,10 SMYTHE,Tech,95
HYDRATION IV INFUS  INIT HR,UHHS EMC,80,10 SMYTHE,Tech,450
INTERMIT PNEUM-CALF SUPPS,UHHS EMC,123,10 SMYTHE,Tech,85.5
INTERMIT PNEUM-THIGH SUPS,UHHS EMC,124,10 SMYTHE,Tech,147
INTUBATION,UHHS EMC,107,10 SMYTHE,Tech,569
IRRIG DRUG DELIVERY DEVIC,UHHS EMC,13256,10 SMYTHE,Tech,96
IV PUSH/DRIP NEW DRUG 15 MINUTES OR LESS,UHHS EMC,89,10 SMYTHE,Tech,175
IV PUSH/DRIP OF SAME DRUG > 30 MINUTES AFTER PREVIOUS DOSE,UHHS EMC,87,10 SMYTHE,Tech,175
IV START,UHHS EMC,91,10 SMYTHE,Tech,439
IV START SUPPLIES,UHHS EMC,109,10 SMYTHE,Tech,31
LAVAGE KIT SUPPLIES,UHHS EMC,131,10 SMYTHE,Tech,127
LUMBAR PUNCTURE,UHHS EMC,95,10 SMYTHE,Tech,"1,114.00"
LUMBAR PUNCTURE SUPPLIES,UHHS EMC,113,10 SMYTHE,Tech,33
MITTEN HAND SUPPLIES,UHHS EMC,130,10 SMYTHE,Tech,51
NG TUBE PLACEMENT,UHHS EMC,96,10 SMYTHE,Tech,258
NG TUBE PLACEMENT SUPPLIS,UHHS EMC,114,10 SMYTHE,Tech,56
OBSERVATION SERVICES 10S,UHHS EMC,14094,10 SMYTHE,Tech,646
PA LINE/SWAN GANZ,UHHS EMC,104,10 SMYTHE,Tech,"1,347.00"
PARA/THORACENTESIS,UHHS EMC,94,10 SMYTHE,Tech,693
PARA/THORACENTESIS SUPPLS,UHHS EMC,112,10 SMYTHE,Tech,138
PCA PUMP SUPPLIES,UHHS EMC,120,10 SMYTHE,Tech,36
PODUS BOOT,UHHS EMC,77,10 SMYTHE,Tech,317
PROLONG IV INFUS  PUMP RQ,UHHS EMC,179,10 SMYTHE,Tech,438
PROTECTOR ELBOW/HEEL SUPS,UHHS EMC,129,10 SMYTHE,Tech,22.5
RB 10S,UHHS EMC,31600109,10 SMYTHE,Tech,"1,404.00"
RB 10S,UHHS EMC,52,10 SMYTHE,Tech,"1,404.00"
RB 10S MONIT,UHHS EMC,55,10 SMYTHE,Tech,"2,095.00"
RB 10S MONIT,UHHS EMC,31600141,10 SMYTHE,Tech,"2,095.00"
RECOVERY - LEVEL II,UHHS EMC,132,10 SMYTHE,Tech,555
RESTRAINT BLAZER MESH SUS,UHHS EMC,127,10 SMYTHE,Tech,54
SHEATH PULL/ABP REMOVAL,UHHS EMC,106,10 SMYTHE,Tech,965
SPLINT FREEDOM POSEY SUPS,UHHS EMC,128,10 SMYTHE,Tech,36
SUPPORT BREAST THERAPEUTS,UHHS EMC,126,10 SMYTHE,Tech,90
THER/DIAG CONCURRENT INFU,UHHS EMC,335,10 SMYTHE,Tech,219
THER/PRO/DIAG IV INF ADDL,UHHS EMC,83,10 SMYTHE,Tech,255
THER/PRO/DIAG IV INF INIT,UHHS EMC,82,10 SMYTHE,Tech,572
THER/PROPH/DIAG INJ IA,UHHS EMC,13429,10 SMYTHE,Tech,173
THER/PROPH/DIAG INJ INF,UHHS EMC,88,10 SMYTHE,Tech,28
THER/PROPH/DIAG INJ IV PUSH INITIAL,UHHS EMC,86,10 SMYTHE,Tech,276
THERAP/DIAG INJ SQ OR IM,UHHS EMC,84,10 SMYTHE,Tech,156
TRANSF BLOOD/COMPONENTS,UHHS EMC,78,10 SMYTHE,Tech,884
TX/PROPH/DG ADDL SEQ IV I,UHHS EMC,13427,10 SMYTHE,Tech,453
11 SMYTHE OBSERVATION CHARGE/HOUR,UHHS EMC,15337,11 SMYTHE,Tech,88
ARTERIAL LINE INSERT SUPP,UHHS EMC,13554,11 SMYTHE,Tech,55
ARTERIAL LINE INSERTION,UHHS EMC,102,11 SMYTHE,Tech,640
BINDER ABDOMINAL SUPPLIES,UHHS EMC,125,11 SMYTHE,Tech,25.5
BLOOD TRANSFUSION SUPPLIS,UHHS EMC,115,11 SMYTHE,Tech,30
BONE MARROW ASPIRATION,UHHS EMC,93,11 SMYTHE,Tech,"1,052.00"
BONE MARROW ASPIRATION SS,UHHS EMC,111,11 SMYTHE,Tech,69
CAPD,UHHS EMC,98,11 SMYTHE,Tech,476
CAPD SUPPLIES,UHHS EMC,117,11 SMYTHE,Tech,68
CHEST TUBE PLACEMENT,UHHS EMC,99,11 SMYTHE,Tech,726
CHEST TUBE PLACEMENT SUPS,UHHS EMC,118,11 SMYTHE,Tech,317
COMPR STOCKING-KNEE SUPPS,UHHS EMC,121,11 SMYTHE,Tech,9
COMPR STOCKING-THIGH SUPS,UHHS EMC,122,11 SMYTHE,Tech,25.5
CRRT SUPPLIES,UHHS EMC,13555,11 SMYTHE,Tech,964
CVP LINE,UHHS EMC,92,11 SMYTHE,Tech,"2,271.00"
CVP LINE SUPPLIES,UHHS EMC,110,11 SMYTHE,Tech,710
DRESSING CHANGE SUPPLIES,UHHS EMC,108,11 SMYTHE,Tech,37
FLEXISEAL,UHHS EMC,100,11 SMYTHE,Tech,"1,098.00"
FLEXISEAL SUPPLIES,UHHS EMC,119,11 SMYTHE,Tech,"1,144.50"
FOLEY CATH INSERTION,UHHS EMC,97,11 SMYTHE,Tech,48
FOLEY CATH INSERTION SUPS,UHHS EMC,116,11 SMYTHE,Tech,19
HEMO BAY RECOVERY-EXTENSV,UHHS EMC,13579,11 SMYTHE,Tech,"1,069.00"
HEMO BAY RECOVERY-LIMITED,UHHS EMC,13578,11 SMYTHE,Tech,531
HEMODIALYSIS CATHETER INS,UHHS EMC,13577,11 SMYTHE,Tech,264
HEMODIALYSIS CATHETER INT,UHHS EMC,105,11 SMYTHE,Tech,"6,764.00"
HYDRATE IV INFUS  ADD-ON HR,UHHS EMC,81,11 SMYTHE,Tech,95
HYDRATION IV INFUS  INIT HR,UHHS EMC,80,11 SMYTHE,Tech,450
INTERMIT PNEUM-CALF SUPPS,UHHS EMC,123,11 SMYTHE,Tech,85.5
INTERMIT PNEUM-THIGH SUPS,UHHS EMC,124,11 SMYTHE,Tech,147
INTUBATION,UHHS EMC,107,11 SMYTHE,Tech,569
INTUBATION SUPPLIES,UHHS EMC,13559,11 SMYTHE,Tech,40
IRRIG DRUG DELIVERY DEVIC,UHHS EMC,13256,11 SMYTHE,Tech,96
IV PUSH/DRIP NEW DRUG 15 MINUTES OR LESS,UHHS EMC,89,11 SMYTHE,Tech,175
IV START,UHHS EMC,91,11 SMYTHE,Tech,439
IV START SUPPLIES,UHHS EMC,109,11 SMYTHE,Tech,31
LAVAGE KIT SUPPLIES,UHHS EMC,131,11 SMYTHE,Tech,127
LUMBAR PUNCTURE,UHHS EMC,95,11 SMYTHE,Tech,"1,114.00"
LUMBAR PUNCTURE SUPPLIES,UHHS EMC,113,11 SMYTHE,Tech,33
MITTEN HAND SUPPLIES,UHHS EMC,130,11 SMYTHE,Tech,51
NG TUBE PLACEMENT,UHHS EMC,96,11 SMYTHE,Tech,258
NG TUBE PLACEMENT SUPPLIS,UHHS EMC,114,11 SMYTHE,Tech,56
OBSERVATION SERVICES 11S,UHHS EMC,14095,11 SMYTHE,Tech,641
PA LINE/SWAN GANZ,UHHS EMC,104,11 SMYTHE,Tech,"1,347.00"
PA LINE/SWAN GANZ SUPPLIS,UHHS EMC,13556,11 SMYTHE,Tech,266
PARA/THORACENTESIS,UHHS EMC,94,11 SMYTHE,Tech,693
PARA/THORACENTESIS SUPPLS,UHHS EMC,112,11 SMYTHE,Tech,138
PCA PUMP SUPPLIES,UHHS EMC,120,11 SMYTHE,Tech,36
PODUS BOOT,UHHS EMC,77,11 SMYTHE,Tech,317
POST-OP CARD CATH RECOVER,UHHS EMC,13581,11 SMYTHE,Tech,531
PROLONG IV INFUS  PUMP RQ,UHHS EMC,179,11 SMYTHE,Tech,438
PROTECTOR ELBOW/HEEL SUPS,UHHS EMC,129,11 SMYTHE,Tech,22.5
PTC- OBSERVATION 1 HR INC,UHHS EMC,13580,11 SMYTHE,Tech,64
RB 11S,UHHS EMC,15789,11 SMYTHE,Tech,"1,412.00"
RB 11S MONIT,UHHS EMC,34100016,11 SMYTHE,Tech,"2,095.00"
RB 11S MONIT,UHHS EMC,64,11 SMYTHE,Tech,"2,095.00"
RESTRAINT BLAZER MESH SUS,UHHS EMC,127,11 SMYTHE,Tech,54
SHEATH PULL/ABP REMOVAL,UHHS EMC,106,11 SMYTHE,Tech,965
SHEATH PULL/ABP REMOVAL S,UHHS EMC,13558,11 SMYTHE,Tech,95
SPLINT FREEDOM POSEY SUPS,UHHS EMC,128,11 SMYTHE,Tech,36
SUPPORT BREAST THERAPEUTS,UHHS EMC,126,11 SMYTHE,Tech,90
THER/DIAG CONCURRENT INFU,UHHS EMC,335,11 SMYTHE,Tech,219
THER/PRO/DIAG IV INF ADDL,UHHS EMC,83,11 SMYTHE,Tech,255
THER/PRO/DIAG IV INF INIT,UHHS EMC,82,11 SMYTHE,Tech,572
THER/PROPH/DIAG INJ IA,UHHS EMC,13429,11 SMYTHE,Tech,173
THER/PROPH/DIAG INJ INF,UHHS EMC,88,11 SMYTHE,Tech,28
THER/PROPH/DIAG INJ IV PUSH INITIAL,UHHS EMC,86,11 SMYTHE,Tech,276
THERAP/DIAG INJ SQ OR IM,UHHS EMC,84,11 SMYTHE,Tech,156
TX/PROPH/DG ADDL SEQ IV I,UHHS EMC,13427,11 SMYTHE,Tech,453
1ST ORDER AB/PELV/LOW EXT,UHHS EMC,14020,4 SMYTHE,Tech,"4,090.00"
4 SMYTHE OBSERVATION CHARGE/HOUR,UHHS EMC,15345,4 SMYTHE,Tech,62
4S - OBSERVATION 1 HR INC,UHHS EMC,15013,4 SMYTHE,Tech,35
ABDMNL AORTA RENL/LWR S&I,UHHS EMC,12173,4 SMYTHE,Tech,"5,173.00"
ABDOM AO W/BOLUS CH BIL L,UHHS EMC,13701,4 SMYTHE,Tech,"7,592.00"
ADD IMAGING ART 2  3 ORDR,UHHS EMC,14022,4 SMYTHE,Tech,"1,476.00"
ADDL 2ND/3RD CATH PLACMNT,UHHS EMC,12162,4 SMYTHE,Tech,"1,916.00"
ADDL 2ND/3RD ORDER UPPER,UHHS EMC,12165,4 SMYTHE,Tech,"1,916.00"
ANGIO THORACIC AORTA S&I,UHHS EMC,12174,4 SMYTHE,Tech,"3,394.00"
ANGIOGRAPHY EXTRM BIL S&I,UHHS EMC,12176,4 SMYTHE,Tech,"5,460.00"
ANGIOGRAPHY EXTRM UNI S&I,UHHS EMC,12175,4 SMYTHE,Tech,"5,122.00"
ANGIOSEAL CLOSURE DEVICE,UHHS EMC,13704,4 SMYTHE,Tech,461
AORTIC ARCH ONLY,UHHS EMC,12023,4 SMYTHE,Tech,"6,710.00"
AORTIC ROOT,UHHS EMC,14362,4 SMYTHE,Tech,477
BRACHIAL APPROACH RETROGR,UHHS EMC,12183,4 SMYTHE,Tech,"2,262.00"
CARDIAC CATH PACK,UHHS EMC,12249,4 SMYTHE,Tech,219
CATH PLACE VEIN 1ST ORDER,UHHS EMC,12409,4 SMYTHE,Tech,"3,070.00"
CATH PLACE VEIN 2ND ORDER,UHHS EMC,12410,4 SMYTHE,Tech,"3,084.00"
CATHETER INTRO AORTA,UHHS EMC,12113,4 SMYTHE,Tech,"3,007.00"
CLOSURE DEVICE PROCEDURE,UHHS EMC,12133,4 SMYTHE,Tech,260
COOK WIRE,UHHS EMC,13696,4 SMYTHE,Tech,255
ENDOMYOCARDIAC BIOPSY,UHHS EMC,12399,4 SMYTHE,Tech,"8,845.00"
FISTULAGRAM LT,UHHS EMC,13533,4 SMYTHE,Tech,"1,244.00"
FISTULAGRAM RT,UHHS EMC,13531,4 SMYTHE,Tech,"1,244.00"
GUIDEWIRE,UHHS EMC,12255,4 SMYTHE,Tech,82.5
HAND CONTROLLER KIT,UHHS EMC,12265,4 SMYTHE,Tech,82.5
HEART CATH W/O W/GRAFT,UHHS EMC,14357,4 SMYTHE,Tech,"4,697.00"
HEARTH CATH W/O LV,UHHS EMC,14356,4 SMYTHE,Tech,"4,179.00"
HEMAQUIT,UHHS EMC,12260,4 SMYTHE,Tech,166.5
ILIAC RUN-OFF CARD CATH,UHHS EMC,12141,4 SMYTHE,Tech,"7,592.00"
IMAGING 1ST RENAL ARTERY,UHHS EMC,12123,4 SMYTHE,Tech,"4,090.00"
IMAGING BRACHIOCEPHALIC,UHHS EMC,12379,4 SMYTHE,Tech,"2,600.00"
IMAGING LT CAROTID ARTRY,UHHS EMC,12425,4 SMYTHE,Tech,"2,522.00"
IMAGING RT CAROTID ARTRY,UHHS EMC,12147,4 SMYTHE,Tech,"2,522.00"
INIT SECND ORDER LWER EXT,UHHS EMC,12164,4 SMYTHE,Tech,"4,306.00"
INIT THIRD ORDER LWER EXT,UHHS EMC,12163,4 SMYTHE,Tech,"4,306.00"
INITIAL THIRD ORDER UPPER,UHHS EMC,12166,4 SMYTHE,Tech,"3,146.00"
INTRO CATH RETROGRADE EXT - UPPER OR LOWER,UHHS EMC,12167,4 SMYTHE,Tech,"2,896.00"
INTRO CATHETER IVC,UHHS EMC,12121,4 SMYTHE,Tech,"1,924.00"
ISOVUE 250 PER ML,UHHS EMC,13498,4 SMYTHE,Tech,1
ISOVUE 370 PER ML,UHHS EMC,13500,4 SMYTHE,Tech,1
JUDKINS CATHETER,UHHS EMC,12262,4 SMYTHE,Tech,139.5
LONG HEMAQUIT 8FR,UHHS EMC,12263,4 SMYTHE,Tech,274.5
LV GRAM ONLY - NO COR IMAGE,UHHS EMC,14355,4 SMYTHE,Tech,"4,361.00"
MANIFOLD KIT ACIST,UHHS EMC,12266,4 SMYTHE,Tech,93
MARKER PIG CATHETER,UHHS EMC,12305,4 SMYTHE,Tech,316.5
MICROPUNCTURE KIT,UHHS EMC,13697,4 SMYTHE,Tech,185
MULTI TORQUE DEVICE,UHHS EMC,12309,4 SMYTHE,Tech,213
MYNX CLOSURE,UHHS EMC,12289,4 SMYTHE,Tech,657
PACEMAKER CATHETER,UHHS EMC,12269,4 SMYTHE,Tech,672
PER LEFT HEART CATH,UHHS EMC,14353,4 SMYTHE,Tech,"5,235.00"
PERCUT LEFT HEART W GRAFT,UHHS EMC,14354,4 SMYTHE,Tech,"5,755.00"
PLATINUM PLUS WIRE,UHHS EMC,12248,4 SMYTHE,Tech,426
PULM NON-SELECT ANGIO,UHHS EMC,12406,4 SMYTHE,Tech,"3,804.00"
PULMONARY ANGIO BIL S&I,UHHS EMC,12415,4 SMYTHE,Tech,"6,651.00"
PULMONARY ANGIO UNI S& LT,UHHS EMC,12417,4 SMYTHE,Tech,"6,322.00"
PULMONARY ANGIO UNI S& RT,UHHS EMC,12418,4 SMYTHE,Tech,"6,322.00"
PULMONARY ANGIO UNI S&I,UHHS EMC,12416,4 SMYTHE,Tech,"6,322.00"
RB 4S,UHHS EMC,13849,4 SMYTHE,Tech,"1,439.00"
RB 4S MONIT,UHHS EMC,14395,4 SMYTHE,Tech,"2,144.00"
RENAL ANGIOGRAP CARD CATH,UHHS EMC,12142,4 SMYTHE,Tech,"5,173.00"
RHC LV ONLY NO CORONARY,UHHS EMC,14361,4 SMYTHE,Tech,"6,991.00"
RHC W LHC W GRAFT,UHHS EMC,14360,4 SMYTHE,Tech,"9,218.00"
RHC/LHC W GRAFT NO LV,UHHS EMC,14602,4 SMYTHE,Tech,"10,083.00"
RIGHT HEART CATH ONLY,UHHS EMC,14358,4 SMYTHE,Tech,"4,189.00"
RIGHT HEART W LHC,UHHS EMC,14359,4 SMYTHE,Tech,"8,647.00"
ST JUDE WIRE 150CM,UHHS EMC,12352,4 SMYTHE,Tech,177
ST JUDE WIRE 180-260CM,UHHS EMC,12353,4 SMYTHE,Tech,250
THER/PROPH/DIAG INJ IV PU,UHHS EMC,13703,4 SMYTHE,Tech,276
THERMODILUTION SWAN,UHHS EMC,12273,4 SMYTHE,Tech,700.5
THORACIC AORTA WO SERIAL,UHHS EMC,12407,4 SMYTHE,Tech,"5,635.00"
TX/PRO/DX NEW DRUG ADD-ON,UHHS EMC,14642,4 SMYTHE,Tech,175
VENOGRAPHY EXTREM BILAT INJ,UHHS EMC,12069,4 SMYTHE,Tech,"1,716.00"
VISIPAQUE 320 PER ML,UHHS EMC,13532,4 SMYTHE,Tech,1
WHOLLEY WIRE,UHHS EMC,12277,4 SMYTHE,Tech,117
5 SMYTHE OBSERVATION CHARGE/HOUR,UHHS EMC,15334,5 SMYTHE,Tech,61
ARTERIAL LINE INSERTION,UHHS EMC,102,5 SMYTHE,Tech,640
BINDER ABDOMINAL SUPPLIES,UHHS EMC,125,5 SMYTHE,Tech,25.5
BLOOD TRANSFUSION SUPPLIS,UHHS EMC,115,5 SMYTHE,Tech,30
BONE MARROW ASPIRATION,UHHS EMC,93,5 SMYTHE,Tech,"1,052.00"
BONE MARROW ASPIRATION SS,UHHS EMC,111,5 SMYTHE,Tech,69
CAPD,UHHS EMC,98,5 SMYTHE,Tech,476
CAPD SUPPLIES,UHHS EMC,117,5 SMYTHE,Tech,68
CHEST TUBE PLACEMENT,UHHS EMC,99,5 SMYTHE,Tech,726
CHEST TUBE PLACEMENT SUPS,UHHS EMC,118,5 SMYTHE,Tech,317
COMPR STOCKING-KNEE SUPPS,UHHS EMC,121,5 SMYTHE,Tech,9
COMPR STOCKING-THIGH SUPS,UHHS EMC,122,5 SMYTHE,Tech,25.5
CVP LINE,UHHS EMC,92,5 SMYTHE,Tech,"2,271.00"
CVP LINE SUPPLIES,UHHS EMC,110,5 SMYTHE,Tech,710
DRESSING CHANGE SUPPLIES,UHHS EMC,108,5 SMYTHE,Tech,37
FLEXISEAL,UHHS EMC,100,5 SMYTHE,Tech,"1,098.00"
FLEXISEAL SUPPLIES,UHHS EMC,119,5 SMYTHE,Tech,"1,144.50"
FOLEY CATH INSERTION,UHHS EMC,97,5 SMYTHE,Tech,48
FOLEY CATH INSERTION SUPS,UHHS EMC,116,5 SMYTHE,Tech,19
HEMODIALYSIS CATHETER INT,UHHS EMC,105,5 SMYTHE,Tech,"6,764.00"
HYDRATE IV INFUS  ADD-ON HR,UHHS EMC,81,5 SMYTHE,Tech,95
HYDRATION IV INFUS  INIT HR,UHHS EMC,80,5 SMYTHE,Tech,450
INCISION AND DRAINAGE OF ISCHIORECTAL AND/OR PERIRECTAL ABSC,UHHS EMC,16898,5 SMYTHE,Tech,"3,476.00"
INTERMIT PNEUM-CALF SUPPS,UHHS EMC,123,5 SMYTHE,Tech,85.5
INTERMIT PNEUM-THIGH SUPS,UHHS EMC,124,5 SMYTHE,Tech,147
INTUBATION,UHHS EMC,107,5 SMYTHE,Tech,569
IRRIG DRUG DELIVERY DEVIC,UHHS EMC,13256,5 SMYTHE,Tech,96
IV PUSH/DRIP NEW DRUG 15 MINUTES OR LESS,UHHS EMC,89,5 SMYTHE,Tech,175
IV PUSH/DRIP OF SAME DRUG > 30 MINUTES AFTER PREVIOUS DOSE,UHHS EMC,87,5 SMYTHE,Tech,175
IV START,UHHS EMC,91,5 SMYTHE,Tech,439
IV START SUPPLIES,UHHS EMC,109,5 SMYTHE,Tech,31
LAVAGE KIT SUPPLIES,UHHS EMC,131,5 SMYTHE,Tech,127
LUMBAR PUNCTURE,UHHS EMC,95,5 SMYTHE,Tech,"1,114.00"
LUMBAR PUNCTURE SUPPLIES,UHHS EMC,113,5 SMYTHE,Tech,33
MITTEN HAND SUPPLIES,UHHS EMC,130,5 SMYTHE,Tech,51
NG TUBE PLACEMENT,UHHS EMC,96,5 SMYTHE,Tech,258
NG TUBE PLACEMENT SUPPLIS,UHHS EMC,114,5 SMYTHE,Tech,56
OBSERVATION SERVICES 5S,UHHS EMC,14092,5 SMYTHE,Tech,572
PA LINE/SWAN GANZ,UHHS EMC,104,5 SMYTHE,Tech,"1,347.00"
PARA/THORACENTESIS,UHHS EMC,94,5 SMYTHE,Tech,693
PARA/THORACENTESIS SUPPLS,UHHS EMC,112,5 SMYTHE,Tech,138
PCA PUMP SUPPLIES,UHHS EMC,120,5 SMYTHE,Tech,36
PODUS BOOT,UHHS EMC,77,5 SMYTHE,Tech,317
PROLONG IV INFUS  PUMP RQ,UHHS EMC,179,5 SMYTHE,Tech,438
PROTECTOR ELBOW/HEEL SUPS,UHHS EMC,129,5 SMYTHE,Tech,22.5
RB 5S,UHHS EMC,42,5 SMYTHE,Tech,"1,404.00"
RB 5S,UHHS EMC,31100100,5 SMYTHE,Tech,"1,404.00"
RB 5S MONIT,UHHS EMC,31100126,5 SMYTHE,Tech,"1,516.00"
RB 5S MONIT,UHHS EMC,44,5 SMYTHE,Tech,"1,516.00"
RECOVERY - LEVEL II,UHHS EMC,132,5 SMYTHE,Tech,555
RESTRAINT BLAZER MESH SUS,UHHS EMC,127,5 SMYTHE,Tech,54
SHEATH PULL/ABP REMOVAL,UHHS EMC,106,5 SMYTHE,Tech,965
SPLINT FREEDOM POSEY SUPS,UHHS EMC,128,5 SMYTHE,Tech,36
SUPPORT BREAST THERAPEUTS,UHHS EMC,126,5 SMYTHE,Tech,90
THER/DIAG CONCURRENT INFU,UHHS EMC,335,5 SMYTHE,Tech,219
THER/PRO/DIAG IV INF ADDL,UHHS EMC,83,5 SMYTHE,Tech,255
THER/PRO/DIAG IV INF INIT,UHHS EMC,82,5 SMYTHE,Tech,572
THER/PROPH/DIAG INJ IA,UHHS EMC,13429,5 SMYTHE,Tech,173
THER/PROPH/DIAG INJ INF,UHHS EMC,88,5 SMYTHE,Tech,28
THER/PROPH/DIAG INJ IV PUSH INITIAL,UHHS EMC,86,5 SMYTHE,Tech,276
THERAP/DIAG INJ SQ OR IM,UHHS EMC,84,5 SMYTHE,Tech,156
TRANSF BLOOD/COMPONENTS,UHHS EMC,78,5 SMYTHE,Tech,884
TREATMENT ROOM LVL I,UHHS EMC,14300,5 SMYTHE,Tech,102
TX/PROPH/DG ADDL SEQ IV I,UHHS EMC,13427,5 SMYTHE,Tech,453
5 WEST OBSERVATION CHARGE/HOUR,UHHS EMC,15341,5 WEST,Tech,64
OBSERVATION SERVICES 5W,UHHS EMC,14096,5 WEST,Tech,636
RB PSYCH,UHHS EMC,68,5 WEST,Tech,"1,542.00"
RB PSYCH,UHHS EMC,34300012,5 WEST,Tech,"1,542.00"
6 SMYTHE OBSERVATION CHARGE/HOUR,UHHS EMC,15340,6 SMYTHE,Tech,59
ARTERIAL LINE INSERTION,UHHS EMC,102,6 SMYTHE,Tech,640
BINDER ABDOMINAL SUPPLIES,UHHS EMC,125,6 SMYTHE,Tech,25.5
BLOOD TRANSFUSION SUPPLIS,UHHS EMC,115,6 SMYTHE,Tech,30
BONE MARROW ASPIRATION,UHHS EMC,93,6 SMYTHE,Tech,"1,052.00"
BONE MARROW ASPIRATION SS,UHHS EMC,111,6 SMYTHE,Tech,69
CAPD,UHHS EMC,98,6 SMYTHE,Tech,476
CAPD SUPPLIES,UHHS EMC,117,6 SMYTHE,Tech,68
CHEST TUBE PLACEMENT,UHHS EMC,99,6 SMYTHE,Tech,726
CHEST TUBE PLACEMENT SUPS,UHHS EMC,118,6 SMYTHE,Tech,317
COMPR STOCKING-KNEE SUPPS,UHHS EMC,121,6 SMYTHE,Tech,9
COMPR STOCKING-THIGH SUPS,UHHS EMC,122,6 SMYTHE,Tech,25.5
CVP LINE,UHHS EMC,92,6 SMYTHE,Tech,"2,271.00"
CVP LINE SUPPLIES,UHHS EMC,110,6 SMYTHE,Tech,710
DRESSING CHANGE SUPPLIES,UHHS EMC,108,6 SMYTHE,Tech,37
FLEXISEAL,UHHS EMC,100,6 SMYTHE,Tech,"1,098.00"
FLEXISEAL SUPPLIES,UHHS EMC,119,6 SMYTHE,Tech,"1,144.50"
FOLEY CATH INSERTION,UHHS EMC,97,6 SMYTHE,Tech,48
FOLEY CATH INSERTION SUPS,UHHS EMC,116,6 SMYTHE,Tech,19
HEMODIALYSIS CATHETER INT,UHHS EMC,105,6 SMYTHE,Tech,"6,764.00"
HYDRATE IV INFUS  ADD-ON HR,UHHS EMC,81,6 SMYTHE,Tech,95
HYDRATION IV INFUS  INIT HR,UHHS EMC,80,6 SMYTHE,Tech,450
INTERMIT PNEUM-CALF SUPPS,UHHS EMC,123,6 SMYTHE,Tech,85.5
INTERMIT PNEUM-THIGH SUPS,UHHS EMC,124,6 SMYTHE,Tech,147
