Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
FOOT COMP MINIMUM 3 VWS UNI   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,522
FOOT COMP. MINIMUM 3VWS BIL   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,"1,044.00"
FOREARM 2 VIEWS BILAT         ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,688
FOREARM 2 VIEWS UNI           ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,344
HAND 2 VIEWS - BILAT          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,834
HAND 2 VIEWS UNI              ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,417
HAND COMPLETE - BILAT         ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,915
HAND COMPLETE UNI             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,458
HIP UNI 1 VIEW                ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,305
HIP UNI 2-3 VIEWS             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,609
HIPS AP & FROG LEGS (INFANT)  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,609
HIPS BI 2 VIEWS               ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,510
HUMERUS - BILAT               ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,853
HUMERUS UNI                   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,426
INTERNAL AUDITORY MEATI       ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,307
JOINT STRESS                  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,498
JOINT SURVEY 2 OR + JTS 1 VIEW,UHHS JMC,51718,Detroit Road Radiology        ,Tech,425
KNEE 1 OR 2 VIEW - BILAT      ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,811
KNEE 1 OR 2 VIEW UNI          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,406
KNEE 3 VIEWS BILAT            ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,876
KNEE 3 VIEWS UNI              ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,438
KNEE BILAT WT BRG             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,423
KNEE COMPLETE (4+VIEW) BIL    ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,"1,369.00"
KNEE COMPLETE (4+VIEW) UNI    ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,684
LOWER EXTREM CHILD - BILAT    ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,790
LOWER EXTREM CHILD UNI        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,395
LUMBAR SPINE 1 VIEW           ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,428
LUMBAR SPINE 2 VIEWS          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,656
LUMBAR SPINE 3 VIEWS          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,656
LUMBAR SPINE W BENDING 6 VWS  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,846
LUMBAR SPINE W OBLIQUES       ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,998
LUMBOSAC BEND ONLY 2-3 VWS    ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,656
MANDIBLE <4 VIEWS             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,391
MANDIBLE COMPLETE             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,397
MASTOID <3 VIEWS              ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,432
MASTOIDS COMPLETE             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,599
METASTATIC BONE SURVEY        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,786
NASAL BONES                   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,426
NASOPHARYNX SOFT TUSSUE       ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,434
NECK FOR SOFT TUSSUE          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,434
OPTIC FORAMINA (BILAT)        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,541
OPTIC FORAMINA UNI            ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,270
ORBITS COMPLETE               ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,557
OSCALCIS/HEEL - BILAT         ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,826
OSCALCIS/HEEL UNI             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,413
PARANASAL SINUS <3 V          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,515
PARANASAL SINUS COMP          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,584
PELVIS 1 OR 2 VIEWS           ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,391
PELVIS 3 VIEWS                ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,483
PELVIS STANDING               ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,391
RIBS - BILAT                  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,539
RIBS BILAT W CHEST            ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,698
RIBS UNI                      ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,453
RIBS W CHEST                  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,698
SACROILIAC JOINTS             ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,471
SACRUM-COCCYX                 ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,520
SCAPULA - BILATERAL           ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,840
SCAPULA UNI                   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,420
SELLA TURCICA                 ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,238
SHOULDER - BILATERAL          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,"1,065.00"
SHOULDER 1 VIEW - BILATERAL   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,641
SHOULDER 1 VIEW UNI           ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,320
SHOULDER UNI                  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,532
SKELETAL BABY GRAM            ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,416
SKULL <4 VIEWS                ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,676
SKULL COMPLETE                ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,700
STERNOCLAVICULAR JOINTS       ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,531
STERNUM                       ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,531
SWIMMERS VIEW - CERVICAL      ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,428
TEMPOROMANDIB JOINTS          ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,685
THORACIC SPINE 1 VIEW         ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,428
THORACIC SPINE 2 VIEWS        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,466
THORACIC SPINE 3 VIEWS        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,785
THORACOLUMBAR SP. 2 VIEWS     ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,627
TIBIA/FIBULA 2 VIEWS BILAT    ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,872
TIBIA/FIBULA 2 VIEWS UNI      ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,436
TOE(S) LT                     ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,394
TOE(S) RT                     ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,394
TOE(S) UNI                    ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,394
UPPER EXTREM CHILD - BILATERAL,UHHS JMC,51718,Detroit Road Radiology        ,Tech,790
UPPER EXTREM CHILD UNI        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,395
WRIST AP  LAT OR 2 VIEWS UNI  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,395
WRIST AP & LAT OR 3 VIEWS BIL ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,790
WRIST COMP. MINIMUM 2 VWS BIL ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,"1,044.00"
WRIST COMP. MINIMUM 3 VWS UNI ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,522
XRAY EXAM ABDM 2 VIEWS        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,450
XRAY EXAM ABDM 3 + VIEWS      ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,450
XRAY EXAM CGEST TWO VIEWS     ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,316
XRAY EXAM CHEST 4OR MORE VIEWS,UHHS JMC,51718,Detroit Road Radiology        ,Tech,622
XRAY EXAM CHEST THREE VIEWS   ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,420
X-RAY EXAM ENTIRE SPI 1VW     ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,704
X-RAY EXAM ENTIRE SPI 2-3 VW  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,968
X-RAY EXAM ENTIRE SPI 2-3 VW  ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,968
X-RAY EXAM OF FEMUR 1         ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,394
X-RAY EXAM OF FEMUR 2>        ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,786
ZYGO ARCH/FACIAL <3 VIEW      ,UHHS JMC,51718,Detroit Road Radiology        ,Tech,488
BLOOD DRAWN IMPLANTED VAD     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,198
COLLECT BLOOD SPEC PICC CVC   ,UHHS JMC,51715,INFUSION CENTER               ,Tech,198
E/M NURSING LVL               ,UHHS JMC,51715,INFUSION CENTER               ,Tech,211
IFC MINOR PROC/SURG LVL 1     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,267
IFC MINOR PROC/SURG LVL 10    ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"4,422.00"
IFC MINOR PROC/SURG LVL 11    ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"5,306.00"
IFC MINOR PROC/SURG LVL 12    ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"6,190.00"
IFC MINOR PROC/SURG LVL 13    ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"7,075.00"
IFC MINOR PROC/SURG LVL 14    ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"8,843.00"
IFC MINOR PROC/SURG LVL 2     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,444
IFC MINOR PROC/SURG LVL 3     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,620
IFC MINOR PROC/SURG LVL 4     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,885
IFC MINOR PROC/SURG LVL 5     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"1,151.00"
IFC MINOR PROC/SURG LVL 6     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"1,415.00"
IFC MINOR PROC/SURG LVL 7     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"1,771.00"
IFC MINOR PROC/SURG LVL 8     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"2,466.00"
IFC MINOR PROC/SURG LVL 9     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"3,538.00"
INJ SQ - IM THER-DX-PROPH     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,175
IV INFS HYDRATION 31MIN TO 1HR,UHHS JMC,51715,INFUSION CENTER               ,Tech,484
IV INFS HYDRATION EA ADD HR   ,UHHS JMC,51715,INFUSION CENTER               ,Tech,75
IV INFS THER-PROP-DX 1ST HR   ,UHHS JMC,51715,INFUSION CENTER               ,Tech,484
IV INFS THER-PROP-DX EA ADD HR,UHHS JMC,51715,INFUSION CENTER               ,Tech,75
IV INFUSION ADD'L SEQUENTIAL  ,UHHS JMC,51715,INFUSION CENTER               ,Tech,484
IV INFUSION CONCURRENT        ,UHHS JMC,51715,INFUSION CENTER               ,Tech,75
IV PUSH EA ADD SEQ SAME DRUG  ,UHHS JMC,51715,INFUSION CENTER               ,Tech,194
IV PUSH EAS ADD NEW DRUG-SBSNC,UHHS JMC,51715,INFUSION CENTER               ,Tech,194
IV PUSH SINGL INITIAL SUBSTNC ,UHHS JMC,51715,INFUSION CENTER               ,Tech,194
PORT ACCES IRRIG DRUG DLVR DVC,UHHS JMC,51715,INFUSION CENTER               ,Tech,129
THROM DECLOT IMP VAD CATH     ,UHHS JMC,51715,INFUSION CENTER               ,Tech,589
TRANSFUSION BLD BLD COMPONENT ,UHHS JMC,51715,INFUSION CENTER               ,Tech,"1,321.00"
VENIPUNCTURE                  ,UHHS JMC,51715,INFUSION CENTER               ,Tech,23
ABDOMEN ONE VIEW              ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,308
AC JOINTS BILAT               ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,272
ANKLE AP & LAT OR 2 VIEWS BIL ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,921
ANKLE AP & LAT OR 2 VIEWS UNI ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,461
ANKLE COMP MINIMUM 3 VWS UNI  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,522
ANKLE COMP. MINIMUM 3 VWS BIL ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,044.00"
BONE AGE                      ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,340
BONE LENGTH                   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,422
BONE SURVEY                   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,565
BONE SURVEY - INFANT          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,416
CARVICAL SPINE LAT ONLY       ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,428
CERVICAL SOINE 6 OR > VIEWS   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,077.00"
CERVICAL SPINE 1 VIEW         ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,428
CERVICAL SPINE 3 VIEWS OR LESS,UHHS JMC,51717,Rocky Road Radiology          ,Tech,575
CERVICAL SPINE 3 VIEWS OR LESS,UHHS JMC,51717,Rocky Road Radiology          ,Tech,575
CERVICAL SPINE 4-5 VIEWS      ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,822
CHEST SINGLE VIEW             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,316
CLAVICLE - BILATERAL          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,716
CLAVICLE UNI                  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,358
COMP ABD SERIES W 1VW CHEST   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,057.00"
ELBOW AP & LAT OR 2 VIEWS BIL ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,790
ELBOW AP & LAT OR 2 VIEWS UNI ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,395
ELBOW COMP MINIMUM 3 VWS UNI  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,508
ELBOW COMP. MINIMUM 2VWS BIL  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,015.00"
EYE FOR FB - BILAT            ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,734
EYE FOR FB UNI                ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,367
FACIAL BONE <3 VIEWS          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,488
FACIAL BONES COMPLETE         ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,640
FB INFANT/CHILD SINGLE FILM   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,331
FINGER(S)                     ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,361
FINGERS BILATERAL             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,722
FOOT AP & LAT OR 2 VIEWS BILAT,UHHS JMC,51717,Rocky Road Radiology          ,Tech,811
FOOT AP & LAT OR 2 VIEWS UNI  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,406
FOOT COMP MINIMUM 3 VWS UNI   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,522
FOOT COMP. MINIMUM 2 VWS BIL  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,044.00"
FOREARM 2 VIEWS BILAT         ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,688
FOREARM 2 VIEWS UNI           ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,344
HAND 2 VIEWS - BILAT          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,834
HAND 2 VIEWS UNI              ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,417
HAND COMPLETE - BILAT         ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,915
HAND COMPLETE UNI             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,458
HIP UNI 1 VIEW                ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,305
HIP UNI 2-3 VIEWS             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,609
HIPS AP & FROG LEGS (INFANT)  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,609
HIPS BI 2 VIEWS               ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,510
HUMERUS - BILAT               ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,853
HUMERUS UNI                   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,426
INTERNAL AUDITORY MEATI       ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,307
JOINT STRESS                  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,498
JOINT SURVEY 2 OR + JTS 1 VIEW,UHHS JMC,51717,Rocky Road Radiology          ,Tech,425
KNEE 1 OR 2 VIEW - BILAT      ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,811
KNEE 1 OR 2 VIEW UNI          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,406
KNEE 3 VIEWS BILAT            ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,876
KNEE 3 VIEWS UNI              ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,438
KNEE BILAT WT BRG             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,423
KNEE COMPLETE (4+VIEW) BIL    ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,369.00"
KNEE COMPLETE (4+VIEW) UNI    ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,684
LOWER EXTREM CHILD - BILAT    ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,790
LOWER EXTREM CHILD UNI        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,395
LUMBAR SPINE 1 VIEW           ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,428
LUMBAR SPINE 2 VIEWS          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,656
LUMBAR SPINE 3 VIEWS          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,656
LUMBAR SPINE W BENDING 6 VWS  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,846
LUMBAR SPINE W OBLIQUES       ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,998
LUMBOSAC BEND ONLY 2-3 VWS    ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,656
MANDIBLE <4 VIEWS             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,391
MANDIBLE COMPLETE             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,397
MASTOID <3 VIEWS              ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,432
MASTOIDS COMPLETE             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,599
METASTATIC BONE SURVEY        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,786
NASAL BONES                   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,426
NASOPHARYNX SOFT TISSUE       ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,434
NECK FOR SOFT TISSUE          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,434
OPTIC FORAMINA (BILAT)        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,541
OPTIC FORAMINA UNI            ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,270
ORBITS COMPLETE               ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,557
OSCALCIS/HEEL - BILAT         ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,826
OSCALCIS/HEEL UNI             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,413
PARANASAL SINUS <3 V          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,515
PARANASAL SINUS COMP          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,584
PELVIS 1 OR 2 VIEWS           ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,391
PELVIS 3 VIEWS                ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,483
PELVIS STANDING               ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,391
RIBS - BILT                   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,539
RIBS BILAT W CHEST            ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,698
RIBS UNI                      ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,453
RIBS W CHEST                  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,698
SACROILIAC JOINTS             ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,471
SACRUM-COCCYX                 ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,520
SCAPULA - BILATERAL           ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,840
SCAPULA UNI                   ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,420
SELLA TURCICA                 ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,238
SHOULDER - BILATERAL          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,065.00"
SHOULDER 1 VIEW UNI           ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,320
SHOULDER 1 VIEW-BILATERAL     ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,641
SHOULDER UNI                  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,532
SKELETAL BABY GRAM            ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,416
SKULL <4 VIEWS                ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,676
SKULL COMPLETE                ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,700
STERNOCLAVICULAR JOINTS       ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,531
STERNUM                       ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,531
SWIMMERS VIEW-CERVICAL        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,428
TEMPOROMANDIB JOINTS          ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,685
THORACIC SPINE 1 VIEW         ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,428
THORACIC SPINE 2 VIEWS        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,466
THORACIC SPINE 3 VIEWS        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,785
THORACOLUMBAR SP 2 VIEWS      ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,627
TIBIA/FIBULA 2 VIEWS BILAT    ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,872
TIBIA/FIBULA 2 VIEWS UNI      ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,436
TOE(S) LT                     ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,394
TOE(S) RT                     ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,394
TOE(S) UNI                    ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,394
UPPER EXTREM CHILD - BILATERAL,UHHS JMC,51717,Rocky Road Radiology          ,Tech,790
UPPER EXTREM CHILD UNI        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,395
WRIST AP & LAT OR 2 VIEWS UNI ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,395
WRIST AP & LAT OR 3 VIEWS BIL ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,790
WRIST COMP. MINIMUM 2VWS BIL  ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,"1,044.00"
WRIST COMP. MINIMUM 3 VWA UNI ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,522
XRAY EXAM ABDM 2 VIEWS        ,UHHS JMC,51717,Rocky Road Radiology          ,Tech,450
