Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Bilirubin total transcutaneous,UHHS UHC,24494,RBC After Hours Clin,Tech,37
Bladder straight catheterization for residual urine,UHHS UHC,21233,RBC After Hours Clin,Tech,230
Ceftriaxone sodium per 250 mg,UHHS UHC,24545,RBC After Hours Clin,Tech,8
Chemical cauterization of granulation tissue (proud flesh/si,UHHS UHC,8273,RBC After Hours Clin,Tech,599
Chorionic villus sampling any method,UHHS UHC,8475,RBC After Hours Clin,Tech,870
Dressings/wound debridement burns small,UHHS UHC,22089,RBC After Hours Clin,Tech,385
I&D abscess simple/single,UHHS UHC,8264,RBC After Hours Clin,Tech,476
Inj IM or subcut any drug,UHHS UHC,13742,RBC After Hours Clin,Tech,156
Prednisone oral 5mg,UHHS UHC,24543,RBC After Hours Clin,Tech,5
RBC op estab patient visit level 1,UHHS UHC,24558,RBC After Hours Clin,Tech,104
RBC op estab patient visit level 2,UHHS UHC,24559,RBC After Hours Clin,Tech,112
RBC op estab patient visit level 3,UHHS UHC,24560,RBC After Hours Clin,Tech,122
RBC op estab patient visit level 4,UHHS UHC,24561,RBC After Hours Clin,Tech,138
RBC op estab patient visit level 5,UHHS UHC,24562,RBC After Hours Clin,Tech,154
RBC op new patient visit level 1,UHHS UHC,24553,RBC After Hours Clin,Tech,104
RBC op new patient visit level 2,UHHS UHC,24554,RBC After Hours Clin,Tech,112
RBC op new patient visit level 3,UHHS UHC,24555,RBC After Hours Clin,Tech,122
RBC op new patient visit level 4,UHHS UHC,24556,RBC After Hours Clin,Tech,138
RBC op new patient visit level 5,UHHS UHC,24557,RBC After Hours Clin,Tech,154
Tetanus and diphtheria toxoids (Td) IM,UHHS UHC,9088,RBC After Hours Clin,Tech,39
Vaccine administration initial,UHHS UHC,24510,RBC After Hours Clin,Tech,45
Venipuncture VENI,UHHS UHC,8372,RBC After Hours Clin,Tech,21
Wound debride wo anes medium,UHHS UHC,22090,RBC After Hours Clin,Tech,618
Admin influenza virus vaccine Nurse Unit,UHHS UHC,9362,RBC AMC 5,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS UHC,9363,RBC AMC 5,Tech,45
Administration of Hep B nursing units,UHHS UHC,33570,RBC AMC 5,Tech,40
Arterial puncture for ABG,UHHS UHC,29633,RBC AMC 5,Tech,135
Bilirubin total transcutaneous,UHHS UHC,24494,RBC AMC 5,Tech,37
Chemo IV ea add'l hr,UHHS UHC,13264,RBC AMC 5,Tech,468
Chemo IV up to 1 hr - 1st drug,UHHS UHC,13263,RBC AMC 5,Tech,832
Direct Refer to Observation,UHHS UHC,39794,RBC AMC 5,Tech,546
EEG awake and asleep,UHHS UHC,9275,RBC AMC 5,Tech,"1,271.00"
Extend Recovery on Nurs Unit 1st hr,UHHS UHC,18074,RBC AMC 5,Tech,535
Ingestion Challenge Test additional 60 minutes,UHHS UHC,40537,RBC AMC 5,Tech,312
Ingestion Challenge Test initial,UHHS UHC,40536,RBC AMC 5,Tech,624
Inject IM or subcut any drug,UHHS UHC,11346,RBC AMC 5,Tech,161
IV hydration each additional hour,UHHS UHC,17693,RBC AMC 5,Tech,253
IV Hydration Initial 31 min to 90 minutes,UHHS UHC,15751,RBC AMC 5,Tech,374
IV infusion for therapy prophylaxis or diagnosis (specify su,UHHS UHC,11343,RBC AMC 5,Tech,572
IV push ea sequential of new drug,UHHS UHC,17683,RBC AMC 5,Tech,860
IV push ea sequential of same drug,UHHS UHC,17685,RBC AMC 5,Tech,860
IV push single or initial drug,UHHS UHC,17682,RBC AMC 5,Tech,276
IV therapy addl sequential drug up to 1 hr,UHHS UHC,17688,RBC AMC 5,Tech,652
IV therapy ea add hr up to 8,UHHS UHC,11345,RBC AMC 5,Tech,255
IV tx concurrent infusion,UHHS UHC,17691,RBC AMC 5,Tech,652
Miscellaneous bedside procedure,UHHS UHC,18082,RBC AMC 5,Tech,"1,258.00"
RBC Med/Surg Observation 1st hour,UHHS UHC,26933,RBC AMC 5,Tech,"1,737.00"
Semi Private Hospice Room Rate RBC 125,UHHS UHC,40565,RBC AMC 5,Tech,"3,406.00"
Semi Private Room Rate RBC 123,UHHS UHC,22039,RBC AMC 5,Tech,"3,474.00"
Spinal puncture lumbar diag,UHHS UHC,8477,RBC AMC 5,Tech,"1,403.00"
Stepdown/Telemetry RBC Room Rate 206,UHHS UHC,30498,RBC AMC 5,Tech,"5,782.00"
Admin influenza virus vaccine Nurse Unit,UHHS UHC,9362,RBC Cardiac Step Dow,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS UHC,9363,RBC Cardiac Step Dow,Tech,45
Administration of Hep B nursing units,UHHS UHC,33570,RBC Cardiac Step Dow,Tech,40
Arterial puncture for ABG,UHHS UHC,29633,RBC Cardiac Step Dow,Tech,135
Bilirubin total transcutaneous,UHHS UHC,24494,RBC Cardiac Step Dow,Tech,37
Bone marrow aspiration only,UHHS UHC,8400,RBC Cardiac Step Dow,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS UHC,8401,RBC Cardiac Step Dow,Tech,"1,090.00"
Cardioversion External OR/Nurse Unit,UHHS UHC,15668,RBC Cardiac Step Dow,Tech,"2,163.00"
Circumcision,UHHS UHC,17406,RBC Cardiac Step Dow,Tech,316
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS UHC,53667,RBC Cardiac Step Dow,Tech,"3,292.00"
EKG 12 lead tracing,UHHS UHC,9142,RBC Cardiac Step Dow,Tech,289
Insert nontunnel/PICC < 5yrs,UHHS UHC,17361,RBC Cardiac Step Dow,Tech,"2,652.00"
Insert tunnel cath < 5 years incl c/s,UHHS UHC,17364,RBC Cardiac Step Dow,Tech,"4,524.00"
Laser retinopathy 1 or > sessions preterm infant,UHHS UHC,30362,RBC Cardiac Step Dow,Tech,"1,493.00"
Miscellaneous bedside procedure,UHHS UHC,18082,RBC Cardiac Step Dow,Tech,"1,258.00"
Newborn PKU Kit,UHHS UHC,17516,RBC Cardiac Step Dow,Tech,185
PDA ligation,UHHS UHC,30363,RBC Cardiac Step Dow,Tech,"3,372.00"
RBC Med/Surg Observation 1st hour,UHHS UHC,26933,RBC Cardiac Step Dow,Tech,"1,737.00"
Semi Private Room Rate RBC 123,UHHS UHC,22039,RBC Cardiac Step Dow,Tech,"3,474.00"
Spinal puncture lumbar diag,UHHS UHC,8477,RBC Cardiac Step Dow,Tech,"1,403.00"
Stepdown/Telemetry RBC Room Rate 206,UHHS UHC,30498,RBC Cardiac Step Dow,Tech,"5,782.00"
Thoracentesis for aspiration,UHHS UHC,7628,RBC Cardiac Step Dow,Tech,"1,456.00"
Transfusion bld products on nursing unit,UHHS UHC,8373,RBC Cardiac Step Dow,Tech,884
EKG 12 lead tracing,UHHS UHC,9142,RBC Cardiology Clin,Tech,289
Gardasil 1.05ml,UHHS UHC,22084,RBC Cardiology Clin,Tech,710
RBC op estab patient visit level 1,UHHS UHC,24558,RBC Cardiology Clin,Tech,104
RBC op estab patient visit level 2,UHHS UHC,24559,RBC Cardiology Clin,Tech,112
RBC op estab patient visit level 3,UHHS UHC,24560,RBC Cardiology Clin,Tech,122
RBC op estab patient visit level 4,UHHS UHC,24561,RBC Cardiology Clin,Tech,138
RBC op estab patient visit level 5,UHHS UHC,24562,RBC Cardiology Clin,Tech,154
RBC op new patient visit level 1,UHHS UHC,24553,RBC Cardiology Clin,Tech,104
RBC op new patient visit level 2,UHHS UHC,24554,RBC Cardiology Clin,Tech,112
RBC op new patient visit level 3,UHHS UHC,24555,RBC Cardiology Clin,Tech,122
RBC op new patient visit level 4,UHHS UHC,24556,RBC Cardiology Clin,Tech,138
RBC op new patient visit level 5,UHHS UHC,24557,RBC Cardiology Clin,Tech,154
Urine pregnancy test visual color (HCGU),UHHS UHC,8626,RBC Cardiology Clin,Tech,69
Venipuncture VENI,UHHS UHC,8372,RBC Cardiology Clin,Tech,21
MNT initial assess individual w/patient ea 15 minutes,UHHS UHC,32063,RBC Chronic Care,Tech,61
MNT re-assessment individual w/patient each 15 min,UHHS UHC,32064,RBC Chronic Care,Tech,61
MNT Subs Tx changed Dx indiv ea 15 min,UHHS UHC,32066,RBC Chronic Care,Tech,76
Abdom Paracentesis(diag/ther) wo imag,UHHS UHC,33815,RBC CT ICU,Tech,"1,420.00"
Admin influenza virus vaccine Nurse Unit,UHHS UHC,9362,RBC CT ICU,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS UHC,9363,RBC CT ICU,Tech,45
Administration of Hep B nursing units,UHHS UHC,33570,RBC CT ICU,Tech,40
Arterial puncture for ABG,UHHS UHC,29633,RBC CT ICU,Tech,135
Arthrocentesis asp/inj lg jnt RBC,UHHS UHC,29099,RBC CT ICU,Tech,"1,709.00"
Arthrocentesis asp/inj med jnt RBC,UHHS UHC,29097,RBC CT ICU,Tech,612
Arthrocentesis asp/inj sm jnt RBC,UHHS UHC,29092,RBC CT ICU,Tech,488
Bilirubin total transcutaneous,UHHS UHC,24494,RBC CT ICU,Tech,37
Biopsy skin  each addl,UHHS UHC,17238,RBC CT ICU,Tech,316
Biopsy skin one lesion,UHHS UHC,17237,RBC CT ICU,Tech,316
Bone marrow aspiration only,UHHS UHC,8400,RBC CT ICU,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS UHC,8401,RBC CT ICU,Tech,"1,090.00"
Cardioversion External OR/Nurse Unit,UHHS UHC,15668,RBC CT ICU,Tech,"2,163.00"
Destruction lesions <10 sq cm,UHHS UHC,22990,RBC CT ICU,Tech,632
Destruction lesions > 50.0 sq cm,UHHS UHC,22992,RBC CT ICU,Tech,"1,271.00"
Destruction lesions 10.0 to 50.0 sq cm,UHHS UHC,22991,RBC CT ICU,Tech,982
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS UHC,53667,RBC CT ICU,Tech,"3,292.00"
Direct Refer to Observation,UHHS UHC,39794,RBC CT ICU,Tech,546
Extend Recovery in ICU 1st hr,UHHS UHC,18076,RBC CT ICU,Tech,645
Fine needle aspiration; without imaging guidance,UHHS UHC,8262,RBC CT ICU,Tech,233
I&D abscess complicated/multiple,UHHS UHC,8265,RBC CT ICU,Tech,599
I&D abscess simple/single,UHHS UHC,8264,RBC CT ICU,Tech,476
Insert nontunnel/PICC < 5yrs,UHHS UHC,17361,RBC CT ICU,Tech,"2,652.00"
Insert nontunnel/PICC CV Cath 5 & >,UHHS UHC,16355,RBC CT ICU,Tech,"2,687.00"
Insert tunnel cath < 5 years incl c/s,UHHS UHC,17364,RBC CT ICU,Tech,"4,524.00"
Insert tunnel CV cath 5 yrs or >,UHHS UHC,15509,RBC CT ICU,Tech,"4,625.00"
Laser retinopathy 1 or > sessions preterm infant,UHHS UHC,30362,RBC CT ICU,Tech,"1,493.00"
Layer closure <30cm,UHHS UHC,4388,RBC CT ICU,Tech,442
Layer closure >30cm,UHHS UHC,4389,RBC CT ICU,Tech,"1,634.00"
Miscellaneous bedside procedure,UHHS UHC,18082,RBC CT ICU,Tech,"1,258.00"
Newborn PKU Kit,UHHS UHC,17516,RBC CT ICU,Tech,185
NG tube insertion RBC,UHHS UHC,29103,RBC CT ICU,Tech,360
PDA ligation,UHHS UHC,30363,RBC CT ICU,Tech,"3,372.00"
RBC PICU 203,UHHS UHC,26964,RBC CT ICU,Tech,"10,046.00"
RBC PICU Observation 1st hr,UHHS UHC,26936,RBC CT ICU,Tech,"5,023.00"
Renal Bx Percutns Trocar/Ndl,UHHS UHC,6739,RBC CT ICU,Tech,"2,972.00"
Simpl repair scalp/neck/axil/ext/trunk 2.5cm/<,UHHS UHC,6748,RBC CT ICU,Tech,336
Spinal puncture lumbar diag,UHHS UHC,8477,RBC CT ICU,Tech,"1,403.00"
Stepdown/Telemetry RBC Room Rate 206,UHHS UHC,30498,RBC CT ICU,Tech,"5,782.00"
Suture removal w/anesthesia same surgeon,UHHS UHC,22989,RBC CT ICU,Tech,761
Thoracentesis for aspiration,UHHS UHC,7628,RBC CT ICU,Tech,"1,456.00"
Transfusion bld products on nursing unit,UHHS UHC,8373,RBC CT ICU,Tech,884
Vaginal irrigation,UHHS UHC,22993,RBC CT ICU,Tech,496
"Zflo Positioning Device 7""x10"" DCP7010",UHHS UHC,36699,RBC CT ICU,Tech,46
Zflo Positioning Device Large 25x36 Z3,UHHS UHC,36701,RBC CT ICU,Tech,486
Zflo Positioning Device Pick1400,UHHS UHC,36700,RBC CT ICU,Tech,294
Admin influenza virus vaccine Nurse Unit,UHHS UHC,9362,RBC Cystic Fibrosis,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS UHC,9363,RBC Cystic Fibrosis,Tech,45
Administration of Hep B nursing units,UHHS UHC,33570,RBC Cystic Fibrosis,Tech,40
Arterial puncture for ABG,UHHS UHC,29633,RBC Cystic Fibrosis,Tech,135
Bilirubin total transcutaneous,UHHS UHC,24494,RBC Cystic Fibrosis,Tech,37
Bone marrow aspiration only,UHHS UHC,8400,RBC Cystic Fibrosis,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS UHC,8401,RBC Cystic Fibrosis,Tech,"1,090.00"
Cardioversion External OR/Nurse Unit,UHHS UHC,15668,RBC Cystic Fibrosis,Tech,"2,163.00"
Direct Refer to Observation,UHHS UHC,39794,RBC Cystic Fibrosis,Tech,546
Inject IM or subcut any drug,UHHS UHC,11346,RBC Cystic Fibrosis,Tech,161
IV hydration each additional hour,UHHS UHC,17693,RBC Cystic Fibrosis,Tech,253
IV Hydration Initial 31 min to 90 minutes,UHHS UHC,15751,RBC Cystic Fibrosis,Tech,374
IV infusion for therapy prophylaxis or diagnosis (specify su,UHHS UHC,11343,RBC Cystic Fibrosis,Tech,572
IV push ea sequential of new drug,UHHS UHC,17683,RBC Cystic Fibrosis,Tech,860
IV push ea sequential of same drug,UHHS UHC,17685,RBC Cystic Fibrosis,Tech,860
IV push single or initial drug,UHHS UHC,17682,RBC Cystic Fibrosis,Tech,276
IV therapy addl sequential drug up to 1 hr,UHHS UHC,17688,RBC Cystic Fibrosis,Tech,652
IV therapy ea add hr up to 8,UHHS UHC,11345,RBC Cystic Fibrosis,Tech,255
IV tx concurrent infusion,UHHS UHC,17691,RBC Cystic Fibrosis,Tech,652
Miscellaneous bedside procedure,UHHS UHC,18082,RBC Cystic Fibrosis,Tech,"1,258.00"
RBC Med/Surg Observation 1st hour,UHHS UHC,26933,RBC Cystic Fibrosis,Tech,"1,737.00"
Semi Private Room Rate RBC 123,UHHS UHC,22039,RBC Cystic Fibrosis,Tech,"3,474.00"
Spinal puncture lumbar diag,UHHS UHC,8477,RBC Cystic Fibrosis,Tech,"1,403.00"
2D/M-Mode/Color/Doppler Complete (acquired),UHHS UHC,29585,RBC Echo,Tech,"2,704.00"
3D rendering w indi workst,UHHS UHC,13316,RBC Echo,Tech,884
3D rendering wo indi workstation,UHHS UHC,13315,RBC Echo,Tech,728
Doppler color flow mapping add-on,UHHS UHC,9157,RBC Echo,Tech,579
Doppler echocardiography complete,UHHS UHC,9155,RBC Echo,Tech,707
Doppler echocardiography follow-up/limited,UHHS UHC,9156,RBC Echo,Tech,468
Doppler echocardiography  fetal  cardiovascular system  puls,UHHS UHC,8535,RBC Echo,Tech,411
Echocardiograph transthoracic 2D limited,UHHS UHC,9153,RBC Echo,Tech,891
Echocardiography during stress test,UHHS UHC,9158,RBC Echo,Tech,"2,962.00"
Echocardiography Fetal Doppler Cardio,UHHS UHC,8534,RBC Echo,Tech,645
Echocardiography transthoracic 2D w/M,UHHS UHC,9152,RBC Echo,Tech,"1,820.00"
Fetal echo real time w image documentation (2D) follow up or,UHHS UHC,22985,RBC Echo,Tech,537
Fetal echocardiography,UHHS UHC,22961,RBC Echo,Tech,382
Intracardiac echo add on,UHHS UHC,26807,RBC Echo,Tech,"5,229.00"
TEE for congenital cardiac anomalies,UHHS UHC,22168,RBC Echo,Tech,"2,600.00"
TEE for Image Acquisition/Interp/Report only Congenital,UHHS UHC,32418,RBC Echo,Tech,"1,739.00"
Transesophageal Echo Complete,UHHS UHC,9154,RBC Echo,Tech,"2,756.00"
Transthoracic echo congenital cardiac anm,UHHS UHC,9151,RBC Echo,Tech,"1,825.00"
TTE for cong abnormality limited,UHHS UHC,22192,RBC Echo,Tech,"1,274.00"
ECMO Start w/o Run,UHHS UHC,2613,RBC ECMO,Tech,"20,284.00"
Neonatal ECMO 1st hour,UHHS UHC,5493,RBC ECMO,Tech,"25,671.00"
Neonatal ECMO each additional hour,UHHS UHC,5492,RBC ECMO,Tech,569
Pediatric ECMO 1st hour,UHHS UHC,5978,RBC ECMO,Tech,"25,671.00"
Pediatric ECMO each additional hour,UHHS UHC,5977,RBC ECMO,Tech,699
2D/M-Mode/Color/Doppler Complete (acquired),UHHS UHC,29585,RBC EKG,Tech,"2,704.00"
3D rendering w indi workst,UHHS UHC,13316,RBC EKG,Tech,884
3D rendering wo indi workstation,UHHS UHC,13315,RBC EKG,Tech,728
Ambulatory BP  24+ HR  Monitoring; Scan Analysis W/Report,UHHS UHC,9218,RBC EKG,Tech,494
Cardiac stress test,UHHS UHC,9143,RBC EKG,Tech,"1,144.00"
Doppler color flow mapping add-on,UHHS UHC,9157,RBC EKG,Tech,579
Doppler echocardiography complete,UHHS UHC,9155,RBC EKG,Tech,707
Doppler echocardiography follow-up/limited,UHHS UHC,9156,RBC EKG,Tech,468
Doppler echocardiography  fetal  cardiovascular system  puls,UHHS UHC,8535,RBC EKG,Tech,411
Echocardiograph transthoracic 2D limited,UHHS UHC,9153,RBC EKG,Tech,891
Echocardiography during stress test,UHHS UHC,9158,RBC EKG,Tech,"2,962.00"
Echocardiography Fetal Doppler Cardio,UHHS UHC,8534,RBC EKG,Tech,645
Echocardiography transthoracic 2D w/M,UHHS UHC,9152,RBC EKG,Tech,"1,820.00"
EKG 12 lead tracing,UHHS UHC,9142,RBC EKG,Tech,289
Electronic analysis dual chamber int pcmk,UHHS UHC,9209,RBC EKG,Tech,356
Fetal echo real time w image documentation (2D) follow up or,UHHS UHC,22985,RBC EKG,Tech,537
Fetal echocardiography,UHHS UHC,22961,RBC EKG,Tech,382
Holter Monitor 24 hrs w/report,UHHS UHC,9147,RBC EKG,Tech,806
Holter Monitor Hookup/Rec/Disc,UHHS UHC,9146,RBC EKG,Tech,666
Pacemaker transmitter,UHHS UHC,5894,RBC EKG,Tech,790
PM device progr eval dual,UHHS UHC,20657,RBC EKG,Tech,338
Pulse ox single determination,UHHS UHC,9263,RBC EKG,Tech,222
Pulse oximetry O2 saturation multiple determinations,UHHS UHC,9264,RBC EKG,Tech,338
Signal-averaged electrocardiography (SAECG) with or without,UHHS UHC,29586,RBC EKG,Tech,"1,260.00"
TEE for congenital cardiac anomalies,UHHS UHC,22168,RBC EKG,Tech,"2,600.00"
TEE for Image Acquisition/Interp/Report only Congenital,UHHS UHC,32418,RBC EKG,Tech,"1,739.00"
Transesophageal Echo Complete,UHHS UHC,9154,RBC EKG,Tech,"2,756.00"
Transtelephonic event recording,UHHS UHC,22959,RBC EKG,Tech,"1,619.00"
Transthoracic echo congenital cardiac anm,UHHS UHC,9151,RBC EKG,Tech,"1,825.00"
TTE for cong abnormality limited,UHHS UHC,22192,RBC EKG,Tech,"1,274.00"
Vectocardiogram,UHHS UHC,11404,RBC EKG,Tech,289
American Dilator,UHHS UHC,295,RBC Endo Lab,Tech,711
Applied Med Enteral Feeding Tube GJ 1413/30 1423/45,UHHS UHC,36477,RBC Endo Lab,Tech,"1,125.00"
Biopsy of anorectal wall  anal appro,UHHS UHC,8426,RBC Endo Lab,Tech,"4,108.00"
Bost Sci resolution clip M00522610,UHHS UHC,13843,RBC Endo Lab,Tech,494
Bravo 48 hour PH test,UHHS UHC,11399,RBC Endo Lab,Tech,"1,669.00"
Breath hydrogen test,UHHS UHC,9112,RBC Endo Lab,Tech,572
Bronchoscopy diagnostic,UHHS UHC,8304,RBC Endo Lab,Tech,"3,354.00"
Bronchoscopy rigid/flexible w/wo fluo/brush,UHHS UHC,8305,RBC Endo Lab,Tech,"2,262.00"
Bronchoscopy via artificial stoma,UHHS UHC,8303,RBC Endo Lab,Tech,"2,574.00"
Bronchoscopy w/biopsy(s),UHHS UHC,8307,RBC Endo Lab,Tech,"2,236.00"
Capsule M2A small bowel,UHHS UHC,17284,RBC Endo Lab,Tech,"2,720.00"
Change Gastrostomy Tube,UHHS UHC,22560,RBC Endo Lab,Tech,"1,119.00"
Change of gastrostmy tube,UHHS UHC,29285,RBC Endo Lab,Tech,676
Chemical cauterization of granulation tissue (proud flesh/si,UHHS UHC,8273,RBC Endo Lab,Tech,599
Colonic balloon dilator,UHHS UHC,1741,RBC Endo Lab,Tech,429
Colonoscopy flex control bleed,UHHS UHC,8437,RBC Endo Lab,Tech,"2,424.00"
Colonoscopy flexible w/ biopsy,UHHS UHC,8436,RBC Endo Lab,Tech,"2,616.00"
Colonoscopy removal tumor polyp other lesion by snare,UHHS UHC,8438,RBC Endo Lab,Tech,"2,548.00"
Colonoscopy w removal hot biopsy or bipolar cautery,UHHS UHC,1756,RBC Endo Lab,Tech,"3,073.00"
Colonoscopy w wo specimen(s) brush/wash,UHHS UHC,8434,RBC Endo Lab,Tech,"2,579.00"
Colonoscopy w/fb removal,UHHS UHC,1755,RBC Endo Lab,Tech,"3,011.00"
Colonoscopy  flexible  proximal to splenic flexure; with rem,UHHS UHC,8435,RBC Endo Lab,Tech,"1,995.00"
Diag bronchoscopy w/lavage,UHHS UHC,8306,RBC Endo Lab,Tech,"2,860.00"
Dilation esophagus by unguided sound/bougie sgl/multi passes,UHHS UHC,8420,RBC Endo Lab,Tech,"1,534.00"
Dilation of anal sphincter (separate procedure) under anesth,UHHS UHC,8439,RBC Endo Lab,Tech,"1,995.00"
Duodenal intubation/aspiration with pancreatic enzyme stimul,UHHS UHC,40051,RBC Endo Lab,Tech,"1,248.00"
EGD polypectomy by hot biopsy,UHHS UHC,8416,RBC Endo Lab,Tech,"2,793.00"
EGD w removal foreign body,UHHS UHC,8414,RBC Endo Lab,Tech,"2,761.00"
EGD w/band ligation,UHHS UHC,8411,RBC Endo Lab,Tech,"3,234.00"
EGD w/control bleed any method,UHHS UHC,8418,RBC Endo Lab,Tech,"2,678.00"
EGD w/dilation gastric outlet,UHHS UHC,8412,RBC Endo Lab,Tech,"3,121.00"
EGD w/guidewire insertion/dil,UHHS UHC,2633,RBC Endo Lab,Tech,"2,740.00"
EGD w/inj sclerosis varices,UHHS UHC,2634,RBC Endo Lab,Tech,"2,548.00"
EGD w/NG Tube/Cath Place/Stn,UHHS UHC,2636,RBC Endo Lab,Tech,"2,480.00"
EGD w/polypectomy snare,UHHS UHC,8417,RBC Endo Lab,Tech,"2,574.00"
EGD with biopsy sngl/multi,UHHS UHC,8410,RBC Endo Lab,Tech,"2,808.00"
EGD with injection therapy,UHHS UHC,2642,RBC Endo Lab,Tech,"2,241.00"
Endoscopy sm intest w/place j tube,UHHS UHC,8423,RBC Endo Lab,Tech,"3,859.00"
Esophageal balloon dilator,UHHS UHC,2854,RBC Endo Lab,Tech,429
Esophageal motility study,UHHS UHC,9107,RBC Endo Lab,Tech,"1,404.00"
Esophagoscopy rigid/flexi w/inj sclerosis varices,UHHS UHC,8407,RBC Endo Lab,Tech,"1,950.00"
Esophagoscopy with biopsy(s),UHHS UHC,8406,RBC Endo Lab,Tech,"2,652.00"
Esophagoscopy  rigid or flexible; diagnostic  with or withou,UHHS UHC,8405,RBC Endo Lab,Tech,"2,600.00"
Flex sig w snare remov tumor/polyp/les,UHHS UHC,3287,RBC Endo Lab,Tech,"2,480.00"
Flex sig w/dilation,UHHS UHC,13505,RBC Endo Lab,Tech,"2,713.00"
Flex sig w/submucosal inj,UHHS UHC,13518,RBC Endo Lab,Tech,"1,735.00"
Flex sigmoid w control bleeding,UHHS UHC,3285,RBC Endo Lab,Tech,"2,740.00"
Helicobacter pylori drug admin/sample collect,UHHS UHC,8724,RBC Endo Lab,Tech,78
Heliobacter pylori qual/semiquant multi step,UHHS UHC,18466,RBC Endo Lab,Tech,98
Ileoscopy  through stoma; diagnostic  with or without collec,UHHS UHC,8424,RBC Endo Lab,Tech,"2,147.00"
Ileoscopy  through stoma; with biopsy  single or multiple,UHHS UHC,8425,RBC Endo Lab,Tech,"2,444.00"
Laryngoscopy diagnostic,UHHS UHC,8301,RBC Endo Lab,Tech,416
Multi band ligator,UHHS UHC,5332,RBC Endo Lab,Tech,747
Nasopharyngoscopy w/endoscope,UHHS UHC,9120,RBC Endo Lab,Tech,303
Needle biopsy forceps,UHHS UHC,5447,RBC Endo Lab,Tech,288
Pouchoscopy,UHHS UHC,13516,RBC Endo Lab,Tech,"2,265.00"
Pouchoscopy w/biopsy,UHHS UHC,13517,RBC Endo Lab,Tech,"2,179.00"
Sclerotherapy needle,UHHS UHC,6962,RBC Endo Lab,Tech,112
Sigmoidoscopy flexible w/bx sngl/multi,UHHS UHC,8431,RBC Endo Lab,Tech,"1,924.00"
